main_topic;cloze_test;translation;hint;extra
Präpositionalpronomen Höflichkeit Pl.;El futuro es para {{c1::ustedes}}.;Die Zukunft ist für Sie (Pl. höflich).;Nutze das Höflichkeits-Plural-Pronomen ustedes nach der Präposition para.;
con-Verschmelzung (mit ihm/ihr);Ella habla {{c1::con él}}.;Sie spricht mit ihm.;Nutze die Präposition con (mit) vor dem normalen Subjektpronomen él. Hier verschmilzt nichts!;Die Verschmelzung auf -migo/-tigo findet ausschließlich bei mir und dir statt.
con-Verschmelzung (mit uns);Carlos trabaja {{c1::con nosotros}}.;Carlos arbeitet mit uns.;Nutze die Präposition con vor dem normalen Subjektpronomen nosotros.;
Präpositionalpronomen nach por;Hago todo por {{c1::tí -> ti}}.;Ich tue alles wegen dir (deinetwegen).;Nutze das Pronomen für du nach der Grund-Präposition por. Achtung auf die Akzentsetzung!;Hier greift dein gelerntes Por/Para-Muster 23 für die Ursache (por). ti bleibt ohne Akzent.
Präpositionalpronomen nach por;El sol brilla por {{c1::mí}}.;Die Sonne scheint wegen mir (für mich als Grund).;Nutze das Pronomen für ich mit Akzent nach der Präposition por.;
Präpositionalpronomen nach sin (ohne);No quiero viajar sin {{c1::ti}}.;Ich will nicht ohne dich reisen.;Nutze das Pronomen für du nach der Präposition sin (ohne).;Hier siehst du auch das starr verneinte Hilfsverb no quiero (Satzmuster 12).
Präpositionalpronomen nach sin (ohne);La vida sin {{c1::mí}} no es igual.;Das Leben ohne mich ist nicht dasselbe.;Nutze das Pronomen für ich mit Akzent nach der Präposition sin (ohne).;
Präpositionalpronomen nach de (von/über);Ellos hablan de {{c1::mí}}.;Sie sprechen über mich.;Nutze das Pronomen für ich mit Akzent nach der Herkunfts-Präposition de.;Die Präposition de bedeutet von oder über (etwas/jemanden sprechen).
Präpositionalpronomen nach de (von/über);¿Qué piensas de {{c1::tí -> ti}}?;Was denkst du über dich? (Was hältst du von dir?);Nutze das Pronomen für du nach der Präposition de in einer bekannten Fragesatz-Struktur.;
Präpositionalpronomen nach de (Verschmelzung);El perro corre detrás de {{c1::él}}.;Der Hund läuft hinter ihm her.;Nutze die Präposition de innerhalb des Ortsausdrucks detrás de (hinter) vor dem Pronomen él.;Ortsangaben nutzen im Spanischen fast immer die Präposition de als Bindeglied.
Präpositionalpronomen nach de;El hotel está cerca de {{c1::nosotros}}.;Das Hotel liegt in der Nähe von uns.;Nutze das Pronomen nosotros nach dem bekannten Ortsausdruck cerca de (nah bei).;Hier siehst du auch wieder estar für Orte (Satzmuster 16).
con-Verschmelzung in einer Frage;¿Quieres tomar un café {{c1::conmigo}}?;Möchtest du einen Kaffee mit mir trinken?;Nutze das unregelmäßige Spezialwort für mit mir in einer bekannten Fragesatz-Struktur.;
con-Verschmelzung in einer Frage;¿Puedo ir {{c1::contigo}} al parque?;Kann ich mit dir in den Park gehen?;Nutze das Spezialwort für mit dir. Denke an die Richtungsverschmelzung al!;Hier greifen die con-Verschmelzung und das Richtungs-al (a + el) perfekt ineinander.
con-Verschmelzung im Futur;Voy a estar {{c1::contigo}} siempre.;Ich werde immer mit dir sein (bei dir sein).;Setze das unregelmäßige Spezialwort für mit dir hinter das periphrastische Futur.;Hier verbindet sich das Futur (Satzmuster 11) flüssig mit der con-Verschmelzung.
con-Verschmelzung im Gerundium;Estamos hablando {{c1::conmigo}} mismo.;Wir sprechen gerade mit mir selbst.;Setze das unregelmäßige Spezialwort für mit mir hinter die bekannte Verlaufsform.;Hier siehst du die Verlaufsform (Satzmuster 13) im Einsatz. mismo bedeutet selbst.
con-Verschmelzung im Indefinido;Ayer Carlos comió {{c1::conmigo}}.;Gestern hat Carlos mit mir gegessen.;Nutze das Spezialwort für mit mir nach dem abgeschlossenen Vergangenheitsverb comió.;Gestern (ayer) fordert starr das Indefinido (Satzmuster 14).
con-Verschmelzung im Imperfekt;Antes tú caminabas {{c1::contigo}} mismo.;Früher bist du immer mit dir selbst spaziert.;Nutze das Spezialwort für mit dir nach dem andauernden Vergangenheitsverb caminabas.;Alte Gewohnheiten (antes) fordern starr das Imperfekt (Satzmuster 15).
con-Verschmelzung im Subjunktiv;Espero que tú vengas {{c1::conmigo}}.;Ich hoffe, dass du mit mir kommst.;Setze das unregelmäßige Spezialwort für mit mir in den bekannten Subjunktiv-Nebensatz nach vengas.;Hier greift das Subjunktiv-Muster 17 nach der Hoffnung espero que.
con-Verschmelzung Höflichkeitsform;Usted puede contar {{c1::conmigo}}.;Sie (Sg. höflich) können auf mich zählen (mit mir zählen).;Nutze das unregelmäßige Spezialwort für mit mir nach dem bekannten Höflichkeitsverb puede.;Contar con alguien ist die feste spanische Wendung für auf jemanden zählen.
con-Verschmelzung mit Gustar;Me gusta estar {{c1::contigo}}.;Ich bin gerne mit dir zusammen (Mit dir zu sein gefällt mir).;Setze das unregelmäßige Spezialwort für mit dir hinter den Infinitiv nach gustar.;Hier verbindet sich das Phänomen Gustar (Satzmuster 19) mit der con-Verschmelzung.
con-Verschmelzung persönliches A;Amo estar {{c1::contigo}}.;Ich liebe es, mit dir zusammen zu sein.;Setze das unregelmäßige Spezialwort für mit dir an das Satzende.;
con-Verschmelzung reflexiv;Me quedo {{c1::contigo}} hoy.;Ich bleibe heute bei dir (mit dir).;Nutze das unregelmäßige Spezialwort für mit dir nach dem bekannten reflexiven Verb me quedo.;Hier siehst du ein reflexives Verb (Satzmuster 21) in Kombination.
con-Verschmelzung Passiv-Se;Aquí se trabaja mejor {{c1::conmigo}}.;Hier arbeitet man besser mit mir.;Nutze das unregelmäßige Spezialwort für mit mir nach der Passiv-Se-Konstruktion.;Hier verbindet sich das Passiv-Se (Satzmuster 22) mit dem Komparativ mejor und conmigo.
con-Verschmelzung im Perfekt;Hoy hemos disfrutado {{c1::contigo}}.;Heute haben wir mit dir zusammen Genuss gehabt (mit dir genossen).;Setze das Spezialwort für mit dir hinter die unzertrennliche Perfekt-Klammer.;Hier greift das gegenwartsorientierte Perfekt (Satzmuster 24).
con-Verschmelzung doppelte Verneinung;No hay nadie {{c1::conmigo}} hoy.;Es ist heute niemand bei mir (mit mir).;Setze das unregelmäßige Spezialwort für mit mir direkt hinter das verneinte niemand (nadie).;Hier verbindet sich die doppelte Verneinung (Satzmuster 25) mit conmigo.
Präpositionalpronomen (ich);Esta gran oportunidad es para {{c1::mí}}.;Diese große Gelegenheit ist für mich.;Setze das Pronomen für ich nach der Ziel-Präposition para ein. Denke an den zwingenden Akzent!;Der Akzent auf mí ist Pflicht um es vom Possessivpronomen mi (mein) zu unterscheiden.
Präpositionalpronomen (du);Este hermoso regalo es para {{c1::ti}}.;Dieses schöne Geschenk ist für dich.;Setze das Pronomen für du nach der Präposition para ein. Achtung: ti wird niemals mit Akzent geschrieben!;
con-Verschmelzung (mit mir);¿Quieres trabajar {{c1::conmigo}} en el proyecto?;Möchtest du mit mir an dem Projekt arbeiten?;Trifft con auf das Pronomen für ich verschmelzen sie starr zu dem Alltags-König conmigo.;
con-Verschmelzung (mit dir);Es un placer estar {{c1::contigo}} hoy.;Es ist ein Vergnügen heute mit dir (bei dir) zu sein.;Trifft con auf das Pronomen für du verschmelzen sie starr zu dem Alltags-König contigo.;Placer (Vergnügen) gehört zum absoluten Grundwortschatz.
Präpositionalpronomen (er);El éxito es gracias a {{c1::él}}.;Der Erfolg ist dank ihm (ist ihm zu verdanken).;Nutze nach der Präpositionsverbindung gracias a das normale Subjektpronomen für er (él).;Ab der 3. Person Singular bleiben die Pronomen nach Präpositionen im Spanischen völlig regelmäßig.
Präpositionalpronomen (sie - Sg.);Tengo una buena Nachricht para {{c1::ella}}.;Ich habe eine gute Nachricht für sie (Sg.).;Nutze nach der Präposition para das normale Subjektpronomen für sie (ella).;
Präpositionalpronomen (wir);El sol brilla para {{c1::nosotros}} hoy.;Die Sonne scheint heute für uns.;Nutze nach der Präposition das reguläre Subjektpronomen für wir (nosotros).;
Präpositionalpronomen (ihr);El futuro está abierto para {{c1::vosotros}}.;Die Zukunft steht offen für euch.;Nutze nach der Präposition das reguläre Subjektpronomen für ihr (vosotros).;
Präpositionalpronomen (sie - Pl.);Esta gran sorpresa es para {{c1::ellos}}.;Diese große Überraschung ist für sie (Pl.).;Nutze nach der Präposition das reguläre Subjektpronomen für sie Mehrzahl (ellos).;
Präpositionalpronomen Höflichkeit;Tengo una propuesta excelente para {{c1::usted}}.;Ich habe einen exzellenten Vorschlag für Sie (Sg. höflich).;Nutze das Höflichkeitspronomen usted nach der Präposition para.;usted wird mitten im Satz immer kleingeschrieben.
Präpositionalpronomen Höflichkeit Pl.;El camino es libre para {{c1::ustedes}}.;Der Weg ist frei für Sie (Pl. höflich).;Nutze das Höflichkeits-Plural-Pronomen ustedes nach der Präposition para.;
con-Verschmelzung (mit ihr);Carlos celebra el éxito {{c1::con ella}}.;Carlos feiert den Erfolg mit ihr.;Nutze die Präposition con vor dem normalen Subjektpronomen ella. Hier verschmilzt nichts!;Die Verschmelzung auf -migo und -tigo existiert ausschließlich in der 1. und 2. Person Singular (mir/dir).
con-Verschmelzung (mit ihnen);Nosotros viajamos {{c1::con ellos}}.;Wir reisen mit ihnen.;Nutze die Präposition con vor dem regulären Subjektpronomen ellos.;
Präpositionalpronomen nach por;Sonrío siempre por {{c1::ti}}.;Ich lächle immer wegen dir (deinetwegen).;Nutze das Pronomen für du nach der Grund-Präposition por. Achtung: kein Akzent!;Hier greift dein gelerntes Por/Para-Muster 23 für die Ursache (por).
Präpositionalpronomen nach por;La situación cambia para bien por {{c1::mí}}.;Die Situation verändert sich zum Guten wegen mir.;Nutze das Pronomen für ich mit Akzent nach der Ursachen-Präposition por.;
Präpositionalpronomen nach sin (ohne);No puedo imaginar el futuro sin {{c1::ti}}.;Ich kann mir die Zukunft ohne dich nicht vorstellen.;Nutze das Pronomen für du nach der Präposition sin (ohne).;
Präpositionalpronomen nach sin (ohne);El equipo no gana sin {{c1::mí}}.;Das Team gewinnt ohne mich nicht.;Nutze das Pronomen für ich mit Akzent nach der Präposition sin (ohne).;
Präpositionalpronomen nach de;Mis amigos hablan bien de {{c1::mí}}.;Meine Freunde sprechen gut über mich.;Nutze das Pronomen für ich mit Akzent nach der Präposition de (über/von).;
Präpositionalpronomen nach de;¿Qué opina Carlos de {{c1::ti}}?;Was hält (meint) Carlos von dir?;Nutze das Pronomen für du nach de in einer bekannten Fragesatz-Struktur (Satzmuster 7).;
Präpositionalpronomen nach de;El gato duerme cerca de {{c1::él}}.;Die Katze schläft in der Nähe von ihm.;Nutze das Pronomen él nach dem bekannten Ortsausdruck cerca de (nah bei).;Ortsangaben nutzen im Spanischen fast immer die Präposition de als Bindeglied (Satzmuster 16).
Präpositionalpronomen nach de;La playa está lejos de {{c1::nosotros}}.;Der Strand liegt weit weg von uns.;Nutze das Pronomen nosotros nach dem bekannten Ortsausdruck lejos de (weit weg von).;Hier siehst du auch wieder estar für Entfernungen (Satzmuster 16).
con-Verschmelzung im Futur;Vas a aprender rápido {{c1::conmigo}}.;Du wirst mit mir zusammen schnell lernen.;Setze das unregelmäßige Spezialwort conmigo hinter das periphrastische Futur (Satzmuster 11).;
con-Verschmelzung im Gerundium;Estamos disfrutando del día {{c1::contigo}}.;Wir genießen gerade den Tag mit dir.;Setze das Spezialwort contigo hinter die bekannte Verlaufsform (Satzmuster 13).;
con-Verschmelzung im Perfekt;Hoy he alcanzado la meta {{c1::contigo}}.;Heute habe ich das Ziel mit dir zusammen erreicht.;Setze das Spezialwort contigo hinter die unzertrennliche Perfekt-Klammer (Satzmuster 24).;
con-Verschmelzung doppelte Verneinung;No hay nada malo {{c1::conmigo}} hoy.;Es ist heute nichts Schlechtes bei mir (mit mir).;Setze das unregelmäßige Spezialwort conmigo direkt hinter das verneinte nichts (nada).;Hier verbindet sich die doppelte Verneinung (Satzmuster 25) mit conmigo.
