main_topic;cloze_test;translation;hint;extra
"Dativ-Signal mit Klarstellung";"{{c1::Le}} doy el libro a María.";"Ich gebe ihr das Buch.";"Da das Gespräch neu beginnt, musst du das Pronomen 'le' am Ende durch 'a María' inhaltlich klarstellen.";"Ohne das hintere Signal weiß der Spanier zu Gesprächsbeginn nicht, wer mit 'le' (ihm, ihr oder Ihnen) gemeint ist."
"Top-300-Verb (Sagen)";"{{c1::Le digo la verdad a}} Carlos.";"Ich sage Carlos die Wahrheit.";"Nutze das Pronomen 'le' vor dem unregelmäßigen Verb 'decir' (digo) und das Dativ-Signal vor dem Namen.";""
"Top-300-Verb (Schreiben)";"{{c1::Le escribo un mensaje a la}} amiga.";"Ich schreibe der Freundin eine Nachricht.";"Dativ-Pronomen 'le' vor dem Verb 'escribir' + Dativ-Signal für eine weibliche Person (a la).";""
"Top-300-Verb (Verkaufen)";"{{c1::Le vende el coche al}} hombre.";"Er verkauft dem Mann das Auto.";"Dativ-Pronomen 'le' vor dem Verb. Denke an die Pflichtverschmelzung 'a + el = al'.";""
"Top-300-Verb (Fragen)";"{{c1::Le preguntamos al}} profesor.";"Wir fragen den Lehrer. (Wir stellen dem Lehrer eine Frage).";"Das Verb 'preguntar' verlangt im Spanischen den Dativ! Bilde die Kette mit der Verschmelzung 'al'.";"Im Deutschen fragt man 'wen' (Akkusativ), im Spanischen fragt man 'wem' (Dativ: preguntar a alguien)."
"Top-300-Verb (Bringen)";"¿{{c1::Me traes el agua a mí}}?";"Bringst du mir das Wasser?";"Bilde die Frage mit dem unbetonten 'me' vor dem Verb und dem betonten 'a mí' am Ende.";"Denk an das 'Aussprache-el' bei 'el agua': Das Wort ist trotzdem weiblich!"
"Top-300-Verb (Anbieten)";"{{c1::Le ofrezco una sonrisa a la}} abuela.";"Ich schenke (biete) der Oma ein Lächeln (an).";"Dativ-Pronomen 'le' vor dem Verb 'ofrecer' + Dativ-Signal für eine weibliche Person (a la).";"Das Wort 'sonrisa' (Lächeln) ist im Spanischen wunderschön weiblich."
"Top-300-Verb (Schenken)";"Él {{c1::le regala un viaje a su}} hermano.";"Er schenkt seinem Bruder eine Reise.";"Dativ-Pronomen 'le' vor dem Verb + Dativ-Signal kombiniert mit dem Possessivpronomen 'su' (seinem).";"Das Wort 'viaje' (Reise) endet auf -e, ist laut LONERS-Regel also maskulin (el viaje)."
"Top-300-Verb (Zuhören)";"{{c1::Le escucho al}} niño.";"Ich höre dem Jungen zu.";"Das Verb 'escuchar' verlangt bei Personen das Dativ-Signal. Nutze die Verschmelzung 'al'.";""
"Dativ-Signal mit Subjekt";"Yo {{c1::le compro el regalo a}} Sofía.";"Ich kaufe Sofia das Geschenk.";"Nutze das betonte Subjektpronomen (Yo) ganz am Anfang. Die Pronomen-Kette bleibt starr direkt vor dem Verb.";"Es darf niemals ein Wort zwischen 'le' und 'compro' stehen. Sie sind grammatikalisch fest miteinander verschweißt."
