main_topic;cloze_test;translation;hint;extra
Reflexivpronomen beim Infinitiv;Vosotros podéis {{c1::sentaros}} aquí.;Ihr könnt euch hier hinsetzen.;Hänge das Pronomen os für ihr an das Ende des Infinitivs von sentar (setzen) an.;Sentarse bedeutet sich setzen.
Reflexivpronomen beim Infinitiv;Ellos quieren {{c1::acostarse}} ya.;Sie wollen sich schon hinlegen (ins Bett gehen).;Hänge das Pronomen se für sie an das Ende des Infinitivs von acostar an.;Acostarse bedeutet ins Bett gehen oder sich hinlegen.
Reflexivpronomen vorne beim Infinitiv;Me quiero {{c1::levantar}} temprano.;Ich will früh aufstehen.;Das Pronomen me steht bereits ganz vorne vor dem Hilfsverb. Ergänze den reinen Infinitiv levantar.;Wie bei den Objektpronomen hast du bei Infinitiven die Wahl: Pronomen ganz nach vorne ODER hinten an den Infinitiv geklebt.
Reflexivpronomen vorne beim Infinitiv;Te debes {{c1::lavar}} la cara.;Du musst dir das Gesicht waschen.;Das Pronomen te steht ganz vorne vor debes. Ergänze den reinen Infinitiv lavar.;
Reflexivpronomen vorne beim Infinitiv;Se va a {{c1::quedar}} en casa.;Er/Sie wird zu Hause bleiben.;Das Pronomen se steht ganz vorne vor va. Ergänze den reinen Infinitiv quedar.;
Reflexivpronomen vorne beim Infinitiv;Nos vamos a {{c1::divertir}} en el viaje.;Wir werden uns auf der Reise amüsieren.;Das Pronomen nos steht vorne vor vamos. Ergänze den reinen Infinitiv divertir.;
Reflexivpronomen vorne beim Infinitiv;Os podéis {{c1::sentar}} en las sillas.;Ihr könnt euch auf die Stühle setzen.;Das Pronomen os steht vorne vor podéis. Ergänze den reinen Infinitiv sentar.;
Reflexivpronomen vorne beim Infinitiv;Se quieren {{c1::acostar}} pronto.;Sie wollen früh ins Bett gehen.;Das Pronomen se steht vorne vor quieren. Ergänze den reinen Infinitiv acostar.;
Reflexivpronomen beim Gerundium;Estoy {{c1::lavándome}} las manos.;Ich wasche mir gerade die Hände.;Hänge das Pronomen me direkt hinten an das Gerundium von lavar an. Denke an den Akzent auf dem á!;Wenn ein Pronomen an das Gerundium angehängt wird verschiebt sich die Betonung weshalb ein Akzent Pflicht ist (lavándome).
Reflexivpronomen beim Gerundium;Tú estás {{c1::vistiéndote}}.;Du ziehst dich gerade an.;Hänge das Pronomen te hinten an das unregelmäßige Gerundium von vestir (vistiendo) an. Denke an den Akzent auf dem é!;
Reflexivpronomen vorne beim Gerundium;Me estoy {{c1::lavando}} las manos.;Ich wasche mir gerade die Hände.;Das Pronomen me steht vorne vor estoy. Ergänze das reine Gerundium lavando ohne Akzent.;Steht das Pronomen vor dem Hilfsverb entfällt der geschriebene Akzent auf dem Gerundium vollständig.
Reflexivpronomen vorne beim Gerundium;Te estás {{c1::vistiendo}}.;Du ziehst dich gerade an.;Das Pronomen te steht vorne vor estás. Ergänze das reine Gerundium vestiendo.;
Negation vor reflexiven Verben;No me {{c1::siento}} cansado hoy.;Ich fühle mich heute nicht müde.;Das Verneinungswort no steht ganz starr links vor dem Pronomen me.;Hier greift deine Pareto-Regel 12: Die Verneinung umschließt das gesamte Pronomen-Verb-Paket.
Negation vor reflexiven Verben;Ella no se {{c1::olvida}} de tu sonrisa.;Sie vergisst dein Lächeln nicht.;Das no steht starr vor dem Pronomen se und dem Verb olvida.;Olvidarse verlangt im Spanischen oft die Präposition de vor dem Objekt (olvidarse de algo). Sonrisa ist weiblich.
Reflexive Frage;¿A qué hora te {{c1::levantas}}?;Um wie viel Uhr stehst du auf?;Bilde die Frage mit dem Fragewort ¿A qué hora? und dem Pronomen te vor dem Verb.;Alle Fragewörter tragen zwingend einen geschriebenen Akzent (Satzmuster 7).
Reflexive Frage;¿Cómo se {{c1::siente}} usted hoy?;Wie fühlen Sie (Sg. höflich) sich heute?;Nutze das Fragewort cómo und das Pronomen se vor der Höflichkeitsform des Verbs sentirse (siente).;
Reflexive Verben im Indefinido;Ayer me {{c1::desperté}} feliz.;Gestern bin ich glücklich aufgewacht.;Bilde das Indefinido für ich des reflexiven Verbs despertarse. Das Pronomen me steht vor dem Verb.;Das Indefinido (Satzmuster 14) nutzt man für einmalige abgeschlossene Handlungen in der Vergangenheit (Ayer).
Reflexive Verben im Indefinido;Nos {{c1::quedamos}} en la ciudad el año pasado.;Wir sind letztes Jahr in der Stadt geblieben.;Bilde das Indefinido für wir des Verbs quedarse (nos quedamos).;Bei Verben auf -ar ist die wir-Form im Präsens und im Indefinido exakt identisch.
Reflexive Verben im Imperfekt;Antes yo me {{c1::despertaba}} tarde.;Früh wachte ich immer spät auf.;Bilde das Imperfekt für ich des Verbs despertarse (me despertaba).;Das Imperfekt (Satzmuster 15) beschreibt alte Gewohnheiten in der Vergangenheit (Antes -> früher/damals).
Reflexive Verben im Imperfekt;Ellos se {{c1::quedaban}} im Garten siempre.;Sie blieben immer im Garten.;Bilde das Imperfekt für sie (Pl.) des Verbs quedarse (se quedaban).;
Reflexive Verben im Subjunktiv;Espero que te {{c1::alegres}} por mí.;Ich hoffe, dass du dich für mich freust.;Bilde den Subjunktiv Präsens für du des Verbs alegrarse (te alegres) nach espero que.;Hoffnungen erproben im Nebensatz immer den Subjunktiv (Satzmuster 17).
Reflexive Verben im Subjunktiv;Quiero que nosotros nos {{c1::quedemos}} aquí.;Ich möchte, dass wir hier bleiben.;Bilde die wir-Form im Subjunktiv des Verbs quedarse (nos quedemos) nach quiero que.;Wünsche (quiero que) erzwingen den Subjunktiv. Verben auf -ar wechseln zur Endung -emos.
Reflexive Verben (1. Sg.);Me {{c1::pongo}} contento cuando brilla el sol.;Ich werde glücklich (freue mich), wenn die Sonne scheint.;Bilde die 1. Person Singular des reflexiven Verbs ponerse (sich in einen Zustand versetzen/werden).;Ponerse + Adjektiv bedeutet im Spanischen einen emotionalen oder physischen Zustand annehmen (werden).
Reflexive Verben (2. Sg.);Tú te {{c1::peinas}} el pelo.;Du kämmst dir die Haare.;Bilde die 2. Person Singular von peinarse (sich kämmen) mit dem Pronomen te vor dem Verb.;Auch hier gilt die Pareto-Körperteilregel: el pelo (die Haare) statt tus pelos (deine Haare).
Reflexive Verben (3. Sg. mask.);Él se {{c1::muda}} a una ciudad hermosa.;Er zieht in eine wunderschöne Stadt um.;Bilde die 3. Person Singular von mudarse (umziehen).;Mudarse bedeutet im Spanischen umziehen (Wohnort wechseln).
Reflexive Verben (3. Sg. fem.);Ella se {{c1::concentra}} en sus estudios.;Sie konzentriert sich auf ihr Studium.;Bilde die 3. Person Singular von concentrarse (sich konzentrieren) mit dem Pronomen se.; Sus estudios bedeutet ihre Studien / ihr Studium.
Reflexive Verben (1. Pl.);Nosotros nos {{c1::adaptamos}} rápido a los cambios.;Wir passen uns schnell an die Veränderungen auf.;Bilde die 1. Person Plural von adaptarse (sich anpassen) mit dem Pronomen nos.;
Reflexive Verben (2. Pl.);Vosotros os {{c1::emocionáis}} con la música.;Ihr begeistert euch für die Musik (Ihr werdet emotional).;Bilde die 2. Person Plural von emocionarse (sich begeistern/bewegen lassen). Denke an den Akzent!;Verben auf -ar behalten im Plural für ihr ihren Akzent (emocionáis).
Reflexive Verben (3. Pl.);Ellos se {{c1::apoyan}} en los momentos difíciles.;Sie unterstützen sich in den schwierigen Momenten.;Bilde die 3. Person Plural von apoyarse (sich gegenseitig unterstützen).;Apoyarse kann im Spanischen sowohl reflexiv (sich stützen) als auch reziprok (sich gegenseitig helfen) bedeuten.
Reflexive Verben Höflichkeit Sg.;Usted se {{c1::prepara}} para el éxito.;Sie (Sg. höflich) bereiten sich auf den Erfolg vor.;Nutze das Pronomen se vor der 3. Person Singular von prepararse (sich vorbereiten).;Das Wort éxito ist maskulin laut LONERS-Regel.
Reflexive Verben Höflichkeit Pl.;Ustedes se {{c1::acostumbran}} al clima cálido.;Sie (Pl. höflich) gewöhnen sich an das warme Klima.;Nutze se vor der 3. Person Plural von acostumbrarse (acostumbran). Denke an die Verschmelzung al!;Die Formel lautet: a + el clima = al clima.
Reflexivpronomen beim Infinitiv;Quiero {{c1::calmarme}} antes del examen.;Ich will mich vor der Prüfung beruhigen.;Hänge das Reflexivpronomen me direkt an das Ende des Infinitivs von calmar (beruhigen) an. Denke an del!;Denke an die Genitiv-Verschmelzung de + el = del vor examen.
Reflexivpronomen beim Infinitiv;Debes {{c1::esforzarte}} para lograr tus metas.;Du musst dich anstrengen, um deine Ziele zu erreichen.;Hänge das passende Pronomen für du (te) an das Ende des Infinitivs von esforzar (anstrengen) an.;Lograr bedeutet erreichen oder erzielen.
Reflexivpronomen beim Infinitiv;Él va a {{c1::imaginarse}} un futuro brillante.;Er wird sich eine glänzende Zukunft vorstellen.;Zukunftsform mit ir a. Hänge das Pronomen se für er an das Ende des Infinitivs von imaginar (vorstellen) an.;
Reflexivpronomen beim Infinitiv;Vamos a {{c1::animarnos}} unos a otros.;Wir werden uns gegenseitig aufheitern/animieren.;Zukunftsform mit vamos a. Hänge das Pronomen nos für wir an den Infinitiv von animar (aufheitern) an.;Unos a otros bedeutet im Spanischen gegenseitig oder einander.
Reflexivpronomen beim Infinitiv;Vosotros podéis {{c1::expresaros}} libremente.;Ihr könnt euch frei ausdrücken.;Hänge das Pronomen os für ihr an das Ende des Infinitivs von expresar (ausdrücken) an.;
Reflexivpronomen beim Infinitiv;Ellos quieren {{c1::enterarse}} de la gran noticia.;Sie wollen von der großen Nachricht erfahren.;Hänge das Pronomen se für sie an das Ende des Infinitivs von enterar (erfahren/bemerken) an.;Enterarse verlangt im Spanischen die Präposition de vor der Sache die man erfährt.
Reflexivpronomen vorne beim Infinitiv;Me quiero {{c1::acordar}} de tu nombre.;Ich will mich an deinen Namen erinnern.;Das Pronomen me steht bereits ganz vorne vor dem Hilfsverb. Ergänze den reinen Infinitiv acordar.;Acordarse (sich erinnern) verlangt im Spanischen starr die Präposition de (acordarse de algo).
Reflexivpronomen vorne beim Infinitiv;Te debes {{c1::proteger}} del frío.;Du musst dich vor der Kälte schützen.;Das Pronomen te steht ganz vorne vor debes. Ergänze den reinen Infinitiv proteger. Denke an del!;Protegerse verlangt die Herkunftspräposition de (schützen von/vor) -> de + el = del.
Reflexivpronomen vorne beim Infinitiv;Se va a {{c1::asombrar}} con el regalo.;Er/Sie wird über das Geschenk staunen (sich wundern).;Das Pronomen se steht ganz vorne vor va. Ergänze den reinen Infinitiv asombrar (staunen).;
Reflexivpronomen vorne beim Infinitiv;Nos vamos a {{c1::reunir}} esta tarde.;Wir werden uns heute Nachmittag treffen.;Das Pronomen nos steht vorne vor vamos. Ergänze den reinen Infinitiv reunir (treffen/versammeln).;Esta tarde bedeutet heute Nachmittag oder heute Abend (früher Abend).
Reflexivpronomen vorne beim Infinitiv;Os podéis {{c1::informar}} en la oficina.;Ihr könnt euch im Büro informieren.;Das Pronomen os steht vorne vor podéis. Ergänze den reinen Infinitiv informar (informieren).;
Reflexivpronomen vorne beim Infinitiv;Se quieren {{c1::asegurar}} del éxito.;Sie wollen sich des Erfolgs versichern (sichergehen).;Das Pronomen se steht vorne vor quieren. Ergänze den reinen Infinitiv asegurar. Denke an del!;
Reflexivpronomen beim Gerundium;Estoy {{c1::acordándome}} de ese día.;Ich erinnere mich gerade an jenen Tag.;Hänge das Pronomen me direkt hinten an das Gerundium von acordar an. Denke an den Akzent!;Durch das Anhängen des Pronomens wandert die Betonung nach hinten weshalb ein Akzent auf dem á Pflicht wird.
Reflexivpronomen beim Gerundium;Tú estás {{c1::divirtiéndote}} mucho.;Du amüsierst dich gerade sehr.;Hänge das Pronomen te hinten an das unregelmäßige Gerundium von divertir (divertir -> divirtiendo) an. Denke an den Akzent!;Bei Verben auf -ir mit Vokalwechsel wird das e im Gerundium oft zu einem i (divirtiendo).
Reflexivpronomen vorne beim Gerundium;Me estoy {{c1::preparando}} para salir.;Ich bereite mich gerade darauf vor, auszugehen.;Das Pronomen me steht vorne vor estoy. Ergänze das reine Gerundium preparando ohne Akzent.;Wenn das Pronomen vor dem Hilfsverb steht entfällt der geschriebene Akzent auf dem Gerundium vollständig.
Reflexivpronomen vorne beim Gerundium;Te estás {{c1::acercando}} a la solución.;Du näherst dich gerade der Lösung.;Das Pronomen te steht vorne vor estás. Ergänze das reine Gerundium acercando (nähern).;Acercarse (sich nähern) verlangt im Spanischen immer die Richtungspräposition a (acercarse a algo).
Negation vor reflexiven Verben;No me {{c1::arrepiento}} de mi decisión.;Ich bereue meine Entscheidung nicht.;Das Verneinungswort no steht ganz starr links vor dem Pronomen me.;Hier greift deine Pareto-Regel 12: Die Verneinung umschließt das gesamte Pronomen-Verb-Paket.
Negation vor reflexiven Verben;Ella no se {{c1::asusta}} de los retos.;Sie erschrickt nicht vor den Herausforderungen.;Das no steht starr vor dem Pronomen se und dem Verb asusta (erschrecken).;
Reflexive Frage;¿A qué hora te {{c1::duermes}} por la noche?;Um wie viel Uhr schläfst du nachts ein?;Bilde die Frage mit dem Fragewort ¿A qué hora? und dem Pronomen te vor dem Verb duermes (einschlafen).;Dormirse bedeutet einschlafen während dormir schlafen bedeutet.
Reflexive Frage;¿Dónde se {{c1::esconde}} el gato?;Wo versteckt sich die Katze?;Nutze das Fragewort dónde mit Akzent und das Pronomen se vor der 3. Person von esconderse (verstecken).;
Reflexive Verben im Indefinido;Ayer me {{c1::enfermé}} pero ya estoy bien.;Gestern bin ich krank geworden, aber jetzt geht es mir schon gut.;Bilde das Indefinido für ich des reflexiven Verbs enfermarse (krank werden) (me enfermé).;Das Indefinido (Satzmuster 14) nutzt man für einmalige abgeschlossene Handlungen in der Vergangenheit (Ayer).
Reflexive Verben im Indefinido;Nos {{c1::alegramos}} mucho cuando ganaste.;Wir haben uns sehr gefreut, als du gewonnen hast.;Bilde das Indefinido für wir des Verbs alegrarse (nos alegramos).;Bei Verben auf -ar ist die wir-Form im Präsens und im Indefinido optisch absolut identisch.
Reflexive Verben im Imperfekt;Antes yo me {{c1::preocupaba}} por todo.;Früher habe ich mich wegen allem gesorgt (schreckte vor allem zurück).;Bilde das Imperfekt für ich des Verbs preocuparse (me preocupaba).;Das Imperfekt (Satzmuster 15) beschreibt alte andauernde Zustände oder Gewohnheiten in der Vergangenheit (Antes).
Reflexive Verben im Imperfekt;Ellos se {{c1::quedaban}} en el hotel siempre.;Sie blieben immer im Hotel.;Bilde das Imperfekt für sie (Pl.) des Verbs quedarse (se quedaban).;Das Wort hotel ist maskulin laut LONERS-Regel.
Reflexive Verben im Subjunktiv;Espero que te {{c1::sientas}} feliz hoy.;Ich hoffe, dass du dich heute glücklich fühlst.;Bilde den Subjunktiv Präsens für du des Verbs sentirse (te sientas) nach der Hoffnung espero que.;Hoffnungen mit espero que erfordern im Nebensatz starr den Subjunktiv (Satzmuster 17).
Reflexive Verben im Subjunktiv;Quiero que nosotros nos {{c1::mudeemos}} pronto.;Ich möchte, dass wir bald umziehen.;Bilde die wir-Form im Subjunktiv des Verbs mudarse (nos mudemos) nach dem Wunsch quiero que.;Wünsche (quiero que) erzwingen den Subjunktiv. Verben auf -ar wechseln zur Endung -emos.
