main_topic;cloze_test;translation;hint;extra
Por vs Para (Urheber bei Passiv);El libro fue escrito {{c1::por}} Carlos.;Das Buch wurde von Carlos geschrieben.;Nutze die Präposition für den Urheber einer Passivhandlung (por).;Beim Passiv (Satzmuster 22) wird der Täter immer mit por angeschlossen.
Por vs Para (Ziel/Infinitiv);Nos preparamos {{c1::para}} salir.;Wir bereiten uns darauf vor auszugehen.;Nutze die Präposition des Ziels (para) vor dem Infinitiv salir.;
Por vs Para (Grund/Sorge);No te preocupes {{c1::por}} el problema.;Sorge dich nicht wegen des Problems.;Das no steht links. Nutze por für den Grund der Sorge.;Preocuparse verlangt im Spanischen starr die Präposition por für die Ursache der Sorge.
Por vs Para (Frage nach Grund);¿{{c1::Por}} qué vendes la moto?;Warum verkaufst du das Motorrad?;Bilde das Fragewort für Warum aus por und qué mit Akzent.;Por qué fragt nach der Ursache (wörtlich wegen was).
Por vs Para (Frage nach Zweck);¿{{c1::Para}} qué necesitas el dinero?;Wofür (Wozu) brauchst du das Geld?;Bilde das Fragewort für Wozu/Wofür aus para und qué mit Akzent.;Para qué fragt nach dem Zweck oder dem Ziel in der Zukunft.
Por vs Para (Zukunftsausblick);Tenemos grandes Pläne {{c1::para}} el futuro.;Wir haben große Pläne für die Zukunft.;Nutze die Präposition des zeitlichen Ziels (para).;
Por vs Para (Sache holen);Él viene {{c1::por}} la respuesta.;Er kommt um die Antwort zu holen.;Nutze die Präposition des Abholens (por).;
Por vs Para (Nutznießer);La música ist {{c1::para}} el alma.;Die Musik ist für die Seele.;Nutze die Präposition des Empfängers/Zielorts (para).;
Por vs Para (Durchgang);Pasamos {{c1::por}} la puerta abierta.;Wir gehen durch die offene Tür.;Nutze die Präposition des lokalen Durchquerens (por).;
Por vs Para (Tausch/Ersatz);Cambio este libro {{c1::por}} ese coche juguete.;Ich tausche dieses Buch gegen jenes Spielzeugauto.;Nutze die Präposition des direkten Tauschs (por).;
Por vs Para (Motivation);Sonrío {{c1::por}} ti.;Ich lächle wegen dir (deinetwegen).;Nutze die Präposition des inneren Grundes/Auslösers (por).;Du bist die Ursache für mein Lächeln.
Por vs Para (Frist/Datum);La tarea es {{c1::para}} el viernes.;Die Hausaufgabe ist bis Freitag fällig.;Nutze die Präposition für zeitliche Fristen und Abgabetermine (para).;
Por vs Para (Zweck/Nutzen);Estas flores son {{c1::para}} ti.;Diese Blumen sind für dich.;Nutze die Präposition des Empfängers (para).;
Por vs Para (Zweck/Ziel);Este camino es {{c1::para}} llegar al éxito.;Dieser Weg ist da um den Erfolg zu erreichen.;Nutze die Präposition des Zwecks und Ziels (para) vor dem Infinitiv.;Denke an die Dativ- und Richtungsverschmelzung al vor éxito.
Por vs Para (Dauer/Zeitraum);Estudié en la ciudad {{c1::por}} un año.;Ich habe für ein Jahr in der Stadt gelernt (Dauer).;Nutze die Präposition für die zeitliche Dauer einer abgeschlossenen Handlung (por).;Bei der Angabe wie lange ein Zeitraum andauerte nutzt das Spanische starr por.
Por vs Para (Empfänger);La sorpresa es {{c1::para}} mi madre.;Die Überraschung ist für meine Mutter.;Nutze die Präposition des finalen Empfängers (para).;
Por vs Para (Motivation);Trabajo duro {{c1::por}} mi familia.;Ich arbeite hart wegen meiner Familie (für meine Familie als Lebensgrund).;Nutze die Präposition des inneren Grundes und Antriebs (por).;Die Familie ist hier die Ursache und Motivation für das harte Arbeiten.
Por vs Para (Deadline);La respuesta es {{c1::para}} esta tarde.;Die Antwort muss bis heute Nachmittag vorliegen (Frist).;Nutze die Präposition für zeitliche Fristen und Abgabetermine (para).;
Por vs Para (Weg/Ort);Caminamos {{c1::por}} la playa hermosa.;Wir gehen am schönen Strand entlang (schlendern dort umher).;Nutze die Präposition für unbestimmte Bewegungen entlang oder durch einen Ort (por).;Por la playa beschreibt das unbestimmte Umherwandern am Strand im Gegensatz zu einem festen Ziel.
Por vs Para (Zweck/Nutzen);Este espacio es {{c1::para}} descansar.;Dieser Raum ist zum Ausruhen (Zweck).;Nutze die Präposition des Zwecks (para) vor dem Infinitiv descansar.;
Por vs Para (Tausch/Geld);Compré las llaves nuevas {{c1::por}} veinte euros.;Ich habe die neuen Schlüssel für zwanzig Euro gekauft.;Nutze die Präposition für Geldbeträge und Tauschwerte (por).;
Por vs Para (Dank);Gracias {{c1::por}} tu gran ayuda.;Danke für deine große Hilfe.;Nutze die Präposition des Grundes (por) direkt nach dem Dankeschön.;Die Hilfe ist die Ursache für den Dank weshalb nach gracias starr por folgt.
Por vs Para (Meinung);{{c1::Para}} los profesores la idea es buena.;Für die Lehrer (Meiner Meinung nach) ist die Idee gut.;Nutze die Präposition für Sichtweisen und Meinungen am Satzanfang (para).;
Por vs Para (Kommunikationsweg);Te envío la foto {{c1::por}} internet.;Ich schicke dir das Foto über das Internet.;Nutze die Präposition des Übertragungswegs oder Mediums (por).;Digitale Wege (por internet por correo electrónico) nutzen immer por.
Por vs Para (Zweck/Nutzung);Este hotel es perfecto {{c1::para}} las vacaciones.;Dieses Hotel ist perfekt für den Urlaub (Zweck/Bestimmung).;Nutze die Präposition des Verwendungszwecks (para).;
Por vs Para (Tageszeit);Hacemos el trabajo {{c1::por}} la tarde.;Wir machen die Arbeit am Nachmittag.;Nutze die Präposition für unbestimmte Tageszeiten (por).;
Por vs Para (Sache holen);Voy a la oficina {{c1::por}} el documento.;Ich gehe ins Büro um das Dokument zu holen.;Nutze die Präposition des Abholens oder Besorgens (por).;Ir por algo bedeutet losgehen um eine Sache zu holen.
Por vs Para (Vergleich/Standard);{{c1::Para}} ser tan joven eres muy inteligente.;Dafür dass du so jung bist bist du sehr intelligent.;Nutze die Präposition für Vergleiche außerhalb der normalen Erwartung (para).;
Por vs Para (Urheber bei Passiv);El proyecto fue creado {{c1::por}} el equipo.;Das Projekt wurde von dem Team erschaffen.;Nutze die Präposition des Urhebers einer Passivhandlung (por).;
Por vs Para (Zielort);El tren va {{c1::para}} la capital.;Der Zug fährt nach (in Richtung) der Hauptstadt.;Nutze die Präposition des finalen Bestimmungsortes (para).;
Por vs Para (Zweck/Infinitiv);Nos reunimos {{c1::para}} celebrar el éxito.;Wir treffen uns um den Erfolg zu feiern.;Nutze die Kombination para + Infinitiv für das deutsche um zu.;
Por vs Para (Grund/Sorge);No te preocupes {{c1::por}} el pasado.;Sorge dich nicht wegen der Vergangenheit.;Nutze por für die Ursache oder den Grund der Sorge.;
Por vs Para (Prozent);El interés es del cinco {{c1::por}} ciento.;Der Zins liegt bei fünf Prozent.;Nutze por für die mathematische Raten- und Prozentangabe.;Por ciento ist der feste spanische Begriff für Prozent.
Por vs Para (Arbeitgeber);Ella diseña {{c1::para}} una marca famosa.;Sie designt für eine berühmte Marke (als Angestellte).;Nutze die Präposition des Bestimmungsziels oder Arbeitgebers (para).;
Por vs Para (Stellvertretung);Hablo {{c1::por}} mis compañeros hoy.;Ich spreche heute für (anstelle von) meine Kollegen.;Nutze die Präposition der Stellvertretung oder des Tauschs (por).;
Por vs Para (Tausch/Wert);Te doy mi libro {{c1::por}} tu carta hermosa.;Ich gebe dir mein Buch gegen deinen schönen Brief.;Nutze die Präposition des direkten Tauschs (por).;
Por vs Para (Zukunftsausblick);Tengo grandes esperanzas {{c1::para}} el nuevo año.;Ich habe große Hoffnungen für das neue Jahr.;Nutze die Präposition des zeitlichen Ziels (para).;
Por vs Para (Motivation);Sonreímos {{c1::por}} la alegría de vivir.;Wir lächeln wegen der Freude am Leben.;Nutze die Präposition des inneren Auslösers und Grundes (por).;
Por vs Para (Frist/Datum);El informe es {{c1::para}} el próximo lunes.;Der Bericht ist bis nächsten Montag fällig (Deadline).;Nutze die Präposition für feste zeitliche Fristen (para).;
Por vs Para (Nutznießer);Esta música es {{c1::para}} los niños.;Diese Musik ist für die Kinder bestimmt.;Nutze die Präposition des Empfängers oder Nutzwerts (para).;
Por vs Para (Durchgang);El sol entra {{c1::por}} la ventana abierta.;Die Sonne scheint (kommt) durch das offene Fenster.;Nutze die Präposition des lokalen Durchquerens (por).;
Por vs Para (Sache holen);Él regresó a casa {{c1::por}} las llaves del coche.;Er kehrte nach Hause zurück um die Autoschlüssel zu holen.;Nutze die Präposition des Abholens (por). Denke an den Genitiv del!;
Por vs Para (Ziel/Infinitiv);Nos preparamos {{c1::para}} ganar el partido.;Wir bereiten uns darauf vor das Spiel zu gewinnen.;Nutze para vor dem Infinitiv für den Zweck der Vorbereitung.;
Por vs Para (Grund/Ursache);La ciudad está limpia {{c1::por}} el esfuerzo de todos.;Die Stadt ist sauber wegen der Anstrengung aller.;Nutze por für den logischen Grund oder die Ursache des Zustands.;
Por vs Para (Meinung);{{c1::Para}} mí el desayuno es importante.;Für mich (Meiner Meinung nach) ist das Frühstück wichtig.;Nutze die feste Redewendung für eine persönliche Sichtweise am Satzanfang (para).;
Por vs Para (Zweck/Gegenstand);Este vaso es {{c1::para}} el agua fresca.;Dieses Glas ist für das frische Wasser bestimmt.;Nutze die Präposition des Zwecks (para).;Denke an das Aussprache-el bei agua: das Wort bleibt weiblich.
Por vs Para (Tausch/Preis);Vendí la moto {{c1::por}} un buen precio.;Ich habe das Motorrad für einen guten Preis verkauft.;Nutze die Präposition für Tauschgeschäfte und Preise (por).;
Por vs Para (Zeitraum/Dauer);Vamos a estar en el hotel {{c1::por}} unos días.;Wir werden für einige Tage im Hotel sein (Dauer).;Nutze die Präposition für die zeitliche Dauer des Aufenthalts (por).;
