main_topic;cloze_test;translation;hint;extra
Relativsatz mit periphrastischem Futur;El viaje {{c1::que}} vamos a hacer será excelente.;Die Reise, die wir machen werden, wird exzellent sein.;Schließe den Nebensatz mit dem Relativpronomen que (die) an das periphrastische Futur an.;Hier wird das periphrastische Futur (Satzmuster 11) perfekt mit dem Relativsatz verknüpft.
Relativsatz mit Gerundium;La niña {{c1::que}} está sonriendo es mi hija.;Das Mädchen, das gerade lächelt, ist meine Tochter.;Nutze das Allround-Relativpronomen que (das) vor der bekannten Verlaufsform.;Hier siehst du die Verlaufsform (Satzmuster 13) im Nebensatz im Einsatz.
Relativsatz mit Indefinido;El regalo {{c1::que}} di el sábado fue perfecto.;Das Geschenk, das ich am Samstag gab, war perfekt.;Setze das universelle Relativpronomen que (das) vor das abgeschlossene Indefinido-Verb di.;Hier greift die punktuelle Vergangenheit (Satzmuster 14).
Relativsatz mit Imperfekt;La ciudad {{c1::que}} visitábamos antes era tranquila.;Die Stadt, die wir früher besuchten, war ruhig.;Nutze das Relativpronomen que (die) vor dem andauernden Imperfekt-Verb visitábamos.;Hier siehst du das Imperfekt (Satzmuster 15) für alte Gewohnheiten (antes).
Relativsatz mit Estar;El hotel {{c1::que}} está cerca del parque ist nuevo.;Das Hotel, das in der Nähe des Parks liegt, ist neu.;Setze das Relativpronomen que (das) vor die Ortsangabe mit estar.;Hier verbinden sich estar für Orte und die Genitiv-Verschmelzung del (Satzmuster 2 und 16).
Relativsatz mit Subjunktiv;Espero que el libro {{c1::que}} compres te guste.;Ich hoffe, dass das Buch, das du kaufst, dir gefällt.;Nutze das Relativpronomen que (das) im verschachtelten Subjunktiv-Nebensatz.;Hier greifen das Subjunktiv-Muster 17 und das Gustar-Muster 19 perfekt ineinander.
Relativsatz mit Höflichkeitsform;Usted es la persona {{c1::que}} tiene la solución.;Sie (Sg. höflich) sind die Person, die die Lösung hat.;Nutze das Relativpronomen que (die) nach dem Höflichkeitskontext.;Hier greift das Höflichkeitsmuster 18 für usted.
Relativsatz mit Gustar;El éxito {{c1::que}} nos gusta requiere trabajo.;Der Erfolg, den wir mögen, erfordert Arbeit.;Setze das universelle Relativpronomen que (den) vor die bekannte Gustar-Konstruktion.;Erfolg (éxito) ist maskulin laut LONERS-Regel.
Relativsatz mit persönlichem A;Llamo al médico {{c1::que}} atiende a mi madre.;Ich rufe den Arzt an, der meine Mutter behandelt.;Nutze das Relativpronomen que (der) nach dem verschmolzenen persönlichen A (al).;Hier greift das persönliche A (Satzmuster 20) gleich doppelt: al médico und a mi madre.
Relativsatz mit reflexivem Verb;El joven {{c1::que}} se levanta temprano gana el día.;Der junge Mann, der früh aufsteht, gewinnt den Tag.;Setze das Relativpronomen que (der) vor das reflexive Verb se levanta.;Hier siehst du ein reflexives Verb (Satzmuster 21) im Relativnebensatz.
Relativsatz mit Passiv-Se;El idioma {{c1::que}} se habla aquí es hermoso.;Die Sprache, die man hier spricht, ist wunderschön.;Nutze das Relativpronomen que (die) vor der unpersönlichen Passiv-Se-Konstruktion.;Hier ist das Passiv-Ersatz-Se (Satzmuster 22) eingebettet. Idioma ist maskulin laut -matic-Hack.
Relativsatz mit Por und Para;La carta {{c1::que}} envié para Carlos es por su éxito.;Der Brief, den ich für Carlos schickte, ist wegen seines Erfolgs.;Setze das Allround-Relativpronomen que (den) nach dem Nomen carta ein.;Hier siehst du auch den glasklaren Unterschied von por und para (Satzmuster 23).
Relativsatz mit Perfekt;Este es el proyecto {{c1::que}} hemos terminado hoy.;Das ist das Projekt, das wir heute beendet haben.;Nutze das universelle Relativpronomen que (das) vor der unzertrennlichen Perfekt-Klammer.;Hier greift das gegenwartsorientierte Perfekt (Satzmuster 24).
Relativsatz mit doppelter Verneinung;No hay nada {{c1::que}} me detenga.;Es gibt nichts, was mich aufhält.;Setze das Relativpronomen que (was) nach dem verneinten nichts (nada) ein.;Hier siehst du die doppelte Verneinung (Satzmuster 25) gekoppelt mit dem Subjunktiv nach nada que.
Relativsatz nach neutralem Lo;Lo bueno {{c1::que}} tiene la vida es gratis.;Das Gute, das das Leben hat, ist gratis.;Nutze das universelle Relativpronomen que (das) direkt nach dem neutralen lo-Paket.;Hier baut der Relativsatz direkt auf deinem Satzmuster 26 auf.
Optimistischer Relativsatz;Tengo una idea {{c1::que}} va a funcionar.;Ich habe eine Idee, die funktionieren wird.;Setze das Allround-Relativpronomen que (die) nach dem weiblichen Nomen idea ein.;
Optimistischer Relativsatz;Los caminos {{c1::que}} elegimos son correctos.;Die Wege, die wir wählen, sind richtig.;Nutze das unveränderliche Relativpronomen que (die) im maskulinen Plural.;Das Wort camino ist maskulin laut LONERS-Regel.
Optimistischer Relativsatz;Tus palabras {{c1::que}} son dulces me alegran.;Deine Worte, die süß sind, freuen mich.;Nutze das universelle Relativpronomen que (die) nach tus palabras.;
Optimistischer Relativsatz;Buscamos soluciones {{c1::que}} traen paz.;Wir suchen Lösungen, die Frieden bringen.;Setze das universelle Relativpronomen que (die) nach dem Pluralnomen soluciones ein.;
Starrheit der Negation im Nebensatz;El libro {{c1::que}} no quiero perder está en la mesa.;Das Buch, das ich nicht verlieren will, liegt auf dem Tisch.;Das no steht starr vor dem Verb des Nebensatzes. Setze das Relativpronomen que ganz links ein.;Auch im Relativnebensatz steht das no starr direkt vor dem konjugierten Verb (no quiero).
