main_topic;cloze_test;translation;hint;extra
Doppelte Verneinung im Gerundium;No estoy haciendo {{c1::nada}} malo.;Ich mache gerade nichts Schlechtes.;Das no steht vor estoy. Setze nichts (nada) nach dem Gerundium haciendo ein.;Hier siehst du die doppelte Verneinung kombiniert mit der Verlaufsform (Satzmuster 13).
Doppelte Verneinung Höflichkeit;Usted no necesita {{c1::nada}} más.;Sie (Sg. höflich) brauchen nichts weiter.;Das no steht vor necesita. Setze nichts (nada) nach dem Verb ein.;
Doppelte Verneinung Höflichkeit;Ustedes no pierden {{c1::nunca}} el optimismo.;Sie (Pl. höflich) verlieren nie den Optimismus.;Das no steht vor pierden. Setze nie (nunca) nach dem Verb ein.;Optimismo ist maskulin laut LONERS-Regel.
Einfache Verneinung Höflichkeit;{{c1::Nunca}} pierden ustedes la sonrisa.;Nie verlieren Sie (Pl. höflich) das Lächeln.;Setze nie (nunca) ganz nach vorne vor das Verb. Das Subjekt ustedes folgt danach.;
Doppelte Verneinung (tampoco);No voy {{c1::tampoco}} a la playa.;Ich gehe auch nicht an den Strand.;Das no steht vor voy. Setze das Wort für auch nicht (tampoco) nach dem Verb ein.;Tampoco ist das exakte negative Gegenstück zu también (auch). Es bedeutet auch nicht.
Einfache Verneinung (tampoco);{{c1::Tampoco}} voy a la playa hoy.;Auch nicht gehe ich heute an den Strand (Ich gehe heute auch nicht an den Strand).;Setze das Wort für auch nicht (tampoco) ganz nach vorne vor das Verb.;
Doppelte Verneinung (nunca);El sol no deja {{c1::nunca}} de brillar.;Die Sonne hört nie auf zu scheinen.;Das no steht vor deja. Setze nie (nunca) nach dem Verb ein.;Dejar de + Infinitiv bedeutet aufhören etwas zu tun.
Einfache Verneinung (nunca);{{c1::Nunca}} deja el sol de brillar.;Nie hört die Sonne auf zu scheinen.;Setze nie (nunca) ganz nach vorne vor das Verb. Das Subjekt el sol folgt danach.;
Doppelte Verneinung (nadie);No quiero ver {{c1::a nadie}} triste.;Ich will niemanden traurig sehen.;Das no steht vor quiero. Setze nadie nach dem Infinitiv ver ein. Denke an das persönliche a!;
Einfache Verneinung (nadie);{{c1::Nadie}} quiere estar triste hoy.;Niemand will heute traurig sein.;Setze niemand (nadie) ganz nach vorne vor das Verb quiere.;Nutze estar für das vorübergehende Gefühl triste.
Doppelte Verneinung (nunca);No cambio {{c1::nunca}} de opinión.;Ich ändere nie meine Meinung.;Das no steht links vor dem Verb. Setze das Wort für nie (nunca) nach dem Verb ein.;Da nunca nach dem Verb steht, ist das no vor dem Verb zwingend erforderlich.
Einfache Verneinung (nunca);{{c1::Nunca}} cambio de opinión.;Nie ändere ich meine Meinung.;Setze das Wort für nie (nunca) ganz an den Satzanfang vor das Verb cambio.;Steht nunca vor dem Verb, fällt das zusätzliche no komplett weg. Beide Strukturen bedeuten exakt dasselbe.
Doppelte Verneinung (nadie);No visito {{c1::a nadie}} hoy.;Ich besuche heute niemanden.;Das no steht vor dem Verb visito. Nutze niemand (nadie) nach dem Verb. Denke an das persönliche a!;Nadie bezieht sich auf Menschen, weshalb das persönliche a (Satzmuster 20) auch bei der Verneinung Pflicht ist.
Einfache Verneinung (nadie);{{c1::Nadie}} visita la oficina hoy.;Niemand besucht heute das Büro.;Setze das Wort für niemand (nadie) ganz an den Anfang vor das Verb.;Da nadie das Subjekt am Satzanfang ist, entfällt das no vollständig.
Doppelte Verneinung (nada);No busco {{c1::nada}} complicado.;Ich suche nichts Kompliziertes.;Das no steht vor dem Verb busco. Setze das Wort für nichts (nada) nach dem Verb ein.;Nada nach dem Verb erzwingt das no vor dem Verb.
Einfache Verneinung (nada);{{c1::Nada}} complicado ocurre hoy.;Nichts Kompliziertes geschieht heute.;Setze das Wort für nichts (nada) ganz an den Satzanfang vor das Adjektiv und das Verb.;
Doppelte Verneinung (ninguno);No encuentro {{c1::ningún}} error.;Ich finde keinen Fehler.;Das no steht vor encuentro. Nutze kein (ningún) vor dem maskulinen Singularnomen error.;Ninguno verliert vor männlichen Nomen im Singular das o und bekommt einen Akzent (ningún). Error ist maskulin laut LONERS-Regel.
Einfache Verneinung (ninguno);{{c1::Ningún}} error detiene el progreso.;Kein Fehler hält den Fortschritt auf.;Setze kein (ningún) ganz an den Satzanfang vor das Nomen und das Verb.;
Doppelte Verneinung (nunca);No pierden {{c1::nunca}} el rumbo.;Sie verlieren nie die Richtung.;Das no steht starr vor pierden. Setze nie (nunca) nach dem Verb ein.;Ein wunderbar optimistischer Satz für dein Anki-Deck!
Einfache Verneinung (nunca);{{c1::Nunca}} pierden el rumbo.;Nie verlieren sie die Richtung.;Setze das negative Wort für nie (nunca) an den Satzanfang vor das Verb pierden.;
Doppelte Verneinung (nadie);No molesto {{c1::a nadie}}.;Ich störe niemanden.;Das no steht vor molesto. Nutze nadie nach dem Verb. Denke an das persönliche a vor Personen!;
Einfache Verneinung (nadie);{{c1::Nadie}} se rinde hoy.;Niemand gibt heute auf.;Setze das unbestimmte negative Pronomen nadie an den Satzanfang vor das reflexive Pronomen se.;Rendirse ist das reflexive Verb für aufgeben.
Doppelte Verneinung (nada);No necesito {{c1::nada}} extra.;Ich brauche nichts Zusätzliches (Extra).;Das no steht vor necesito. Setze nichts (nada) nach dem Verb ein.;
Einfache Verneinung (nada);{{c1::Nada}} me detiene hoy.;Nichts hält mich heute auf.;Setze das negative Wort nichts (nada) an den Satzanfang vor das Pronomen me.;
Doppelte Verneinung (ninguno);No tengo {{c1::ninguna}} duda.;Ich habe keinen Zweifel (keinerlei Zweifel).;Das no steht vor tengo. Nutze kein (ninguna) vor dem weiblichen Nomen duda.;Vor weiblichen Nomen im Singular passt sich die Verneinung starr an (ninguna).
Einfache Verneinung (ninguno);{{c1::Ninguna}} duda es eterna.;Kein Zweifel ist ewig.;Setze das feminine negative Wort (ninguna) ganz nach vorne an den Satzanfang.;
Doppelte Verneinung mit Pronomen;No lo entiendo {{c1::nunca}}.;Ich verstehe es nie.;Das Pronomen lo steht zwischen no und dem Verb. Setze nie (nunca) nach das Verb.;Die eiserne Pronomenkette bleibt unberührt: no + Pronomen + Verb + nunca.
Einfache Verneinung mit Pronomen;{{c1::Nunca}} lo entiendo.;Nie verstehe ich es.;Setze nie (nunca) ganz nach vorne vor das Pronomen-Verb-Paket lo entiendo.;Das negative Wort am Anfang umschließt das gesamte Pronomen-Verb-Paket von links.
Doppelte Verneinung mit Pronomen;No me pasa {{c1::nada}} malo.;Mir passiert nichts Schlechtes.;Das Pronomen me steht vor pasa. Setze nichts (nada) nach dem Verb ein.;
Einfache Verneinung mit Pronomen;{{c1::Nada}} me asusta hoy.;Nichts erschreckt mich heute.;Setze nichts (nada) ganz nach vorne vor das Pronomen me und das Verb.;
Doppelte Verneinung im Futur;No voy a olvidar {{c1::nunca}} este día.;Ich werde diesen Tag nie vergessen.;Das no steht vor dem Hilfsverb voy. Setze nie (nunca) hinter den Infinitiv olvidar am Ende.;Bei zusammengesetzten Zeiten umschließt die doppelte Verneinung die gesamte Verb-Konstruktion.
Einfache Verneinung im Futur;{{c1::Nunca}} voy a olvidar este día.;Nie werde ich diesen Tag vergessen.;Setze nie (nunca) ganz nach vorne vor das konjugierte Hilfsverb voy.;
Doppelte Verneinung im Perfekt;No he conocido {{c1::a nadie}} igual.;Ich habe niemanden Vergleichbaren (Gleichen) kennengelernt.;Das no steht vor he. Setze nadie nach dem Partizip conocido ein. Denke an das persönliche a!;Das no steht vor haber, das negative Wort folgt erst nach dem Partizip Perfekt.
Einfache Verneinung im Perfekt;{{c1::Nadie}} ha fallado hoy.;Niemand hat heute versagt (fehlgeschlagen).;Setze niemand (nadie) ganz nach vorne vor das Hilfsverb ha.;
Doppelte Verneinung im Subjunktiv;Espero que no sientas {{c1::ningún}} temor.;Ich hoffe, dass du keinerlei Angst (Furcht) empfindest.;Bilde den Subjunktiv von sentir (sientas) nach espero que. Setze kein (ningún) vor das maskuline Nomen temor.;Temor (Furcht) ist maskulin laut LONERS-Regel.
Doppelte Verneinung im Gerundium;No estoy perdiendo {{c1::nada}} de tiempo.;Ich verliere gerade überhaupt keine Zeit.;Das no steht vor estoy. Setze nichts (nada) nach dem Gerundium perdiendo ein.;Hier siehst du die doppelte Verneinung kombiniert mit der Verlaufsform (Satzmuster 13).
Doppelte Verneinung Höflichkeit;Usted no acepta {{c1::nada}} ordinario.;Sie (Sg. höflich) akzeptieren nichts Alltägliches.;Das no steht vor acepta. Setze nichts (nada) nach dem Verb ein.;
Doppelte Verneinung Höflichkeit;Ustedes no abandonan {{c1::nunca}} el proyecto.;Sie (Pl. höflich) verlassen nie das Projekt.;Das no steht vor abandonan. Setze nie (nunca) nach dem Verb ein.;
Einfache Verneinung Höflichkeit;{{c1::Nunca}} abandonan ustedes el proyecto.;Nie verlassen Sie (Pl. höflich) das Projekt.;Setze nie (nunca) ganz nach vorne vor das Verb. Das Subjekt ustedes folgt danach.;
Doppelte Verneinung (tampoco);No voy {{c1::tampoco}} a la reunión.;Ich gehe auch nicht zum Treffen.;Das no steht vor voy. Setze das Wort für auch nicht (tampoco) nach dem Verb ein.;Tampoco ist das exakte negative Gegenstück zu también (auch). Es bedeutet auch nicht.
Einfache Verneinung (tampoco);{{c1::Tampoco}} voy a la reunión hoy.;Auch nicht gehe ich heute zum Treffen.;Setze das Wort für auch nicht (tampoco) ganz nach vorne vor das Verb.;
Doppelte Verneinung (nunca);El éxito no llega {{c1::nunca}} solo.;Der Erfolg kommt nie allein.;Das no steht vor llega. Setze nie (nunca) nach dem Verb ein.;Das Wort éxito ist maskulin laut LONERS-Regel.
Einfache Verneinung (nunca);{{c1::Nunca}} llega el éxito solo.;Nie kommt der Erfolg allein.;Setze nie (nunca) ganz nach vorne vor das Verb. Das Subjekt el éxito folgt danach.;
Doppelte Verneinung (nadie);No quiero criticar {{c1::a nadie}}.;Ich will niemanden kritisieren.;Das no steht vor quiero. Setze nadie nach dem Infinitiv criticar ein. Denke an das persönliche a!;
Einfache Verneinung (nadie);{{c1::Nadie}} quiere vivir con miedo.;Niemand will mit Angst leben.;Setze niemand (nadie) ganz nach vorne vor das Verb quiere.;Miedo ist maskulin laut LONERS-Regel.
