main_topic;cloze_test;translation;hint;extra
Höflicher Imperativ Ustedes (Plural);{{c1::Hablen}} de sus proyectos, por favor.;Sprechen Sie (Pl. höflich) bitte über Ihre Projekte.;Hänge für den Plural des höflichen Imperativs einfach ein -n an die Usted-Form an (hablen).;Der Schritt von Usted zu Ustedes im Imperativ ist mathematisch absolut regelmäßig: Immer ein -n anhängen.
Höflicher Imperativ Ustedes (Plural);{{c1::Lean}} el artículo juntos, por favor.;Lesen Sie (Pl. höflich) den Artikel bitte zusammen.;Füge der Usted-Form des Verbs leer das Plural-n hinzu (lean).;
Höflicher Imperativ Ustedes (Plural);{{c1::Escriban}} las respuestas claras, por favor.;Schreiben Sie (Pl. höflich) die klaren Antworten bitte auf.;Füge der Usted-Form des Verbs escribir das Plural-n hinzu (escriban).;
Höflicher Imperativ unregelmäßig (ser);{{c1::Sea}} feliz siempre, por favor.;Seien Sie (Sg. höflich) immer glücklich bitte.;Nutze die unregelmäßige Subjunktiv-Form von ser (sea) für den höflichen Imperativ.;
Höflicher Imperativ unregelmäßig (ir);{{c1::Vaya}} por este camino, por favor.;Gehen Sie (Sg. höflich) bitte diesen Weg entlang.;Nutze die unregelmäßige Subjunktiv-Form von ir (vaya) für den höflichen Imperativ.;
Höflicher Imperativ unregelmäßig (hacer);{{c1::Haga}} el favor de sonreír.;Tun Sie (Sg. höflich) mir den Gefallen zu lächeln.;Nutze die unregelmäßige Form von hacer im Subjunktiv (haga) für den Imperativ.;Haga el favor de + Infinitiv ist eine extrem höfliche Umschreibung im Spanischen.
Höflicher Imperativ unregelmäßig (decir);{{c1::Dígame}} la verdad, por favor.;Sagen Sie (Sg. höflich) mir bitte die Wahrheit.;Hänge das Dativpronomen me direkt hinten an den höflichen Imperativ diga an. Denke an den Akzent!;Beim BEJAHENDEN Imperativ werden Pronomen immer direkt hinten an das Verb angehängt (Dígame).
Höflicher Imperativ unregelmäßig (traer);{{c1::Tráiganos}} las llaves, por favor.;Bringen Sie (Pl. höflich) uns bitte die Schlüssel.;Nutze den unregelmäßigen Imperativ Plural von traer (tráigan) und hänge das Pronomen nos (uns) an.;
Höflicher Imperativ mit doppelten Pronomen;{{c1::Entrégueselo}} a ella, por favor.;Übergeben Sie (Sg. höflich) es ihr bitte.;Hänge se + lo hinten an den Imperativ entregue an. Denke an den Akzent!;Treffen zwei Pronomen am Imperativ auf das Verb wird das Wort lang und braucht einen Akzent auf dem é.
Höflicher Imperativ mit doppelten Pronomen;{{c1::Envíenselas}} a los clientes, por favor.;Schicken Sie (Pl. höflich) sie (las cartas) bitte den Kunden.;Hänge se + las hinten an den Plural-Imperativ envíen an. Denke an den Akzent!;
Verneinter höflicher Imperativ;No {{c1::pierda}} la esperanza, por favor.;Verlieren Sie (Sg. höflich) bitte nicht die Hoffnung.;Bilde den verneinten Imperativ für Usted mit perder (pierda). Das no steht starr vor dem Verb.;Beim VERNEINTEN Imperativ stehen die Pronomen und das no ganz normal vor dem Verb. Das Verb bleibt im Subjunktiv.
Verneinter höflicher Imperativ;No {{c1::olviden}} este gran día, por favor.;Vergessen Sie (Pl. höflich) diesen großen Tag bitte nicht.;Bilde den verneinten Imperativ für Ustedes mit olvidar (olviden).;
Verneinter Imperativ mit Pronomen;No me {{c1::diga}} que no, por favor.;Sagen Sie (Sg. höflich) mir bitte nicht nein.;Das Pronomen me steht beim verneinten Imperativ starr zwischen no und dem Verb pierda.;Hier siehst du den massiven Unterschied: Bejahend = Dígame (hinten). Verneint = No me diga (vorne).
Verneinter Imperativ mit Pronomen;No la {{c1::abran}} todavía, por favor.;Öffnen Sie (Pl. höflich) sie (la puerta) bitte noch nicht.;Das Akkusativpronomen la steht zwischen no und dem Plural-Verb abran.;
Verneinter Imperativ doppelte Pronomen;No se lo {{c1::explique}} a él hoy, por favor.;Erklären Sie (Sg. höflich) es ihm heute bitte nicht.;Die Pronomen se lo stehen zwischen no und dem Verb explique (erklären).;Auch im verneinten Imperativ gilt deine eiserne Kette: no + Dativ + Akkusativ + Verb.
Höflichkeit im Periphrastischen Futur;Usted va a {{c1::disfrutar}} del viaje.;Sie (Sg. höflich) werden die Reise genießen.;Nutze die 3. Person von ir (va) + a + Infinitiv des Hauptverbs.;Das periphrastische Futur (Satzmuster 11) lässt sich perfekt auf die Höflichkeit übertragen.
Höflichkeit im Periphrastischen Futur;Ustedes van a {{c1::encontrar}} una buena solución.;Sie (Pl. höflich) werden eine gute Lösung finden.;Nutze die 3. Person Plural von ir (van) + a + Infinitiv des Hauptverbs.;
Höflichkeit im Gerundium;Usted está {{c1::mejorando}} sus habilidades.;Sie (Sg. höflich) verbessern gerade Ihre Fähigkeiten.;Nutze die 3. Person von estar (está) vor dem Gerundium des Hauptverbs.;Das Gerundium (Satzmuster 13) funktioniert in der Höflichkeitsform über die 3. Person von estar.
Höflichkeit im Gerundium;Ustedes están {{c1::creando}} un gran futuro.;Sie (Pl. höflich) erschaffen gerade eine große Zukunft.;Nutze die 3. Person Plural von estar (están) vor dem Gerundium des Hauptverbs.;
Höflichkeit in der Vergangenheit;Usted {{c1::tomó}} una decisión excelente ayer.;Sie (Sg. höflich) haben gestern eine exzellente Entscheidung getroffen.;Nutze die 3. Person Singular im Indefinido (tomó) für die abgeschlossene Vergangenheit.;
Höflichkeit in der Vergangenheit;Ustedes {{c1::celebraron}} el éxito el año pasado.;Sie (Pl. höflich) haben letztes Jahr den Erfolg gefeiert.;Nutze die 3. Person Plural im Indefinido (celebraron) für die abgeschlossene Vergangenheit.;
Höflichkeit andauernde Vergangenheit;Usted {{c1::venía}} a visitarnos cada Navidad.;Sie (Sg. höflich) kamen jedes Weihnachten uns besuchen.;Nutze die 3. Person Singular im Imperfekt (venía) für andauernde Gewohnheiten.;Das Imperfekt (Satzmuster 15) nutzt für usted ebenfalls die Form der 3. Person.
Höflichkeit andauernde Vergangenheit;Ustedes {{c1::leían}} muchos libros antes.;Sie (Pl. höflich) lasen früher viele Bücher.;Nutze die 3. Person Plural im Imperfekt (leían) für andauernde Gewohnheiten.;
Höflichkeit mit Dativ-Klarstellung;Quiero ofrecerle eine Lösung {{c1::a usted}}.;Ich möchte Ihnen gerne eine Lösung anbieten.;Nutze am Satzende das Klarstellungssignal a usted um das unbetonte le eindeutig zu machen.;
Höflichkeit mit Dativ-Klarstellung;Queremos mostrarles la ciudad {{c1::a ustedes}}.;Wir möchten Ihnen (Pl. höflich) die Stadt zeigen.;Nutze am Satzende das Klarstellungssignal a ustedes um das unbetonte les im Plural eindeutig zu machen.;
Höflichkeit Gegenwart (Usted);Usted {{c1::comprende}} la situación perfectamente.;Sie (Sg. höflich) verstehen die Situation perfekt.;Nutze die 3. Person Singular im Präsens des Verbs comprender (verstehen).;Usted nutzt immer die Verbform der 3. Person Einzahl (wie él/ella).
Höflichkeit Gegenwart (Usted);Usted {{c1::sabe}} cómo lograr las metas.;Sie (Sg. höflich) wissen, wie man die Ziele erreicht.;Nutze die 3. Person Singular im Präsens des unregelmäßigen Verbs saber (wissen).;
Höflichkeit Gegenwart (Usted);Usted {{c1::ofrece}} soluciones muy creativas.;Sie (Sg. höflich) bieten sehr kreative Lösungen an.;Nutze die 3. Person Singular im Präsens des Verbs ofrecer (anbieten).;
Höflichkeit Gegenwart (Ustedes);Ustedes {{c1::comparten}} grandes ideas con nosotros.;Sie (Pl. höflich) teilen große Ideen mit uns.;Nutze die 3. Person Plural im Präsens des Verbs compartir (teilen).;Ustedes nutzt immer die Verbform der 3. Person Mehrzahl (wie ellos/ellas).
Höflichkeit Gegenwart (Ustedes);Ustedes {{c1::ayudan}} a cambiar el mundo.;Sie (Pl. höflich) helfen, die Welt zu verändern.;Nutze die 3. Person Plural im Präsens des Verbs ayudar (helfen).;Vor dem Infinitiv nach ayudar steht im Spanischen oft die Präposition a (ayudar a hacer algo).
Höflichkeit Gegenwart (Ustedes);Ustedes {{c1::sienten}} una gran pasión por el proyecto.;Sie (Pl. höflich) empfinden eine große Leidenschaft für das Projekt.;Nutze die 3. Person Plural im Präsens des Verbs sentir (fühlen/empfinden).;
Höflicher Imperativ Usted (auf -ar);{{c1::Escuche}} la música, por favor.;Hören Sie (Sg. höflich) bitte die Musik (zu).;Bilde den höflichen Imperativ für Usted für das Verb escuchar. Der Vokal wechselt zu -e.;Der höfliche Imperativ entspricht morphologisch exakt dem Subjunktiv Präsens.
Höflicher Imperativ Usted (auf -ar);{{c1::Mire}} este hermoso paisaje, por favor.;Schauen Sie (Sg. höflich) bitte diese wunderschöne Landschaft an.;Bilde den höflichen Imperativ für Usted für das Verb mirar (anschauen).;
Höflicher Imperativ Usted (auf -er);{{c1::Aprenda}} algo nuevo cada día, por favor.;Lernen Sie (Sg. höflich) bitte jeden Tag etwas Neues.;Bilde den höflichen Imperativ für Usted für das Verb aprender (lernen). Der Vokal wechselt zu -a.;
Höflicher Imperativ Usted (auf -ir);{{c1::Abra}} la puerta al éxito, por favor.;Öffnen Sie (Sg. höflich) bitte die Tür zum Erfolg.;Bilde den höflichen Imperativ für Usted für das Verb abrir (öffnen).;Das Wort éxito (Erfolg) ist maskulin laut LONERS-Regel.
Höflicher Imperativ Ustedes (Plural);{{c1::Busquen}} una alternativa mejor, por favor.;Suchen Sie (Pl. höflich) bitte eine bessere Alternative.;Bilde den Höflichkeits-Imperativ im Plural für buscar. Achtung auf die Rechtschreibung!;Aus c wird vor e orthografisch ein qu um den k-Laut zu erhalten (busquen).
Höflicher Imperativ Ustedes (Plural);{{c1::Piensen}} en el futuro con optimismo, por favor.;Denken Sie (Pl. höflich) bitte mit Optimismus an die Zukunft.;Bilde den Höflichkeits-Imperativ im Plural für pensar. Denke an den Diphthong!;Pensar bildet den Imperativ/Subjunktiv im Plural mit ie (piensen).
Höflicher Imperativ Ustedes (Plural);{{c1::Decidan}} el camino correcto hoy, por favor.;Entscheiden Sie (Pl. höflich) bitte heute den richtigen Weg.;Bilde den Höflichkeits-Imperativ im Plural für das Verb decidir (entscheiden).;
Höflicher Imperativ unregelmäßig (querer);{{c1::Quiera}} progresar siempre, por favor.;Wollen Sie (Sg. höflich) bitte immer Fortschritte machen.;Nutze die unregelmäßige Subjunktiv-Form von querer (quiera) für den höflichen Imperativ.;
Höflicher Imperativ unregelmäßig (saber);{{c1::Sepa}} que estamos aquí para ayudarle.;Wissen Sie (Sg. höflich), dass wir hier sind, um Ihnen zu helfen.;Nutze die völlig unregelmäßige Subjunktiv-Form von saber (sepa) für den Imperativ.;
Höflicher Imperativ unregelmäßig (poner);{{c1::Ponga}} las llaves en la mesa, por favor.;Legen Sie (Sg. höflich) die Schlüssel bitte auf den Tisch.;Nutze die unregelmäßige Form von poner (ponga) für den Imperativ.;Poner bildet den Subjunktiv über die 1. Person Präsens (pongo -> ponga).
Höflicher Imperativ unregelmäßig (escribir);{{c1::Escríbame}} una nota cuando llegue, por favor.;Schreiben Sie (Sg. höflich) mir bitte eine Notiz, wenn Sie ankommen.;Hänge das Dativpronomen me hinten an das Imperativ-Verb escriba an. Denke an den Akzent!;Beim bejahenden Imperativ werden Pronomen unzertrennlich hinten angehängt.
Höflicher Imperativ unregelmäßig (traer);{{c1::Tráigame}} la comida caliente, por favor.;Bringen Sie (Sg. höflich) mir bitte das heiße Essen.;Nutze den unregelmäßigen Imperativ von traer (traiga) und hänge das Pronomen me hinten an. Denke an den Akzent!;
Höflicher Imperativ mit doppelten Pronomen;{{c1::Muéstreselo}} a ellos, por favor.;Zeigen Sie (Sg. höflich) es ihnen bitte.;Hänge se + lo hinten an den Imperativ muestre an. Denke an den Akzent auf dem é!;Durch das Anhängen von zwei Pronomen verschiebt sich die Betonung weshalb ein Akzent Pflicht ist.
Höflicher Imperativ mit doppelten Pronomen;{{c1::Regálenselas}} a las niñas, por favor.;Schenken Sie (Pl. höflich) sie (las fotos) bitte den Mädchen.;Hänge se + las hinten an das Plural-Verb regálen an. Denke an den Akzent!;
Verneinter höflicher Imperativ;No {{c1::gaste}} su energía en eso, por favor.;Sparen Sie sich (Sg. höflich) bitte Ihre Energie dafür (Geben Sie Ihre Energie nicht dafür aus).;Bilde den verneinten Imperativ für Usted mit gastar (gaste).;Das no steht beim verneinten Imperativ starr direkt vor dem Verb.
Verneinter höflicher Imperativ;No {{c1::pierdan}} la calma en la reunión, por favor.;Verlieren Sie (Pl. höflich) bitte nicht die Ruhe im Treffen.;Bilde den verneinten Imperativ für Ustedes mit perder (pierdan).;
Verneinter Imperativ mit Pronomen;No me {{c1::pida}} más tiempo, por favor.;Bitten Sie (Sg. höflich) mich bitte nicht um mehr Zeit.;Das Pronomen me steht beim verneinten Imperativ starr zwischen no und dem Verb pida.;Hier gilt die eiserne Reihenfolge: no + Pronomen + Verb im Subjunktiv.
Verneinter Imperativ mit Pronomen;No la {{c1::venda}} todavía, por favor.;Verkaufen Sie (Sg. höflich) sie (la moto) bitte noch nicht.;Das feminine Akkusativpronomen la steht starr zwischen no und dem Verb venda.;
Verneinter Imperativ doppelte Pronomen;No se lo {{c1::compre}} a él, por favor.;Kaufen Sie (Sg. höflich) es ihm bitte nicht.;Die Pronomenkette se lo steht starr zwischen no und dem Verb compre (kaufen).;
Höflichkeit im Periphrastischen Futur;Usted va a {{c1::recibir}} un gran regalo mañana.;Sie (Sg. höflich) werden morgen ein großes Geschenk erhalten.;Nutze die 3. Person von ir (va) + a + Infinitiv des Hauptverbs recibir.;
Höflichkeit im Periphrastischen Futur;Ustedes van a {{c1::descubrir}} una ciudad preciosa.;Sie (Pl. höflich) werden eine wunderschöne Stadt entdecken.;Nutze die 3. Person Plural von ir (van) + a + Infinitiv des Hauptverbs descubrir.;
Höflichkeit im Gerundium;Usted está {{c1::alcanzando}} un gran éxito.;Sie (Sg. höflich) erreichen gerade einen großen Erfolg.;Nutze die 3. Person von estar (está) vor dem Gerundium des Hauptverbs auf -ar (alcanzando).;
Höflichkeit im Gerundium;Ustedes están {{c1::construyendo}} algo maravilloso.;Sie (Pl. höflich) bauen (erschaffen) gerade etwas Wunderbares.;Nutze die 3. Person Plural von estar (están) vor dem unregelmäßigen Gerundium construyendo.;Bei Verben auf -uir wird das i im Gerundium orthografisch zu einem y (construyendo).
Höflichkeit in der Vergangenheit;Usted {{c1::ganó}} el partido con su equipo.;Sie (Sg. höflich) haben das Spiel mit Ihrer Mannschaft gewonnen.;Nutze die 3. Person Singular im Indefinido (ganó) für die abgeschlossene Vergangenheit.;
Höflichkeit in der Vergangenheit;Ustedes {{c1::terminaron}} el proyecto a tiempo.;Sie (Pl. höflich) haben das Projekt pünktlich beendet.;Nutze die 3. Person Plural im Indefinido (terminaron) für die abgeschlossene Vergangenheit.;
Höflichkeit andauernde Vergangenheit;Usted {{c1::trabajaba}} en una oficina muy moderna.;Sie (Sg. höflich) arbeiteten früher in einem sehr modernen Büro.;Nutze die 3. Person Singular im Imperfekt (trabajaba) für andauernde Beschreibungen.;
Höflichkeit andauernde Vergangenheit;Ustedes {{c1::venían}} a la playa con nosotros.;Sie (Pl. höflich) kamen immer mit uns an den Strand.;Nutze die 3. Person Plural im Imperfekt des unregelmäßigen Verbs venir (venían).;
Höflichkeit mit Dativ-Klarstellung;Quiero pedirle un favor {{c1::a usted}}.;Ich möchte Sie (Sg. höflich) um einen Gefallen bitten (Ihnen um einen Gefallen bitten).;Nutze am Satzende das Klarstellungssignal a usted um das unbetonte le im Infinitiv eindeutig zu machen.;Pedir fordert im Spanischen grammatikalisch den Dativ für die gefragte Person.
Höflichkeit mit Dativ-Klarstellung;Queremos deponerlas en la mesa {{c1::a ustedes}}.;Wir möchten sie (las llaves) vor Ihnen (Pl. höflich) auf den Tisch legen.;Nutze am Satzende das Klarstellungssignal a ustedes zur absoluten Verdeutlichung.;
