main_topic;cloze_test;translation;hint;extra
Subjunktiv nach Erlaubnis;Dejo que tú {{c1::tomes}} mi coche.;Ich erlaube (lasse) dass du mein Auto nimmst.;Bilde die 2. Person Singular im Subjunktiv von tomar (tomes).;Das Zulassen oder Erlauben mit 'dejar que' fordert den Subjunktiv im Nebensatz.
Subjunktiv nach unpersönlicher Form;Es maravilloso que vosotros {{c1::celebréis}} el éxito.;Es ist wunderbar, dass ihr den Erfolg feiert.;Bilde die 2. Person Plural im Subjunktiv von celebrar (celebréis).;Positive Bewertungen mit 'es maravilloso que' lösen immer den Subjunktiv aus.
Subjunktiv nach Wünschen;Mi madre quiere que yo {{c1::coma}} sano.;Meine Mutter möchte, dass ich gesund esse.;Bilde die 1. Person Singular im Subjunktiv von comer (coma).;
Subjunktiv nach Hoffnungen;Espero que nosotros {{c1::encontremos}} el camino.;Ich hoffe, dass wir den Weg finden.;Bilde die 1. Person Plural im Subjunktiv von encontrar (encontremos).;Encontrar verliert in der wir-Form des Subjunktivs den Diphthong.
Subjunktiv nach unpersönlicher Form;Es fantástico que la ciudad {{c1::tenga}} parques limpios.;Es ist fantastisch, dass die Stadt saubere Parks hat.;Bilde die 3. Person Singular im Subjunktiv von tener (tenga).;
Subjunktiv nach Bitten;Te pido que {{c1::escuches}} la música.;Ich bitte dich, dass du die Musik hörst.;Bilde die 2. Person Singular im Subjunktiv von escuchar (escuches).;Bitten und Aufforderungen verlangen nach 'que' den Subjunktiv.
Subjunktiv nach Hoffnungen;Ojalá que tú {{c1::logres}} tus metas.;Hoffentlich erreichst du deine Ziele.;Bilde die 2. Person Singular im Subjunktiv von lograr (logres).;Das arabischstämmige Wort 'ojalá' (hoffentlich) fordert im Spanischen ausnahmslos den Subjunktiv.
Subjunktiv nach Hoffnungen;Ojalá que mañana {{c1::haga}} sol.;Hoffentlich scheint morgen die Sonne (macht morgen Sonne).;Bilde die 3. Person Singular im Subjunktiv von hacer (haga).;Hier siehst du ojalá im unpersönlichen Wetterkontext.
Subjunktiv nach Emotionen;Me alegra que tú {{c1::sonrías}} siempre.;Es freut mich, dass du immer lächelst.;Bilde die 2. Person Singular im Subjunktiv von sonreír (lächeln).;Sonreír behält im Subjunktiv den Akzent auf dem í (sonrías).
Subjunktiv nach Notwendigkeit;Es necesario que nosotros {{c1::esperemos}} aquí.;Es ist notwendig, dass wir hier warten.;Bilde die 1. Person Plural im Subjunktiv von esperar (warten/hoffen).;Das Verb esperar auf -ar bekommt im Subjunktiv für wir die Endung -emos.
Subjunktiv nach Wünschen;Ella prefiere que yo {{c1::vaya}} primero.;Sie zieht es vor, dass ich zuerst gehe.;Bilde die unregelmäßige 1. Person Singular von ir (gehen) im Subjunktiv (vaya).;Das Verb preferir (vorziehen) drückt einen Wunsch aus und verlangt den Subjunktiv.
Subjunktiv nach unpersönlicher Form;Es una pena que ellos no {{c1::entiendan}} la idea.;Es ist schade, dass sie die Idee nicht verstehen.;Bilde die 3. Person Plural im Subjunktiv von entender (verstehen).;Ausdrücke des Bedauerns (es una pena que) erfordern den Subjunktiv. Entender behält im Plural den Diphthong (entiendan).
Subjunktiv nach Aufforderung;Te ruego que {{c1::vengas}} a la reunión.;Ich bitte (flehe) dich um Hilfe, dass du zum Treffen kommst.;Bilde die 2. Person Singular im Subjunktiv von venir (kommen).;Bitten und Flehen (rogar/pedir) lösen im Nebensatz immer den Subjunktiv aus. Venir wechselt zu vengan.
Subjunktiv nach Hoffnungen;Ojalá que vosotros {{c1::disfrutéis}} de las vacaciones.;Hoffentlich genießt ihr den Urlaub.;Bilde die 2. Person Plural im Subjunktiv von disfrutar (genießen). Denke an den Akzent!;Das Wort ojalá fordert starr den Subjunktiv. Disfrutar bekommt im Plural für ihr ein -éis.
Subjunktiv nach Angst/Gefühl;Tengo miedo de que la verdad {{c1::salga}} a la luz.;Ich habe Angst, dass die Wahrheit ans Licht kommt.;Bilde die 3. Person Singular im Subjunktiv von salir (hinausgehen/herauskommen).;Gefühle wie Angst (tener miedo de que) erzwingen den Subjunktiv. Salir bildet den Stamm über die 1. Person Präsens (salgo -> salga).
Subjunktiv nach unpersönlicher Form;Es increíble que tú {{c1::sepas}} hacer esto.;Es ist unglaublich, dass du das machen kannst (weißt wie es geht).;Bilde die 2. Person Singular im unregelmäßigen Subjunktiv von saber (wissen).;Saber hat den unregelmäßigen Subjunktiv-Stamm sep- (sepas).
Subjunktiv nach Wünschen;El jefe quiere que nosotros {{c1::terminemos}} el informe.;Der Chef möchte, dass wir den Bericht fertigstellen.;Bilde die 1. Person Plural im Subjunktiv von terminar (beenden).;
Subjunktiv nach Verbot;Prohíbo que ellos {{c1::entren}} aquí.;Ich verbiete, dass sie hier eintreten.;Bilde die 3. Person Plural im Subjunktiv von entrar (eintreten).;Ein Verbot oder eine Einschränkung (prohibir que) drückt Willen aus und erzwingt den Subjunktiv.
Subjunktiv nach unpersönlicher Form;Es lógico que ella {{c1::quiera}} cambiar de coche.;Es ist logisch, dass sie das Auto wechseln (ein neues Auto haben) will.;Bilde die 3. Person Singular im Subjunktiv von querer (wollen).;Querer bildet den Subjunktiv mit quiera.
Subjunktiv nach Gefühlen;Nos encanta que el jardín {{c1::esté}} tan verde.;Wir lieben es, dass der Garten so grün ist.;Nutze die 3. Person von estar im Subjunktiv. Denke an den Akzent auf dem é!;Estar wird zu esté. Gefühlsäußerungen mit encantar verlangen den Subjunktiv.
Subjunktiv nach Zweifel;No creo que él {{c1::tenga}} razón.;Ich glaube nicht, dass er recht hat.;Bilde die 3. Person Singular im Subjunktiv von tener (haben).;Wichtig: Creo que (ich glaube) verlangt den Indikativ, aber die VERNEINUNG No creo que (ich glaube nicht) verlangt zwingend den Subjunktiv!
Subjunktiv nach Zweifel;Zweifle ich, dass sie {{c1::vuelvan}} heute.;Ich bezweifle, dass sie heute zurückkehren.;Bilde die 3. Person Plural im Subjunktiv von volver (zurückkehren).;Zweifel (dudar que) erfordert den Subjunktiv. Volver wechselt im Plural zu vuelvan.
Subjunktiv nach unpersönlicher Form;Es mejor que tú no {{c1::digas}} nada.;Es ist besser, dass du nichts sagst.;Bilde die 2. Person Singular im Subjunktiv von decir (sagen).;Decir bildet den Subjunktiv mit digas.
Subjunktiv nach Aufforderung;Te pido que {{c1::traigas}} las llaves.;Ich bitte dich, dass du die Schlüssel bringst.;Bilde die 2. Person Singular im Subjunktiv von traer (bringen).;Traer bildet den Subjunktiv über die 1. Person Präsens (traigo -> traigas).
Subjunktiv unregelmäßig dar;Espero que el profesor nos {{c1::dé}} una buena nota.;Ich hoffe, dass der Lehrer uns eine gute Note gibt.;Bilde die 3. Person Singular im Subjunktiv von dar (geben). Denke an den Akzent!;Die Form dé braucht den Akzent zur Unterscheidung von de (von).
Subjunktiv nach unpersönlicher Form;Es una lástima que vosotros {{c1::perdáis}} el tiempo.;Es ist schade, dass ihr die Zeit verliert.;Bilde die 2. Person Plural im Subjunktiv von perder (verlieren).;Perder wechselt im Subjunktiv für ihr zu perdáis.
Subjunktiv nach Wünschen;Deseo que todo {{c1::salga}} bien.;Ich wünsche, dass alles gut ausgeht (gut läuft).;Bilde die 3. Person Singular im Subjunktiv von salir (dass alles gut rauskommt).;Desear (wünschen) ist ein klassisches Willensverb.
Subjunktiv nach Notwendigkeit;Es menester que tú {{c1::escuches}} con atención.;Es ist nötig, dass du aufmerksam zuhörst.;Bilde die 2. Person Singular im Subjunktiv von escuchar (zuhören).;Es menester que ist eine gehobene, hochfrequente Wendung für es ist nötig/erforderlich.
Subjunktiv mit Pronomen vorne;Espero que se lo {{c1::ofrezcas}} a ella.;Ich hoffe, dass du es ihr anbietest.;Die Pronomen se lo stehen bereits vorne. Ergänze ofrecer für du im Subjunktiv (ofrezcas).;Auch im Subjunktiv steht die Pronomenkette im Nebensatz unzertrennlich vor dem Verb.
Subjunktiv nach Überraschung;Me sorprende que el precio {{c1::sea}} tan barato.;Es überrascht mich, dass der Preis so billig ist.;Bilde die 3. Person Singular von ser (sein) im Subjunktiv (sea).;Überraschung (me sorprende que) ist ein Gefühlsausdruck und verlangt den Subjunktiv.
Subjunktiv nach Erlaubnis;Permito que tú {{c1::uses}} mi ordenador.;Ich erlaube, dass du meinen Computer benutzt.;Bilde die 2. Person Singular im Subjunktiv von usar (benutzen).;Erlaubnis erteilen (permitir que) löst den Subjunktiv aus.
Subjunktiv nach unpersönlicher Form;Es fantástico que nosotros {{c1::compartamos}} estos momentos.;Es ist fantastisch, dass wir diese Momente teilen.;Bilde die 1. Person Plural im Subjunktiv von compartir (teilen).;Compartir auf -ir bekommt im Subjunktiv für wir die Endung -amos.
Subjunktiv nach Wünschen;Mis padres quieren und ich {{c1::estudie}} mucho.;Meine Eltern wollen, dass ich viel lerne.;Bilde die 1. Person Singular im Subjunktiv von estudiar (lernen).;
Subjunktiv nach Hoffnungen;Ojalá que ellos {{c1::encuentren}} una solución.;Hoffentlich finden sie eine Lösung.;Bilde die 3. Person Plural im Subjunktiv von encontrar (finden).;Encontrar wechselt im Plural zu encuentren.
Subjunktiv nach unpersönlicher Form;Es normal que tú {{c1::sientas}} cansancio.;Es ist normal, dass du Müdigkeit fühlst.;Bilde die 2. Person Singular im Subjunktiv von sentir (fühlen).;Sentir wechselt in der du-Form des Subjunktivs zu sientas.
Subjunktiv nach Ratschlag;Te aconsejo que {{c1::leas}} este artículo.;Ich rate dir, dass du diesen Artikel liest.;Bilde die 2. Person Singular im Subjunktiv von leer (leas).;Ratschläge erteilen (aconsejar que) verlangt den Subjunktiv.
Subjunktiv nach Hoffnungen;Espero que el sol {{c1::brille}} todo el día.;Ich hoffe, dass die Sonne den ganzen Tag scheint.;Bilde die 3. Person Singular im Subjunktiv von brillar (brille).;
Subjunktiv nach unpersönlicher Form;Es posible que ustedes {{c1::logren}} el éxito.;Es ist möglich, dass Sie (Pl. höflich) den Erfolg erreichen.;Bilde die 3. Person Plural im Subjunktiv von lograr (logren).;Es posible que drückt eine Unsicherheit/Möglichkeit aus und fordert den Subjunktiv.
Subjunktiv nach Emotionen;Me alegra que tú {{c1::consigas}} tus metas.;Es freut mich, dass du deine Ziele erreichst.;Bilde die 2. Person Singular im Subjunktiv von conseguir (erreichen).;Conseguir bildet den Subjunktiv über die 1. Person Präsens (consigo -> consigas).
Subjunktiv nach Notwendigkeit;Es necesario que nosotros {{c1::reduzcamos}} los costes.;Es ist notwendig, dass wir die Kosten reduzieren.;Bilde die 1. Person Plural im Subjunktiv von reducir (reduzieren).;Verben auf -cir bilden den Subjunktiv unregelmäßig über die 1. Person Präsens (reduzco -> reduzcamos).
Subjunktiv nach Wünschen;Ella prefiere que yo {{c1::elija}} el camino.;Sie zieht es vor, dass ich den Weg auswähle.;Bilde die 1. Person Singular im Subjunktiv von elegir (auswählen/wählen).;Elegir wechselt im Subjunktiv vor dem Vokal a orthografisch von g zu j (elija).
Subjunktiv nach unpersönlicher Form;Es una pena que ellos no {{c1::reconozcan}} el esfuerzo.;Es ist schade, dass sie die Anstrengung nicht anerkennen.;Bilde die 3. Person Plural im Subjunktiv von reconocer (anerkennen).;Reconocer bildet den Subjunktiv über reconozco (-> reconozcan).
Subjunktiv nach Aufforderung;Te ruego que {{c1::sigas}} tus sueños.;Ich bitte (flehe) dich, dass du deinen Träumen folgst.;Bilde die 2. Person Singular im Subjunktiv von seguir (folgen).;Seguir verliert im Subjunktiv vor dem Vokal a das u und wechselt zu sigas.
Subjunktiv nach Hoffnungen;Ojalá que vosotros {{c1::alcancéis}} el éxito.;Hoffentlich erreicht ihr den Erfolg.;Bilde die 2. Person Plural im Subjunktiv von alcanzar (erreichen). Denke an den Akzent!;Orthografische Regel: Das z wird vor dem e zu ein c (alcancéis).
Subjunktiv nach Angst/Gefühl;Tengo miedo de que el plan {{c1::falle}}.;Ich habe Angst, dass der Plan fehlschlägt (scheitert).;Bilde die 3. Person Singular im Subjunktiv von fallar (fehlschlagen/scheitern).;
Subjunktiv nach unpersönlicher Form;Es increíble que tú {{c1::mantengas}} la calma.;Es ist unglaublich, dass du die Ruhe (Gelassenheit) bewahrst.;Bilde die 2. Person Singular im Subjunktiv von mantener (aufrechterhalten/bewahren).;Mantener bildet den Subjunktiv wie tener über den Stamm manteng- (mantengas).
Subjunktiv nach Wünschen;El jefe quiere que nosotros {{c1::atendamos}} al cliente.;Der Chef möchte, dass wir den Kunden bedienen (uns um den Kunden kümmern).;Bilde die 1. Person Plural im Subjunktiv von atender (bedienen/kümmern).;Atender verliert in der wir-Form des Subjunktivs den Diphthong (atendamos).
Subjunktiv nach Verbot;Prohíbo que ellos {{c1::destruyan}} la confianza.;Ich verbiete, dass sie das Vertrauen zerstören.;Bilde die 3. Person Plural im Subjunktiv von destruir (zerstören).;Verben auf -uir fügen vor dem a ein y ein (destruyan).
Subjunktiv nach unpersönlicher Form;Es lógico que ella {{c1::defienda}} sus ideas.;Es ist logisch, dass sie ihre Ideen verteidigt.;Bilde die 3. Person Singular im Subjunktiv von defender (verteidigen).;Defender bildet den Subjunktiv im Singular mit Diphthong (defienda).
Subjunktiv nach Gefühlen;Nos encanta que el equipo {{c1::crezca}} unido.;Wir lieben es, dass das Team vereint wächst.;Bilde die 3. Person Singular im Subjunktiv von crecer (wachsen) (crezca).;
Subjunktiv nach Zweifel;No creo que él {{c1::pierda}} la oportunidad.;Ich glaube nicht, dass er die Gelegenheit verliert.;Bilde die 3. Person Singular im Subjunktiv von perder (verlieren).;No creo que verlangt im Nebensatz zwingend den Subjunktiv während creo que den Indikativ nutzt.
Subjunktiv nach Zweifel;Dudo que ellos {{c1::vuelvan}} a tiempo.;Ich bezweifle, dass sie pünktlich zurückkehren.;Bilde die 3. Person Plural im Subjunktiv von volver (zurückkehren).;Volver wechselt im Plural zu vuelvan.
Subjunktiv nach unpersönlicher Form;Es mejor que tú no {{c1::mientas}}.;Es ist besser, dass du nicht lügst.;Bilde die 2. Person Singular im Subjunktiv von mentir (lügen).;Mentir wechselt im Subjunktiv im Singular zu mientas.
Subjunktiv nach Aufforderung;Te pido que {{c1::recojas}} las llaves.;Ich bitte dich, dass du die Schlüssel abholst (aufsammelst).;Bilde die 2. Person Singular im Subjunktiv von recoger (abholen).;Recoger wechselt vor dem Vokal a orthografisch von g zu j (recojas).
Subjunktiv unregelmäßig dar;Espero que la vida nos {{c1::dé}} más alegrías.;Ich hoffe, dass das Leben uns mehr Freuden schenkt (gibt).;Bilde die 3. Person Singular im Subjunktiv von dar (geben). Denke an den Akzent!;
Subjunktiv nach unpersönlicher Form;Es eine lástima que vosotros {{c1::atendáis}} tarde.;Es ist schade, dass ihr erst spät aufpasst (zuhört).;Bilde die 2. Person Plural im Subjunktiv von atender (aufpassen/bedienen).;
Subjunktiv nach Wünschen;Deseo que el proyecto {{c1::avance}} rápido.;Ich wünsche, dass das Projekt schnell vorankommt.;Bilde die 3. Person Singular im Subjunktiv von avanzar (vorankommen).;Das z wird vor dem e orthografisch zu einem c (avance).
Subjunktiv nach Notwendigkeit;Es necesario que tú {{c1::asistas}} a la clase.;Es ist notwendig, dass du am Unterricht teilnehmst.;Bilde die 2. Person Singular im Subjunktiv von asistir (teilnehmen).;
Subjunktiv mit Pronomen vorne;Espero que se lo {{c1::entregues}} hoy.;Ich hoffe, dass du es ihm heute übergibst (aushändigst).;Die Pronomen se lo stehen bereits vorne. Ergänze entregar für du im Subjunktiv (entregues).;Das g wird vor dem e zu gu um den harten g-Laut zu bewahren (entregues).
Subjunktiv nach Überraschung;Me sorprende que el servicio {{c1::incluya}} todo.;Es überrascht mich, dass der Service alles beinhaltet.;Bilde die 3. Person Singular im Subjunktiv von incluir (beinhalten) (incluya).;
Subjunktiv nach Erlaubnis;Permito que tú {{c1::conduzcas}} mi coche.;Ich erlaube, dass du mein Auto fährst.;Bilde die 2. Person Singular im Subjunktiv von conducir (fahren).;Conducir bildet den Subjunktiv über conduzco (-> conduzcas).
Subjunktiv nach unpersönlicher Form;Es fantástico que nosotros {{c1::resolvamos}} esto juntos.;Es ist fantastisch, dass wir das gemeinsam lösen.;Bilde die 1. Person Plural im Subjunktiv von resolver (lösen).;Resolver verliert in der wir-Form des Subjunktivs den Diphthong (resolvamos).
Subjunktiv nach Wünschen;Mis padres quieren que ich {{c1::aprenda}} un oficio.;Meine Eltern wollen, dass ich ein Handwerk (einen Beruf) lerne.;Bilde die 1. Person Singular im Subjunktiv von aprender (lernen) (aprender -> aprenda).;
Subjunktiv nach Hoffnungen;Ojalá que ellos {{c1::obtengan}} el premio.;Hoffentlich erhalten (erlangen) sie den Preis.;Bilde die 3. Person Plural im Subjunktiv von obtener (erhalten).;Obtener bildet den Subjunktiv über obtengo (-> obtengan).
Subjunktiv nach unpersönlicher Form;Es normal que tú {{c1::sientas}} ilusión.;Es ist normal, dass du Vorfreude (Begeisterung) empfindest.;Bilde die 2. Person Singular im Subjunktiv von sentir (fühlen/empfinden).;Sentir wechselt im Singular des Subjunktivs zu sientas.
Subjunktiv nach Ratschlag;Te aconsejo que {{c1::escuches}} los consejos.;Ich rate dir, dass du auf die Ratschläge hörst (ihnen zuhörst).;Bilde die 2. Person Singular im Subjunktiv von escuchar (zuhören).;
Subjunktiv nach Hoffnungen;Espero que el viento {{c1::mueva}} los árboles.;Ich hoffe, dass der Wind die Bäume bewegt.;Bilde die 3. Person Singular im Subjunktiv von mover (bewegen) (mover -> mueva).;
Subjunktiv nach unpersönlicher Form;Es posible que ustedes {{c1::entiendan}} el concepto.;Es ist möglich, dass Sie (Pl. höflich) das Konzept verstehen.;Bilde die 3. Person Plural im Subjunktiv von entender (verstehen) (entendan -> entiendan).;
Subjunktiv nach Gefühlsausdruck;Me duele que tú nicht {{c1::vengas}} con nosotros.;Es tut mir weh, dass du nicht mit uns kommst.;Bilde die 2. Person Singular im Subjunktiv von venir (kommen).;Gefühle des Schmerzes (me duele que) lösen im Nebensatz den Subjunktiv aus.
Subjunktiv nach unpersönlicher Form;Es una alegría que ellos {{c1::construyan}} una casa.;Es ist eine Freude, dass sie ein Haus bauen.;Bilde die 3. Person Plural im Subjunktiv von construir (bauen) (construyan).;
Subjunktiv nach Ratschlag;Os sugiero que {{c1::leáis}} este libro.;Ich schlage euch vor, dass ihr dieses Buch lest.;Bilde die 2. Person Plural im Subjunktiv von leer (leáis).;Sugerir (vorschlagen) drückt einen Einfluss aus und verlangt den Subjunktiv.
Subjunktiv nach Wünschen;Quiero que el sol {{c1::caliente}} la habitación.;Ich möchte, dass die Sonne das Zimmer wärmt.;Bilde die 3. Person Singular im Subjunktiv von calentar (wärmen) (caliente).;
Subjunktiv nach Hoffnungen;Espero que tú {{c1::vuelvas}} pronto.;Ich hoffe, dass du bald zurückkehrst.;Bilde die 2. Person Singular im Subjunktiv von volver (vuelvas).;
