main_topic;cloze_test;translation;hint;extra
Komparativ im Imperfekt;Antes la ciudad era {{c1::más tranquila que}} ahora.;Früher war die Stadt ruhiger als jetzt.;Bilde den Vergleich nach der andauernden Vergangenheitsform era (war).;Hier greift das Imperfekt (Satzmuster 15) für alte Zustände (antes).
Komparativ mit Estar;El hotel está {{c1::más cerca que}} la playa.;Das Hotel liegt näher als der Strand.;Nutze die Formel más ... que mit dem Lokaladverb cerca (nah).;Für Ortsangaben und Abstände gilt immer das Verb estar (Satzmuster 16).
Komparativ im Subjunktiv;Espero que tu día sea {{c1::más feliz que}} el mío.;Ich hoffe, dass dein Tag glücklicher wird als meiner.;Setze das Komparativ-Muster in den bekannten Subjunktiv-Nebensatz nach sea.;Hier greifen das Subjunktiv-Muster 17 und der Komparativ perfekt ineinander.
Komparativ in Höflichkeitsform;Usted trabaja {{c1::más rápido que}} los demás.;Sie (Sg. höflich) arbeiten schneller als die anderen.;Nutze die Formel más ... que nach dem bekannten Höflichkeitsverb im Präsens.;Hier greift das Höflichkeitsmuster 18 für usted.
Komparativ mit Gustar;Me gusta más este libro {{c1::que}} el otro.;Ich mag dieses Buch mehr als das andere (Dieses Buch gefällt mir besser als das andere).;Das Wort más steht direkt nach gusta. Setze das vergleichende Bindeglied que ein.;Bei gustar zieht das Wort más (mehr) direkt hinter das Verb (me gusta más ... que).
Komparativ mit persönlichem A;Visito más a mi madre {{c1::que}} a mi hermano.;Ich besuche meine Mutter öfter als meinen Bruder.;Nutze das vergleichende Bindeglied que. Denke an das persönliche a vor beiden Personen!;Hier greift das persönliche A (Satzmuster 20) zwingend vor beiden Personen im Vergleich.
Komparativ mit reflexivem Verb;Me levanto {{c1::más temprano que}} Carlos.;Ich stehe früher auf als Carlos.;Setze die Formel más ... que mit dem Adverb temprano hinter das reflexive Verb.;Hier siehst du ein reflexives Verb (Satzmuster 21) kombiniert mit der Steigerung.
Komparativ mit Passiv-Se;Aquí se habla {{c1::más rápido que}} en Madrid.;Hier spricht man schneller als in Madrid.;Nutze die Formel más ... que nach der unpersönlichen Passiv-Se-Konstruktion.;Hier ist das Passiv-Ersatz-Se (Satzmuster 22) die Basis des Satzes.
Komparativ mit Por und Para;Este regalo es para ti por ser {{c1::más inteligente que}} yo.;Dieses Geschenk ist für dich, weil du intelligenter bist als ich.;Nutze die Formel más ... que mit dem unveränderlichen Adjektiv inteligente.;Hier siehst du auch den korrekten Einsatz von por und para aus Satzmuster 23.
Komparativ im Perfekt;Hoy hemos alcanzado {{c1::más éxitos que}} nunca.;Heute haben wir mehr Erfolge erzielt als je zuvor.;Nutze die Formel más ... que direkt nach der unzertrennlichen Perfekt-Klammer.;Hier greift das gegenwartsorientierte Perfekt (Satzmuster 24).
Komparativ mit doppelter Verneinung;No hay nada {{c1::más importante que}} la paz.;Es gibt nichts Wichtigeres als den Frieden.;Nutze die Formel für mehr als (más ... que) direkt nach dem verneinten nichts (nada).;Hier verbindet sich die doppelte Verneinung (Satzmuster 25) mit dem Vergleich.
Komparativ nach neutralem Lo;Lo mejor del viaje es {{c1::más simple que}} das.;Das Beste an der Reise ist einfacher als das.;Nutze die Formel más ... que mit dem Adjektiv simple nach dem neutralen lo-Paket.;Hier baut der Komparativ direkt auf deinem Satzmuster 26 auf.
Optimistischer Vergleich;Tus ideas son {{c1::más creativas que}} las mías.;Deine Ideen sind kreativer als meine.;Setze das Adjektiv creativo in den weiblichen Plural (creativas) innerhalb der Formel más ... que.;
Optimistischer Vergleich;Nuestra solución es {{c1::más eficaz que}} la otra.;Unsere Lösung ist wirksamer als die andere.;Nutze die Formel más ... que mit dem Konsonanten-Adjektiv eficaz.;Adjektive auf Konsonant verändern sich im weiblichen Singular nicht.
Optimistischer Vergleich;Tus palabras son {{c1::tan dulces como}} la música.;Deine Worte sind genauso süß wie die Musik.;Bilde den Vergleich der Gleichheit mit der Formel tan ... como.;
Optimistischer Vergleich;Este camino es {{c1::menos difícil que}} el anterior.;Dieser Weg ist weniger schwierig als der vorherige.;Nutze die Formel für weniger als (menos ... que) mit dem Adjektiv difícil.;
Starrheit der Negation im Vergleich;Carlos no es {{c1::más alto que}} Juan.;Carlos ist nicht größer als Juan.;Das no steht starr vor dem Verb es. Bilde dahinter den normalen Vergleich mit más ... que.;Auch beim Vergleichen steht die Verneinung no absolut starr direkt vor dem konjugierten Verb (no es).
Komparativ (mehr als);Tu idea es {{c1::más innovadora que}} la mía.;Deine Idee ist innovativer als meine.;Wende die Formel für mehr als (más ... que) mit dem weiblichen Adjektiv innovadora an.;Im Spanischen wird das Adjektiv nicht wie im Deutschen verändert (kein -er). Es bleibt in seiner normalen Form.
Komparativ (weniger als);Este proyecto es {{c1::menos costoso que}} el anterior.;Dieses Projekt ist weniger kostspielig als das vorherige.;Wende die Formel für weniger als (menos ... que) mit dem maskulinen Adjektiv costoso an.;
Komparativ (genauso wie);Tu sonrisa es {{c1::tan dulce como}} la de tu madre.;Dein Lächeln ist genauso süß wie das deiner Mutter.;Wende die Formel für Gleichheit (tan ... como) mit dem unveränderlichen Adjektiv dulce an.;Bei Gleichheit schließt der Vergleich starr mit como (wie) ab.
Unregelmäßiger Komparativ mejor;Nuestras soluciones son {{c1::mejores que}} las andere.;Unsere Lösungen sind besser als die anderen.;Nutze den Plural der unregelmäßigen Form für besser (mejores que) passend zu soluciones.;Mejor passt sich im Plural ganz normal mit einem -es an (mejores).
Unregelmäßiger Komparativ peor;El desorden es {{c1::peor que}} el trabajo duro.;Das Durcheinander ist schlimmer als harte Arbeit.;Nutze die unregelmäßige Steigerungsform für schlimmer/schlechter (peor que).;
Komparativ (mehr als);La playa está {{c1::más limpia que}} ayer.;Der Strand ist sauberer als gestern.;Nutze die Formel más ... que mit dem weiblichen Adjektiv limpia nach dem Zustandsverb estar.;Für temporäre Zustände (sauber) gilt immer estar.
Komparativ (mehr als);Los nuevos métodos son {{c1::más eficaces que}} los antiguos.;Die neuen Methoden sind wirksamer als die alten.;Setze das Konsonanten-Adjektiv eficaz in den Plural (eficaces) innerhalb der Formel más ... que.;Das -z am Wortende wird vor der Pluralendung -es orthografisch zu einem -c (eficaces).
Komparativ (mehr als);Las canciones neue son {{c1::más alegres que}} las viejas.;Die neuen Lieder sind fröhlicher als die alten.;Nutze die Formel más ... que mit dem unveränderlichen Adjektiv alegre im Plural (alegres).;
Komparativ (mehr als);Ella canta {{c1::más hermoso que}} los demás.;Sie singt schöner als die anderen.;Bilde den Vergleich mit más ... que und dem Adverb hermoso.;
Komparativ (mehr als);Este viento sopla {{c1::más fuerte que}} ayer.;Dieser Wind bläst stärker als gestern.;Nutze die Formel más ... que mit dem Adjektiv/Adverb fuerte.;
Komparativ im periphrastischen Futur;El examen va a ser {{c1::más fácil que}} el anterior.;Die Prüfung wird leichter sein als die vorherige.;Setze das Komparativ-Muster direkt hinter den Infinitiv des periphrastischen Futurs (Satzmuster 11).;Examen ist maskulin laut LONERS-Regel.
Komparativ im Gerundium;Tu salud está siendo {{c1::más fuerte que}} antes.;Deine Gesundheit wird gerade stärker als früher.;Bilde den Vergleich nach der Verlaufsform (Satzmuster 13) des Verbs ser (siendo).;
Komparativ im Indefinido;Ayer la reunión fue {{c1::más productiva que}} la de hoy.;Gestern war das Treffen produktiver als das von heute.;Bilde den Vergleich nach der abgeschlossenen Vergangenheitsform fue (Satzmuster 14).;
Komparativ im Imperfekt;Antes el sol {{c1::brillaba más que}} ahora.;Früher schien die Sonne mehr als jetzt.;Setze das Wort más direkt hinter das Imperfekt-Verb brillaba (Satzmuster 15).;Wenn kein Adjektiv folgt, rückt das más direkt an das Verb heran.
Komparativ mit Estar;Tu casa está {{c1::más lejos que}} la mía.;Dein Haus liegt weiter weg als meines.;Nutze die Formel más ... que mit dem Lokaladverb lejos (weit weg) nach dem Verb estar.;
Komparativ im Subjunktiv;Quiero que este día sea {{c1::más productivo que}} ayer.;Ich möchte, dass dieser Tag produktiver wird als gestern.;Setze das Komparativ-Muster in den Subjunktiv-Nebensatz (Satzmuster 17) nach sea.;
Komparativ in Höflichkeitsform;Usted comprende {{c1::más rápido que}} yo.;Sie (Sg. höflich) verstehen schneller als ich.;Nutze die Formel más ... que nach dem bekannten Höflichkeitsverb (Satzmuster 18).;
Komparativ mit Gustar;Nos gusta más viajar {{c1::que}} quedar en casa.;Wir reisen lieber (mehr) als zu Hause zu bleiben.;Das Wort más steht direkt nach dem Verb. Setze das Bindeglied que vor den zweiten Infinitiv.;Gerne tun wird mit gustar ausgedrückt, lieber tun wird starr zu gustar más... que.
Komparativ mit persönlichem A;Conozco más a Carlos {{c1::que}} a Juan.;Ich kenne Carlos besser (mehr) als Juan.;Nutze das vergleichende Bindeglied que und denke an das persönliche a vor beiden Personen (Satzmuster 20).;
Komparativ mit reflexivem Verb;Ella se viste {{c1::más elegante que}} antes.;Sie zieht sich eleganter an als früher.;Setze die Formel más ... que hinter das bekannte reflexive Verb (Satzmuster 21).;
Komparativ mit Passiv-Se;Aquí se trabaja {{c1::más duro que}} en la otra oficina.;Hier arbeitet man härter als im anderen Büro.;Nutze die Formel más ... que nach der unpersönlichen Passiv-Se-Konstruktion (Satzmuster 22).;
Komparativ mit Por und Para;Este informe es para usted por ser {{c1::más claro que}} el otro.;Dieser Bericht ist für Sie, weil er klarer ist als der andere.;Nutze die Formel más ... que mit dem Adjektiv claro und beachte por/para (Satzmuster 23).;
Komparativ im Perfekt;Este mes hemos logrado {{c1::más metas que}} el año pasado.;Diesen Monat haben wir mehr Ziele erreicht als letztes Jahr.;Nutze die Formel más ... que direkt nach dem gegenwartsorientierten Perfekt (Satzmuster 24).;
Komparativ mit doppelter Verneinung;No hay nadie {{c1::más alegre que}} María.;Es gibt niemanden, der fröhlicher ist als Maria.;Nutze die Formel más ... que direkt nach der doppelten Verneinung mit nadie (Satzmuster 25).;
Komparativ nach neutralem Lo;Lo importante es {{c1::más profundo que}} lo que ves.;Das Wichtige ist tiefgründiger als das, was du siehst.;Nutze die Formel más ... que nach dem neutralen lo-Paket (Satzmuster 26).;
Optimistischer Vergleich;Tus palabras son {{c1::más dulces que}} la miel.;Deine Worte sind süßer als Honig.;Setze das Adjektiv dulce in den Plural (dulces) innerhalb der Formel más ... que.;
Optimistischer Vergleich;Este sistema es {{c1::más moderno que}} el anterior.;Dieses System ist moderner als das vorherige.;Nutze die Formel más ... que mit dem maskulinen Adjektiv moderno. Sistema ist maskulin!;Erinnerst du dich an den -matic-Hack? Sistema ist maskulin (el sistema).
Optimistischer Vergleich;Tu voz es {{c1::tan clara como}} el agua del río.;Deine Stimme ist genauso klar wie das Wasser des Flusses.;Bilde den Vergleich der Gleichheit mit der Formel tan ... como.;Denke an das Aussprache-el bei el agua: das Wort bleibt weiblich (clara).
Optimistischer Vergleich;Esta solución es {{c1::menos compleja que}} la otra.;Diese Lösung ist weniger komplex als die andere.;Nutze die Formel für weniger als (menos ... que) mit dem weiblichen Adjektiv compleja.;
Starrheit der Negation im Vergleich;El camino no es {{c1::más largo que}} el otro.;Der Weg ist nicht länger als der andere.;Das no steht starr vor dem Verb es (Satzmuster 12). Bilde dahinter den normalen Vergleich.;
Komparativ (mehr als);Este café está {{c1::más caliente que}} el tuyo.;Dieser Kaffee ist heißer als deiner.;Nutze die Formel más ... que mit dem unveränderlichen Adjektiv caliente.;
Komparativ (mehr als);Tu perro es {{c1::más grande que}} mi gato.;Dein Hund ist größer als meine Katze.;Nutze die Formel más ... que mit dem Adjektiv grande nach dem Verb ser.;
Komparativ (mehr als);Nuestra amistad es {{c1::más fuerte que}} el tiempo.;Unsere Freundschaft ist stärker als die Zeit.;Nutze die Formel más ... que mit dem Adjektiv fuerte passend zu amistad.;
Komparativ (weniger als);Este examen fue {{c1::menos difícil que}} el primero.;Diese Prüfung war weniger schwierig als die erste.;Nutze die Formel menos ... que mit dem Konsonanten-Adjektiv difícil.;
Komparativ (genauso wie);Este hotel es {{c1::tan bonito como}} el de la foto.;Dieses Hotel ist genauso schön wie das auf dem Foto.;Bilde den Vergleich der Gleichheit mit der Formel tan ... como.;
