main_topic;cloze_test;translation;hint;extra
Starrheit der Perfekt-Negation;Ella no {{c1::ha dicho}} nada malo.;Sie hat nichts Schlechtes gesagt.;Das no steht links vor ha. Ergänze ha + dicho.;Hier siehst du wieder das Muster der doppelten Verneinung (no + ha dicho + nada).
Perfekt in einer Frage;¿{{c1::Has disfrutado}} del hermoso día hoy?;Hast du den schönen Tag heute genossen?;Bilde die Frage mit has + Partizip von disfrutar (disfrutado).;
Perfekt in einer Frage;¿Qué {{c1::han decidido}} ustedes?;Was haben Sie (Pl. höflich) beschlossen/entschieden?;Bilde die Frage nach dem Fragewort qué mit han + Partizip von decidir (decidido).;
Perfekt mit reflexivem Verb;Hoy me {{c1::he levantado}} temprano.;Heute bin ich früh aufgestanden.;Bilde das Perfekt für ein reflexives Verb. Das Pronomen me steht ganz links vor he. Ergänze he + levantado.;Bei reflexiven Verben rutscht das Reflexivpronomen (me te se...) ebenfalls starr ganz nach links vor das Hilfsverb haber.
Perfekt mit reflexivem Verb;Nos {{c1::hemos divertido}} mucho en el viaje.;Wir haben uns auf der Reise sehr amüsiert.;Das Pronomen nos steht ganz links. Ergänze hemos + Partizip von divertirse (divertido).;
Perfekt mit Passiv-Se;Hoy se {{c1::ha celebrado}} el éxito.;Heute wurde der Erfolg gefeiert (Heute hat man den Erfolg gefeiert).;Das unpersönliche se steht ganz links. Ergänze ha + Partizip von celebrar (celebrado) im Singular passend zu éxito.;Das Passiv-Se (Muster 22) platziert das Wörtchen se ebenfalls ganz links vor das Hilfsverb haber.
Perfekt mit Passiv-Se;Esta semana se {{c1::han cumplido}} dos sueños.;Diese Woche sind zwei Träume in Erfüllung gegangen.;Das unpersönliche se steht links. Ergänze han + Partizip von cumplir (cumplido) im Plural passend zu dos sueños.;
Perfekt mit Dativ-Signal;Le {{c1::he dado}} el regalo a mi hermano hoy.;Ich habe meinem Bruder heute das Geschenk gegeben.;Bilde das Perfekt nach dem Dativpronomen le mit he + dado. Das Dativ-Signal steht am Ende.;
Perfekt mit Dativ-Klarstellung;Le {{c1::he escrito}} un mensaje a usted esta mañana.;Ich habe Ihnen (Sg. höflich) heute Morgen eine Nachricht geschrieben.;Ergänze he + Partizip von escribir (escrito). Das Klarstellungssignal (a usted) steht ganz hinten.;
Optimistischer Satz;La situación {{c1::ha mejorado}} mucho este mes.;Die Situation hat sich diesen Monat sehr verbessert.;Bilde das Perfekt im Singular mit ha + Partizip von mejorar (mejorado).;
Optimistischer Satz;Mis amigos {{c1::han venido}} a visitarme hoy.;Meine Freunde sind mich heute besuchen gekommen.;Bilde das Perfekt im Plural mit han + Partizip von venir (venido).;Das Partizip von venir lautet regelmäßig venido obwohl das Verb sonst hochgradig unregelmäßig ist.
Optimistischer Satz;El sol {{c1::ha brillado}} toda la mañana.;Die Sonne hat den ganzen Morgen geschienen.;Bilde das Perfekt im Singular mit ha + Partizip von brillar (brillado).;
Optimistischer Satz;La vida me {{c1::ha ofrecido}} grandes sorpresas.;Das Leben hat mir große Überraschungen geboten.;Das Dativpronomen me steht links vor ha. Ergänze ha + Partizip von ofrecer (ofrecido).;
Optimistischer Satz;Nosotros {{c1::hemos encontrado}} el camino correcto.;Wir haben den richtigen Weg gefunden.;Bilde das Perfekt für wir mit hemos + Partizip von encontrar (encontrado).;Im Perfekt verliert encontrar den Diphthong komplett (encontrado).
Optimistischer Satz;Tú {{c1::has creado}} algo maravilloso hoy.;Du hast heute etwas Wunderbares erschaffen.;Bilde das Perfekt für du mit has + Partizip von crear (creado).;
Optimistischer Satz;Ustedes {{c1::han alcanzado}} la meta final esta semana.;Sie (Pl. höflich) haben das Endziel diese Woche erreicht.;Bilde das Perfekt im Plural mit han + Partizip von alcanzar (alcanzado).;
Perfekt regelmäßige Verben (1. Sg.);Esta semana {{c1::he mejorado}} mi estilo.;Diese Woche habe ich meinen Stil verbessert.;Bilde das Perfekt für ich mit der passenden Form von haber (he) + Partizip von mejorar (mejorado).;Das Partizip auf -ado bleibt im spanischen Perfekt absolut unveränderlich.
Perfekt regelmäßige Verben (2. Sg.);Hoy {{c1::has ayudado}} a muchas personas.;Heute hast du vielen Menschen geholfen.;Nutze die 2. Person Singular von haber (has) + Partizip auf -ado des Verbs ayudar.;Denke an das persönliche a vor dem Pluralobjekt personas (Satzmuster 20).
Perfekt regelmäßige Verben (3. Sg.);Este mes el equipo {{c1::ha trabajado}} duro.;Diesen Monat hat das Team hart gearbeitet.;Nutze die 3. Person Singular von haber (ha) + Partizip von trabajar (trabajado).;Das Hilfsverb im spanischen Perfekt ist immer haber niemals ser.
Perfekt regelmäßige Verben (1. Pl.);Hoy {{c1::hemos celebrado}} el gran éxito.;Heute haben wir den großen Erfolg gefeiert.;Nutze die 1. Person Plural von haber (hemos) + Partizip von celebrar (celebrado).;Das Wort éxito ist maskulin laut LONERS-Regel.
Perfekt regelmäßige Verben (2. Pl.);Esta tarde {{c1::habéis buscado}} una solución.;Heute Nachmittag habt ihr eine Lösung gesucht.;Nutze die 2. Person Plural von haber (habéis) + Partizip von buscar (buscado). Denke an den Akzent!;
Perfekt regelmäßige Verben (3. Pl.);Ellos {{c1::han disfrutado}} de las vacaciones este año.;Sie haben dieses Jahr den Urlaub genossen.;Nutze die 3. Person Plural von haber (han) + Partizip von disfrutar (disfrutado).;Disfrutar verlangt im Spanischen oft die Präposition de vor dem Objekt.
Perfekt unregelmäßiges Partizip;Este año {{c1::he escrito}} nuevas metas.;Dieses Jahr habe ich neue Ziele geschrieben.;Bilde das unregelmäßige Partizip des Verbs escribir (escribir -> escrito).;Escribir bildet das Partizip unregelmäßig auf escrito.
Perfekt unregelmäßiges Partizip;Ella me {{c1::ha abierto}} la puerta con una sonrisa.;Sie hat mir die Tür mit einem Lächeln geöffnet.;Bilde das unregelmäßige Partizip des Verbs abrir (abrir -> abierto).;Abrir bildet das Partizip unregelmäßig auf abierto.
Perfekt unregelmäßiges Partizip;¿Qué {{c1::has hecho}} esta mañana?;Was hast du heute Morgen gemacht?;Bilde das unregelmäßige Partizip des Verbs hacer (hacer -> hecho) nach dem Fragewort qué.;Hacer bildet das Partizip unregelmäßig auf hecho.
Perfekt unregelmäßiges Partizip;Hoy {{c1::hemos visto}} el amanecer hermoso.;Heute haben wir den wunderschönen Sonnenaufgang gesehen.;Bilde das unregelmäßige Partizip des Verbs ver (ver -> visto).;Ver bildet das Partizip unregelmäßig auf visto.
Perfekt unregelmäßiges Partizip;Ustedes {{c1::han dicho}} palabras muy buenas.;Sie (Pl. höflich) haben sehr gute Worte gesagt.;Bilde das unregelmäßige Partizip des Verbs decir (decir -> dicho).;Decir bildet das Partizip unregelmäßig auf dicho.
Perfekt unregelmäßiges Partizip;El tren {{c1::ha vuelto}} a tiempo hoy.;Der Zug ist heute pünktlich zurückgekehrt.;Bilde das unregelmäßige Partizip von volver (volver -> vuelto).;Volver bildet das Partizip unregelmäßig auf vuelto.
Perfekt unregelmäßiges Partizip;Usted {{c1::ha puesto}} las llaves en la mesa.;Sie (Sg. höflich) haben die Schlüssel auf den Tisch gelegt.;Bilde das unregelmäßige Partizip des Verbs poner (poner -> puesto).;Poner bildet das Partizip unregelmäßig auf puesto.
Perfekt mit Pronomen vorne;Esta semana la {{c1::he visitado}}.;Diese Woche habe ich sie (la ciudad) besucht.;Das feminine Pronomen la steht ganz links. Ergänze haber für ich (he) + Partizip von visitar (visitado).;Es darf niemals ein Wort zwischen das Hilfsverb haber und das Partizip geschoben werden. Pronomen wandern vor haber.
Perfekt mit Pronomen vorne;Hoy nos {{c1::han ofrecido}} una gran oportunidad.;Heute haben sie uns eine große Gelegenheit geboten.;Das Dativpronomen nos steht links. Ergänze han + Partizip von ofrecer (ofrecido).;
Perfekt mit doppelten Pronomen;Se lo {{c1::has explicado}} a ella hoy.;Du hast es ihr heute erklärt.;Die Pronomen se lo stehen ganz links vor dem Hilfsverb. Ergänze has + Partizip von explicar (explicado).;Auch im Perfekt bleibt deine eiserne Kette unzertrennlich: no + Dativ + Akkusativ + haber + Partizip.
Perfekt mit doppelten Pronomen;Se las {{c1::hemos comprado}} a ustedes esta tarde.;Wir haben sie (las flores) Ihnen (Pl. höflich) heute Nachmittag gekauft.;Die Pronomen se las stehen ganz links. Ergänze hemos + Partizip von comprar (comprado).;
Starrheit der Perfekt-Negation;No {{c1::he perdido}} la calma hoy.;Ich habe heute nicht die Ruhe verloren.;Das no steht starr vor dem Hilfsverb he. Ergänze he + Partizip von perder (perdido).;Deine Pareto-Regel 12 greift starr: Das no darf das Hilfsverb haber niemals vom Partizip trennen.
Starrheit der Perfekt-Negation;Usted no {{c1::ha cambiado}} su opinión.;Sie (Sg. höflich) haben Ihre Meinung nicht geändert.;Das no steht links vor ha. Ergänze ha + Partizip von cambiar (cambiado).;
Perfekt mit reflexivem Verb;Hoy me {{c1::he desperté}} temprano y feliz.;Heute bin ich früh und glücklich aufgewacht.;Bilde das Perfekt für ein reflexives Verb. Das Pronomen me steht links vor he. Ergänze he + despertado.;Bei reflexiven Verben rutscht das Pronomen (me te se...) starr ganz nach links vor das Hilfsverb haber.
Perfekt mit reflexivem Verb;Esta mañana te {{c1::has lavado}} la cara.;Heute Morgen hast du dir das Gesicht gewaschen.;Das Pronomen te steht ganz links. Ergänze has + Partizip von lavarse (lavado).;Denke an die Körperteilregel: la cara (das Gesicht) statt tu cara.
Perfekt mit Passiv-Se;Hoy se {{c1::ha terminado}} el gran informe.;Heute wurde der große Bericht beendet.;Das unpersönliche se steht links. Ergänze ha + Partizip von terminar (terminado) im Singular passend zu informe.;Das Passiv-Se (Muster 22) platziert das Wörtchen se ganz links vor das Hilfsverb haber.
Perfekt mit Passiv-Se;Esta semana se {{c1::han resuelto}} los problemas.;Diese Woche wurden die Probleme gelöst.;Das unpersönliche se steht links. Ergänze han + unregelmäßiges Partizip von resolver (resuelto) im Plural.;Resolver bildet das Partizip unregelmäßig auf resuelto. Problema ist maskulin laut -matic-Hack.
Optimistischer Satz;La vida me {{c1::ha dado}} grandes sorpresas este año.;Das Leben hat mir dieses Jahr große Überraschungen geschenkt.;Das Dativpronomen me steht links vor ha. Ergänze ha + Partizip von dar (dio -> dado).;Das Partizip von dar lautet regelmäßig dado.
Optimistischer Satz;Nosotros {{c1::hemos alcanzado}} la meta final hoy.;Wir haben das Endziel heute erreicht.;Bilde das Perfekt für wir mit hemos + Partizip von alcanzar (alcanzado).;Hier ist die korrekte Form auf -ado für das Partizip von alcanzar.
