main_topic;cloze_test;translation;hint;extra
Zeit-Insel Tageszeit;{{c1::Hacemos el trabajo por la tarde}}.;"Wir machen die Arbeit am Nachmittag.";Nutze die unbestimmte Tageszeit-Präposition por vor la tarde.;Tageszeiten (por la mañana/tarde/noche) nutzen im Spanischen starr por (Satzmuster 23).
Zeit-Insel Höfliche Frage;¿{{c1::Usted sabe a qué hora empieza la reunión}}?;"Wissen Sie (Sg. höflich), um wie viel Uhr das Treffen beginnt?";Bilde die Frage mit usted vor sabe kombiniert mit dem Frageausdruck a qué hora.;Usted nutzt immer die Verbformen der 3. Person Einzahl (Satzmuster 18).
Zeit-Insel Uhrzeit;La cita {{c1::es a las tres de la tarde}}.;"Der Termin ist um drei Uhr nachmittags.";Nutze die Richtungspräposition a vor dem weiblichen Pluralartikel las tres für Uhrzeiten.;Uhrzeiten werden im Spanischen starr mit a las eingeleitet.
Zeit-Insel Vorliebe;{{c1::Me gusta mucho aprovechar el tiempo}}.;"Ich nutze die Zeit sehr gerne aus.";Wende das psychologische Muster me gusta mucho vor dem Infinitiv aprovechar an.;Da ein Infinitiv folgt, bleibt gustar starr im Singular stehen (Satzmuster 19).
Zeit-Insel Alter;Cuando {{c1::tenía diez años vivía en Madrid}}.;"Als ich zehn Jahre alt war, wohnte ich in Madrid.";Bilde die Altersangabe in der Vergangenheit mit der 1. Person des Imperfekts von tener (tenía).;Das Alter in der Vergangenheit wird im Spanischen ausnahmslos mit tener im Imperfekt ausgedrückt.
Zeit-Insel Unpersönlich;En verano {{c1::se disfrutan más los días largos}}.;"Im Sommer genießt man die langen Tage mehr.";Bilde den unpersönlichen Passiv-Ersatz mit se vor dem Plural-Verb disfrutan passend zu los días.;Da los días im Plural steht, wandert auch das Verb zwingend in den Plural (Satzmuster 22).
Zeit-Insel Zustand;El documento {{c1::va a estar listo para el viernes}}.;"Das Dokument wird bis Freitag fertig sein.";Nutze das periphrastische Futur mit va a estar vor dem Adjektiv listo und der Frist para.;Listo bedeutet mit estar fertig oder bereit. Freitag (viernes) ist die Deadline.
Zeit-Insel Höfliche Bitte;{{c1::Dígame la hora por favor}}.;"Sagen Sie mir bitte die Uhrzeit.";Bilde den bejahenden höflichen Imperativ für Sie mit angehängtem Dativpronomen me.;Das Verb decir wechselt zu diga, das Pronomen wird hinten angehängt (Satzmuster 18).
Zeit-Insel Pünktlichkeit;Carlos {{c1::siempre llega a tiempo a las reuniones}}.;"Carlos kommt immer pünktlich zu den Treffen.";Nutze das Präsens von llegar kombiniert mit der festen Redewendung a tiempo.;A tiempo bedeutet pünktlich. Reunionen verlangen das Richtungs-a im Plural.
Zeit-Insel Gleichzeitigkeit;{{c1::Yo estudio mientras tú lees el libro}}.;"Ich lerne, während du das Buch liest.";Nutze das Gleichzeitigkeits-Signal mientras zwischen den beiden Präsens-Verben.;Mientras (während) verknüpft zwei parallel ablaufende Handlungen.
Zeit-Insel Routine;Cada noche {{c1::me acuesto temprano para descansar}}.;"Jede Nacht lege ich mich früh hin, um mich auszuruhen.";Nutze das Präsens des reflexiven Verbs acostarse (sich hinlegen) vor der Zweck-Präposition para.;Das Reflexivpronomen me steht ganz starr direkt vor dem Verb (Satzmuster 21).
Zeit-Insel Doppelte verneinte Zeit;{{c1::No tengo nunca tiempo los lunes}}.;"Montags habe ich nie Zeit.";Bilde die doppelte Verneinung mit no vor dem Verb und nunca direkt nach dem Verb.;Da nunca nach dem Verb steht, ist das vordere no absolute Pflicht (Satzmuster 25).
Zeit-Insel Häufigkeit;{{c1::A menudo visito a mis abuelos}}.;"Oft besuche ich meine Großeltern.";Nutze die hochfrequente Zeiteinheit a menudo (oft) vor dem Präsens-Verb und dem persönlichen a.;Menschen verlangen starr das persönliche A vor dem Objekt (Satzmuster 20).
Zeit-Insel Begleitung;¿{{c1::Quieres ir al cine conmigo mañana}}?;"Möchtest du morgen mit mir ins Kino gehen?";Bilde die Frage mit ir al (a + el) kombiniert mit dem unregelmäßigen Spezialwort conmigo.;Trifft con auf das Pronomen für ich, verschmelzen sie starr zu conmigo (Satzmuster 30).
Zeit-Insel Fixer Zeitpunkt;{{c1::La reunión empieza ahora mismo}}.;"Das Treffen beginnt genau jetzt.";Nutze das Präsens von empezar vor der hochfrequenten Zeit-Verstärkung ahora mismo.;Ahora mismo bedeutet strukturell in diesem Moment / genau jetzt.
Zeit-Insel Dauer-Vergangenheit;La tormenta {{c1::duró por dos horas ayer}}.;"Der Sturm dauerte gestern für zwei Stunden.";Bilde die punktuelle Vergangenheit im Indefinido (duró) kombiniert mit der Dauer-Präposition por.;Ayer (gestern) erzwingt das Indefinido für die abgeschlossene Aktion (Satzmuster 14).
Zeit-Insel Hintergrund;{{c1::Hacía buen tiempo cuando salimos}}.;"Es war schönes Wetter, als wir herausgingen.";Bilde die Wetterbeschreibung in der Vergangenheit mit der unpersönlichen Imperfektform hacía.;Wetterbeschreibungen in der Vergangenheit nutzen im Spanischen immer das Imperfekt von hacer (Satzmuster 15).
Zeit-Insel Monat;{{c1::El próximo mes voy a viajar}}.;"Nächsten Monat werde ich reisen.";Bilde das periphrastische Futur nach der Zeitangabe el próximo mes (nächsten Monat).;Das Wort mes ist maskulin laut LONERS-Regel (el próximo mes).
Zeit-Insel Morgen;{{c1::Mañana por la mañana tengo una cita}}.;"Morgen früh (Morgen am Morgen) habe ich einen Termin.";Kombiniere mañana (morgen) mit der unbestimmten Tageszeit por la mañana.;Cita (Termin/Verabredung) ist weiblich laut D-IÓ-A-Z-Regel.
Zeit-Insel Meinung;{{c1::Para mí el tiempo es lo más valioso}}.;"Für mich ist die Zeit das Wertvollste.";Nutze das Meinungssignal para mí kombiniert mit dem neutralen lo und dem Komparativ más valioso.;Para mí drückt eine persönliche Sichtweise aus (Satzmuster 23). Tiempo ist maskulin.
Zeit-Insel Pünktlichkeit;El tren {{c1::ya ha salido de la estación}}.;"Der Zug ist schon aus dem Bahnhof abgefahren.";Bilde das gegenwartsorientierte Perfekt mit ha salido vor der Herkunfts-Präposition de la.;Das Wort ya (schon) verstärkt den Bezug zur unmittelbaren Gegenwart (Satzmuster 24).
Zeit-Insel Gegenwart;{{c1::Esta semana tengo un gran proyecto entre manos}}.;"Diese Woche habe ich ein großes Projekt am Laufen (zwischen den Händen).";Nutze das gegenwartsorientierte Zeitsignal esta semana vor der Präsens-Form tengo.;Semana ist weiblich laut D-IÓ-A-Z-Regel weshalb es esta heißt (Satzmuster 1).
Zeit-Insel Zukunft;{{c1::Mañana por la tarde voy a hablar con Carlos}}.;"Morgen Nachmittag werde ich mit Carlos sprechen.";Kombiniere mañana mit der unbestimmten Tageszeit por la tarde und dem periphrastischen Futur.;Hier greift das zukunftsorientierte Baukastensystem aus Satzmuster 11.
Zeit-Insel Abgeschlossene Vergangenheit;{{c1::El sábado pasado compré las llaves del coche}}.;"Letzten Samstag habe ich die Autoschlüssel gekauft.";Nutze das abgeschlossene Zeitsignal el sábado pasado vor dem Indefinido-Verb compré.;Samstag (sábado) ist maskulin laut LONERS-Regel. Genitiv-Verschmelzung del beachten.
Zeit-Insel Gewohnheit Vergangenheit;{{c1::En esa época leíamos muchos libros juntos}}.;"In jener Zeit lasen wir viele Bücher zusammen.";Bilde die andauernde Vergangenheit für wir im Imperfekt (leíamos) mit Akzent auf dem i.;Gewohnheiten und Hintergründe in der Vergangenheit erfordern starr das Imperfekt (Satzmuster 15).
Zeit-Insel Frist;{{c1::Los documentos son para el próximo lunes}}.;"Die Dokumente sind bis nächsten Montag fällig.";Nutze die Zeit-Fristen-Präposition para vor dem maskulinen Wochentag el próximo lunes.;Deadlines und feste Termine in der Zukunft nutzen im Spanischen immer para (Satzmuster 23).
Zeit-Insel Dauer;{{c1::Él va a trabajar aquí por un año}}.;"Er wird für ein Jahr hier arbeiten.";Nutze die Dauer-Präposition por vor dem Zeitraum un año im periphrastischen Futur.;Zeiträume und Dauern einer Aktivität werden starr mit por verknüpft (Satzmuster 23).
Zeit-Insel Perfekt;{{c1::Este mes ha sido fantástico para el equipo}}.;"Dieser Monat war fantastisch für das Team.";Bilde das Perfekt in der 3. Person Singular (ha sido) nach dem Signalzeitraum este mes.;Zeiträume die noch zur Gegenwart gehören (dieser Monat) fordern zwingend das Perfekt (Satzmuster 24).
Zeit-Insel Einfache Verneinung;{{c1::Nunca termino el trabajo tarde}}.;"Nie beende ich die Arbeit spät.";Bilde die einfache Verneinung indem du das negative Wort nunca ganz nach vorne an den Satzanfang stellst.;Steht das Wort nunca vor dem Verb fällt das zusätzliche no komplett weg (Satzmuster 25).
Zeit-Insel Abstraktes Nomen;{{c1::Lo importante de tu tiempo es disfrutarlo}}.;"Das Wichtige an deiner Zeit ist es, sie zu genießen.";Bilde das abstrakte Nomen das Wichtige mit lo importante kombiniert mit dem angehängten Objektpronomen lo.;Das neutrale lo verwandelt jedes Adjektiv sofort in ein abstraktes Nomen (Satzmuster 26).
Zeit-Insel Relativsatz;El momento {{c1::que elegimos para celebrar fue perfecto}}.;"Der Moment, den wir zum Feiern wählten, war perfekt.";Verknüpfe den Nebensatz mit dem Relativpronomen que vor dem Indefinido-Verb von elegir (elegimos).;Das Wörtchen que reicht für fast alle Relativsätze im Spanischen aus (Satzmuster 27).
Zeit-Insel Vergleich;Este proyecto {{c1::es menos difícil que el anterior}}.;"Dieses Projekt ist weniger schwierig als das vorherige.";Bilde den Komparativ der Minderheit mit der Baukasten-Formel menos ... que vor el anterior.;Das Konsonanten-Adjektiv difícil bleibt beim Vergleichen völlig unverändert (Satzmuster 28).
Zeit-Insel Bedingungssatz;Si {{c1::tienes un problema hoy, buscas una solución}}.;"Wenn du heute ein Problem hast, suchst du eine Lösung.";Bilde den realen Konditional im Hier und Jetzt nach der simplen Formel Si + Präsens, Präsens.;Problema ist maskulin laut -matic-Hack, solución ist weiblich laut D-IÓ-A-Z-Regel.
Zeit-Insel Begleitung;¿{{c1::Vas a venir conmigo la próxima semana}}?;"Wirst du nächste Woche mit mir kommen?";Bilde die Zukunftsfrage mit vas a venir kombiniert mit dem Spezialwort conmigo.;Trifft con auf das Pronomen für ich verschmelzen sie unregelmäßig zu conmigo (Satzmuster 30).
Zeit-Insel Subjunktiv;Espero {{c1::que la reunión termine antes de las cinco}}.;"Ich hoffe, dass das Treffen vor fünf Uhr endet.";Bilde den Subjunktiv Präsens für die 3. Person Singular von terminar (termine) nach espero que.;Hoffnungen lösen im spanischen Nebensatz starr den Subjunktiv aus (Satzmuster 17).
Zeit-Insel Tageszeit;{{c1::Estudio español por la mañana con una sonrisa}}.;"Ich lerne morgens mit einem Lächeln Spanisch.";Nutze die unbestimmte Tageszeit-Präposition por vor dem weiblichen Nomen la mañana.;Tageszeiten im Sinne von morgens/nachmittags/abends verlangen im Spanischen starr por (Satzmuster 23).
Zeit-Insel Höfliche Frage;¿{{c1::Usted sabe cuánto tiempo tenemos para el examen}}?;"Wissen Sie (Sg. höflich), wie viel Zeit wir für die Prüfung haben?";Bilde die Frage mit usted sabe kombiniert mit dem Mengenfragewort cuánto und der Frist para.;Usted nutzt immer die Verbformen der 3. Person Einzahl (Satzmuster 18).
Zeit-Insel Uhrzeit;La clase {{c1::termina a las doce del mediodía}}.;"Der Unterricht endet um zwölf Uhr mittags.";Nutze die Richtungspräposition a las vor der Zahl doce kombiniert mit dem Genitiv del mediodía.;Uhrzeiten werden im Spanischen immer mit a las eingeleitet (Satzmuster 2).
Zeit-Insel Vorliebe;{{c1::Nos gusta mucho planificar el futuro juntos}}.;"Wir planen die Zukunft sehr gerne zusammen.";Wende das psychologische Muster nos gusta mucho vor dem Infinitiv planificar an.;Da eine Handlung folgt bleibt gustar starr in der Singularform steht (Satzmuster 19).
Zeit-Insel Alter;Cuando {{c1::mi hermano tenía veinte años compró el coche}}.;"Als mein Bruder zwanzig Jahre alt war, kaufte er das Auto.";Bilde die Altersangabe in der Vergangenheit mit tenía vor der punktuellen Aktion im Indefinido (compró).;Das Alter in der Vergangenheit wird im Spanischen ausnahmslos mit tener im Imperfekt ausgedrückt.
Zeit-Insel Unpersönlich;En invierno {{c1::se disfrutan más los días de sol}}.;"Im Winter genießt man die sonnigen Tage mehr.";Bilde den unpersönlichen Passiv-Ersatz mit se vor dem Plural-Verb disfrutan passend zu los días.;Da los días im Plural steht wandert auch das Verb zwingend in den Plural (Satzmuster 22).
Zeit-Insel Zustand;Las respuestas {{c1::van a estar listas para mañana}}.;"Die Antworten werden bis morgen fertig sein.";Nutze das periphrastische Futur mit van a estar vor dem weiblichen Plural-Adjektiv listas.;Listas bedeutet mit estar fertig oder bereit. Mañana (morgen) fungiert als Deadline.
Zeit-Insel Höfliche Bitte;{{c1::Tráigame el informe esta tarde por favor}}.;"Bringen Sie mir bitte heute Nachmittag den Bericht.";Bilde den bejahenden höflichen Imperativ für Sie (traiga) mit angehängtem Pronomen me.;Beim bejahenden Imperativ (Satzmuster 18) werden Pronomen unzertrennlich hinten angehängt.
Zeit-Insel Fixer Zeitpunkt;El tren {{c1::está saliendo de la estación ahora mismo}}.;"Der Zug fährt genau jetzt aus dem Bahnhof ab (ist am Abfahren).";Bilde die aktuelle Verlaufsform mit está saliendo vor der Herkunftspräposition de la.;Ahora mismo bedeutet strukturell in diesem Moment / genau jetzt (Satzmuster 13).
Zeit-Insel Routine;Cada tarde {{c1::me tomo un tiempo para descansar en el jardín}}.;"Jeden Nachmittag nehme ich mir eine Zeit zum Ausruhen im Garten.";Nutze das Präsens des reflexiven Verbs tomarse vor der Zweck-Präposition para.;Das Reflexivpronomen me steht ganz starr direkt vor dem Verb (Satzmuster 21).
Zeit-Insel Doppelte verneinte Zeit;{{c1::No veo a nadie los fines de semana}}.;"An den Wochenenden sehe ich niemanden.";Bilde die doppelte Verneinung mit no veo vor dem Personalsignal a nadie am Satzanfang.;Da nadie nach dem Verb steht ist das vordere no absolute Pflicht (Satzmuster 25).
Zeit-Insel Häufigkeit;{{c1::A menudo Carlos llega tarde a la oficina}}.;"Oft kommt Carlos spät ins Büro.";Nutze die hochfrequente Zeiteinheit a menudo (oft) vor dem Subjekt und dem Verb llega.;Llegar tarde ist die feste spanische Wendung für zu spät kommen.
Zeit-Insel Begleitung;¿{{c1::Usted quiere reunirse con nosotros esta noche}}?;"Möchten Sie (Sg. höflich) sich heute Abend mit uns treffen?";Bilde die Frage mit usted vor der reflexiven Infinitiv-Konstruktion reunirse con nosotros.;Bei Infinitiven wird das passende Reflexivpronomen (se) hinten unzertrennlich angehängt (Satzmuster 21).
Zeit-Insel Fixer Zeitpunkt;{{c1::Tenemos que tomar la decisión ahora mismo}}.;"Wir müssen die Entscheidung genau jetzt treffen.";Nutze die Verpflichtungsformel tenemos que vor dem Infinitiv und dem Zeitausdruck ahora mismo.;Tomar una decisión ist der feste spanische Ausdruck für eine Entscheidung treffen.
Zeit-Insel Dauer-Vergangenheit;La reunión {{c1::duró por tres horas el martes pasado}}.;"Das Treffen dauerte letzten Dienstag für drei Stunden.";Bilde die punktuelle Vergangenheit im Indefinido (duró) kombiniert mit der Dauer-Präposition por.;Der abgeschlossene Zeitraum (letzten Dienstag) erzwingt starr das Indefinido (Satzmuster 14).
Zeit-Insel Hintergrund;{{c1::Hacía un día hermoso cuando empezamos el viaje}}.;"Es war ein wunderschöner Tag, als wir die Reise begannen.";Bilde die Hintergrundbeschreibung mit der unpersönlichen Imperfektform hacía passend zu día hermoso.;Wetterbeschreibungen im Hintergrund von Erzählungen nutzen im Spanischen das Imperfekt (Satzmuster 15).
Zeit-Insel Monat;{{c1::Este mes voy a terminar mi trabajo importante}}.;"Diesen Monat werde ich meine wichtige Arbeit beenden.";Bilde das periphrastische Futur nach dem aktuellen Zeitsignal este mes.;Das Wort mes ist maskulin laut LONERS-Regel. Trabajo es ebenfalls maskulin.
Zeit-Insel Morgen;{{c1::Mañana por la mañana voy a buscar a Juan}}.;"Morgen früh werde ich Juan suchen.";Kombiniere mañana mit por la mañana vor dem periphrastischen Futur und dem persönlichen a.;Juan ist ein Mensch und verlangt als direktes Objekt das persönliche a (Satzmuster 20).
