main_topic;cloze_test;translation;hint;extra
Beziehungs-Insel Relativsatz;El chico {{c1::que ayuda a mi padre es bueno}}.;"Der Junge, der meinem Vater hilft, ist gut.";Verknüpfe den Nebensatz flüssig mit dem Relativpronomen-Allrounder que vor dem Verb.;Das Wörtchen que reicht für normale Relativsätze völlig aus (Satzmuster 27).
Beziehungs-Insel Vergleich;Mi hermano {{c1::es más alto que mi padre}}.;"Mein Bruder ist größer (höher) als mein Vater.";Bilde den Komparativ mit der starren Baukasten-Formel más ... que vor mi padre.;Das Adjektiv alto bleibt in seiner Grundform und wird nicht verändert (Satzmuster 28).
Beziehungs-Insel Bedingungssatz;Si {{c1::tienes tiempo, visitas a tus abuelos}}.;"Wenn du Zeit hast, besuchst du deine Großeltern.";Bilde den realen Konditional im Hier und Jetzt nach der Formel Si + Präsens, Präsens.;Für reale Bedingungen im Alltag nutzt man ganz simpel das Präsens (Satzmuster 29).
Beziehungs-Insel Mit mir;¿{{c1::Quieres celebrar el éxito conmigo}}?;"Möchtest du den Erfolg mit mir feiern?";Bilde die Frage mit celebrar el éxito kombiniert mit dem unregelmäßigen Spezialwort conmigo.;Trifft con auf das Pronomen für ich verschmelzen sie starr zu conmigo (Satzmuster 30).
Beziehungs-Insel Subjunktiv;Espero {{c1::que tu hermano tenga un buen día}}.;"Ich hoffe, dass dein Bruder einen guten Tag hat.";Bilde den Subjunktiv Präsens für die 3. Person von tener (tenga) nach der Hoffnung espero que.;Hoffnungen lösen im spanischen Nebensatz starr den Subjunktiv aus (Satzmuster 17).
Beziehungs-Insel Indefinido;Ayer {{c1::fui al cine con mi hermana}}.;"Gestern bin ich mit meiner Schwester ins Kino gegangen.";Bilde die punktuelle Vergangenheit mit fui (ich ging) kombiniert mit der Verschmelzung al.;Ayer fordert die abgeschlossene Vergangenheitsform Indefinido (Satzmuster 14).
Beziehungs-Insel Imperfekt;Antes {{c1::jugábamos juntos en el jardín}}.;"Früher spielten wir zusammen im Garten.";Bilde die andauernde Vergangenheit im Imperfekt für wir (jugábamos) nach dem Zeitsignal antes.;Gewohnheiten in der Vergangenheit (früher/damals) nutzen starr das Imperfekt (Satzmuster 15).
Beziehungs-Insel Wunsch;{{c1::Me gustaría conocer a tu familia}}.;"Ich würde gerne deine Familie kennenlernen.";Nutze die höfliche Konditionalform me gustaría vor dem Infinitiv und dem persönlichen a.;Kennenlernen von Personen verlangt starr das persönliche a (Satzmuster 20).
Beziehungs-Insel Dank;Gracias {{c1::por ser un buen amigo}}.;"Danke, dass du ein guter Freund bist (Danke für ein guter Freund zu sein).";Nutze das Ursachen-por nach gracias gefolgt vom Infinitiv ser und einem maskulinen Nomen.;Nach gracias steht im Spanischen starr por weil die Freundschaft die Ursache für den Dank ist.
Beziehungs-Insel Begleitung;Ella {{c1::está viniendo con mi hermano ahora}}.;"Sie kommt gerade mit meinem Bruder (ist gerade am Kommen).";Bilde die Verlaufsform mit está und dem unregelmäßigen Gerundium von venir (viniendo).;Venir wechselt im Gerundium den Stammvokal von e zu i (Satzmuster 13).
Beziehungs-Insel Vorstellung;{{c1::Esta es la hija de mi profesora}}.;"Das ist die Tochter meiner Lehrerin.";Nutze das weibliche Demonstrativpronomen esta vor la hija und dem Genitiv de mi profesora.;
Beziehungs-Insel Meinung;{{c1::Para mí mis amigos son lo mejor}}.;"Für mich (Meiner Meinung nach) sind meine Freunde das Beste.";Nutze das Meinungssignal para mí kombiniert mit dem neutralen lo und der Steigerung mejor.;Para mí ist die feste Redewendung für eine persönliche Sichtweise (Satzmuster 23).
Beziehungs-Insel Stolz;{{c1::Estoy muy orgulloso de mis hijos}}.;"Ich bin sehr stolz auf meine Kinder.";Nutze das Zustandsverb estoy vor dem Adjektiv orgulloso und dem Bindeglied de.;Stolz sein wird im Spanischen mit estar orgulloso de ausgedrückt.
Beziehungs-Insel Doppelte Verneinung;{{c1::No conozco a nadie de tu familia}}.;"Ich kenne niemanden aus deiner Familie.";Bilde die doppelte Verneinung mit no vor dem Verb und a nadie nach dem Verb.;Da nadie nach dem Verb steht ist das no vor dem Verb grammatikalische Pflicht (Satzmuster 25).
Beziehungs-Insel Kennenlernen;{{c1::Ayer conocí a tu hermano en el parque}}.;"Gestern habe ich deinen Bruder im Park kennengelernt.";Bilde das punktuelle Indefinido von conocer (conocí) kombiniert mit dem persönlichen a vor der Person.;Ayer fordert starr die abgeschlossene Vergangenheit (Satzmuster 14).
Beziehungs-Insel Verabredung;¿{{c1::Quieres venir con nosotros al cine}}?;"Möchtest du mit uns ins Kino gehen?";Bilde die Frage mit quieres venir con nosotros und der Richtungsverschmelzung al (a + el) vor cine.;Cine ist maskulin laut LONERS-Regel.
Beziehungs-Insel Smalltalk;{{c1::Mi amiga Sofía es una persona muy alegre}}.;"Meine Freundin Sofia ist eine sehr fröhliche Person.";Bilde das Nomen-Adjektiv-Paar mit persona und alegre. Das Adjektiv auf -e bleibt starr.;Das Adjektiv alegre bleibt für männliche und weibliche Nomen in der Form gleich (Satzmuster 1).
Beziehungs-Insel Zukunftspläne;{{c1::Mañana voy a comer con mis padres}}.;"Morgen werde ich mit meinen Eltern essen.";Zukunft mit dem periphrastischen Futur voy a vor dem Infinitiv comer und der Präposition con.;Hier greift das gegenwartsorientierte Futur aus Satzmuster 11.
Beziehungs-Insel Zustand;¿{{c1::Tu hijo está contento con el regalo}}?;"Ist dein Sohn mit dem Geschenk zufrieden?";Frage nach dem aktuellen Zustand mit der passenden Form von estar (está) vor dem Adjektiv contento.;Für Gefühle und veränderliche Zustände gilt immer estar (Satzmuster 16).
Beziehungs-Insel Besitzanzeige;{{c1::Esta es la bicicleta de la hija de Luis}}.;"Das ist das Fahrrad von Luis' Tochter.";Bilde die Genitiv-Kette von hinten nach vorne mit der getrennten weiblichen Form de la.;Wörtlich: Das Fahrrad von der Tochter von Luis (Satzmuster 2).
Beziehungs-Insel Vorliebe;{{c1::Me gusta celebrar los éxitos con mis amigos}}.;"Ich feiere die Erfolge gerne mit meinen Freunden.";Wende das psychologische Muster me gusta vor dem Infinitiv celebrar an. Erfolge steht im maskulinen Plural.;Das Wort éxito verliert im Plural éxitos seinen Akzent nicht, da die Betonung starr bleibt.
Beziehungs-Insel Höfliche Bitte;{{c1::Escríbame ein mensaje cuando llegue por favor}}.;"Schreiben Sie mir bitte eine Nachricht, wenn Sie ankommen.";Bilde den bejahenden höflichen Imperativ für Sie mit angehängtem Dativpronomen me.;Beim bejahenden Imperativ (Satzmuster 18) wird das Pronomen unzertrennlich hinten angehängt.
Beziehungs-Insel Zusammenkunft;{{c1::Mañana vamos a pasear por el parque contigo}}.;"Morgen werden wir mit dir durch den Park spazieren.";Zukunft mit vamos a pasear kombiniert mit dem lokalen por und dem Spezialwort contigo.;Trifft con auf das Pronomen für du, verschmelzen sie starr zu contigo (Satzmuster 30).
Beziehungs-Insel Verneinte Frage;¿{{c1::No vas a ir a la fiesta con tu novia}}?;"Gehst du nicht mit deiner Freundin zur Party?";Bilde die verneinte Zukunftsfrage. Das no steht ganz links starr vor dem Hilfsverb vas.;Die Verneinung no umschließt das konjugierte Hilfsverb von links (Satzmuster 12).
Beziehungs-Insel Höfliche Frage;¿{{c1::Usted sabe dónde vive el hermano de Carlos}}?;"Wissen Sie (Sg. höflich), wo Carlos' Bruder wohnt?";Bilde die Frage mit usted vor der 3. Person sabe kombiniert mit dem Genitiv de Carlos.;Usted nutzt immer die Verbformen der 3. Person Einzahl (Satzmuster 18).
Beziehungs-Insel Dativ-Signal;{{c1::Le escribo una carta hermosa a mi madre}}.;"Ich schreibe meiner Mutter einen schönen Brief.";Wende das Dativ-Signal mit le vor dem Verb und der Präposition a vor mi madre an.;Das le vor dem Verb ist im Spanischen grammatikalische Pflicht (Satzmuster 3).
Beziehungs-Insel Routine;{{c1::Mi padre siempre se levanta temprano}}.;"Mein Vater steht immer früh auf.";Nutze das Präsens des reflexiven Verbs levantarse (aufstehen) in der 3. Person Singular (se levanta).;Das Reflexivpronomen se steht ganz starr direkt vor dem Verb (Satzmuster 21).
Beziehungs-Insel Unpersönlich;En mi familia {{c1::se comparten las alegrías siempre}}.;"In meiner Familie teilt man die Freuden immer.";Bilde den unpersönlichen Passiv-Ersatz mit se vor dem Plural-Verb comparten passend zu las alegrías.;Da las alegrías im Plural steht, wandert auch das Verb zwingend in den Plural (Satzmuster 22).
Beziehungs-Insel Zweck von etwas;{{c1::Este hermoso regalo es para ti}}.;"Dieses schöne Geschenk ist für dich.";Nutze das Demonstrativpronomen este vor regalo und die Zweck-Präposition para vor dem Pronomen ti.;Nach Präpositionen mutiert tú (du) starr zu ti – ganz ohne geschriebenen Akzent (Satzmuster 30).
Beziehungs-Insel Perfekt Vergangenheit;Este año {{c1::hemos hecho un gran viaje con la familia}}.;"Dieses Jahr haben wir eine große Reise mit der Familie gemacht.";Bilde das gegenwartsorientierte Perfekt für wir mit hemos und dem unregelmäßigen Partizip hecho.;Hacer bildet das Partizip völlig unregelmäßig auf hecho (Satzmuster 24).
Beziehungs-Insel Einfache Verneinung;{{c1::Nadie de mi familia tiene el coche del profesor}}.;"Niemand aus meiner Familie hat das Auto des Lehrers.";Bilde die einfache Verneinung, indem du das negative Wort nadie ganz an den Satzanfang stellst.;Steht nadie ganz vorne, fällt das zusätzliche no komplett weg. Denke an die Verschmelzung del!
Beziehungs-Insel Abstraktes Nomen;{{c1::Lo mejor de tu hermano es su gran paciencia}}.;"Das Beste an deinem Bruder ist seine große Geduld.";Bilde das abstrakte Substantiv das Beste mit lo + Steigerung mejor kombiniert mit de tu hermano.;Das neutrale lo wandelt das Adjektiv in ein abstraktes Nomen um (Satzmuster 26).
Beziehungs-Insel Relativsatz;La mujer {{c1::que habla con mi madre es muy simpática}}.;"Die Frau, die mit meiner Mutter spricht, ist sehr sympathisch.";Verknüpfe den Nebensatz flüssig mit dem Relativpronomen-Allrounder que vor dem Verb habla.;Das Wörtchen que reicht für normale Relativsätze völlig aus (Satzmuster 27).
Beziehungs-Insel Vergleich;Tu amigo Carlos {{c1::es más alto que mi hermano}}.;"Dein Freund Carlos ist größer als mein Bruder.";Bilde den Komparativ mit der starren Baukasten-Formel más ... que vor mi hermano.;Das Adjektiv alto bleibt in seiner Grundform und wird nicht verändert (Satzmuster 28).
Beziehungs-Insel Bedingungssatz;Si {{c1::ayudas a tus amigos, ellos te ayudan a ti}}.;"Wenn du deinen Freunden hilfst, helfen sie dir.";Bilde den realen Konditional nach der simpelsten Formel Si + Präsens, Präsens. Denke an das persönliche a!;Hier siehst du auch das betonte Präpositionalpronomen a ti am Satzende zur Betonung.
Beziehungs-Insel Subjunktiv;Espero {{c1::que tu gata esté sana y feliz}}.;"Ich hoffe, dass deine Katze gesund und glücklich ist.";Bilde den Subjunktiv Präsens für die 3. Person von estar (esté) nach der Hoffnung espero que.;Hoffnungen lösen im Nebensatz starr den Subjunktiv aus (Satzmuster 17). Esté braucht den Akzent.
Beziehungs-Insel Imperfekt;Cuando {{c1::era niño visitaba a mis abuelos todos los meses}}.;"Als ich ein Kind war, besuchte ich jeden Monat meine Großeltern.";Bilde das andauernde Imperfekt von ser (era) und visitar (visitaba) für alte Gewohnheiten.;Gewohnheiten in der Vergangenheit nutzen ausnahmslos das Imperfekt (Satzmuster 15).
Beziehungs-Insel Wunsch;{{c1::Me gustaría pasar un día hermoso con tu familia}}.;"Ich würde gerne einen schönen Tag mit deiner Familie verbringen.";Nutze die höfliche Konditionalform me gustaría vor dem Infinitiv pasar und dem Ausdruck con tu familia.;Gerne etwas tun wollen drückt man am elegantesten mit gustaría + Infinitiv aus.
Beziehungs-Insel Dank;Gracias {{c1::por escuchar a mi hermana con atención}}.;"Danke, dass du meiner Schwester aufmerksam zuhörst.";Nutze das Ursachen-por nach gracias gefolgt vom Infinitiv und dem persönlichen a vor der Schwester.;Nach gracias steht starr por, weil das Zuhören die Ursache für den Dank ist (Satzmuster 23).
Beziehungs-Insel Begleitung;Mis amigos {{c1::están viajando con nosotros ahora}}.;"Meine Freunde reisen gerade mit uns.";Bilde die Verlaufsform mit están und dem regelmäßigen Gerundium von viajar (viajando).;Hier siehst du die Verlaufsform (Satzmuster 13) im Einsatz.
Beziehungs-Insel Vorstellung;{{c1::Este es el hijo de mi vecino Juan}}.;"Das ist der Sohn meines Nachbarn Juan.";Nutze das maskuline Demonstrativpronomen este vor el hijo und dem Genitiv de mi vecino.;Das Wort hijo ist maskulin laut LONERS-Regel.
Beziehungs-Insel Meinung;{{c1::Para mí la lealtad es lo más importante entre amigos}}.;"Für mich ist Loyalität das Wichtigste unter Freunden.";Nutze das Meinungssignal para mí kombiniert mit dem neutralen lo und dem Komparativ más importante.;Para mí ist die feste Redewendung für eine persönliche Sichtweise (Satzmuster 23).
Beziehungs-Insel Stolz;{{c1::Ella está muy orgullosa de su hija}}.;"Sie ist sehr stolz auf ihre Tochter.";Nutze das Zustandsverb está vor dem weiblichen Adjektiv orgullosa und dem Bindeglied de.;Für veränderliche oder emotionale Zustände gilt das Verb estar (Satzmuster 16).
Beziehungs-Insel Doppelte Verneinung;{{c1::No conozco a ningún amigo de tu hermano}}.;"Ich kenne keinen einzigen Freund deines Bruders.";Bilde die doppelte Verneinung mit no vor dem Verb und a ningún vor dem maskulinen Nomen amigo.;Ninguno verliert vor männlichen Singular-Nomen das o und bekommt einen Akzent (Satzmuster 25).
Beziehungs-Insel Feststellung;{{c1::La respuesta de la profesora es muy clara}}.;"Die Antwort der Lehrerin ist sehr klar.";Bilde die einfache weibliche Genitiv-Struktur de la vor dem weiblichen Adjektiv clara.;Das Adjektiv clara passt sich im Geschlecht an das weibliche Nomen respuesta an (Satzmuster 1).
Beziehungs-Insel Geschenk;{{c1::Este libro nuevo es un regalo para mí}}.;"Dieses neue Buch ist ein Geschenk für mich.";Nutze das Demonstrativpronomen este vor libro nuevo und das Präpositionalpronomen mí mit Akzent.;Nach fast allen Präpositionen mutiert yo (ich) starr zu mí (Satzmuster 30).
