main_topic;cloze_test;translation;hint;extra
Logistik-Insel Höfliche Bitte;{{c1::Muéstreme el camino en el mapa por favor}}.;"Zeigen Sie mir bitte den Weg auf der Karte.";Bilde den bejahenden höflichen Imperativ für Sie mit angehängtem Dativpronomen me.;Das Verb mostrar wechselt im Imperativ zu muéstre. Das Pronomen wird hinten angehängt (Satzmuster 18).
Logistik-Insel Wegbeschreibung;{{c1::Vamos a ir por la calle principal}}.;"Wir werden die Hauptstraße entlanggehen.";Zukunft mit vamos a ir kombiniert mit der lokalen Durchgangs-Präposition por.;Calle principal ist weiblich, das Adjektiv principal auf Konsonant bleibt starr.
Logistik-Insel Ankunft Zug;El tren {{c1::va a llegar a tiempo hoy}}.;"Der Zug wird heute pünktlich ankommen.";Bilde die Zukunft mit dem periphrastischen Futur ir a vor dem Ausdruck a tiempo.;A tiempo ist die feste spanische Redewendung für pünktlich.
Logistik-Insel Zustand Auto;El coche {{c1::está limpio para el viaje}}.;"Das Auto ist sauber für die Reise.";Nutze das Zustandsverb está vor dem maskulinen Adjektiv limpio passend zu coche.;Coche und viaje sind maskulin laut LONERS-Regel. Estar gilt für Zustände.
Logistik-Insel Frage nach Existenz;¿{{c1::Hay un hotel barato cerca de aquí}}?;"Gibt es ein billiges Hotel hier in der Nähe?";Frage nach der Existenz mit hay vor dem maskulinen Nomen-Adjektiv-Paar hotel barato.;Hotel ist maskulin laut LONERS, barato bleibt auf -o (Satzmuster 1).
Logistik-Insel Höfliche Frage;¿{{c1::Usted tiene la llave de la habitación}}?;"Haben Sie (Sg. höflich) den Zimmerschlüssel?";Bilde die Frage mit usted vor der 3. Person von tener (tiene) und dem Genitiv de la.;Sowohl llave als auch habitación sind im Spanischen weiblich.
Logistik-Insel Vorliebe Stadt;{{c1::Me gusta mucho viajar por esta ciudad}}.;"Ich reise sehr gerne durch diese Stadt.";Wende das psychologische Muster me gusta mucho vor dem Infinitiv viajar por an.;Da ein Infinitiv folgt, bleibt gustar starr im Singular stehen (Satzmuster 19).
Logistik-Insel Personen am Bahnhof;{{c1::Espero a mis amigos en la estación}}.;"Ich warte am Bahnhof auf meine Freunde.";Setze das zwingende persönliche a vor das maskuline Plural-Possessivpronomen mis amigos.;Menschen als direktes Akkusativ-Objekt verlangen starr das persönliche A (Satzmuster 20).
Logistik-Insel Im Hotel;Hoy {{c1::me levanto temprano en el hotel}}.;"Heute stehe ich früh im Hotel auf.";Nutze das Präsens des reflexiven Verbs levantarse (aufstehen) vor dem Adverb temprano.;Das Reflexivpronomen me steht ganz starr direkt vor dem Verb (Satzmuster 21).
Logistik-Insel Unpersönlich;Aquí {{c1::se compran los billetes del autobús}}.;"Hier kauft man die Bustickets (Hier werden die Bustickets gekauft).";Bilde den unpersönlichen Passiv-Ersatz mit se vor dem Plural-Verb compran passend zu los billetes.;Das Verb richtet sich nach den Tickets im Plural. del autobús nutzt die Genitiv-Verschmelzung.
Logistik-Insel Zweck von etwas;Este bolso {{c1::es para el viaje de mañana}}.;"Diese Tasche ist für die Reise von morgen bestimmt.";Nutze die Zweck-Präposition para kombiniert mit dem einfachen Genitiv de.;Viaje ist maskulin laut LONERS-Regel.
Logistik-Insel Perfekt Vergangenheit;Esta semana {{c1::he comprado un billete nuevo}}.;"Diese Woche habe ich ein neues Ticket gekauft.";Bilde das gegenwartsorientierte Perfekt für ich mit he comprado vor un billete nuevo.;Das Perfekt (Satzmuster 24) umschließt das unzerreißbare Paket aus haber + Partizip.
Logistik-Insel Doppelte Verneinung;{{c1::No veo a nadie en la estación}}.;"Ich sehe niemanden am Bahnhof.";Bilde die doppelte Verneinung mit no veo vor a nadie. Denke an das persönliche a!;Nadie erfordert als Person das persönliche a. no + Verb + nadie ist Pflicht (Satzmuster 25).
Logistik-Insel Abstraktes Nomen;{{c1::Lo mejor del hotel es la habitación}}.;"Das Beste am Hotel ist das Zimmer.";Bilde das abstrakte Substantiv das Beste mit lo + unregelmäßiger Steigerung mejor kombiniert mit del hotel.;Das neutrale lo (Satzmuster 26) wandelt Adjektive in abstrakte Nomen um.
Logistik-Insel Relativsatz;El coche {{c1::que Carlos quiere comprar es rojo}}.;"Das Auto, das Carlos kaufen will, ist rot.";Verknüpfe den Nebensatz flüssig mit dem Relativpronomen-Allrounder que vor Carlos quiere.;Das Wörtchen que deckt im Spanischen fast alle Relativsätze ab (Satzmuster 27).
Logistik-Insel Vergleich;Esta habitación {{c1::es más grande que la otra}}.;"Dieses Zimmer ist größer als das andere.";Bilde den Komparativ mit der starren Baukasten-Formel más ... que vor la otra.;Das Adjektiv grande wird im Spanischen beim Steigern nicht verändert (Satzmuster 28).
Logistik-Insel Bedingungssatz;Si {{c1::tengo el billete, tomo el tren}}.;"Wenn ich das Ticket habe, nehme ich den Zug.";Bilde den realen Konditional im Hier und Jetzt nach der Formel Si + Präsens, Präsens.;Für reale Alltagsbedingungen brauchst du keinen Konjunktiv (Satzmuster 29).
Logistik-Insel Mit dir;{{c1::Quiero viajar por el mundo contigo}}.;"Ich möchte mit dir durch die Welt reisen.";Bilde den Aussagesatz mit quiero viajar por el mundo kombiniert mit dem unregelmäßigen Spezialwort contigo.;Trifft con auf das Pronomen für du, verschmelzen sie starr zu contigo (Satzmuster 30).
Logistik-Insel Weg erfragen;¿{{c1::Dónde está el camino más corto}}?;"Wo ist der kürzeste Weg?";Frage nach dem Ort des Weges kombiniert mit dem Komparativ-Muster más corto.;Camino ist maskulin, das Adjektiv corto bleibt auf -o.
Logistik-Insel Orientierung;¿{{c1::El hotel está lejos de la estación}}?;"Ist das Hotel weit weg vom Bahnhof?";Bilde die Frage nach der Entfernung mit está vor dem Ausdruck lejos de la.;Lejos de (weit weg von) verlangt de als Bindeglied zur estación.
Logistik-Insel Im Bus;Usted {{c1::puede ver la ciudad desde el autobús}}.;"Sie (Sg. höflich) können die Stadt aus dem Bus sehen.";Nutze usted vor puede ver vor dem weiblichen Objekt la ciudad und el autobús.;Usted nutzt die Verbform der 3. Person Singular. Autobús ist maskulin laut LONERS.
Logistik-Insel Zustand Zimmer;Las habitaciones {{c1::están listas para los huéspedes}}.;"Die Zimmer sind bereit für die Gäste.";Nutze den Plural están vor dem weiblichen Adjektiv listas passend zu las habitaciones.;Habitación ist weiblich laut D-IÓ-A-Z-Regel. Listas bedeutet mit estar 'bereit' (Satzmuster 16).
Logistik-Insel Unpersönlich;Aquí {{c1::no se puede aparcar el coche}}.;"Hier darf man das Auto nicht parken.";Bilde den verneinten unpersönlichen Passiv-Ersatz mit no se vor der 3. Person puede.;Das no steht ganz links starr vor dem unpersönlichen se.
Logistik-Insel Verlorener Gegenstand;¿{{c1::Usted ha visto mi bolso de viaje}}?;"Haben Sie (Sg. höflich) meine Reisetasche gesehen?";Bilde die Frage im Perfekt für usted mit ha visto vor dem maskulinen Nomen mi bolso.;Das Partizip von ver lautet unregelmäßig visto.
Logistik-Insel Abreise;Hoy {{c1::vamos a dejar el hotel temprano}}.;"Heute werden wir das Hotel früh verlassen.";Bilde das periphrastische Futur für wir mit vamos a vor dem Infinitiv dejar.;Hotel ist maskulin laut LONERS-Regel. Temprano bedeutet früh.
Logistik-Insel Relativsatz;La llave {{c1::que está en la mesa es mía}}.;"Der Schlüssel, der auf dem Tisch liegt, gehört mir (ist meiner).";Verknüpfe den Nebensatz flüssig mit dem Relativpronomen que vor der Ortsangabe steht.;Hier verbindet sich der Relativsatz-Allrounder (Satzmuster 27) mit estar für Orte.
Logistik-Insel Verneinung;{{c1::Nunca pierdo mi billete de autobús}}.;"Nie verliere ich mein Busticket.";Bilde die einfache Verneinung, indem du das negative Wort nunca ganz an den Satzanfang stellst.;Steht nunca ganz vorne, fällt das zusätzliche no komplett weg (Satzmuster 25).
