main_topic;cloze_test;translation;hint;extra
Arbeits-Insel Abstraktes Nomen;{{c1::Lo mejor del trabajo es el ambiente creativo}}.;"Das Beste an der Arbeit ist das kreative Umfeld (die Atmosphäre).";Bilde das abstrakte Substantiv das Beste mit lo mejor kombiniert mit del trabajo.;Das neutrale lo wandelt das Adjektiv sofort in ein abstraktes Nomen um (Satzmuster 26).
Arbeits-Insel Relativsatz;La empresa {{c1::que contrata a mi hermano es famosa}}.;"Die Firma, die meinen Bruder einstellt, ist berühmt.";Verknüpfe den Nebensatz flüssig mit dem Relativpronomen-Allrounder que und dem persönlichen a vor Bruder.;Das Wörtchen que reicht für normale Relativsätze völlig aus (Satzmuster 27).
Arbeits-Insel Vergleich;Este proyecto {{c1::es más costoso que el anterior}}.;"Dieses Projekt ist kostspieliger als das vorherige.";Bilde den Komparativ mit der starren Baukasten-Formel más ... que vor el anterior.;Das Adjektiv costoso bleibt in seiner Grundform und wird nicht verändert (Satzmuster 28).
Arbeits-Insel Bedingungssatz;Si {{c1::terminas el informe hoy, logras el éxito}}.;"Wenn du den Bericht heute fertigstellst, erreichst du den Erfolg.";Bilde den realen Konditional im Hier und Jetzt nach der Formel Si + Präsens, Präsens.;Für reale Alltagsbedingungen brauchst du keinen Konjunktiv (Satzmuster 29).
Arbeits-Insel Begleitung;¿{{c1::Quieres hablar del nuevo proyecto conmigo}}?;"Möchtest du mit mir über das neue Projekt sprechen?";Bilde die Frage im Präsens für du kombiniert mit der Verschmelzung del und dem Spezialwort conmigo.;Trifft con auf das Pronomen für ich, verschmelzen sie starr zu conmigo (Satzmuster 30).
Arbeits-Insel Subjunktiv;Espero {{c1::que la directora apruebe nuestra propuesta}}.;"Ich hoffe, dass die Direktorin unseren Vorschlag genehmigt.";Bilde den Subjunktiv Präsens für die 3. Person Singular von aprobar (apruebe) nach espero que.;Hoffnungen lösen im spanischen Nebensatz starr den Subjunktiv aus (Satzmuster 17).
Arbeits-Insel Höfliche Frage;¿{{c1::Usted sabe a qué hora es la conferencia}}?;"Wissen Sie (Sg. höflich), um wie viel Uhr die Konferenz ist?";Bilde die Frage mit usted sabe vor dem Frageausdruck a qué hora und dem Verb es.;Conferencia ist weiblich laut D-IÓ-A-Z-Regel. Usted nutzt die Verbform der 3. Person (Satzmuster 18).
Arbeits-Insel Vorliebe;{{c1::Me gusta mucho coordinar reuniones importantes}}.;"Ich koordiniere sehr gerne wichtige Treffen.";Wende das psychologische Muster me gusta mucho vor dem Infinitiv coordinar und dem Pluralobjekt auf.;Da eine Handlung folgt, bleibt gustar starr in der Singularform stehen (Satzmuster 19).
Arbeits-Insel Personen markieren;{{c1::Presento al nuevo cliente en la reunión}}.;"Ich stelle den neuen Kunden im Treffen vor.";Setze die zwingende Richtungs- und Personenverschmelzung al vor cliente (Kunde).;Kunde ist eine Person, direktes Objekt verlangt das persönliche A (Satzmuster 20). a + el = al.
Arbeits-Insel Routine;Siempre {{c1::me preparo mucho antes de una presentación}}.;"Ich bereite mich vor einer Präsentation immer sehr vor.";Nutze das Präsens des reflexiven Verbs prepararse in der 1. Person Singular (me preparo).;Das Reflexivpronomen me steht ganz starr direkt vor dem Verb (Satzmuster 21).
Arbeits-Insel Unpersönlich;Aquí {{c1::se desarrollan sistemas modernos para la empresa}}.;"Hier werden moderne Systeme für die Firma entwickelt.";Bilde den unpersönlichen Passiv-Ersatz mit se vor dem Plural-Verb desarrollan passend zu sistemas.;Erinnerst du dich an den -matic-Hack? Sistema ist maskulin (sistemas modernos). Das Verb steht im Plural (Satzmuster 22).
Arbeits-Insel Zweck von etwas;Este informe {{c1::es para los socios del proyecto}}.;"Dieser Bericht ist für die Partner des Projekts bestimmt.";Nutze die Zweck-Präposition para kombiniert mit der Genitiv-Verschmelzung del im Plural de los.;Socio bedeutet Partner/Teilhaber. Proyecto ist maskulin laut LONERS-Regel.
Arbeits-Insel Perfekt Vergangenheit;Hoy {{c1::hemos alcanzado todos los objetivos mensuales}}.;"Heute haben wir alle monatlichen Ziele erreicht.";Bilde das gegenwartsorientierte Perfekt für wir mit hemos alcanzado vor todos los objetivos.;Die unzerreißbare Klammer von haber + Partizip darf nicht getrennt werden (Satzmuster 24).
Arbeits-Insel Doppelte Verneinung;{{c1::No encuentro ningún fallo en la estrategia}}.;"Ich finde keinerlei Fehler in der Strategie.";Bilde die doppelte Verneinung mit no vor dem Verb und ningún vor dem maskulinen Nomen fallo.;Fallo bedeutet Fehler/Fehlschlag und verliert das o vor männlichen Nomen im Singular (Satzmuster 25).
Arbeits-Insel Höfliche Bitte;{{c1::Mándeme el contrato firmado por favor}}.;"Schicken Sie mir bitte den unterschriebenen Vertrag.";Bilde den bejahenden höflichen Imperativ für Sie (mande) mit angehängtem Dativpronomen me.;Beim bejahenden Imperativ (Satzmuster 18) werden Pronomen unzertrennlich hinten angehängt. Mandar bedeutet schicken.
Arbeits-Insel Arbeitszeit;{{c1::Termino los informes complejos por la mañana}}.;"Ich beende die komplexen Berichte am Morgen.";Nutze das Präsens für ich kombiniert mit der unbestimmten Tageszeit-Präposition por la mañana.;Tageszeiten (por la mañana/tarde) nutzen im Spanischen starr por (Satzmuster 23).
Arbeits-Insel Dank;Un gran gracias {{c1::por tu excelente colaboración en el informe}}.;"Ein großes Danke für deine exzellente Mitarbeit im Bericht.";Nutze die Ursachen-Präposition por direkt nach einem Danke vor tu excelente colaboración.;Colaboración (D-IÓ-A-Z) ist weiblich, das Adjektiv excelente bleibt auf -e starr.
Arbeits-Insel Verlaufsform;El equipo {{c1::está organizando la presentación ahora mismo}}.;"Das Team organisiert gerade die Präsentation.";Bilde die aktuelle Verlaufsform mit está und dem regelmäßigen Gerundium von organizar (organizando).;Hier siehst du die Verlaufsform (Satzmuster 13) im vollen Einsatz.
Arbeits-Insel Berufe;{{c1::Busco al diseñador para el nuevo producto}}.;"Ich suche den Designer für das neue Produkt.";Setze die zwingende Personenverschmelzung al vor diseñador und den Zweck para vor el producto.;Diseñador ist eine Person, das direkte Objekt verlangt das persönliche A. a + el = al (Satzmuster 20).
Arbeits-Insel Meinung;{{c1::Para mí la innovación es el único camino}}.;"Für mich (Meiner Meinung nach) ist Innovation der einzige Weg.";Nutze das Meinungssignal para mí am Satzanfang kombiniert mit dem maskulinen Nomen el único camino.;Para mí drückt eine persönliche Sichtweise aus (Satzmuster 23). Camino ist maskulin.
Arbeits-Insel Zustand;El contrato {{c1::va a estar listo para el lunes}}.;"Der Vertrag wird bis Montag fertig sein.";Nutze das periphrastische Futur van a estar vor dem maskulinen Adjektiv listo und der Deadline para.;Listo bedeutet mit estar fertig oder bereit (Satzmuster 16). Wochentage sind maskulin.
Arbeits-Insel Fixer Zeitpunkt;{{c1::Tenemos que resolver el problema ahora mismo}}.;"Wir müssen das Problem genau jetzt lösen.";Nutze die Verpflichtungsformel tenemos que vor dem unregelmäßigen Infinitiv resolver (lösen).;Problema ist maskulin laut -matic-Hack. Ahora mismo bedeutet genau jetzt.
Arbeits-Insel Indefinido;El mes pasado {{c1::firmamos un acuerdo muy importante}}.;"Letzten Monat haben wir eine sehr wichtige Vereinbarung unterschrieben.";Bilde die punktuelle Vergangenheit im Indefinido für wir mit firmamos vor un acuerdo.;El mes pasado erfordert starr das Indefinido für abgeschlossene Zeiträume (Satzmuster 14).
