main_topic;cloze_test;translation;hint;extra
Wohn-Insel Einfache Verneinung;{{c1::Nunca dejo las llaves de casa fuera del bolso}}.;"Nie lasse ich die Hausschlüssel außerhalb der Tasche.";Bilde die einfache Verneinung, indem du das negative Wort nunca ganz an den Satzanfang stellst.;Steht nunca vor dem Verb, fällt das zusätzliche no komplett weg (Satzmuster 25). Fuera de verlangt de + el = del.
Wohn-Insel Abstraktes Nomen;{{c1::Lo hermoso del campo es el aire limpio y puro}}.;"Das Schöne am Land ist die saubere und reine Luft.";Bilde das abstrakte Substantiv das Schöne mit lo hermoso kombiniert mit del campo.;Das neutrale lo wandelt das Adjektiv sofort in ein abstraktes Nomen um (Satzmuster 26). Aire ist maskulin.
Wohn-Insel Relativsatz;La planta {{c1::que crece en la ventana necesita agua}}.;"Die Pflanze, die am Fenster wächst, braucht Wasser.";Verknüpfe den Nebensatz flüssig mit dem Relativpronomen-Allrounder que vor crecer.;Das Wörtchen que reicht für normale Relativsätze völlig aus (Satzmuster 27). Planta ist weiblich, agua nutzt el wegen der Aussprache.
Wohn-Insel Vergleich;Esta calle {{c1::es más ruidosa que la de mi oficina}}.;"Diese Straße ist lauter als die an meinem Büro.";Bilde den Komparativ mit der starren Baukasten-Formel más ... que vor la de mi oficina.;Das Adjektiv ruidosa passt sich im Geschlecht an la calle an. Die Steigerung bleibt starr (Satzmuster 28).
Wohn-Insel Bedingungssatz;Si {{c1::tienes frío, cierro la ventana de la sala}}.;"Wenn du frierst (Kälte hast), schließe ich das Wohnzimmerfenster.";Bilde den realen Konditional im Hier und Jetzt nach der Formel Si + Präsens, Präsens.;Tener frío ist die feste spanische Wendung für frieren. Sala und ventana sind weiblich.
Wohn-Insel Begleitung;¿{{c1::Quieres caminar por el bosque conmigo esta tarde}}?;"Möchtest du heute Nachmittag mit mir durch den Wald spazieren?";Bilde die Frage im Präsens für du kombiniert mit der Präposition por und dem Spezialwort conmigo.;Trifft con auf das Pronomen für ich, verschmelzen sie starr zu conmigo (Satzmuster 30). Bosque ist maskulin.
Wohn-Insel Subjunktiv;Quiero {{c1::que la casa tenga un balcón grande}}.;"Ich möchte, dass das Haus einen großen Balkon hat.";Bilde den Subjunktiv Präsens für die 3. Person Singular von tener (tenga) nach el deseo quiero que.;Wünsche lösen im spanischen Nebensatz starr den Subjunktiv aus (Satzmuster 17). Balcón ist maskulin laut LONERS.
Wohn-Insel Höfliche Frage;¿{{c1::Usted sabe dónde está el centro de la ciudad}}?;"Wissen Sie (Sg. höflich), wo das Stadtzentrum ist?";Bilde die Frage mit usted sabe vor dem Ortsausdruck dónde está und dem Genitiv de la ciudad.;Ciudad ist weiblich laut D-IÓ-A-Z-Regel. Usted nutzt die Verbform der 3. Person (Satzmuster 18).
Wohn-Insel Vorliebe;{{c1::Nos encanta ver el amanecer desde la ventana}}.;"Wir schauen uns sehr gerne den Sonnenaufgang vom Fenster aus an.";Wende das psychologische Muster nos encanta vor dem Infinitiv ver an.;Encantar drückt ein starkes Gefallen aus (Satzmuster 19). Amanecer (Sonnenaufgang) ist maskulin.
Wohn-Insel Personen markieren;{{c1::Ayer saludé a los nuevos vecinos en el portal}}.;"Gestern habe ich die neuen Nachbarn im Hauseingang gegrüßt.";Setze die punktuelle Vergangenheitsform des Indefinidos (saludé) und das persönliche a vor los vecinos.;Nachbarn sind Personen, das direkte Objekt verlangt das persönliche A (Satzmuster 20). Portal ist maskulin.
Wohn-Insel Routine;Siempre {{c1::me quedo en el jardín cuando hace buen tiempo}}.;"Ich bleibe immer im Garten, wenn das Wetter schön ist.";Nutze das Präsens des reflexiven Verbs quedarse in der 1. Person Singular (me quedo).;Das Reflexivpronomen me steht ganz starr direkt vor dem Verb (Satzmuster 21). Hace buen tiempo ist das feste Wettermuster.
Wohn-Insel Unpersönlich;En este barrio {{c1::se construyen edificios modernos de oficinas}}.;"In diesem Viertel werden moderne Bürogebäude gebaut.";Bilde den unpersönlichen Passiv-Ersatz mit se vor dem Plural-Verb construyen passend zu edificios.;Das Verb steht im Plural, weil das Objekt im Plural steht (Satzmuster 22). Barrio und edificio sind maskulin laut LONERS.
Wohn-Insel Zweck von etwas;Este camino {{c1::es para ir a la playa del norte}}.;"Dieser Weg ist da, um zum Nordstrand zu gelangen.";Nutze die Zweck-Präposition para kombiniert mit der Genitiv-Verschmelzung del norte.;Para markiert den Bestimmungszweck (Satzmuster 23). Playa ist weiblich, norte und camino sind maskulin.
Wohn-Insel Perfekt Vergangenheit;Esta semana {{c1::hemos limpiado el centro de la comunidad}}.;"Diese Woche haben wir das Gemeindezentrum geputzt.";Bilde das gegenwartsorientierte Perfekt für wir mit hemos limpiado vor el centro.;Die unzerreißbare Klammer von haber + Partizip darf nicht getrennt werden (Satzmuster 24). Centro ist maskulin.
Wohn-Insel Doppelte Verneinung;{{c1::No veo ninguna planta bonita en este balcón}}.;"Ich sehe keinerlei schöne Pflanze auf diesem Balkon.";Bilde die doppelte Verneinung mit no vor veo und ninguna vor dem weiblichen Nomen planta.;Ninguno passt sich vor weiblichen Singular-Nomen im Geschlecht starr an (Satzmuster 25). Balcón ist maskulin.
Wohn-Insel Höfliche Bitte;{{c1::Muéstreme la salida del edificio por favor}}.;"Zeigen Sie mir bitte den Ausgang des Gebäudes.";Bilde den bejahenden höflichen Imperativ für Sie (muestre) mit angehängtem Dativpronomen me.;Beim bejahenden Imperativ (Satzmuster 18) werden Pronomen unzertrennlich hinten angehängt. Salida ist weiblich, edificio ist maskulin.
Wohn-Insel Freizeitaktivität;{{c1::Pasamos el día caminando por la orilla del río}}.;"Wir verbringen den Tag damit, am Flussufer entlangzuspazieren.";Nutze das Präsens für wir kombiniert mit dem regelmäßigen Gerundium von caminar (caminando).;Hier siehst du die Verlaufsform (Satzmuster 13) ideal im Satzzusammenhang eingebunden. Orilla ist weiblich, río ist maskulin.
Wohn-Insel Dank;Un gran gracias {{c1::por limpiar la cocina de la casa conmigo}}.;"Ein großes Danke für das Putzen der Hausküche mit mir zusammen.";Nutze die Ursachen-Präposition por direkt nach einem Danke vor dem Infinitiv und am Ende conmigo.;Nach danke steht im Spanischen starr por (Satzmuster 23). con + mí = conmigo (Satzmuster 30).
Wohn-Insel Verlaufsform;El sol {{c1::está entrando por la ventana de la sala}}.;"Die Sonne scheint gerade durch das Wohnzimmerfenster (ist am Hereinkommen).";Bilde die aktuelle Verlaufsform mit está und dem unregelmäßigen Gerundium von entrar (entrando).;Hier siehst du die Verlaufsform (Satzmuster 13) im vollen Einsatz. Sol ist maskulin, ventana und sala sind weiblich.
Wohn-Insel Berufe;{{c1::Buscamos a un jardinero excelente para el parque}}.;"Wir suchen einen exzellenten Gärtner für den Park.";Setze das persönliche a vor die Person un jardinero und den Zweck para vor el parque.;Jardinero ist eine Person, das direkte Objekt verlangt das persönliche A (Satzmuster 20). Parque ist maskulin laut LONERS.
Wohn-Insel Meinung;{{c1::Para mí vivir en un pueblo es muy tranquilo}}.;"Für mich (Meiner Meinung nach) ist es sehr ruhig, in einem Dorf zu leben.";Nutze das Meinungssignal para mí am Satzanfang kombiniert mit dem maskulinen Nomen el pueblo.;Para mí drückt eine persönliche Sichtweise aus (Satzmuster 23). Pueblo (Dorf) ist maskulin laut LONERS-Regel.
Wohn-Insel Zustand;La puerta principal {{c1::va a estar abierta durante todo el día}}.;"Die Haupttür wird den ganzen Tag über geöffnet sein.";Nutze das periphrastische Futur van a estar vor dem Adjektiv/Partizip abierta.;Abierto bedeutet mit estar geöffnet. Puerta und principal (Konsonant) passen sich starr an (Satzmuster 16).
Wohn-Insel Gegenwart;{{c1::Hoy cambio las plantas de la terraza grande}}.;"Heute topfe ich die Pflanzen der großen Terrasse um (wechsle sie).";Nutze die 1. Person Singular Präsens von cambiar kombiniert mit dem Genitiv de la terraza.;Terraza und planta sind weiblich laut D-IÓ-A-Z-Regel.
Wohn-Insel Zukunft;{{c1::Mañana vamos a pintar el portal de la comunidad}}.;"Morgen werden wir das Eingangstor der Gemeinde streichen.";Bilde die Zukunft mit dem periphrastischen Futur vamos a vor dem Infinitiv und dem Genitiv de la comunidad.;Hier greift das zukunftsorientierte Baukastensystem aus Satzmuster 11. Portal ist maskulin, comunidad ist weiblich.
Wohn-Insel Abgeschlossene Vergangenheit;{{c1::Ayer Carlos reparó la puerta del garaje}}.;"Gestern hat Carlos das Garagentor repariert.";Nutze das Zeitsignal ayer vor der 3. Person Singular des Indefinidos von reparar (reparó) mit Akzent.;Ayer fordert starr die punktuelle, abgeschlossene Vergangenheit (Satzmuster 14). Garaje ist maskulin laut LONERS (-aje).
Wohn-Insel Gewohnheit Vergangenheit;{{c1::Antes vivíamos cerca de un bosque hermoso}}.;"Früher wohnten wir in der Nähe eines schönen Waldes.";Bilde die andauernde Vergangenheit im Imperfekt für wir (vivíamos) nach dem Ortsausdruck cerca de.;Gewohnheiten in der Vergangenheit nutzen ausnahmslos das Imperfekt (Satzmuster 15). Bosque ist maskulin laut LONERS.
Wohn-Insel Frist;{{c1::El contrato del alquiler es para el próximo mes}}.;"Der Mietvertrag ist für nächsten Monat fällig.";Nutze die Zeit-Fristen-Präposition para vor dem maskulinen Zeitraum el próximo mes.;Deadlines und feste Termine in der Zukunft werden immer mit para eingeleitet (Satzmuster 23). Alquiler ist maskulin.
Wohn-Insel Dauer;{{c1::Ellos van a quedar en este pueblo por dos semanas}}.;"Sie werden für zwei Wochen in diesem Dorf bleiben.";Nutze die Dauer-Präposition por vor dem Zeitraum dos semanas im periphrastischen Futur.;Zeiträume und Dauern einer Aktivität werden starr mit por verknüpft (Satzmuster 23). Pueblo ist maskulin.
Wohn-Insel Perfekt;{{c1::Este mes hemos arreglado la cocina de la casa}}.;"Diesen Monat haben wir die Hausküche repariert (hergerichtet).";Bilde das gegenwartsorientierte Perfekt für wir mit hemos arreglado nach dem Signal este mes.;Zeiträume, die noch zur Gegenwart gehören (dieser Monat), fordern das Perfekt (Satzmuster 24).
Wohn-Insel Einfache Verneinung;{{c1::Nunca cierro las puertas de la habitación por la tarde}}.;"Nie schließe ich nachmittags die Zimmertüren.";Bilde die einfache Verneinung, indem du das negative Wort nunca ganz an den Satzanfang stellst.;Steht nunca vor dem Verb, fällt das zusätzliche no komplett weg (Satzmuster 25). Tageszeiten nutzen starr por (Muster 23).
Wohn-Insel Abstraktes Nomen;{{c1::Lo hermoso de la ciudad es el parque central}}.;"Das Schöne an der Stadt ist der zentrale Park.";Bilde das abstrakte Substantiv das Schöne mit lo hermoso kombiniert mit de la ciudad.;Das neutrale lo wandelt das Adjektiv sofort in ein abstrakte Nomen um (Satzmuster 26). Parque ist maskulin.
Wohn-Insel Relativsatz;La ventana {{c1::que abrimos para el aire fresco está limpia}}.;"Das Fenster, das wir für die frische Luft geöffnet haben, ist sauber.";Verknüpfe den Nebensatz flüssig mit dem Relativpronomen-Allrounder que vor dem Verb und dem Zustand está.;Das Wörtchen que reicht für normale Relativsätze völlig aus (Satzmuster 27). Aire ist maskulin, ventana ist weiblich.
Wohn-Insel Vergleich;Este barrio {{c1::es menos tranquilo que el anterior}}.;"Dieses Viertel ist weniger ruhig als das vorherige.";Bilde den Komparativ der Minderheit mit der Baukasten-Formel menos ... que vor el anterior.;Das Adjektiv tranquilo passt sich im Maskulinum Singular an el barrio an (Satzmuster 28).
Wohn-Insel Bedingungssatz;Si {{c1::el clima está bueno, caminamos por el valle}}.;"Wenn das Wetter gut ist, spazieren wir durch das Tal.";Bilde den realen Konditional im Hier und Jetzt nach der Formel Si + Präsens, Präsens.;Clima ist eine maskuline Ausnahme auf -ma (el clima), valle ist ebenfalls maskulin (Satzmuster 1 und 29). por beschreibt die Bewegung durch einen Ort.
Wohn-Insel Begleitung;¿{{c1::Quieres ver el gran jardín conmigo esta mañana}}?;"Möchtest du heute Morgen mit mir den großen Garten anschauen?";Bilde die Frage im Präsens für du kombiniert mit dem unregelmäßigen Spezialwort conmigo.;Trifft con auf das Pronomen für ich, verschmelzen sie starr zu conmigo (Satzmuster 30). Jardín ist maskulin.
Wohn-Insel Subjunktiv;Quiero {{c1::que la casa tenga una cocina moderna}}.;"Ich möchte, dass das Haus eine moderne Küche hat.";Bilde den Subjunktiv Präsens für die 3. Person Singular von tener (tenga) nach el deseo quiero que.;Wünsche lösen im spanischen Nebensatz starr den Subjunktiv aus (Satzmuster 17). Cocina ist weiblich.
Wohn-Insel Höfliche Frage;¿{{c1::Usted sabe dónde está la plaza del pueblo}}?;"Wissen Sie (Sg. höflich), wo der Dorfplatz ist?";Bilde die Frage mit usted sabe vor dem Ortsausdruck dónde está und der Genitiv-Verschmelzung del pueblo.;Plaza ist weiblich, pueblo ist maskulin. Usted nutzt die Verbform der 3. Person (Satzmuster 18).
Wohn-Insel Vorliebe;{{c1::Nos encanta mirar las estrellas desde la terraza}}.;"Wir schauen uns sehr gerne die Sterne von der Terrasse aus an.";Wende das psychologische Muster nos encanta vor dem Infinitiv mirar an.;Encantar drückt ein starkes Gefallen aus (Satzmuster 19). Estrella und terraza sind weiblich.
Wohn-Insel Personen markieren;{{c1::Ayer recibí a los nuevos compañeros en casa}}.;"Gestern habe ich die neuen Kollegen zu Hause empfangen.";Setze die punktuelle Vergangenheitsform des Indefinidos (recibí) und das persönliche a vor los compañeros.;Kollegen sind Personen, das direkte Objekt verlangt das persönliche A (Satzmuster 20).
Wohn-Insel Routine;Siempre {{c1::me quedo en la habitación cuando hace frío}}.;"Ich bleibe immer im Zimmer, wenn es kalt ist.";Nutze das Präsens des reflexiven Verbs quedarse in der 1. Person Singular (me quedo).;Das Reflexivpronomen me steht ganz starr direkt vor dem Verb (Satzmuster 21). Hace frío ist das feste Wettermuster.
Wohn-Insel Unpersönlich;En el centro {{c1::se abren tiendas nuevas de diseño}}.;"Im Zentrum werden neue Designgeschäfte eröffnet (öffnet man neue Geschäfte).";Bilde den unpersönlichen Passiv-Ersatz mit se vor dem Plural-Verb abren passend zu tiendas nuevas.;Das Verb steht im Plural, weil das Objekt im Plural steht (Satzmuster 22). Tienda ist weiblich laut D-IÓ-A-Z-Regel.
Wohn-Insel Zweck von etwas;Este camino {{c1::es para llegar al río del norte}}.;"Dieser Weg ist da, um zum Nordfluss zu gelangen.";Nutze die Zweck-Präposition para kombiniert mit der Genitiv-Verschmelzung del norte und der Richtung al.;Para markiert den Bestimmungszweck (Satzmuster 23). a + el = al. Río und norte sind maskulin.
Wohn-Insel Perfekt Vergangenheit;Esta semana {{c1::hemos terminado la reforma del apartamento}}.;"Diese Woche haben wir die Renovierung der Wohnung beendet.";Bilde das gegenwartsorientierte Perfekt für wir mit hemos terminado vor la reforma del apartamento.;Die unzerreißbare Klammer von haber + Partizip darf nicht getrennt werden (Satzmuster 24). Apartamento ist maskulin.
Wohn-Insel Doppelte Verneinung;{{c1::No veo ningún árbol verde en esta calle}}.;"Ich sehe keinerlei grünen Baum in dieser Straße.";Bilde die doppelte Verneinung mit no vor veo und ningún vor dem maskulinen Nomen árbol.;Ninguno verliert vor männlichen Singular-Nomen das o (Satzmuster 25). Árbol ist maskulin laut LONERS, calle ist weiblich.
Wohn-Insel Höfliche Bitte;{{c1::Muéstreme la entrada del hotel por favor}}.;"Zeigen Sie mir bitte den Hoteleingang.";Bilde den bejahenden höflichen Imperativ für Sie (muestre) mit angehängtem Dativpronomen me.;Beim bejahenden Imperativ (Satzmuster 18) werden Pronomen unzertrennlich hinten angehängt. Entrada ist weiblich, hotel ist maskulin.
