main_topic;cloze_test;translation;hint;extra
Freizeit-Insel Doppelte Verneinung;{{c1::No tengo ningún interés en el fútbol}}.;"Ich habe keinerlei Interesse an Fußball.";Bilde die doppelte Verneinung mit no vor tengo und ningún vor dem maskulinen Nomen interés.;Ninguno verliert vor männlichen Singular-Nomen das o (Satzmuster 25). Interés ist maskulin laut LONERS.
Freizeit-Insel Höfliche Bitte;{{c1::Tóqueme esa canción hermosa por favor}}.;"Spielen Sie mir bitte dieses schöne Lied vor.";Bilde den bejahenden höflichen Imperativ für Sie (toque) mit angehängtem Dativpronomen me.;Beim bejahenden Imperativ (Satzmuster 18) werden Pronomen unzertrennlich hinten angehängt. Tocar bedeutet ein Instrument spielen.
Freizeit-Insel Freizeitaktivität;{{c1::Pasamos la tarde leyendo libros buenos en el jardín}}.;"Wir verbringen den Nachmittag damit, gute Bücher im Garten zu lesen.";Nutze das Präsens für wir kombiniert mit dem unregelmäßigen Gerundium leyendo.;Leer bildet das Gerundium unregelmäßig auf leyendo mit einem y (Satzmuster 13).
Freizeit-Insel Dank;Gracias {{c1::por compartir tu pasión por la música conmigo}}.;"Danke, dass du deine Leidenschaft für Musik mit mir teilst.";Nutze die Ursachen-Präposition por direkt nach dem Dankeschön vor tu pasión und am Ende conmigo.;Nach gracias steht im Spanischen starr por (Satzmuster 23). Pasión ist weiblich laut D-IÓ-A-Z-Regel.
Freizeit-Insel Verlaufsform;Carlos {{c1::está tocando la guitarra ahora mismo}}.;"Carlos spielt gerade Gitarre.";Bilde die aktuelle Verlaufsform mit está und dem regelmäßigen Gerundium von tocar (tocando).;Hier siehst du die Verlaufsform (Satzmuster 13) im vollen Einsatz. Guitarra ist weiblich.
Freizeit-Insel Vorliebe;{{c1::A nosotros nos gusta mucho ir al cine}}.;"Wir gehen sehr gerne ins Kino.";Nutze das betonte Dativ-Signal a nosotros kombiniert mit nos gusta mucho vor dem Infinitiv ir al cine.;Cine ist maskulin laut LONERS-Regel. a + el = al.
Freizeit-Insel Meinung;{{c1::Para mí viajar es la mejor manera de aprender}}.;"Für mich (Meiner Meinung nach) ist Reisen der beste Weg zu lernen.";Nutze das Meinungssignal para mí am Satzanfang kombiniert mit der unregelmäßigen Steigerung la mejor.;Para mí drückt eine persönliche Sichtweise aus (Satzmuster 23). Manera ist weiblich.
Freizeit-Insel Zustand;El estadio {{c1::va a estar lleno para el gran partido}}.;"Das Stadion wird bis zum großen Spiel voll sein.";Nutze das periphrastische Futur van a estar vor dem maskulinen Adjektiv lleno und der Frist para.;Lleno bedeutet mit estar voll oder gefüllt (Satzmuster 16). Estadio und partido sind maskulin laut LONERS.
Freizeit-Insel Fixer Zeitpunkt;{{c1::Tenemos que celebrar este éxito ahora mismo}}.;"Wir müssen diesen Erfolg genau jetzt feiern.";Nutze die Verpflichtungsformel tenemos que vor dem Infinitiv celebrar und dem Zeitausdruck ahora mismo.;Éxito ist maskulin laut LONERS-Regel. Ahora mismo bedeutet genau jetzt.
Freizeit-Insel Pläne;{{c1::Hoy prefiero escuchar un disco de música clásica}}.;"Heute ziehe ich es vor, eine klassische Musikplatte zu hören.";Nutze die 1. Person Singular Präsens von preferir vor dem Infinitiv escuchar und dem maskulinen Nomen disco.;Disco und estilo sind maskulin laut LONERS-Regel.
Freizeit-Insel Zukunft;{{c1::Mañana vamos a ver una obra de teatro hermosa}}.;"Morgen werden wir ein schönes Theaterstück sehen.";Bilde die Zukunft mit dem periphrastischen Futur voy a -> vamos a vor den Infinitiven ver una obra.;Hier greift das zukunftsorientierte Baukastensystem aus Satzmuster 11. Obra ist weiblich.
Freizeit-Insel Abgeschlossene Vergangenheit;{{c1::Ayer Carlos compró las entradas para el concierto}}.;"Gestern hat Carlos die Tickets für das Konzert gekauft.";Nutze das Zeitsignal ayer vor der 3. Person Singular des Indefinidos von comprar (compró) mit Akzent.;Ayer fordert starr die punktuelle, abgeschlossene Vergangenheit (Satzmuster 14). Concierto ist maskulin.
Freizeit-Insel Gewohnheit Vergangenheit;{{c1::Antes pasábamos las tardes tocando la guitarra}}.;"Früher verbrachten wir die Nachmittage damit, Gitarre zu spielen.";Bilde die andauernde Vergangenheit im Imperfekt für wir (pasábamos) nach dem Zeitsignal antes.;Gewohnheiten in der Vergangenheit nutzen ausnahmslos das Imperfekt (Satzmuster 15). Guitarra ist weiblich.
Freizeit-Insel Frist;{{c1::El partido de fútbol es para este sábado}}.;"Das Fußballspiel ist für diesen Samstag angesetzt.";Nutze die Zeit-Fristen-Präposition para vor dem maskulinen Wochentag este sábado.;Deadlines und feste Termine in der Zukunft werden immer mit para eingeleitet (Satzmuster 23).
Freizeit-Insel Dauer;{{c1::Ellos van a viajar por Europa por un mes}}.;"Sie werden für einen Monat durch Europa reisen.";Nutze die Dauer-Präposition por vor dem Zeitraum un mes im periphrastischen Futur.;Zeiträume und Dauern einer Aktivität werden starr mit por verknüpft (Satzmuster 23).
Freizeit-Insel Perfekt;{{c1::Este fin de semana hemos visto una película excelente}}.;"Dieses Wochenende haben wir einen exzellenten Film gesehen.";Bilde das gegenwartsorientierte Perfekt für wir mit hemos visto nach dem Signal este fin de semana.;Fin de semana ist maskulin laut LONERS-Regel. Das Partizip von ver lautet unregelmäßig visto (Satzmuster 24).
Freizeit-Insel Einfache Verneinung;{{c1::Nunca pierdo la oportunidad de ir al bar}}.;"Nie verpasse (verliere) ich die Gelegenheit, in die Bar zu gehen.";Bilde die einfache Verneinung, indem du das negative Wort nunca ganz an den Satzanfang stellst.;Steht nunca vor dem Verb, fällt das zusätzliche no komplett weg (Satzmuster 25). al entsteht aus a + el.
Freizeit-Insel Abstraktes Nomen;{{c1::Lo hermoso del viaje es conocer personas buenas}}.;"Das Schöne an der Reise ist es, gute Menschen kennenzulernen.";Bilde das abstrakte Substantiv das Schöne mit lo hermoso kombiniert mit del viaje.;Das neutrale lo wandelt das Adjektiv sofort in ein abstraktes Nomen um (Satzmuster 26).
Freizeit-Insel Relativsatz;La canción {{c1::que escuchas en el radio es muy famosa}}.;"Das Lied, das du im Radio hörst, ist sehr berühmt.";Verknüpfe den Nebensatz flüssig mit dem Relativpronomen-Allrounder que vor escuchar.;Das Wörtchen que reicht für normale Relativsätze völlig aus (Satzmuster 27). Radio ist im Gastro/Alltag oft maskulin (el radio).
Freizeit-Insel Vergleich;Este pasatiempo {{c1::es más divertido que el tuyo}}.;"Dieses Hobby ist lustiger als deines.";Bilde den Komparativ mit der starren Baukasten-Formel más ... que vor el tuyo.;Das Adjektiv divertido bleibt in seiner Grundform und wird nicht verändert (Satzmuster 28). Pasatiempo ist maskulin.
Freizeit-Insel Bedingungssatz;Si {{c1::tienes tiempo, cantamos una canción hermosa juntos}}.;"Wenn du Zeit hast, singen wir zusammen ein schönes Lied.";Bilde den realen Konditional im Hier und Jetzt nach der Formel Si + Präsens, Präsens.;Canción ist weiblich laut D-IÓ-A-Z-Regel, hermosa passt sich an.
Freizeit-Insel Begleitung;¿{{c1::Quieres disfrutar de la fiesta conmigo esta noche}}?;"Möchtest du heute Abend mit mir die Party genießen?";Bilde die Frage im Präsens für du kombiniert mit dem Spezialwort conmigo.;Trifft con auf das Pronomen für ich, verschmelzen sie starr zu conmigo (Satzmuster 30).
Freizeit-Insel Subjunktiv;Quiero {{c1::que el equipo gane el partido de hoy}}.;"Ich möchte, dass die Mannschaft das heutige Spiel gewinnt.";Bilde den Subjunktiv Präsens für die 3. Person Singular von ganar (gane) nach el deseo quiero que.;Wünsche lösen im spanischen Nebensatz starr den Subjunktiv aus (Satzmuster 17). Ganar wechselt zu gane.
Freizeit-Insel Höfliche Frage;¿{{c1::Usted sabe a qué hora abre el museo}}?;"Wissen Sie (Sg. höflich), um wie viel Uhr das Museum öffnet?";Bilde die Frage mit usted sabe vor dem Frageausdruck a qué hora und dem Präsens-Verb abre.;Museo ist maskulin laut LONERS-Regel. Usted nutzt die Verbform der 3. Person (Satzmuster 18).
Freizeit-Insel Vorliebe;{{c1::Nos encanta ver las series nuevas los fines de semana}}.;"Wir schauen am Wochenende sehr gerne neue Serien.";Wende das psychologische Muster nos encanta vor dem Infinitiv ver an.;Encantar drückt ein starkes Gefallen aus (Satzmuster 19). Serie ist weiblich laut D-IÓ-A-Z-Regel.
Freizeit-Insel Personen markieren;{{c1::Ayer invité a mis vecinos a una fiesta grande}}.;"Gestern habe ich meine Nachbarn zu einem großen Fest eingeladen.";Setze die punktuelle Vergangenheitsform des Indefinidos (invité) und das persönliche a vor vecinos.;Nachbarn sind Personen, das direkte Objekt verlangt das persönliche A (Satzmuster 20).
Freizeit-Insel Routine;Siempre {{c1::me preparo bien antes de jugar el partido}}.;"Ich bereite mich vor dem Spiel immer gut vor.";Nutze das Präsens des reflexiven Verbs prepararse in der 1. Person Singular (me preparo).;Das Reflexivpronomen me steht ganz starr direkt vor dem Verb (Satzmuster 21). Partido ist maskulin.
Freizeit-Insel Unpersönlich;Aquí {{c1::se tocan instrumentos tradicionales con gran éxito}}.;"Hier spielt man traditionelle Instrumente mit großem Erfolg.";Bilde den unpersönlichen Passiv-Ersatz mit se vor dem Plural-Verb tocan passend zu instrumentos.;Das Verb steht im Plural, weil das Objekt im Plural steht (Satzmuster 22). Instrumento und éxito sind maskulin.
Freizeit-Insel Zweck von etwas;Esta entrada {{c1::es para la zona VIP del estadio}}.;"Dieses Ticket ist für den VIP-Bereich des Stadions bestimmt.";Nutze die Zweck-Präposition para kombiniert mit der Genitiv-Verschmelzung del estadio.;Sabor markiert den Bestimmungszweck (Satzmuster 23). Estadio ist maskulin laut LONERS-Regel.
Freizeit-Insel Perfekt Vergangenheit;Esta semana {{c1::hemos celebrado el cumpleaños de Carlos juntos}}.;"Diese Woche haben wir Carlos' Geburtstag zusammen gefeiert.";Bilde das gegenwartsorientierte Perfekt für wir mit hemos celebrado vor el cumpleaños.;Die unzerreißbare Klammer von haber + Partizip darf nicht getrennt werden (Satzmuster 24). Cumpleaños ist maskulin.
Freizeit-Insel Doppelte Verneinung;{{c1::No veo ninguna película aburrida en la televisión}}.;"Ich schaue mir keinerlei langweiligen Film im Fernsehen an.";Bilde die doppelte Verneinung mit no vor veo und ninguna vor dem weiblichen Nomen película.;Ninguno passt sich vor weiblichen Singular-Nomen im Geschlecht starr an (Satzmuster 25).
Freizeit-Insel Höfliche Bitte;{{c1::Muéstreme sus fotos de las vacaciones por favor}}.;"Zeigen Sie mir bitte Ihre Urlaubsfotos.";Bilde den bejahenden höflichen Imperativ für Sie (muestre) mit angehängtem Dativpronomen me.;Beim bejahenden Imperativ (Satzmuster 18) werden Pronomen unzertrennlich hinten angehängt. Fotos ist eine weibliche Pluralform.
Freizeit-Insel Freizeitaktivität;{{c1::Pasamos el tiempo escuchando música hermosa en el jardín}}.;"Wir verbringen die Zeit damit, schöne Musik im Garten zu hören.";Nutze das Präsens für wir kombiniert mit dem regelmäßigen Gerundium von escuchar (escuchando).;Hier siehst du die Verlaufsform (Satzmuster 13) ideal im Satzzusammenhang eingebunden.
Freizeit-Insel Dank;Un gran gracias {{c1::por invitar a mi hermano al partido importante}}.;"Ein großes Danke für die Einladung meines Bruders zum wichtigen Spiel.";Nutze die Ursachen-Präposition por direkt nach einem Danke vor dem Infinitiv invitar und al partido.;Nach danke steht im Spanischen starr por (Satzmuster 23). a + el = al.
Freizeit-Insel Verlaufsform;El artista {{c1::está pintando un cuadro hermoso ahora mismo}}.;"Der Künstler malt gerade ein schönes Bild.";Bilde die aktuelle Verlaufsform mit está und dem regelmäßigen Gerundium von pintar (pintando).;Hier siehst du die Verlaufsform (Satzmuster 13) im vollen Einsatz. Cuadro ist maskulin.
Freizeit-Insel Berufe;{{c1::Buscamos a un guía excelente para el viaje}}.;"Wir suchen einen exzellenten Reiseleiter für die Reise.";Setze das persönliche a vor die Person un guía und den Zweck para vor el viaje.;Guía ist in diesem Kontext eine männliche Person, verlangt das persönliche A (Satzmuster 20). Viaje ist maskulin laut LONERS.
Freizeit-Insel Meinung;{{c1::Para mí el arte es el alma de la cultura}}.;"Für mich (Meiner Meinung nach) ist Kunst die Seele der Kultur.";Nutze das Meinungssignal para mí am Satzanfang kombiniert mit dem maskulinen Nomen el arte.;Para mí drückt eine persönliche Sichtweise aus (Satzmuster 23). Arte ist maskulin, alma nutzt el wegen der Aussprache.
Freizeit-Insel Zustand;El bar {{c1::va a estar abierto para la fiesta de mañana}}.;"Die Bar wird für die morgige Party geöffnet sein.";Nutze das periphrastische Futur van a estar vor dem Adjektiv/Partizip abierto und der Frist para.;Abierto bedeutet mit estar geöffnet. Bar ist im Spanischen maskulin, fiesta ist weiblich.
