main_topic;cloze_test;translation;hint;extra
Gastro-Insel Zukunftspläne;{{c1::Hoy vamos a cenar en un restaurante bueno}}.;"Heute werden wir in einem guten Restaurant zu Abend essen.";Bilde die Zukunft mit dem periphrastischen Futur vamos a vor dem kulinarischen Infinitiv cenar.;Cenar bedeutet spezifisch zu Abend essen. Restaurante ist maskulin laut LONERS.
Gastro-Insel Zustand;El café {{c1::está demasiado caliente para beber}}.;"Der Kaffee ist zu heiß zum Trinken.";Nutze das Zustandsverb está vor dem Adverb demasiado und dem Adjektiv caliente vor para.;Für die aktuelle Temperatur von Speisen gilt immer estar (Satzmuster 16).
Gastro-Insel Frage nach Existenz;¿{{c1::No hay un menú barato aquí}}?;"Gibt es hier kein billiges Menü?";Bilde die verneinte unpersönliche Frage mit no hay vor dem maskulinen Nomen-Adjektiv-Paar.;Menú ist maskulin. Das no steht ganz links starr vor der Existenzform hay (Satzmuster 12).
Gastro-Insel Höfliche Frage;¿{{c1::Usted sabe qué comida es buena hoy}}?;"Wissen Sie (Sg. höflich), welches Essen heute gut ist?";Bilde die Frage mit usted sabe vor dem Fragewort qué mit Akzent und es buena.;Hier wird nach der generellen Qualität gefragt weshalb ser (es buena) genutzt wird.
Gastro-Insel Vorliebe;{{c1::Me gusta mucho tomar el desayuno temprano}}.;"Ich frühstücke sehr gerne früh (Mir gefällt es sehr das Frühstück früh zu nehmen).";Wende das psychologische Muster me gusta mucho vor dem Infinitiv-Paket tomar el desayuno an.;Da eine Handlung folgt bleibt gustar starr in der Einzahl stehen (Satzmuster 19).
Gastro-Insel Einladung;{{c1::Espero a mis amigos para comer}}.;"Ich warte auf meine Freunde zum Essen.";Setze das zwingende persönliche a vor die maskuline Pluralgruppe der Personen (a los -> mis amigos).;Menschen als direktes Objekt verlangen starr das persönliche A (Satzmuster 20).
Gastro-Insel Routine;Siempre {{c1::me lavo las manos antes de comer}}.;"Ich wasche mir vor dem Essen immer die Hände.";Nutze das Präsens des reflexiven Verbs lavarse vor der Körperteil-Regel las manos.;Erinnerst du dich? Im Spanischen sagt man die Hände (las manos) statt meine Hände (Satzmuster 21).
Gastro-Insel Unpersönlich;Aquí {{c1::se sirve una comida excelente}}.;"Hier wird ein exzellentes Essen serviert (Hier serviert man ein exzellentes Essen).";Bilde den unpersönlichen Passiv-Ersatz mit se vor dem Singular-Verb sirve passend zu una comida.;Da das Essen im Singular steht bleibt das Verb starr in der 3. Person Einzahl (Satzmuster 22).
Gastro-Insel Zweck von etwas;Esta mesa {{c1::es para los huéspedes del hotel}}.;"Dieser Tisch ist für die Hotelgäste bestimmt.";Nutze die Zweck-Präposition para kombiniert mit der Genitiv-Verschmelzung del hotel.;Hier greifen Empfänger-para und Besitzer-del perfekt ineinander.
Gastro-Insel Perfekt Vergangenheit;Hoy {{c1::hemos tomado un café excelente juntos}}.;"Heute haben wir zusammen einen exzellenten Kaffee getrunken.";Bilde das gegenwartsorientierte Perfekt für wir mit hemos tomado vor un café excelente.;Die unzertrennliche Klammer von haber + Partizip darf nicht aufgebrochen werden (Satzmuster 24).
Gastro-Insel Doppelte Verneinung;{{c1::No quiero nada de comer ahora}}.;"Ich möchte jetzt nichts zu essen.";Bilde die doppelte Verneinung mit no vor dem Verb und nada direkt nach dem Verb.;Da nada nach dem Verb steht ist das vordere no absolute Pflicht (Satzmuster 25).
Gastro-Insel Abstraktes Nomen;{{c1::Lo bueno de la cena fue la música}}.;"Das Gute am Abendessen war die Musik.";Bilde das abstrakte Substantiv das Gute mit lo bueno kombiniert mit del cena -> de la cena.;Das neutrale lo wandelt jedes Adjektiv sofort in ein abstraktes Nomen um (Satzmuster 26).
Gastro-Insel Relativsatz;La comida {{c1::que Carlos preparó está muy buena}}.;"Das Essen, das Carlos zubereitet hat, schmeckt sehr gut.";Verknüpfe den Nebensatz mit dem Allrounder que vor dem Indefinido-Verb preparó.;Das Wörtchen que reicht für 90 % aller spanischen Relativsätze aus (Satzmuster 27).
Gastro-Insel Vergleich;Este plato {{c1::es más sabroso que el otro}}.;"Dieses Gericht ist schmackhafter (leckerer) als das andere.";Bilde den Komparativ mit der starren Baukasten-Formel más ... que vor el otro.;Das Adjektiv sabroso bleibt unverändert und bekommt keine Endung angehängt (Satzmuster 28).
Gastro-Insel Bedingungssatz;Si {{c1::tienes hambre, comemos en el restaurante}}.;"Wenn du Hunger hast, essen wir im Restaurant.";Bilde den realen Konditional im Hier und Jetzt nach der Formel Si + Präsens, Präsens.;Tener hambre ist die feste spanische Wendung für Hunger haben.
Gastro-Insel Mit mir;¿{{c1::Quieres cenar conmigo esta noche}}?;"Möchtest du heute Abend mit mir zu Abend essen?";Bilde die Frage mit cenar kombiniert mit dem unregelmäßigen Spezialwort für mit mir (conmigo).;Trifft con auf das Pronomen für ich verschmelzen sie starr zu conmigo (Satzmuster 30).
Gastro-Insel Bestellung;¿{{c1::Nos trae un poco más de pan por favor}}?;"Bringen Sie uns bitte noch etwas mehr Brot?";Nutze das Dativpronomen nos vor trae kombiniert mit der Mengenangabe un poco más de pan.;Pan ist maskulin laut LONERS-Regel.
Gastro-Insel Im Restaurant;¿{{c1::Usted tiene una mesa para cuatro personas}}?;"Haben Sie (Sg. höflich) einen Tisch für vier Personen?";Bilde die Frage mit usted vor tiene und der Zweck-Präposition para vor der Personenzahl.;
Gastro-Insel Gastro-Zustand;La sopa {{c1::está fría por el viento}}.;"Die Suppe ist wegen des Windes kalt.";Nutze das Zustandsverb está vor fría kombiniert mit der Ursachen-Präposition por.;Sopa ist weiblich, fría passt sich an. Por drückt den Grund für die Kälte aus (Satzmuster 23).
Gastro-Insel Höfliche Einladung;¿{{c1::Le gustaría tomar un té conmigo}}?;"Würden Sie gerne einen Tee mit mir trinken?";Bilde die höfliche Frage mit dem Dativpronomen le vor gustaría und dem Infinitiv-Paket.;Le steht hier als unbetontes Pronomen für Sie (usted) vor der Konditionalform (Satzmuster 19).
Gastro-Insel Höfliche Bitte;{{c1::Tráiganos las bebidas frías por favor}}.;"Bringen Sie uns bitte die kalten Getränke.";Bilde den bejahenden höflichen Imperativ im Plural für ustedes mit angehängtem nos.;Bebida ist weiblich laut D-IÓ-A-Z-Regel weshalb das Adjektiv frías weiblich im Plural steht.
Gastro-Insel Unpersönlich;Aquí {{c1::no se permite fumar en la mesa}}.;"Hier darf man am Tisch nicht rauchen.";Bilde den verneinten unpersönlichen Passiv-Ersatz mit no se vor der 3. Person permite.;Das no steht ganz links starr vor dem unpersönlichen se (Satzmuster 12 und 22).
Gastro-Insel Perfekt Vergangenheit;Esta tarde {{c1::he pagado la cuenta del almuerzo}}.;"Heute Nachmittag habe ich die Rechnung für das Mittagessen bezahlt.";Bilde das Perfekt für ich mit he pagado vor la cuenta und dem Genitiv del almuerzo.;Almuerzo bedeutet Mittagessen und ist maskulin laut LONERS-Regel.
Gastro-Insel Lob;{{c1::Lo mejor de la comida es el postre}}.;"Das Beste am Essen ist der Nachtisch.";Bilde das abstrakte Substantiv das Beste mit lo mejor kombiniert mit de la comida.;Postre (Nachtisch) ist maskulin laut LONERS-Regel.
Gastro-Insel Bestellung;¿{{c1::Nos trae otro vaso de agua fresca por favor}}?;"Bringen Sie uns bitte noch ein Glas frisches Wasser?";Bilde die Frage mit dem Dativpronomen nos vor trae kombiniert mit dem Nomen-Adjektiv-Paar vaso de agua fresca.;Vaso ist maskulin laut LONERS, agua fresca bleibt trotz des el-Artikels im Singular weiblich.
Gastro-Insel Bezahlen;{{c1::Quiero pagar la cuenta con tarjeta por favor}}.;"Ich möchte die Rechnung bitte mit Karte bezahlen.";Nutze die 1. Person Präsens von querer (quiero) vor den Infinitiven pagar la cuenta mit con tarjeta.;Mit Karte zahlen wird im Spanischen fest mit pagar con tarjeta übersetzt.
Gastro-Insel Gastro-Zustand;El plato {{c1::está listo para servir en la mesa}}.;"Das Gericht ist fertig, um am Tisch serviert zu werden.";Nutze das Zustandsverb está vor dem maskulinen Adjektiv listo und der Zweck-Präposition para.;Plato ist maskulin laut LONERS-Regel. Listo bedeutet mit estar fertig oder bereit.
Gastro-Insel Lob;{{c1::Este desayuno nuevo es excelente por su calidad}}.;"Dieses neue Frühstück ist exzellent wegen seiner Qualität.";Nutze das Demonstrativpronomen este vor desayuno nuevo und die Ursachen-Präposition por.;Frühstück (desayuno) ist maskulin laut LONERS-Regel. Por markiert den Grund (Satzmuster 23).
Gastro-Insel Tisch reservieren;{{c1::Queremos una mesa cerca de la ventana}}.;"Wir möchten einen Tisch in der Nähe des Fensters.";Bilde den Wunsch für wir mit queremos vor una mesa und dem Ortsausdruck cerca de la.;Mesa und ventana sind weiblich laut D-IÓ-A-Z-Regel. Cerca de verlangt de als Bindeglied.
Gastro-Insel Getränke;¿{{c1::Tiene una botella de agua fría por favor}}?;"Haben Sie bitte eine Flasche kaltes Wasser?";Bilde die Frage für usted mit una botella de agua und dem weiblichen Adjektiv fría.;Botella und agua sind weiblich, das Adjektiv fría passt sich starr an.
Gastro-Insel Im Restaurant;¿{{c1::Usted sabe qué postre es el mejor}}?;"Wissen Sie (Sg. höflich), welcher Nachtisch der beste ist?";Bilde die Frage mit usted sabe vor dem Fragewort qué mit Akzent und der Steigerung el mejor.;Nachtisch (postre) ist maskulin laut LONERS-Regel.
Gastro-Insel Vorliebe;{{c1::Nos gustan mucho los platos tradicionales de aquí}}.;"Wir mögen die traditionellen Gerichte von hier sehr.";Wende das psychologische Muster nos gustan mucho vor dem maskulinen Plural-Subjekt los platos an.;Da das Subjekt im Plural steht, wandert gustar zwingend in den Plural (Satzmuster 19).
Gastro-Insel Höfliche Bitte;{{c1::Tráigame un poco más de pan caliente por favor}}.;"Bringen Sie mir bitte noch etwas mehr warmes Brot.";Bilde den bejahenden höflichen Imperativ für Sie mit angehängtem me vor un poco más de pan caliente.;Pan ist maskulin laut LONERS-Regel. Das Pronomen wird beim bejahenden Imperativ hinten angehängt.
Gastro-Insel Unpersönlich;Aquí {{c1::se prepara el mejor café de la ciudad}}.;"Hier wird der beste Kaffee der Stadt zubereitet.";Bilde den unpersönlichen Passiv-Ersatz mit se vor dem Singular-Verb prepara passend zu el mejor café.;Da der Kaffee im Singular steht, bleibt das Verb starr in der 3. Person Einzahl (Satzmuster 22).
Gastro-Insel Zukunftspläne;{{c1::Mañana vamos a comer en casa de mi abuela}}.;"Morgen werden wir bei meiner Oma essen (im Haus meiner Oma).";Zukunft mit dem periphrastischen Futur vamos a vor comer en casa de mi abuela.;Bei Personen nutzt das Spanische kein Genitiv-S, sondern leitet den Besitz mit de ein (Satzmuster 2).
Gastro-Insel Perfekt Vergangenheit;Esta tarde {{c1::hemos tomado un té delicioso con mis amigos}}.;"Heute Nachmittag haben wir einen köstlichen Tee mit meinen Freunden getrunken.";Bilde das gegenwartsorientierte Perfekt für wir mit hemos tomado vor un té delicioso.;Té (Tee) ist maskulin laut LONERS-Regel. Die Perfekt-Klammer ist unzertrennlich (Satzmuster 24).
Gastro-Insel Einfache Verneinung;{{c1::Nadie quiere la sopa fría en este restaurante}}.;"Niemand will die kalte Suppe in diesem Restaurant.";Bilde die einfache Verneinung, indem du das negative Wort nadie ganz an den Satzanfang stellst.;Steht nadie ganz vorne vor dem Verb, fällt das zusätzliche no komplett weg (Satzmuster 25).
Gastro-Insel Abstraktes Nomen;{{c1::Lo mejor del almuerzo fue el postre dulce}}.;"Das Beste am Mittagessen war der süße Nachtisch.";Bilde das abstrakte Substantiv das Beste mit lo mejor kombiniert mit del almuerzo und dem Indefinido fue.;Das unpersönliche lo (Satzmuster 26) wandelt Adjektive in abstrakte Nomen um. Almuerzo und postre sind maskulin.
Gastro-Insel Relativsatz;La mesa {{c1::que reservamos para la cena está limpia}}.;"Der Tisch, den wir für das Abendessen reserviert haben, ist sauber.";Verknüpfe den Nebensatz mit dem Allrounder que vor dem Verb und dem Zustand está.;Das Wörtchen que deckt fast alle spanischen Relativsätze ab (Satzmuster 27). Estar gilt für Zustände.
Gastro-Insel Vergleich;Este vino {{c1::es más caro que la comida del hotel}}.;"Dieser Wein ist teurer als das Essen des Hotels.";Bilde den Komparativ mit der starren Baukasten-Formel más ... que vor la comida.;Das Adjektiv caro bleibt unverändert und passt sich im Maskulinum Singular an el vino an (Satzmuster 28).
Gastro-Insel Bedingungssatz;Si {{c1::vienes conmigo, cenamos en un lugar hermoso}}.;"Wenn du mit mir kommst, essen wir an einem schönen Ort zu Abend.";Bilde den realen Konditional im Hier und Jetzt nach der Formel Si + Präsens, Präsens.;Trifft con auf das Pronomen für ich, verschmelzen sie unregelmäßig starr zu conmigo (Satzmuster 30).
Gastro-Insel Einladung;{{c1::Me gustaría invitar a tus amigos a comer}}.;"Ich würde deine Freunde gerne zum Essen einladen.";Nutze die höfliche Konditionalform me gustaría vor dem Infinitiv invitar und dem persönlichen a vor Menschen.;Menschen als direktes Objekt verlangen starr das persönliche A (Satzmuster 20).
Gastro-Insel Dank;Gracias {{c1::por preparar esta cena maravillosa para nosotros}}.;"Danke, dass du dieses wunderbare Abendessen für uns zubereitet hast.";Nutze das Ursachen-por nach gracias gefolgt vom Infinitiv und dem Ziel-para vor nosotros.;Nach gracias steht im Spanischen starr por, weil die Handlung die Ursache für den Dank ist (Satzmuster 23).
Gastro-Insel Begleitung;Carlos {{c1::está tomando un café con mi padre ahora}}.;"Carlos trinkt gerade einen Kaffee mit meinem Vinter.";Bilde die Verlaufsform mit está und dem regelmäßigen Gerundium von tomar (tomando).;Hier siehst du die Verlaufsform (Satzmuster 13) im Einsatz.
Gastro-Insel Höfliche Bitte;{{c1::Tráiganos la cuenta del almuerzo por favor}}.;"Bringen Sie uns bitte die Rechnung für das Mittagessen.";Bilde den bejahenden höflichen Imperativ im Plural für ustedes (tráigan) mit angehängtem nos.;Beim bejahenden Imperativ werden Pronomen starr hinten an das Verb angehängt (Satzmuster 18).
Gastro-Insel Gastro-Zustand;Las bebidas {{c1::están frías para los huéspedes del hotel}}.;"Die Getränke sind kalt für die Hotelgäste.";Nutze den Plural están vor dem weiblichen Adjektiv frías passend zu las bebidas.;Bebida ist weiblich laut D-IÓ-A-Z-Regel. Für die aktuelle Temperatur gilt das Verb estar.
Gastro-Insel Unpersönlich;Aquí {{c1::no se sirve comida caliente tarde}}.;"Hier wird spät kein warmes Essen serviert.";Bilde den verneinten unpersönlichen Passiv-Ersatz mit no se vor der 3. Person singular sirve.;Das no steht ganz links starr vor dem unpersönlichen se (Satzmuster 12 und 22).
Gastro-Insel Perfekt Vergangenheit;Esta semana {{c1::he probado muchos platos buenos aquí}}.;"Diese Woche habe ich hier viele gute Gerichte probiert.";Bilde das gegenwartsorientierte Perfekt für ich mit he probado vor muchos platos buenos.;Plato und bueno sind maskulin laut LONERS-Regel.
Gastro-Insel Routine;Siempre {{c1::me limpio las manos antes del desayuno}}.;"Ich reinige mir vor dem Frühstück immer die Hände.";Nutze das Präsens des reflexiven Verbs limpiarse vor der Körperteil-Regel las manos und del desayuno.;Hier siehst du die reflexive Kette (Satzmuster 21) und die Genitiv-Verschmelzung del (de + el).
Gastro-Insel Doppelte Verneinung;{{c1::No hay ningún postre barato hoy}}.;"Es gibt heute keinen einzigen billigen Nachtisch.";Bilde die doppelte Verneinung mit no hay vor dem maskulinen ningún mit Akzent vor postre.;Ninguno verliert vor männlichen Singular-Nomen das o (Satzmuster 25).
Gastro-Insel Relativsatz;El restaurante {{c1::que recomiendas es muy bueno y limpio}}.;"Das Restaurant, das du empfiehlst, ist sehr gut und sauber.";Verknüpfe den Nebensatz flüssig mit dem Relativpronomen-Allrounder que vor recomiendas.;Restaurante, bueno und limpio sind maskulin laut LONERS-Regel (Satzmuster 1).
Gastro-Insel Vergleich;Esta sopa {{c1::está más caliente que la de ayer}}.;"Diese Suppe ist heißer als die von gestern.";Bilde den Komparativ mit der starren Baukasten-Formel más ... que nach dem Zustandsverb está.;Das Adjektiv caliente bleibt in seiner Grundform unverändert (Satzmuster 28).
Gastro-Insel Bedingungssatz;Si {{c1::el café está frío, no lo tomo}}.;"Wenn der Kaffee kalt ist, trinke ich ihn nicht.";Bilde den realen Konditional nach der Formel Si + Präsens, Präsens mit starr verneintem Pronomen im Hauptsatz.;Hier greift auch das verneinte Akkusativ-Objekt no lo tomo (Satzmuster 12).
Gastro-Insel Mit dir;{{c1::Queremos compartir esta comida excelente contigo}}.;"Wir möchten dieses exzellente Essen mit dir teilen.";Bilde den Aussagesatz für wir mit queremos compartir kombiniert mit dem Spezialwort contigo.;Trifft con auf das Pronomen für du, verschmelzen sie unregelmäßig zu contigo (Satzmuster 30).
Gastro-Insel Geschmack;{{c1::El agua fresca está muy buena hoy}}.;"Das frische Wasser schmeckt heute sehr gut.";Nutze el agua fresca mit dem passenden Zustandsverb für den Geschmack im Moment (está muy buena).;Wasser nutzt el wegen der Aussprache, ist aber weiblich, weshalb das Adjektiv fresca und buena auf -a enden.
