main_topic;cloze_test;translation;hint;extra
Verb saber Präsens (1. Pl. - Fähigkeit);Nosotros {{c1::sabemos}} hacer este proyecto juntos.;Wir können dieses Projekt zusammen machen (wir haben das Wissen).;Bilde die 1. Person Plural von saber (wir können) im Präsens.;Juntos passt sich im Geschlecht an die Gruppe an.
Verb saber Präsens (1. Pl. - Tatsache);Nosotras {{c1::sabemos}} que la situación es grave.;Wir wissen, dass die Situation schwerwiegend ist.;Bilde die 1. Person Plural von saber für eine rein weibliche Gruppe.;Grave endet auf -e und bleibt für beide Geschlechter gleich.
Verb saber Präsens (1. Pl. - Richtung);Nosotros no {{c1::sabemos}} dónde está el hotel.;Wir wissen nicht, wo das Hotel ist.;Bilde die verneinte 1. Person Plural von saber im Präsens.;Hotel ist im Spanischen maskulin (el hotel).
Verb saber Präsens (1. Pl. - Verpflichtung);Nosotros {{c1::sabemos}} lo que tenemos que hacer.;Wir wissen, was wir tun müssen.;Bilde die 1. Person Plural von saber (wir wissen) im Präsens.;"Lo que" bedeutet das, was / was.
Verb saber Präsens (2. Pl. - Frage);¿Vosotros {{c1::sabéis}} los detalles del plan?;Wisst ihr die Details des Plans?;Bilde die 2. Person Plural von saber (ihr wisst) im Präsens. Achte auf den Akzent!;Die Form sabéis trägt einen geschriebenen Akzent auf dem e.
Verb saber Präsens (2. Pl. - Fähigkeit);Vosotros {{c1::sabéis}} hablar en público bien.;Ihr könnt gut in der Öffentlichkeit sprechen (ihr beherrscht es).;Bilde die 2. Person Plural von saber (ihr könnt) im Präsens mit Akzent.;Público trägt einen Akzent auf dem u.
Verb saber Präsens (2. Pl. - Tatsache);Vosotras {{c1::sabéis}} que tenéis toda la razón.;Ihr wisst, dass ihr völlig recht habt.;Bilde die 2. Person Plural von saber für eine rein weibliche Gruppe.;"Tener razón" bedeutet recht haben.
Verb saber Präsens (2. Pl. - Erreichbarkeit);Vosotros {{c1::sabéis}} dónde están los documentos.;Ihr wisst, wo die Dokumente liegen.;Bilde die 2. Person Plural von saber (ihr wisst) im Präsens mit Akzent.;Documento stammt aus dem Grundwortschatz.
Verb saber Präsens (2. Pl. - Preis);¿Vosotros {{c1::sabéis}} cuánto es el total?;Wisst ihr, wie viel das Gesamte kostet (wie viel der Gesamtwert ist)?;Bilde die 2. Person Plural von saber (ihr wisst) im Präsens mit Akzent.;Total ist ein maskulines Substantiv (el total).
Verb saber Präsens (3. Pl. - Wissen);Los empleados {{c1::saben}} las normas nuevas.;Die Angestellten wissen die neuen Regeln.;Bilde die 3. Person Plural von saber (sie wissen) im Präsens.;Norma bedeutet Regel, Vorschrift oder Norm.
Verb saber Präsens (3. Pl. - Fähigkeit);Esos chicos {{c1::saben}} hacer fotos hermosas.;Diese Jungs können schöne Fotos machen (sie haben das Talent).;Bilde die 3. Person Plural von saber (sie können) im Präsens.;Hermoso bedeutet schön oder wunderbar.
Verb saber Präsens (3. Pl. - Tatsache);Ellos {{c1::saben}} que los cambios son necesarios.;Sie wissen, dass die Veränderungen notwendig sind.;Bilde die 3. Person Plural von saber (sie wissen) im Präsens.;Cambio (Veränderung) ist ein maskulines Substantiv.
Verb saber Präsens (3. Pl. - Geheimnis);Las niñas no {{c1::saben}} nada de la fiesta.;Die Mädchen wissen nichts von dem Fest.;Bilde die 3. Person Plural von saber für ein weibliches Plural-Subjekt.;"No saber nada de" ist die doppelte Verneinung für "nichts wissen von".
Verb saber Präsens (3. Pl. - Fähigkeit);Ellas {{c1::saben}} escribir cartas en inglés.;Sie können Briefe auf Englisch schreiben.;Bilde die 3. Person Plural von saber für eine weibliche Gruppe im Präsens.;Inglés hat einen geschriebenen Akzent auf dem e.
Verb saber Indefinido (1. Sg. - Erfahren);Ayer yo {{c1::supe}} la verdad sobre el proyecto.;Gestern habe ich die Wahrheit über das Projekt erfahren.;Bilde die 1. Person Singular von saber (ich erfuhr) im Indefinido. Ohne Akzent!;Das Signalwort ayer (gestern) verlangt das Indefinido.
Verb saber Indefinido (1. Sg. - Zeitpunkt);El lunes pasado yo {{c1::supe}} que obtuve el trabajo.;Letzten Montag erfuhr ich, dass ich die Arbeit bekommen habe.;Bilde die 1. Person Singular von saber (ich erfuhr) im Indefinido.;"El lunes pasado" grenzt den Moment des Erfahrens zeitlich genau ab.
Verb saber Indefinido (1. Sg. - Geheimnis);Por fin yo {{c1::supe}} el secreto de su éxito.;Endlich habe ich das Geheimnis seines Erfolgs erfahren (herausgefunden).;Bilde die 1. Person Singular von saber im Indefinido.;"Por fin" (endlich) deutet auf den punktuellen Moment des Herausfindens hin.
Verb saber Indefinido (1. Sg. - Nachricht);Anoche yo {{c1::supe}} la mala noticia por teléfono.;Gestern Abend erfuhr ich die schlechte Nachricht am Telefon.;Bilde die 1. Person Singular von saber (ich erfuhr) im Indefinido.;Anoche bedeutet gestern Abend oder letzte Nacht.
Verb saber Indefinido (1. Sg. - Tatsache);En ese instante yo {{c1::supe}} que era un error.;In diesem Moment erfuhr (erkannte) ich, dass es ein Fehler war.;Bilde die 1. Person Singular von saber im Indefinido.;Instante (Moment/Augenblick) verlangt den punktuellen Einsatz des Indefinido.
Verb saber Indefinido (2. Sg. - Frage);¿Tú cuándo {{c1::supiste}} el resultado del examen?;Wann hast du das Prüfungsergebnis erfahren?;Bilde die 2. Person Singular von saber (du erfuhrst) im Indefinido.;Die Endung für die 2. Person Singular bei starken Verben ist -iste.
Verb saber Indefinido (2. Sg. - Erfahren);Tú {{c1::supiste}} la respuesta antes que los demás.;Du hast die Antwort vor den anderen erfahren (herausgefunden).;Bilde die 2. Person Singular von saber (du erfuhrst) im Indefinido.;"Antes que" leitet einen zeitlichen Vergleich ein.
Verb saber Indefinido (2. Sg. - Nachricht);Tú {{c1::supiste}} lo del accidente por la televisión.;Du hast das mit dem Unfall im Fernsehen erfahren.;Bilde die 2. Person Singular von saber (du erfuhrst) im Indefinido.;"Lo de" ist eine feste Struktur für "das mit / die Sache mit".
Verb saber Indefinido (2. Sg. - Erfahren);El martes tú {{c1::supiste}} que el jefe regresaba.;Am Dienstag hast du erfahren, dass der Chef zurückkehrt.;Bilde die 2. Person Singular von saber (du erfuhrst) im Indefinido.;Der konkrete Tag (el martes) verlangt das Indefinido.
Verb saber Indefinido (2. Sg. - Wahrheit);Al final tú {{c1::supiste}} toda la verdad.;Am Ende hast du die ganze Wahrheit erfahren.;Bilde die 2. Person Singular von saber (du erfuhrst) im Indefinido.;Verdad ist ein weibliches Substantiv (la verdad).
Verb saber Indefinido (3. Sg. - Erfahren);El director {{c1::supo}} la noticia el mes pasado.;Der Leiter hat die Nachricht letzten Monat erfahren.;Bilde die 3. Person Singular von saber (er/sie/es erfuhr) im Indefinido. Stammvokal wechselt zu u!;Der Stamm wechselt zu sup-, die Endung für die 3. Person ist -o (supo).
Verb saber Indefinido (3. Sg. - Erfahren);Ella {{c1::supo}} que el contrato estaba firmado.;Sie erfuhr, dass der Vertrag unterschrieben war.;Bilde die 3. Person Singular von saber (er/sie/es erfuhr) im Indefinido.;Contrato stammt aus dem wirtschaftlichen Grundwortschatz.
Verb saber Indefinido (3. Sg. - Zeitpunkt);A los veinte años él {{c1::supo}} quién era su padre.;Mit zwanzig Jahren erfuhr er, wer sein Vater war.;Bilde die 3. Person Singular von saber im Indefinido.;Hebt den präzisen Zeitpunkt des Erfahrens in der Vergangenheit hervor.
Verb saber Indefinido (3. Sg. - Problem);El niño {{c1::supo}} la fecha del partido ayer.;Das Kind hat gestern das Datum des Spiels erfahren.;Bilde die 3. Person Singular von saber (er/sie/es erfuhr) im Indefinido.;Fecha bedeutet Datum oder Kalendertag (la fecha).
Verb saber Indefinido (3. Sg. - Überraschung);Nadie {{c1::supo}} cómo ocurrió ese gran cambio.;Niemand erfuhr (fand heraus), wie dieser große Wechsel passierte.;Bilde die 3. Person Singular von saber im Indefinido.;Nadie verlangt syntaktisch immer die 3. Person Singular.
Verb saber Indefinido (1. Pl. - Erfahren);Ayer nosotros {{c1::supimos}} el precio total.;Gestern haben wir den Gesamtpreis erfahren.;Bilde die 1. Person Plural von saber (wir erfuhren) im Indefinido.;Die unregelmäßigen Indefinido-Formen tragen niemals einen Akzent.
Verb saber Indefinido (1. Pl. - Erfahren);Nosotros {{c1::supimos}} los detalles en la reunión.;Wir haben die Details in der Besprechung erfahren.;Bilde die 1. Person Plural von saber (wir erfuhren) im Indefinido.;Reunión ist weiblich laut D-IÓ-A-Z-Regel (la reunión).
Verb saber Indefinido (1. Pl. - Zeitpunkt);La semana pasada {{c1::supimos}} que venías.;Letzte Woche haben wir erfahren, dass du kommst.;Bilde die 1. Person Plural von saber (wir erfuhren) im Indefinido.;"La semana pasada" grenzt das Ereignis zeitlich klar ab.
Verb saber Indefinido (1. Pl. - Erfahren);Nosotras {{c1::supimos}} la verdad por su madre.;Wir haben die Wahrheit durch seine Mutter erfahren.;Bilde die 1. Person Plural von saber für eine rein weibliche Gruppe.;Nosotras steuert hier das implizite Geschlecht der Gruppe.
Verb saber Indefinido (1. Pl. - Richtung);Nosotros {{c1::supimos}} cómo ir al hotel nuevo.;Wir erfuhren (fanden heraus), wie man zum neuen Hotel kommt.;Bilde die 1. Person Plural von saber (wir erfuhren) im Indefinido.;"Ir al hotel" verlangt die Verschmelzung von a + el = al.
Verb saber Indefinido (2. Pl. - Frage);¿Vosotros cuándo {{c1::supisteis}} las normas nuevas?;Wann habt ihr die neuen Regeln erfahren?;Bilde die 2. Person Plural von saber (ihr erfuhrthe) im Indefinido. Ohne Akzent!;Die Endung für vosotros im unregelmäßigen Indefinido lautet -isteis.
Verb saber Indefinido (2. Pl. - Erfahren);Vosotros {{c1::supisteis}} el secreto el sábado.;Ihr habt das Geheimnis am Samstag erfahren.;Bilde die 2. Person Plural von saber (ihr erfuhrthe) im Indefinido.;Wochentage nutzen im Spanischen den bestimmten Artikel (el sábado).
Verb saber Indefinido (2. Pl. - Erfahren);Vosotras {{c1::supisteis}} que teníais toda la razón.;Ihr habt erfahren (erkannt), dass ihr völlig recht hattet.;Bilde die 2. Person Plural von saber für eine rein weibliche Gruppe im Indefinido.;"Tener razón" bedeutet recht haben.
Verb saber Indefinido (2. Pl. - Erfahren);Vosotros {{c1::supisteis}} los cambios por correo.;Ihr habt die Veränderungen per Post/Mail erfahren.;Bilde die 2. Person Plural von saber (ihr erfuhrthe) im Indefinido.;Correo bedeutet Post, Briefpost oder E-Mail.
Verb saber Indefinido (2. Pl. - Erfahren);¿Vosotros {{c1::supisteis}} dónde estaban los documentos?;Habt ihr erfahren (herausgefunden), wo die Dokumente lagen?;Bilde die 2. Person Plural von saber (ihr erfuhrthe) im Indefinido.;Documento stammt aus dem Grundwortschatz.
Verb saber Indefinido (3. Pl. - Erfahren);Los empleados {{c1::supieron}} el plan ayer.;Die Angestellten haben den Plan gestern erfahren.;Bilde die 3. Person Plural von saber (sie erfuhren) im Indefinido.;Die Endung für die 3. Person Plural lautet -ieron (supieron).
Verb saber Indefinido (3. Pl. - Erfahren);Esos chicos {{c1::supieron}} la noticia en la calle.;Diese Jungs haben die Nachricht auf der Straße erfahren.;Bilde die 3. Person Plural von saber (sie erfuhren) im Indefinido.;Calle ist ein weibliches Substantiv (la calle).
Verb saber Indefinido (3. Pl. - Erfahren);Ellos {{c1::supieron}} que la situación era grave.;Sie erfuhren, dass die Situation schwerwiegend war.;Bilde die 3. Person Plural von saber (sie erfuhren) im Indefinido.;Guevara oder grave endet auf -e und bleibt unveränderlich im Genus.
Verb saber Indefinido (3. Pl. - Erfahren);Las niñas {{c1::supieron}} la fecha del viaje hoy.;Die Mädchen haben das Datum der Reise heute erfahren.;Bilde die 3. Person Plural von saber für ein weibliches Plural-Subjekt im Indefinido.;Viaje ist im Spanischen maskulin (el viaje).
Verb saber Indefinido (3. Pl. - Erfahren);Ellas {{c1::supieron}} escribir el informe a tiempo.;Sie fanden heraus (lernten punktuell), wie man den Bericht rechtzeitig schreibt.;Bilde die 3. Person Plural von saber für eine weibliche Gruppe im Indefinido.;Informe bedeutet Bericht oder Report (el informe).
Verb saber Imperfekt (1. Sg. - Wissen);Yo {{c1::sabía}} la respuesta correcta antes del examen.;Ich wusste die richtige Antwort schon vor der Prüfung.;Bilde die 1. Person Singular von saber (ich wusste) im Imperfekt.;Das Imperfekt beschreibt den andauernden Wissenszustand im Kopf.
Verb saber Imperfekt (1. Sg. - Fähigkeit);De niño yo {{c1::sabía}} hablar español un poco.;Als Kind konnte ich ein wenig Spanisch sprechen.;Bilde die 1. Person Singular von saber (ich konnte) im Imperfekt.;Frühere, erlernte Fähigkeiten (Können) werden im Imperfekt ausgedrückt.
Verb saber Imperfekt (1. Sg. - Tatsache);Yo {{c1::sabía}} que el director tenía una reunión.;Ich wusste, dass der Leiter ein Treffen hatte.;Bilde die 1. Person Singular von saber (ich wusste) im Imperfekt.;Beschreibt den Hintergrundzustand des Wissens.
Verb saber Imperfekt (1. Sg. - Geheimnis);Yo no {{c1::sabía}} el secreto de tu gran éxito.;Ich wusste das Geheimnis deines großen Erfolgs nicht.;Bilde die verneinte 1. Person Singular von saber im Imperfekt.;"No sabía" beschreibt, dass einem die Information damals fehlte.
Verb saber Imperfekt (1. Sg. - Richtung);Yo {{c1::sabía}} perfectamente cómo ir al hospital.;Ich wusste perfekt, wie man zum Krankenhaus kommt.;Bilde die 1. Person Singular von saber (ich wusste) im Imperfekt.;"Perfectamente" betont den andauernden Zustand des sicheren Wissens.
Verb saber Imperfekt (2. Sg. - Frage);¿Tú no {{c1::sabías}} qué hora era en ese momento?;Wusstest du nicht, wie spät es in diesem Moment war?;Bilde die 2. Person Singular von saber (du wusstest) im Imperfekt.;Fragt nach dem Wissenszustand in einem vergangenen Moment.
Verb saber Imperfekt (2. Sg. - Fähigkeit);De joven tú {{c1::sabías}} cocinar una comida deliciosa.;Als Jugendlicher konntest du ein köstliches Essen kochen.;Bilde die 2. Person Singular von saber (du konntest) im Imperfekt.;"De joven" (als Jugendlicher) fordert beschreibend das Imperfekt.
Verb saber Imperfekt (2. Sg. - Tatsache);Tú {{c1::sabías}} que esto era un gran error.;Du wusstest, dass dies ein großer Fehler war.;Bilde die 2. Person Singular von saber (du wusstest) im Imperfekt.;Error ist im Spanischen maskulin (un gran error).
Verb saber Imperfekt (2. Sg. - Erreichbarkeit);Tú siempre {{c1::sabías}} dónde estaba el nuevo hotel.;Du wusstest immer, wo das neue Hotel lag.;Bilde die 2. Person Singular von saber (du wusstest) im Imperfekt.;Das Signalwort siempre (immer) verlangt das Imperfekt.
Verb saber Imperfekt (2. Sg. - Wahrheit);Tú {{c1::sabías}} la verdad antes que los demás.;Du wusstest die Wahrheit vor den anderen.;Bilde die 2. Person Singular von saber (du wusstest) im Imperfekt.;"Antes que" leitet einen zeitlichen Vergleich ein.
Verb saber Imperfekt (3. Sg. - Tatsache);El director {{c1::sabía}} cómo cambiar de estrategia.;Der Leiter wusste, wie man die Strategie wechselt.;Bilde die 3. Person Singular von saber (er/sie/es wusste) im Imperfekt.;Jede Form trägt einen geschriebenen Akzent auf dem i (sabía).
Verb saber Imperfekt (3. Sg. - Fähigkeit);Ella {{c1::sabía}} manejar un coche muy rápido.;Sie konnte ein Auto sehr schnell fahren (beherrschte es).;Bilde die 3. Person Singular von saber (er/sie/es konnte) im Imperfekt.;Manejar oder conducir steht für fahren/steuern.
Verb saber Imperfekt (3. Sg. - Wissen);Mi hijo menor no {{c1::sabía}} la lección ayer.;Mein jüngerer Sohn wusste (konnte) die Lektion gestern nicht.;Bilde die verneinte 3. Person Singular von saber im Imperfekt.;Ayer schränkt zwar die Zeit ein, aber der Zustand des Nicht-Wissens verlangt das Imperfekt.
Verb saber Imperfekt (3. Sg. - Herkunft);Nadie {{c1::sabía}} de dónde era ese hombre.;Niemand wusste, woher dieser Mann war.;Bilde die 3. Person Singular von saber (er/sie/es wusste) im Imperfekt.;Nadie (niemand) fordert immer die 3. Person Singular.
Verb saber Imperfekt (3. Sg. - Preis);Ella {{c1::sabía}} cuánto costaban estos libros.;Sie wusste, wie viel diese Bücher kosteten.;Bilde die 3. Person Singular von saber (er/sie/es wusste) im Imperfekt.;Costaban ist das Imperfekt von costar (kosten).
Verb saber Imperfekt (1. Pl. - Wissen);En esa época nosotros {{c1::sabíamos}} la fecha.;In jener Epoche wussten wir das Datum.;Bilde die 1. Person Plural von saber (wir wussten) im Imperfekt. Denke an den Akzent!;Jede Form im Imperfekt von saber hat einen Akzent auf dem i (sabíamos).
Verb saber Imperfekt (1. Pl. - Fähigkeit);Nosotros {{c1::sabíamos}} hacer el proyecto juntos.;Wir konnten dieses Projekt zusammen machen (hatten das Können).;Bilde die 1. Person Plural von saber (wir konnten) im Imperfekt mit Akzent.;Juntos passt sich im Geschlecht an die Gruppe an.
Verb saber Imperfekt (1. Pl. - Tatsache);Nosotras {{c1::sabíamos}} que la situación era grave.;Wir wussten, dass die Situation schwerwiegend war.;Bilde die 1. Person Plural von saber für eine rein weibliche Gruppe.;Grave endet auf -e und bleibt unveränderlich im Genus.
Verb saber Imperfekt (1. Pl. - Richtung);Nosotros no {{c1::sabíamos}} cómo ir al centro.;Wir wussten nicht, wie man zum Zentrum kommt.;Bilde die verneinte 1. Person Plural von saber im Imperfekt mit Akzent.;"Ir al centro" nutzt die Verschmelzung von a + el = al.
Verb saber Imperfekt (1. Pl. - Verpflichtung);Nosotros {{c1::sabíamos}} lo que teníamos que hacer.;Wir wussten, was wir tun mussten.;Bilde die 1. Person Plural von saber (wir wussten) im Imperfekt mit Akzent.;"Lo que" bedeutet das, was / was.
Verb saber Imperfekt (2. Pl. - Frage);¿Vosotros {{c1::sabíais}} los detalles del plan?;Wusstet ihr die Details des Plans?;Bilde die 2. Person Plural von saber (ihr wusstet) im Imperfekt. Achte auf den Akzent!;Die Endung für vosotros lautet -íais (sabíais).
Verb saber Imperfekt (2. Pl. - Fähigkeit);Vosotros {{c1::sabíais}} hablar en público bien.;Ihr konntet gut in der Öffentlichkeit sprechen (beherrschtet es).;Bilde die 2. Person Plural von saber (ihr konntet) im Imperfekt mit Akzent.;Público trägt einen Akzent auf dem u.
Verb saber Imperfekt (2. Pl. - Tatsache);Vosotras {{c1::sabíais}} que teníais toda la razón.;Ihr wusstet, dass ihr völlig recht hattet.;Bilde die 2. Person Plural von saber für eine rein weibliche Gruppe.;"Tener razón" bedeutet recht haben.
Verb saber Imperfekt (2. Pl. - Erreichbarkeit);Vosotros {{c1::sabíais}} dónde estaban los documentos.;Ihr wusstet, wo die Dokumente lagen.;Bilde die 2. Person Plural von saber (ihr wusstet) im Imperfekt mit Akzent.;Documento stammt aus dem Grundwortschatz.
Verb saber Imperfekt (2. Pl. - Preis);¿Vosotros {{c1::sabíais}} cuánto era el total?;Wusstet ihr, wie viel das Gesamte kostete?;Bilde die 2. Person Plural von saber (ihr wusstet) im Imperfekt mit Akzent.;Total ist ein maskulines Substantiv (el total).
Verb saber Imperfekt (3. Pl. - Wissen);Los empleados no {{c1::sabían}} las normas nuevas.;Die Angestellten wussten die neuen Regeln nicht.;Bilde die 3. Person Plural von saber (sie wussten) im Imperfekt.;Norma bedeutet Regel, Vorschrift oder Norm.
Verb saber Imperfekt (3. Pl. - Fähigkeit);Esos chicos {{c1::sabían}} hacer fotos hermosas.;Diese Jungs konnten schöne Fotos machen (hatten das Talent).;Bilde die 3. Person Plural von saber (sie konnten) im Imperfekt.;Hermoso bedeutet schön oder wunderbar.
Verb saber Imperfekt (3. Pl. - Tatsache);Ellos {{c1::sabían}} que los cambios eran necesarios.;Sie wussten, dass die Veränderungen notwendig waren.;Bilde die 3. Person Plural von saber (sie wussten) im Imperfekt.;Cambio (Veränderung) ist ein maskulines Substantiv.
Verb saber Imperfekt (3. Pl. - Geheimnis);Las niñas no {{c1::sabían}} nada de la fiesta.;Die Mädchen wussten nichts von dem Fest.;Bilde die 3. Person Plural von saber für ein weibliches Plural-Subjekt.;"No saber nada de" ist die doppelte Verneinung für "nichts wissen von".
Verb saber Imperfekt (3. Pl. - Fähigkeit);Ellas {{c1::sabían}} escribir cartas en inglés.;Sie konnten Briefe auf Englisch schreiben (beherrschtet es).;Bilde die 3. Person Plural von saber für eine weibliche Gruppe im Imperfekt.;Inglés hat einen geschriebenen Akzent auf dem e.
Verb saber Futuro (1. Sg. - Wissen);Mañana por la mañana yo {{c1::sabré}} la nota.;Morgen Morgen werde ich die Note wissen.;Bilde die 1. Person Singular von saber (ich werde wissen) im Futuro Simple. Denke an den Stamm sabr-!;El próximo año o mañana sind klassische Auslöser für die Zukunft.
Verb saber Futuro (1. Sg. - Tatsache);Pronto yo {{c1::sabré}} si obtengo el trabajo nuevo.;Bald werde ich wissen, ob ich die neue Arbeit bekomme.;Bilde die 1. Person Singular von saber (ich werde wissen) im Futuro Simple. Denke an den Akzent!;Pronto bedeutet bald oder schnell.
Verb saber Futuro (1. Sg. - Gelingen);Con más datos, yo {{c1::sabré}} cambiar de estrategia.;Mit mehr Daten werde ich wissen, wie man die Strategie wechselt.;Bilde die 1. Person Singular von saber (ich werde wissen) im Futuro Simple.;"Cambiar de" bedeutet eine Sache gegen eine andere auszutauschen.
Verb saber Futurn (1. Sg. - Wahrheit);Al final yo {{c1::sabré}} toda la verdad sobre esto.;Am Ende werde ich die ganze Wahrheit darüber wissen.;Bilde die 1. Person Singular von saber (ich werde wissen) im Futuro Simple.;Verdad ist ein weibliches Substantiv (la verdad).
Verb saber Futuro (1. Sg. - Erreichbarkeit);El lunes yo {{c1::sabré}} dónde está el nuevo hotel.;Am Montag werde ich wissen, wo das neue Hotel ist.;Bilde die 1. Person Singular von saber (ich werde wissen) im Futuro Simple.;Wochentage nutzen im Spanischen den bestimmten Artikel (el lunes).
Verb saber Futuro (2. Sg. - Frage);¿Tú {{c1::sabrás}} los resultados del examen mañana?;Wirst du morgen die Prüfungsergebnisse wissen?;Bilde die 2. Person Singular von saber (du wirst wissen) im Futuro Simple. Denke an den Akzent!;Die Form sabrás hat einen obligatorischen Akzent auf dem a.
Verb saber Futuro (2. Sg. - Fähigkeit);Pronto tú {{c1::sabrás}} cocinar una comida deliciosa.;Bald wirst du ein köstliches Essen kochen können.;Bilde die 2. Person Singular von saber (du wirst können) im Futuro Simple.;Saber + Infinitiv drückt ein zukünftiges, erlerntes Können aus.
Verb saber Futuro (2. Sg. - Tatsache);Tú {{c1::sabrás}} lo que tenemos que hacer el lunes.;Du wirst am Montag wissen, was wir tun müssen.;Bilde die 2. Person Singular von saber (du wirst wissen) im Futuro Simple.;"Lo que" bedeutet das, was / was.
Verb saber Futuro (2. Sg. - Richtung);Con este mapa, tú {{c1::sabrás}} cómo ir al centro.;Mit dieser Karte wirst du wissen, wie man zum Zentrum kommt.;Bilde die 2. Person Singular von saber (du wirst wissen) im Futuro Simple.;"Ir al centro" nutzt die Verschmelzung von a + el = al.
Verb saber Futuro (2. Sg. - Vermutung Wissen);¿Tú {{c1::sabrás}} la respuesta a esta pregunta ahora?;Weißt du die Antwort auf diese Frage jetzt vielleicht?;Bilde die 2. Person Singular von saber im Futuro für eine Vermutung im Jetzt.;Das Futuro drückt hier eine Vermutung über ein aktuelles Wissen aus ("Du wirst das doch wohl wissen?").
