main_topic;cloze_test;translation;hint;extra
Verb dar Präsens (1. Pl. - Feste Wendung);Nosotros {{c1::damos}} un paseo juntos el domingo.;Wir gehen am Sonntag zusammen spazieren.;Bilde die 1. Person Plural von dar (wir gehen spazieren) im Präsens.;Juntos passt sich im Geschlecht an die Gruppe an.
Verb dar Präsens (1. Pl. - Reflexiv);Nosotros nos {{c1::damos}} cuenta de la situación.;Wir bemerken (geben uns Rechnung) die Situation.;Bilde die 1. Person Plural von dar für das reflexive Bemerken (darse cuenta).;Das Reflexivpronomen lautet nos für die wir-Form.
Verb dar Präsens (1. Pl. - Feste Wendung);Nosotras {{c1::damos}} las gracias por el regalo.;Wir bedanken uns für das Geschenk.;Bilde die 1. Person Plural von dar für eine rein weibliche Gruppe.;"Dar las gracias" wird immer mit der Präposition por verknüpft, wenn der Grund folgt.
Verb dar Präsens (1. Pl. - Feste Wendung);Nosotros {{c1::damos}} una vuelta por la plaza.;Wir drehen eine Runde auf dem Platz.;Bilde die 1. Person Plural von dar (wir drehen eine Runde) im Präsens.;Plaza ist ein weibliches Substantiv (la plaza).
Verb dar Präsens (2. Pl. - Frage);¿Vosotros qué le {{c1::dais}} a vuestros amigos?;Was gebt ihr euren Freunden?;Bilde die 2. Person Plural von dar (ihr gebt) im Präsens. Kein Akzent!;Achte darauf, dass die Form dais im Präsens keinen Akzent trägt (einsilbig).
Verb dar Präsens (2. Pl. - Feste Wendung);Vosotros siempre me {{c1::dais}} la razón hoy.;Ihr gebt mir heute immer recht.;Bilde die 2. Person Plural von dar (ihr gebt recht) im Präsens.;"Dar la razón" drückt das Rechtgeben aus.
Verb dar Präsens (2. Pl. - Feste Wendung);Vosotras {{c1::dais}} un abrazo a la cumpleañera.;Ihr umarmt das Geburtstagskind.;Bilde die 2. Person Plural von dar für eine rein weibliche Gruppe.;Cumpleañera bedeutet das weibliche Geburtstagskind.
Verb dar Präsens (2. Pl. - Reflexiv);Vosotros os {{c1::dais}} cuenta de los cambios.;Ihr bemerkt die Veränderungen.;Bilde die 2. Person Plural von dar für das reflexive Bemerken mit dem Pronomen os.;Cambio bedeutet Veränderung oder Wechsel.
Verb dar Präsens (2. Pl. - Ekeln);A vosotros os {{c1::da}} asco la comida fría.;Euch ekelt das kalte Essen an (es gibt euch Ekel).;Bilde die 3. Person Singular von dar, da "la comida" das grammatikalische Subjekt ist.;"Dar asco a alguien" bedeutet jemanden anekeln.
Verb dar Präsens (3. Pl. - Überreichen);Los empleados {{c1::dan}} el contrato al cliente.;Die Angestellten geben dem Kunden den Vertrag.;Bilde die 3. Person Plural von dar (sie geben) im Präsens.;Contrato und cliente gehören zum wirtschaftlichen Grundwortschatz.
Verb dar Präsens (3. Pl. - Feste Wendung);Esos chicos {{c1::dan}} problemas a la escuela.;Diese Jungs machen (geben) der Schule Probleme.;Bilde die 3. Person Plural von dar (sie geben/machen) im Präsens.;"Dar problemas" bedeutet Schwierigkeiten bereiten.
Verb dar Präsens (3. Pl. - Emotion);A ellos les {{c1::da}} alegría el viaje largo.;Ihnen bereitet die lange Reise Freude (es gibt ihnen Freude).;Bilde die 3. Person Singular von dar, da "el viaje" das Subjekt des Satzes ist.;"Dar alegría a alguien" bedeutet Freude bereiten.
Verb dar Präsens (3. Pl. - Reflexiv);Ellos se {{c1::dan}} cuenta de que es tarde.;Sie bemerken, dass es spät ist.;Bilde die 3. Person Plural von dar für das reflexive Bemerken (darse cuenta).;Das Reflexivpronomen lautet se für die 3. Person Plural.
Verb dar Präsens (3. Pl. - Feste Wendung);Ellas {{c1::dan}} una clase de música hoy.;Sie geben (halten) heute eine Musikstunde.;Bilde die 3. Person Plural von dar für eine weibliche Gruppe im Präsens.;Música hat einen Akzent auf dem u.
Verb dar Indefinido (1. Sg. - Überreichen);Ayer yo {{c1::di}} el regalo a mi hermano menor.;Gestern habe ich meinem jüngeren Bruder das Geschenk gegeben.;Bilde die 1. Person Singular von dar (ich gab) im Indefinido. Ohne Akzent!;Das Signalwort ayer (gestern) verlangt das Indefinido.
Verb dar Indefinido (1. Sg. - Feste Wendung);El lunes pasado yo {{c1::di}} un paseo por el parque.;Letzten Montag bin ich im Park spazieren gegangen (ich gab einen Spaziergang).;Bilde die 1. Person Singular von dar (ich ging spazieren) im Indefinido.;"El lunes pasado" grenzt das Ereignis zeitlich genau ab.
Verb dar Indefinido (1. Sg. - Feste Wendung);Yo le {{c1::di}} un abrazo fuerte a mi madre ayer.;Ich habe meine Mutter gestern fest umarmt.;Bilde die 1. Person Singular von dar (ich umarmte) im Indefinido.;Das Pronomen le verweist redundant auf den Empfänger (a mi madre).
Verb dar Indefinido (1. Sg. - Feste Wendung);Anoche yo {{c1::di}} las gracias por la ayuda.;Gestern Abend habe ich mich für die Hilfe bedankt.;Bilde die 1. Person Singular von dar (ich bedankte mich) im Indefinido.;Anoche bedeutet gestern Abend oder letzte Nacht.
Verb dar Indefinido (1. Sg. - Reflexiv);En ese momento yo me {{c1::di}} cuenta del error.;In diesem Moment bemerkte (gab ich mir Rechnung) ich den Fehler.;Bilde die 1. Person Singular von dar für das reflexive Bemerken (darse cuenta) im Indefinido.;"Darse cuenta de algo" beschreibt den punktuellen Aha-Moment.
Verb dar Indefinido (2. Sg. - Frage);¿Tú qué le {{c1::diste}} al director en la oficina ayer?;Was hast du dem Leiter gestern im Büro gegeben?;Bilde die 2. Person Singular von dar (du gabst) im Indefinido.;Die Endung für die 2. Person Singular bei unregelmäßigen kurzen Formen ist -iste.
Verb dar Indefinido (2. Sg. - Feste Wendung);Tú {{c1::diste}} una vuelta por el hotel nuevo.;Du hast eine Runde im neuen Hotel gedreht.;Bilde die 2. Person Singular von dar (du drehtest eine Runde) im Indefinido.;"Dar una vuelta" bedeutet eine Runde drehen oder kurz spazieren gehen.
Verb dar Indefinido (2. Sg. - Feste Wendung);El domingo tú me {{c1::diste}} la razón en todo.;Am Sonntag hast du mir in allem recht gegeben.;Bilde die 2. Person Singular von dar (du gabst recht) im Indefinido.;Der konkrete Wochentag fordert das Indefinido.
Verb dar Indefinido (2. Sg. - Feste Wendung);Tú {{c1::diste}} un grito cuando viste el accidente.;Du hast einen Schrei ausgestoßen, als du den Unfall sahst.;Bilde die 2. Person Singular von dar (du schrieest) im Indefinido.;Viste ist das Indefinido von ver (sehen).
Verb dar Indefinido (2. Sg. - Reflexiv);¿Tú te {{c1::diste}} cuenta de la situación ayer?;Hast du die Situation gestern bemerkt?;Bilde die 2. Person Singular von dar für das reflexive Bemerken (darse cuenta) im Indefinido.;Achte auf das Reflexivpronomen te vor dem Verb.
Verb dar Indefinido (3. Sg. - Feste Wendung);El mapa {{c1::dio}} la dirección correcta del hospital.;Die Karte gab (zeigte) die richtige Adresse des Krankenhauses an.;Bilde die 3. Person Singular von dar (es gab/zeigte) im Indefinido. Ohne Akzent!;Die Form dio ist einsilbig und trägt im Spanischen keinen Akzent.
Verb dar Indefinido (3. Sg. - Emotion);A ella le {{c1::dio}} pena esa noticia triste ayer.;Ihr tat diese traurige Nachricht gestern sehr leid.;Bilde die 3. Person Singular von dar (es tat leid) im Indefinido.;"Dar pena" drückt einen plötzlichen Gefühlsumschwung in der Vergangenheit aus.
Verb dar Indefinido (3. Sg. - Feste Wendung);El sol {{c1::dio}} mucha luz durante el viaje.;Die Sonne gab während der Reise viel Licht.;Bilde die 3. Person Singular von dar (sie gab) im Indefinido.;Der definierte Zeitraum (durante el viaje) erzwingt das Indefinido.
Verb dar Indefinido (3. Sg. - Feste Wendung);El profesor {{c1::dio}} una clase de español el martes.;Der Lehrer hat am Dienstag eine Spanischstunde gehalten (gegeben).;Bilde die 3. Person Singular von dar (er/sie/es gab) im Indefinido.;"Dar una clase" bedeutet Unterricht erteilen.
Verb dar Indefinido (3. Sg. - Egal sein);A él le {{c1::dio}} igual el precio del coche.;Ihm war der Preis des Autos (punktuell) völlig egal.;Bilde die 3. Person Singular von dar für den Ausdruck "egal sein" (dar igual) im Indefinido.;"Dar igual" drückt aus, dass die Entscheidung in dem Moment so fiel.
Verb dar Indefinido (1. Pl. - Überreichen);Ayer nosotros {{c1::dimos}} los documentos al jefe.;Gestern haben wir dem Chef die Dokumente gegeben.;Bilde die 1. Person Plural von dar (wir gaben) im Indefinido.;Die unregelmäßigen Indefinido-Formen von dar tragen niemals einen Akzent.
Verb dar Indefinido (1. Pl. - Feste Wendung);El sábado nosotros {{c1::dimos}} un paseo juntos.;Am Samstag sind wir zusammen spazieren gegangen.;Bilde die 1. Person Plural von dar (wir gingen spazieren) im Indefinido.;Juntos passt sich im Geschlecht an die Gruppe an.
Verb dar Indefinido (1. Pl. - Reflexiv);Nosotros nos {{c1::dimos}} cuenta de la situación.;Wir haben die Situation bemerkt (uns Rechnung gegeben).;Bilde die 1. Person Plural von dar für das reflexive Bemerken (darse cuenta) im Indefinido.;Das Reflexivpronomen lautet nos für die wir-Form.
Verb dar Indefinido (1. Pl. - Feste Wendung);Nosotras {{c1::dimos}} las gracias por el regalo.;Wir haben uns für das Geschenk bedankt.;Bilde die 1. Person Plural von dar für eine rein weibliche Gruppe im Indefinido.;"La semana pasada" oder ein konkretes Event im Hintergrund fordert das Indefinido.
Verb dar Indefinido (1. Pl. - Feste Wendung);La semana pasada {{c1::dimos}} una vuelta por la playa.;Letzte Woche haben wir eine Runde am Strand gedreht.;Bilde die 1. Person Plural von dar (wir drehten eine Runde) im Indefinido.;Playa ist ein weibliches Substantiv (la playa).
Verb dar Indefinido (2. Pl. - Frage);¿Vosotros qué le {{c1::disteis}} a vuestros amigos?;Was habt ihr euren Freunden gegeben?;Bilde die 2. Person Plural von dar (ihr gabt) im Indefinido. Ohne Akzent!;Die Endung für vosotros im unregelmäßigen Indefinido lautet -isteis.
Verb dar Indefinido (2. Pl. - Feste Wendung);Vosotros siempre me {{c1::disteis}} la razón ayer.;Ihr habt mir gestern in allem recht gegeben.;Bilde die 2. Person Plural von dar (ihr gabt recht) im Indefinido.;"Dar la razón" drückt das Rechtgeben aus.
Verb dar Indefinido (2. Pl. - Feste Wendung);Vosotras {{c1::disteis}} un abrazo a la cumpleañera.;Ihr habt das Geburtstagskind umarmt.;Bilde die 2. Person Plural von dar für eine rein weibliche Gruppe im Indefinido.;Cumpleañera bedeutet das weibliche Geburtstagskind.
Verb dar Indefinido (2. Pl. - Reflexiv);Vosotros os {{c1::disteis}} cuenta de los cambios.;Ihr habt die Veränderungen bemerkt.;Bilde die 2. Person Plural von dar für das reflexive Bemerken mit dem Pronomen os im Indefinido.;Cambio bedeutet Veränderung oder Wechsel.
Verb dar Indefinido (2. Pl. - Ekeln);A vosotros os {{c1::dio}} asco la comida fría.;Euch hat das kalte Essen angeekelt (es gab euch Ekel).;Bilde die 3. Person Singular von dar, da "la comida" das grammatikalische Subjekt ist.;"Dar asco a alguien" bedeutet jemanden anekeln.
Verb dar Indefinido (3. Pl. - Überreichen);Los empleados {{c1::dieron}} el contrato al cliente.;Die Angestellten haben dem Kunden den Vertrag gegeben.;Bilde die 3. Person Plural von dar (sie gaben) im Indefinido.;Die Endung für die 3. Person Plural lautet -ieron (dieron).
Verb dar Indefinido (3. Pl. - Feste Wendung);Esos chicos {{c1::dieron}} problemas a la escuela.;Diese Jungs haben der Schule Probleme gemacht (bereitet).;Bilde die 3. Person Plural von dar (sie gaben/machten) im Indefinido.;"Dar problemas" bedeutet Schwierigkeiten bereiten.
Verb dar Indefinido (3. Pl. - Emotion);A ellos les {{c1::dieron}} alegría los regalos ayer.;Ihnen haben die Geschenke gestern große Freude bereitet.;Bilde die 3. Person Plural von dar, da "los regalos" im Plural steht!;Achtung: Wenn der Auslöser des Gefühls im Plural steht (los regalos), wechselt auch dar zu dieron!
Verb dar Indefinido (3. Pl. - Reflexiv);Ellos se {{c1::dieron}} cuenta de que era tarde.;Sie haben bemerkt, dass es spät war.;Bilde die 3. Person Plural von dar für das reflexive Bemerken (darse cuenta) im Indefinido.;Das Reflexivpronomen lautet se für die 3. Person Plural.
Verb dar Indefinido (3. Pl. - Feste Wendung);Ellas {{c1::dieron}} una clase de música hoy.;Sie haben heute eine Musikstunde gegeben (gehalten).;Bilde die 3. Person Plural von dar für eine weibliche Gruppe im Indefinido.;Música hat einen Akzent auf dem u (la música).
Verb dar Imperfekt (1. Sg. - Feste Wendung);Antes yo siempre {{c1::daba}} un consejo bueno a mi amigo.;Früher gab ich meinem Freund immer einen guten Rat.;Bilde die 1. Person Singular von dar (ich gab) im Imperfekt für eine Gewohnheit.;Das Signalwort antes (früher) deutet auf eine regelmäßige Gewohnheit im Imperfekt hin.
Verb dar Imperfekt (1. Sg. - Feste Wendung);De niño yo {{c1::daba}} un paseo por el parque cada tarde.;Als Kind ging ich jeden Nachmittag im Park spazieren.;Bilde die 1. Person Singular von dar (ich ging spazieren) im Imperfekt.;Lebensabschnitte wie die Kindheit werden beschreibend mit dem Imperfekt ausgedrückt.
Verb poner Imperfekt (1. Sg. - Feste Wendung);Yo le {{c1::daba}} un abrazo cuando sonó el teléfono.;Ich umarmte ihn gerade, als das Telefon klingelte.;Bilde die 1. Person Singular von dar (ich umarmte) im Imperfekt.;Die andauernde Hintergrundhandlung steht im Imperfekt, die Unterbrechung im Indefinido (sonó).
Verb dar Imperfekt (1. Sg. - Feste Wendung);Yo {{c1::daba}} las gracias cuando él me interrumpió.;Ich bedankte mich gerade, als er mich unterbrach.;Bilde die 1. Person Singular von dar (ich bedankte mich) im Imperfekt.;Interrumpió ist das Indefinido von interrumpir (unterbrechen).
Verb dar Imperfekt (1. Sg. - Reflexiv);En esa época yo me {{c1::daba}} cuenta de todo.;In jener Epoche bemerkte (gab ich mir Rechnung) ich alles.;Bilde die 1. Person Singular von dar für das reflexive Bemerken (darse cuenta) im Imperfekt.;"En esa época" beschreibt einen längeren Zustand in der Vergangenheit.
Verb dar Imperfekt (2. Sg. - Frage);¿Tú qué le {{c1::daba}} al director en la oficina antes?;Was hast du dem Leiter früher im Büro gegeben?;Bilde die 2. Person Singular von dar (du gabst) im Imperfekt.;Fragt nach einer regelmäßigen oder andauernden Handlung in der Vergangenheit.
Verb dar Imperfekt (2. Sg. - Feste Wendung);Tú {{c1::dabas}} una vuelta por el hotel cada noche.;Du hast jeden Abend eine Runde im Hotel gedreht.;Bilde die 2. Person Singular von dar (du drehtest eine Runde) im Imperfekt.;"Cada noche" fordert das Imperfekt für regelmäßige Wiederholungen.
Verb dar Imperfekt (2. Sg. - Feste Wendung);Tú siempre me {{c1::dabas}} la razón en las discusiones.;Du hast mir in den Diskussionen immer recht gegeben.;Bilde die 2. Person Singular von dar (du gabst recht) im Imperfekt.;Siempre (immer) ist ein klassischer Auslöser für das Imperfekt.
Verb dar Imperfekt (2. Sg. - Feste Wendung);Tú {{c1::dabas}} un grito cada vez que veías un ratón.;Du hast jedes Mal einen Schrei ausgestoßen, wenn du eine Maus sahst.;Bilde die 2. Person Singular von dar (du schrieest) im Imperfekt.;Veías ist das Imperfekt von ver (sehen).
Verb dar Imperfekt (2. Sg. - Reflexiv);Antes tú no te {{c1::dabas}} cuenta de la gravedad.;Früher hast du die Schwere (der Situation) nicht bemerkt.;Bilde die 2. Person Singular von dar für das reflexive Bemerken (darse cuenta) im Imperfekt.;Achte auf das Reflexivpronomen te vor dem Verb.
Verb dar Imperfekt (3. Sg. - Feste Wendung);El antiguo mapa {{c1::daba}} la dirección del hospital.;Die alte Karte gab (zeigte) die Adresse des Krankenhauses.;Bilde die 3. Person Singular von dar (es gab/zeigte) im Imperfekt.;Beschreibt den Zustand des Dokuments/der Karte in der Vergangenheit.
Verb dar Imperfekt (3. Sg. - Emotion);A ella le {{c1::daba}} pena esa noticia triste siempre.;Ihr tat diese traurige Nachricht immer leid.;Bilde die 3. Person Singular von dar (es tut leid) im Imperfekt.;Beschreibt ein andauerndes oder regelmäßig wiederkehrendes Gefühl.
Verb dar Imperfekt (3. Sg. - Feste Wendung);El sol {{c1::daba}} mucha luz por las mañanas.;Die Sonne gab morgens immer viel Licht.;Bilde die 3. Person Singular von dar (sie gab) im Imperfekt.;"Por las mañanas" drückt eine Gewohnheit aus ("morgens/jeden Morgen").
Verb dar Imperfekt (3. Sg. - Feste Wendung);El profesor {{c1::daba}} una clase cuando entré.;Der Lehrer hielt (gab) gerade eine Stunde, als ich reinkam.;Bilde die 3. Person Singular von dar (er/sie/es gab) im Imperfekt.;Das Hereinkommen (entré) unterbricht die andauernde Hintergrundhandlung des Unterrichtens.
Verb dar Imperfekt (3. Sg. - Egal sein);A él le {{c1::daba}} igual el precio de los coches.;Ihm war der Preis der Autos (damals dauerhaft) völlig egal.;Bilde die 3. Person Singular von dar für den Ausdruck "egal sein" (dar igual) im Imperfekt.;"Dar igual" beschreibt hier die andauernde Gleichgültigkeit in jener Zeit.
Verb dar Imperfekt (1. Pl. - Überreichen);Nosotros {{c1::dábamos}} los documentos al jefe cada mes.;Wir gaben dem Chef jeden Monat die Dokumente.;Bilde die 1. Person Plural von dar im Imperfekt. Achtung auf den Akzent!;Die Form dábamos trägt als einzige Imperfektform von dar einen Akzent auf dem ersten a.
Verb dar Imperfekt (1. Pl. - Feste Wendung);Antes nosotros {{c1::dábamos}} un paseo juntos.;Früher gingen wir zusammen spazieren.;Bilde die 1. Person Plural von dar (wir gingen spazieren) im Imperfekt mit Akzent.;Juntos passt sich im Geschlecht an die Gruppe an.
Verb dar Imperfekt (1. Pl. - Reflexiv);Nosotros nos {{c1::dábamos}} cuenta de los errores antes.;Wir bemerkten die Fehler früher (gaben uns Rechnung).;Bilde die 1. Person Plural von dar für das reflexive Bemerken (darse cuenta) im Imperfekt mit Akzent.;Das Reflexivpronomen lautet nos für die wir-Form.
Verb dar Imperfekt (1. Pl. - Feste Wendung);Nosotras siempre {{c1::dábamos}} las gracias por todo.;Wir bedankten uns früher immer für alles.;Bilde die 1. Person Plural von poner für eine rein weibliche Gruppe im Imperfekt mit Akzent.;"Dar las gracias" drückt das Bedanken aus.
Verb dar Imperfekt (1. Pl. - Feste Wendung);Nosotros {{c1::dábamos}} una vuelta por la plaza.;Wir drehten gerade eine Runde auf dem Platz (Hintergrund).;Bilde die 1. Person Plural von dar (wir drehten eine Runde) im Imperfekt mit Akzent.;Plaza ist ein weibliches Substantiv (la plaza).
Verb dar Imperfekt (2. Pl. - Frage);¿Vosotros qué le {{c1::dabais}} a vuestros amigos antes?;Was habt ihr euren Freunden früher (immer) gegeben?;Bilde die 2. Person Plural von dar (ihr gabt) im Imperfekt. Kein Akzent!;Die Form dabais der 2. Person Plural trägt keinen geschriebenen Akzent.
Verb dar Imperfekt (2. Pl. - Feste Wendung);Vosotros siempre me {{c1::dabais}} la razón en todo.;Ihr gabt mir immer in allem recht.;Bilde die 2. Person Plural von dar (ihr gabt recht) im Imperfekt.;"Dar la razón" drückt das Rechtgeben aus.
Verb dar Imperfekt (2. Pl. - Feste Wendung);Vosotras {{c1::dabais}} un abrazo a cada cumpleañera.;Ihr habt jede Geburtstagskind umarmt (gewohnheitsmäßig).;Bilde die 2. Person Plural von dar für eine rein weibliche Gruppe.;Cumpleañera bedeutet das weibliche Geburtstagskind.
Verb dar Imperfekt (2. Pl. - Reflexiv);Vosotros os {{c1::dabais}} cuenta de los cambios poco a poco.;Ihr bemerktet die Veränderungen nach und nach.;Bilde die 2. Person Plural von dar für das reflexive Bemerken mit dem Pronomen os im Imperfekt.;"Poco a poco" bedeutet Stück für Stück oder nach und nach.
Verb dar Imperfekt (2. Pl. - Ekeln);A vosotros os {{c1::daba}} asco la comida fría siempre.;Euch hat das kalte Essen früher immer angeekelt.;Bilde die 3. Person Singular von dar, da "la comida" das grammatikalische Subjekt ist.;"Dar asco a alguien" bedeutet jemanden anekeln.
Verb dar Imperfekt (3. Pl. - Überreichen);Los empleados {{c1::daban}} el contrato a cada cliente.;Die Angestellten gaben damals jedem Kunden den Vertrag.;Bilde die 3. Person Plural von dar (sie gaben) im Imperfekt.;Contrato und cliente gehören zum Grundwortschatz.
Verb dar Imperfekt (3. Pl. - Feste Wendung);Esos chicos {{c1::daban}} problemas a la escuela siempre.;Diese Jungs machten der Schule immer Probleme.;Bilde die 3. Person Plural von dar (sie gaben/machten) im Imperfekt.;"Dar problemas" bedeutet Schwierigkeiten bereiten.
Verb dar Imperfekt (3. Pl. - Emotion);A ellos les {{c1::daba}} alegría viajar en tren.;Ihnen bereitete das Reisen mit dem Zug Freude.;Bilde die 3. Person Singular von dar, da das substantivierte Verb "viajar" das Subjekt des Satzes ist.;"Dar alegría" drückt das Freude-Bereiten aus.
Verb dar Imperfekt (3. Pl. - Reflexiv);Ellos no se {{c1::daban}} cuenta de que era tarde.;Sie bemerkten damals nicht, dass es spät war.;Bilde die 3. Person Plural von dar für das reflexive Bemerken (darse cuenta) im Imperfekt.;Das Reflexivpronomen lautet se für die 3. Person Plural.
Verb dar Imperfekt (3. Pl. - Feste Wendung);Ellas {{c1::daban}} clases de música los sábados.;Sie gaben samstags immer Musikstunden.;Bilde die 3. Person Plural von dar für eine weibliche Gruppe im Imperfekt.;"Los sábados" (samstags/jeden Samstag) verlangt das Imperfekt.
Verb dar Futuro (1. Sg. - Feste Wendung);El próximo lunes yo {{c1::daré}} una conferencia importante.;Nächsten Montag werde ich einen wichtigen Vortrag halten (geben).;Bilde die 1. Person Singular von dar (ich werde geben) im Futuro Simple. Denke an den Akzent!;El próximo lunes ist ein klarer Signal-Ausdruck für die Zukunft.
Verb dar Futuro (1. Sg. - Feste Wendung);Mañana yo {{c1::daré}} un paso hacia mi nuevo proyecto.;Morgen werde ich einen Schritt in Richtung meines neuen Projekts tun.;Bilde die 1. Person Singular von dar (ich werde tun/geben) im Futuro Simple. Denke an den Akzent!;"Dar un paso" bedeutet einen Schritt tun oder machen.
Verb dar Futuro (1. Sg. - Überreichen);Pronto yo le {{c1::daré}} las llaves del coche al jefe.;Bald werde ich dem Chef die Autoschlüssel geben.;Bilde die 1. Person Singular von dar (ich werde geben) im Futuro Simple.;Das Pronomen le verweist hier redundant auf den Empfänger (al jefe).
Verb dar Futuro (1. Sg. - Feste Wendung);Yo {{c1::daré}} un buen consejo a mi hermano menor.;Ich werde meinem jüngeren Bruder einen guten Rat geben.;Bilde die 1. Person Singular von dar (ich werde geben) im Futuro Simple.;"Dar un consejo" bedeutet einen Rat erteilen oder geben.
Verb dar Futuro (1. Sg. - Reflexiv);Con los nuevos datos, yo me {{c1::daré}} cuenta de todo.;Mit den neuen Daten werde ich alles bemerken (mir Rechnung geben).;Bilde die 1. Person Singular von dar für das reflexive Bemerken (darse cuenta) im Futuro Simple.;"Darse cuenta de algo" drückt das Bemerken oder Einsehen aus.
Verb dar Futuro (2. Sg. - Frage);¿Tú qué le {{c1::darás}} de comer al niño mañana?;Was wirst du dem Kind morgen zu essen geben?;Bilde die 2. Person Singular von dar (du wirst geben) im Futuro Simple. Denke an den Akzent!;Die Form darás hat einen obligatorischen Akzent auf dem a.
Verb dar Futuro (2. Sg. - Feste Wendung);Tú {{c1::darás}} una vuelta por el centro comercial el martes.;Du wirst am Dienstag eine Runde im Einkaufszentrum drehen.;Bilde die 2. Person Singular von dar (du wirst eine Runde drehen) im Futuro Simple.;Wochentage nutzen im Spanischen den bestimmten Artikel (el martes = am Dienstag).
