main_topic;cloze_test;translation;hint;extra
Verb querer Indefinido (1. Sg. - Versuch);Ayer yo {{c1::quise}} hablar español con el director.;Gestern wollte (und versuchte) ich, mit dem Leiter Spanisch zu sprechen.;Bilde die 1. Person Singular von querer (ich wollte/versuchte) im Indefinido. Ohne Akzent!;Das Signalwort ayer (gestern) verlangt das Indefinido.
Verb querer Indefinido (1. Sg. - Weigerung);El lunes pasado yo no {{c1::quise}} ir a la oficina.;Letzten Montag wollte ich absolut nicht ins Büro gehen (ich habe mich geweigert).;Bilde die verneinte 1. Person Singular von querer im Indefinido.;Im Verneinten drückt das Indefinido eine aktive Weigerung aus ("no quise").
Verb querer Indefinido (1. Sg. - Entschluss);Por fin yo {{c1::quise}} hacer el trabajo de la oficina.;Endlich wollte (entschloss ich mich), die Büroarbeit zu machen.;Bilde die 1. Person Singular von querer im Indefinido.;"Por fin" (endlich) deutet auf einen punktuellen Entschluss hin.
Verb querer Indefinido (1. Sg. - Absicht);Anoche yo {{c1::quise}} buscar una solución rápida.;Gestern Abend wollte (versuchte) ich, eine schnelle Lösung zu suchen.;Bilde die 1. Person Singular von querer im Indefinido.;Anoche bedeutet gestern Abend oder letzte Nacht.
Verb querer Indefinido (1. Sg. - Weigerung);Yo no {{c1::quise}} hacer ese gran esfuerzo sola.;Ich wollte diese große Anstrengung alleine absolut nicht aufbringen.;Bilde die verneinte 1. Person Singular von querer für ein weibliches Subjekt.;Sola passt sich an das weibliche, implizite Subjekt (yo) an.
Verb querer Indefinido (2. Sg. - Frage);¿Tú por qué {{c1::quisiste}} hacer deporte ayer?;Warum wolltest (hast du versucht) gestern Sport zu machen?;Bilde die 2. Person Singular von querer (du wolltest) im Indefinido.;Die Endung für die 2. Person Singular bei starken Verben ist -iste.
Verb querer Indefinido (2. Sg. - Weigerung);Tú no {{c1::quisiste}} ir a la fiesta el sábado.;Du wolltest am Samstag absolut nicht zum Fest gehen (hast dich geweigert).;Bilde die 2. Person Singular von querer im Indefinido.;Der konkrete Wochentag fordert das Indefinido.
Verb querer Indefinido (2. Sg. - Entschluss);Tú {{c1::quisiste}} cambiar de coche el mes pasado.;Du wolltest letzten Monat das Auto wechseln (hast den Entschluss gefasst).;Bilde die 2. Person Singular von querer (du wolltest) im Indefinido.;"Cambiar de" bedeutet eine Sache auszutauschen.
Verb querer Indefinido (2. Sg. - Weigerung);Tú no {{c1::quisiste}} estar disponible el lunes.;Du wolltest am Montag absolut nicht verfügbar sein.;Bilde die verneinte 2. Person Singular von querer im Indefinido.;"El lunes" grenzt das Ereignis zeitlich genau ab.
Verb querer Indefinido (2. Sg. - Liebe Punkt);Ayer tú {{c1::quisiste}} mucho a tus amigos.;Gestern hast du deinen Freunden gegenüber viel Zuneigung gezeigt (sie punktuell gerngehabt).;Bilde die 2. Person Singular von querer im Indefinido.;Bei Personen verlangt querer das persönliche "a".
Verb querer Indefinido (3. Sg. - Entschluss);El director {{c1::quiso}} hacer la llamada el martes.;Der Leiter wollte (entschloss sich) am Dienstag den Anruf zu tätigen.;Bilde die 3. Person Singular von querer (er/sie/es wollte) im Indefinido. Stammvokal wechselt zu i!;Der Stamm wechselt zu quis-, die Endung für die 3. Person ist -o (quiso).
Verb querer Indefinido (3. Sg. - Weigerung);Ella no {{c1::quiso}} un despacho privado.;Sie wollte absolut kein privates Büro (sie hat es abgelehnt).;Bilde die verneinte 3. Person Singular von querer im Indefinido.;Despacho bedeutet Büro oder Arbeitszimmer und ist maskulin.
Verb querer Indefinido (3. Sg. - Versuch);Mi hijo menor {{c1::quiso}} ir en bicicleta ayer.;Mein jüngerer Sohn wollte (versuchte) gestern, Fahrrad zu fahren.;Bilde die 3. Person Singular von querer (er/sie/es wollte) im Indefinido.;Das Transportmittel wird mit en eingeleitet (en bicicleta).
Verb querer Indefinido (3. Sg. - Weigerung);Ella no {{c1::quiso}} ver a su madre el domingo.;Sie wollte ihre Mutter am Sonntag absolut nicht sehen.;Bilde die verneinte 3. Person Singular von querer im Indefinido.;"No quiso" zeigt die bewusste Weigerung an einem bestimmten Tag.
Verb querer Indefinido (3. Sg. - Versuch);El tren {{c1::quiso}} ir hacia el norte de noche.;Der Zug versuchte nachts (wollte) in Richtung Norden zu fahren.;Bilde die 3. Person Singular von querer (er/sie/es wollte) im Indefinido.;Hacia bedeutet in Richtung oder gegen.
Verb querer Indefinido (1. Pl. - Entschluss);El sábado nosotros {{c1::quisimos}} ir a la playa.;Am Samstag wollten (und beschlossen) wir, an den Strand zu gehen.;Bilde die 1. Person Plural von querer (wir wollten) im Indefinido.;Die unregelmäßigen Indefinido-Formen tragen niemals einen Akzent.
Verb querer Indefinido (1. Pl. - Versuch);Nosotros {{c1::quisimos}} hacer una fiesta grande.;Wir wollten (versuchten) ein großes Fest zu veranstalten.;Bilde die 1. Person Plural von querer (wir wollten) im Indefinido.;Fiesta (Fest/Party) ist ein weibliches Substantiv.
Verb querer Indefinido (1. Pl. - Absicht);Nosotras {{c1::quisimos}} buscar la solución juntas.;Wir wollten zusammen die Lösung suchen (haben den Versuch gestartet).;Bilde die 1. Person Plural von querer für eine rein weibliche Gruppe.;Juntas passt sich an das weibliche Pronomen nosotras an.
Verb querer Indefinido (1. Pl. - Weigerung);Nosotros no {{c1::quisimos}} problemas con nadie.;Wir wollten absolut keine Probleme mit jemandem haben (haben es abgelehnt).;Bilde die verneinte 1. Person Plural von querer im Indefinido.;Nadie bedeutet niemand und bleibt unverändert.
Verb querer Indefinido (1. Pl. - Entschluss);La semana pasada {{c1::quisimos}} viajar.;Letzte Woche wollten (und beschlossen) wir zu reisen.;Bilde die 1. Person Plural von querer (wir wollten) im Indefinido.;"La semana pasada" grenzt das Ereignis zeitlich klar ab.
Verb querer Indefinido (2. Pl. - Frage);¿Vosotros por qué {{c1::quisisteis}} hacer el proyecto?;Warum wolltet (habt ihr versucht) ihr das Projekt zu machen?;Bilde die 2. Person Plural von querer (ihr wolltet) im Indefinido. Ohne Akzent!;Die Endung für vosotros im unregelmäßigen Indefinido lautet -isteis.
Verb querer Indefinido (2. Pl. - Weigerung);Vosotros no {{c1::quisisteis}} ir al concierto.;Ihr wolltet absolut nicht zum Konzert gehen (ihr habt euch geweigert).;Bilde die 2. Person Plural von querer (ihr wolltet nicht) im Indefinido.;Concierto ist ein maskulines Substantiv (el concierto).
Verb querer Indefinido (2. Pl. - Weigerung);Vosotras no {{c1::quisisteis}} hablar en público.;Ihr wolltet absolut nicht in der Öffentlichkeit sprechen.;Bilde die 2. Person Plural von querer für eine rein weibliche Gruppe im Indefinido.;Público trägt einen Akzent auf dem u.
Verb querer Indefinido (2. Pl. - Entschluss);Vosotros {{c1::quisisteis}} hacer un viaje largo.;Ihr wolltet (und beschlosst) eine lange Reise zu machen.;Bilde die 2. Person Plural von querer (ihr wolltet) im Indefinido.;Viaje ist im Spanischen maskulin (un viaje largo).
Verb querer Indefinido (2. Pl. - Weigerung);Vosotros no me {{c1::quisisteis}} hacer ese favor.;Ihr wolltet mir diesen Gefallen absolut nicht tun.;Bilde die verneinte 2. Person Plural von querer im Indefinido.;Das Pronomen me bezieht sich auf "mir".
Verb querer Indefinido (3. Pl. - Entschluss);Los empleados {{c1::quisieron}} hacer una reunión.;Die Angestellten wollten (beschlossen) eine Besprechung zu machen.;Bilde die 3. Person Plural von querer (sie wollten) im Indefinido.;Die Endung für die 3. Person Plural lautet -ieron (quisieron).
Verb querer Indefinido (3. Pl. - Weigerung);Esos chicos no {{c1::quisieron}} entrar al estadio.;Diese Jungs wollten das Stadion absolut nicht betreten.;Bilde die verneinte 3. Person Plural von querer im Indefinido.;Estadio ist ein maskulines Substantiv (el estadio).
Verb querer Indefinido (3. Pl. - Weigerung);Ellos no {{c1::quisieron}} ver a sus abuelos ayer.;Sie wollten gestern ihre Großeltern absolut nicht sehen.;Bilde die 3. Person Plural von querer (sie wollten nicht) im Indefinido.;Abuelo bedeutet Großvater, im Plural steht es für Großeltern.
Verb querer Indefinido (3. Pl. - Entschluss);Las nuevas empresas {{c1::quisieron}} hacer cambios.;Die neuen Unternehmen wollten (beschlossen) Veränderungen vorzunehmen.;Bilde die 3. Person Plural von querer für ein weibliches Plural-Subjekt im Indefinido.;Cambio bedeutet Veränderung oder Wechsel.
Verb querer Indefinido (3. Pl. - Weigerung);Ellas no {{c1::quisieron}} estar en el hotel.;Sie wollten absolut nicht im Hotel sein (haben sich geweigert).;Bilde die 3. Person Plural von querer für eine weibliche Gruppe im Indefinido.;Hotel ist im Spanischen maskulin (el hotel).
Verb querer Imperfekt (1. Sg. - Wunsch);Antes yo {{c1::quería}} hablar español con fluidez.;Früher wollte ich fließend Spanisch sprechen.;Bilde die 1. Person Singular von querer (ich wollte) im Imperfekt.;Das Signalwort antes (früher) deutet auf einen andauernden Wunsch im Imperfekt hin.
Verb querer Imperfekt (1. Sg. - Zustand);Yo {{c1::quería}} hacer el trabajo pero no tuve tiempo.;Ich wollte die Arbeit machen, aber ich hatte keine Zeit.;Bilde die 1. Person Singular von querer (ich wollte) im Imperfekt.;Beschreibt das andauernde Vorhaben im Hintergrund, bevor das Hindernis eintrat.
Verb querer Imperfekt (1. Sg. - Liebe);De niño yo {{c1::quería}} mucho a mi hermano mayor.;Als Kind liebte ich meinen älteren Bruder sehr (hatte ihn sehr gern).;Bilde die 1. Person Singular von querer (ich liebte) im Imperfekt.;Lebensabschnitte wie die Kindheit erfordern für andauernde Gefühle das Imperfekt.
Verb querer Imperfekt (1. Sg. - Wunsch);En esa época yo {{c1::quería}} un coche nuevo und rojo.;In jener Epoche wollte ich ein neues, rotes Auto.;Bilde die 1. Person Singular von querer (ich wollte) im Imperfekt.;"En esa época" beschreibt den damaligen Zustand des Wünschens.
Verb querer Imperfekt (1. Sg. - Absicht);Yo {{c1::quería}} buscar una solución sola en la oficina.;Ich wollte in der Büro alleine eine Lösung suchen.;Bilde die 1. Person Singular von querer für ein weibliches Subjekt im Imperfekt.;Sola passt sich an das weibliche, implizite Subjekt (yo) an.
Verb querer Imperfekt (2. Sg. - Frage);¿Tú qué {{c1::querías}} hacer en tu tiempo libre antes?;Was wolltest du früher in deiner Freizeit tun?;Bilde die 2. Person Singular von querer (du wolltest) im Imperfekt.;Fragt nach früheren Interessen oder regelmäßigen Wünschen.
Verb querer Imperfekt (2. Sg. - Absicht);Tú {{c1::querías}} ir a la fiesta el sábado, ¿verdad?;Du wolltest am Samstag zum Fest gehen, richtig?;Bilde die 2. Person Singular von querer (du wolltest) im Imperfekt.;Dient als Hintergrundbeschreibung für eine vergangene Situation.
Verb querer Imperfekt (2. Sg. - Wunsch);Tú {{c1::querías}} cambiar de coche el año pasado.;Du wolltest letztes Jahr das Auto wechseln.;Bilde die 2. Person Singular von querer (du wolltest) im Imperfekt.;"Cambiar de" bedeutet eine Sache gegen eine andere auszutauschen.
Verb querer Imperfekt (2. Sg. - Liebe);De joven tú {{c1::querías}} mucho a tus amigos.;Als Jugendlicher hattest du deine Freunde sehr gern (liebtest sie).;Bilde die 2. Person Singular von querer (du liebtest) im Imperfekt.;"De joven" (als Jugendlicher) fordert beschreibend das Imperfekt.
Verb querer Imperfekt (2. Sg. - Erreichbarkeit);Tú siempre {{c1::querías}} estar disponible los lunes.;Du wolltest montags immer verfügbar sein.;Bilde die 2. Person Singular von querer (du wolltest) im Imperfekt.;Das Signalwort siempre (immer) verlangt das Imperfekt.
Verb querer Imperfekt (3. Sg. - Absicht);El director {{c1::quería}} hacer la llamada siempre.;Der Leiter wollte den Anruf immer tätigen (machen).;Bilde die 3. Person Singular von querer (er/sie/es wollte) im Imperfekt.;Jede Form trägt einen geschriebenen Akzent auf dem i (quería).
Verb querer Imperfekt (3. Sg. - Wunsch);Ella {{c1::quería}} un despacho privado en el centro.;Sie wollte ein privates Büro im Zentrum.;Bilde die 3. Person Singular von querer (er/sie/es wollte) im Imperfekt.;Despacho bedeutet Büro oder Arbeitszimmer.
Verb querer Imperfekt (3. Sg. - Absicht);Mi hijo menor {{c1::quería}} ir en bicicleta.;Mein jüngerer Sohn wollte Fahrrad fahren.;Bilde die 3. Person Singular von querer (er/sie/es wollte) im Imperfekt.;Das Transportmittel wird mit en eingeleitet (en bicicleta).
Verb querer Imperfekt (3. Sg. - Liebe);Ella {{c1::quería}} mucho a su madre de pequeña.;Als Kleine (als Kind) liebte sie ihre Mutter sehr.;Bilde die 3. Person Singular von querer (er/sie/es liebte) im Imperfekt.;Das persönliche "a" steht vor Personen nach dem Verb querer.
Verb querer Imperfekt (3. Sg. - Absicht);El tren {{c1::quería}} ir hacia el norte por la vía.;Der Zug wollte (sollte) in Richtung Norden auf dem Gleis fahren.;Bilde die 3. Person Singular von querer (er/sie/es wollte) im Imperfekt.;Hacia bedeutet in Richtung oder gegen.
Verb querer Imperfekt (1. Pl. - Wunsch);En verano nosotros {{c1::queríamos}} ir a la playa.;Im Sommer wollten wir an den Strand gehen.;Bilde die 1. Person Plural von querer (wir wollten) im Imperfekt. Denke an den Akzent!;Jede Form im Imperfekt von querer hat einen Akzent auf dem i (queríamos).
Verb querer Imperfekt (1. Pl. - Absicht);Nosotros {{c1::queríamos}} hacer una fiesta grande.;Wir wollten ein großes Fest veranstalten (machen).;Bilde die 1. Person Plural von querer (wir wollten) im Imperfekt mit Akzent.;Fiesta ist ein weibliches Substantiv (la fiesta).
Verb querer Imperfekt (1. Pl. - Absicht);Nosotras {{c1::queríamos}} buscar la solución juntas.;Wir wollten zusammen nach der Lösung suchen.;Bilde die 1. Person Plural von querer für eine rein weibliche Gruppe.;Juntas passt sich an das weibliche Pronomen nosotras an.
Verb querer Imperfekt (1. Pl. - Wunsch);Nosotros no {{c1::queríamos}} problemas con nadie.;Wir wollten mit niemandem Probleme (haben).;Bilde die verneinte 1. Person Plural von querer im Imperfekt mit Akzent.;Problema endet auf -a, ist aber maskulin (los problemas).
Verb querer Imperfekt (1. Pl. - Liebe);Nosotros {{c1::queríamos}} mucho a nuestra familia.;Wir liebten unsere Familie sehr (hatten sie sehr gern).;Bilde die 1. Person Plural von querer (wir liebten) im Imperfekt mit Akzent.;Nuestra passt sich an das weibliche Substantiv familia an.
Verb querer Imperfekt (2. Pl. - Frage);¿Vosotros qué {{c1::queríais}} hacer en el proyecto?;Was wolltet ihr bei dem Projekt tun?;Bilde die 2. Person Plural von querer (ihr wolltet) im Imperfekt. Achte auf den Akzent!;Die Endung für vosotros lautet -íais (queríais).
Verb querer Imperfekt (2. Pl. - Wunsch);Vosotros {{c1::queríais}} ir al concierto de música.;Ihr wolltet zum Musikkonzert gehen.;Bilde die 2. Person Plural von querer (ihr wolltet) im Imperfekt mit Akzent.;Música hat einen Akzent auf dem u (la música).
Verb querer Imperfekt (2. Pl. - Liebe);Vosotras {{c1::queríais}} mucho a vuestros padres.;Ihr liebtet eure Eltern sehr.;Bilde die 2. Person Plural von querer für eine rein weibliche Gruppe im Imperfekt.;Padres steht für Eltern oder Väter.
Verb querer Imperfekt (2. Pl. - Wunsch);Vosotros {{c1::queríais}} hacer un viaje largo.;Ihr wolltet eine lange Reise machen.;Bilde die 2. Person Plural von querer (ihr wolltet) im Imperfekt mit Akzent.;Viaje ist im Spanischen maskulin (un viaje largo).
Verb querer Imperfekt (2. Pl. - Absicht);¿Vosotros me {{c1::queríais}} hacer un favor ayer?;Wolltet ihr mir gestern einen Gefallen tun?;Bilde die 2. Person Plural von querer (ihr wolltet) im Imperfekt mit Akzent.;Das Pronomen me bezieht sich auf "mir".
Verb querer Imperfekt (3. Pl. - Absicht);Los empleados {{c1::querían}} hacer una reunión larga.;Die Angestellten wollten eine lange Besprechung machen.;Bilde die 3. Person Plural von querer (sie wollten) im Imperfekt.;Dient als andauernde Hintergrundbeschreibung in einer Erzählung.
Verb querer Imperfekt (3. Pl. - Wunsch);Esos chicos {{c1::querían}} entrar al estadio solo.;Diese Jungs wollten das Stadion alleine betreten.;Bilde die 3. Person Plural von querer (sie wollten) im Imperfekt.;Estadio ist ein maskulines Substantiv (el estadio).
Verb querer Imperfekt (3. Pl. - Liebe);Ellos {{c1::querían}} mucho a sus abuelos siempre.;Sie liebten ihre Großeltern immer sehr.;Bilde die 3. Person Plural von querer (sie liebten) im Imperfekt.;Abuelo bedeutet Großvater, im Plural steht es für Großeltern.
Verb querer Imperfekt (3. Pl. - Wunsch);Las nuevas empresas {{c1::querían}} hacer cambios.;Die neuen Unternehmen wollten Veränderungen vornehmen.;Bilde die 3. Person Plural von querer für ein weibliches Plural-Subjekt im Imperfekt.;Cambio bedeutet Veränderung oder Wechsel.
Verb querer Imperfekt (3. Pl. - Wunsch);Ellas {{c1::querían}} estar en el hotel a las diez.;Sie wollten um zehn Uhr im Hotel sein.;Bilde die 3. Person Plural von querer für eine weibliche Gruppe im Imperfekt.;"Hotel" ist im Spanischen maskulin (el hotel).
Verb querer Futuro (1. Sg. - Absicht);El próximo año yo {{c1::querré}} estudiar más español.;Nächstes Jahr werde ich mehr Spanisch lernen wollen.;Bilde die 1. Person Singular von querer (ich werde wollen) im Futuro Simple. Denke an das Doppel-r (querré)!;El próximo año ist ein klassischer Auslöser für die Zukunft.
Verb querer Futuro (1. Sg. - Wunsch);Mañana yo {{c1::querré}} hacer el trabajo temprano.;Morgen werde ich die Arbeit früh machen wollen.;Bilde die 1. Person Singular von querer im Futuro Simple. Denke an den Akzent!;Auf das Verb querer folgt im Satzgefüge meist direkt ein Infinitiv.
Verb querer Futuro (1. Sg. - Liebe);Yo siempre {{c1::querré}} a mi hermano mayor.;Ich werde meinen älteren Bruder immer lieben (gernhaben).;Bilde die 1. Person Singular von querer im Futuro Simple.;Bezieht sich querer auf Personen, verlangt es das persönliche "a" (querer a alguien).
Verb querer Futuro (1. Sg. - Wunsch);Pronto yo {{c1::querré}} un coche nuevo y rápido.;Bald werde ich ein neues und schnelles Auto wollen.;Bilde die 1. Person Singular von querer im Futuro Simple.;Pronto bedeutet bald oder schnell.
Verb querer Futuro (1. Sg. - Absicht);Yo no {{c1::querré}} buscar una solución sola hoy.;Ich werde heute alleine keine Lösung suchen wollen.;Bilde die verneinte 1. Person Singular von querer für ein weibliches Subjekt.;Sola passt sich an das weibliche, implizite Subjekt (yo) an.
Verb querer Futuro (2. Sg. - Frage);¿Tú {{c1::querrás}} hacer deporte conmigo mañana?;Wirst du morgen mit mir Sport machen wollen?;Bilde die 2. Person Singular von querer (du wirst wollen) im Futuro Simple. Denke an den Akzent!;Die Form querrás hat einen obligatorischen Akzent auf dem a.
Verb querer Futuro (2. Sg. - Absicht);Tú {{c1::querrás}} ir a la fiesta el sábado, ¿no?;Du wirst am Samstag zum Fest gehen wollen, richtig?;Bilde die 2. Person Singular von querer im Futuro Simple.;Fiesta ist ein weibliches Substantiv (la fiesta).
Verb querer Futuro (2. Sg. - Wunsch);Tú {{c1::querrás}} cambiar de coche el próximo año.;Du wirst nächstes Jahr das Auto wechseln wollen.;Bilde die 2. Person Singular von querer im Futuro Simple.;"Cambiar de" bedeutet eine Sache gegen eine andere auszutauschen.
Verb querer Futuro (2. Sg. - Liebe);Tú siempre {{c1::querrás}} a tus amigos.;Du wirst deine Freunde immer lieben (gernhaben).;Bilde die 2. Person Singular von querer im Futuro Simple.;Drückt eine treue freundschaftliche Zuneigung aus.
Verb querer Futuro (2. Sg. - Vermutung Wunsch);¿Tú qué {{c1::querrás}} decir con esa cara ahora?;Was willst du jetzt wohl mit diesem Gesichtsausdruck sagen?;Bilde die 2. Person Singular von querer im Futuro für eine Vermutung im Jetzt.;Das Futuro drückt hier eine Vermutung über einen aktuellen Wunsch aus ("Was magst du wohl wollen?").
