main_topic;cloze_test;translation;hint;extra
Verb deber Präsens (2. Pl. - Vermutung);Vosotros {{c1::debéis de}} ir al concierto ahora, supongo.;Ihr müsst wohl jetzt zum Konzert gehen, nehme ich an.;Bilde die Struktur für eine Vermutung (ihr müsst wohl ... tun) im Präsens mit Akzent.;Supongo ist die 1. Person Singular von suponer (annehmen).
Verb deber Präsens (2. Pl. - Verpflichtung);Vosotras {{c1::debéis}} hablar en público sin miedo heute.;Ihr müsst heute ohne Angst in der Öffentlichkeit sprechen.;Bilde die 2. Person Plural von deber für eine rein weibliche Gruppe mit Akzent.;Público trägt einen Akzent auf dem u.
Verb deber Präsens (2. Pl. - Schulden);¿Vosotros cuántos euros le {{c1::debéis}} al hotel?;Wie viele Euro schuldet ihr dem Hotel?;Bilde die 2. Person Plural von deber (ihr schuldet) im Präsens mit Akzent.;Verschmelzung von a + el = al vor hotel.
Verb deber Präsens (2. Pl. - Verpflichtung);Vosotros {{c1::debéis}} hacer un viaje largo este año.;Ihr müsst dieses Jahr eine lange Reise machen.;Bilde die 2. Person Plural von deber (ihr müsst) im Präsens mit Akzent.;Viaje ist im Spanischen maskulin (un viaje largo).
Verb deber Präsens (3. Pl. - Verpflichtung);Los empleados {{c1::deben}} hacer una reunión larga.;Die Angestellten müssen eine lange Besprechung machen.;Bilde die 3. Person Plural von deber (sie müssen) im Präsens.;Die Form lautet ganz regelmäßig deben.
Verb deber Präsens (3. Pl. - Verbot);Esos chicos no {{c1::deben}} entrar al estadio solo.;Diese Jungs dürfen das Stadion nicht alleine betreten.;Bilde die verneinte 3. Person Plural von deber im Präsens.;"No deben" steht hier für ein klares Verbot im Plural.
Verb deber Präsens (3. Pl. - Unpersönlich Plural);Aquí se {{c1::deben}} buscar los documentos del plan.;Hier müssen die Dokumente des Plans gesucht werden (man muss sie suchen).;Bilde die unpersönliche Form im Plural (se deben) im Präsens.;Da "los documentos" im Plural steht, wechselt auch se debe zu se deben.
Verb deber Präsens (3. Pl. - Verpflichtung);Las nuevas empresas {{c1::deben}} hacer cambios rápidos.;Die neuen Unternehmen müssen schnelle Veränderungen vornehmen.;Bilde die 3. Person Plural von deber für ein weibliches Plural-Subjekt.;Cambio bedeutet Veränderung oder Wechsel.
Verb deber Präsens (3. Pl. - Vermutung);Ellas {{c1::deben de}} estar en el hotel a las diez.;Sie müssen wohl um zehn Uhr im Hotel sein.;Bilde die Struktur für eine Vermutung für eine weibliche Gruppe im Präsens.;Drückt eine starke logische Vermutung über den Zustand anderer Personen aus.
Verb deber Indefinido (1. Sg. - Verpflichtung);Ayer yo {{c1::debí}} estudiar español por la tarde.;Gestern musste ich nachmittags Spanisch lernen.;Bilde die 1. Person Singular von deber (ich musste) im Indefinido. Mit Akzent!;Das Signalwort ayer (gestern) verlangt das Indefinido.
Verb deber Indefinido (1. Sg. - Schulden);El lunes pasado yo {{c1::debí}} pagar diez euros.;Letzten Montag musste ich zehn Euro bezahlen (ich schuldete sie).;Bilde die 1. Person Singular von deber im Indefinido.;"El lunes pasado" grenzt das Ereignis zeitlich genau ab.
Verb deber Indefinido (1. Sg. - Verpflichtung);Por fin yo {{c1::debí}} hablar con el director ayer.;Endlich musste ich gestern mit dem Leiter sprechen.;Bilde die 1. Person Singular von deber (ich musste) im Indefinido.;"Por fin" (endlich) deutet auf den konkreten Moment der Pflicht hin.
Verb deber Indefinido (1. Sg. - Gelingen);Anoche yo {{c1::debí}} terminar todo el trabajo.;Gestern Abend musste ich die gesamte Arbeit beenden.;Bilde die 1. Person Singular von deber (ich musste) im Indefinido.;Anoche bedeutet gestern Abend oder letzte Nacht.
Verb deber Indefinido (1. Sg. - Verpflichtung);Yo no {{c1::debí}} hacer ese gran esfuerzo sola.;Ich hätte diese große Anstrengung alleine nicht machen müssen (sollen).;Bilde die verneinte 1. Person Singular von deber für ein weibliches Subjekt.;Rückblickend drückt "no debí" oft ein Bedauern aus ("ich hätte nicht sollen").
Verb deber Indefinido (2. Sg. - Frage);¿Tú por qué {{c1::debiste}} hacer deporte ayer?;Warum musstest du gestern Sport machen?;Bilde die 2. Person Singular von deber (du musstest) im Indefinido.;Die regelmäßige Endung für die 2. Person Singular auf -er lautet -iste.
Verb deber Indefinido (2. Sg. - Verpflichtung);Tú {{c1::debiste}} ir a la fiesta el sábado pasado.;Du hättest am letzten Samstag zum Fest gehen müssen.;Bilde die 2. Person Singular von deber (du musstest) im Indefinido.;Drückt aus, dass die Pflicht an diesem konkreten Tag bestand.
Verb deber Indefinido (2. Sg. - Verpflichtung);Tú {{c1::debiste}} cambiar de coche el mes pasado.;Du musstest letzten Monat das Auto wechseln.;Bilde die 2. Person Singular von deber (du musstest) im Indefinido.;"Cambiar de" bedeutet eine Sache auszutauschen.
Verb deber Indefinido (2. Sg. - Schulden);Tú le {{c1::debiste}} el dinero del viaje el lunes.;Du musstest (schuldetest) ihm das Geld der Reise am Montag bezahlen.;Bilde die 2. Person Singular von deber im Indefinido.;Das Pronomen le bezieht sich auf "ihm".
Verb deber Indefinido (2. Sg. - Verpflichtung);Tú {{c1::debiste}} estar disponible el domingo.;Du musstest am Sonntag verfügbar sein.;Bilde die 2. Person Singular von deber (du musstest) im Indefinido.;Der konkrete Wochentag fordert das Indefinido.
Verb deber Indefinido (3. Sg. - Verpflichtung);El director {{c1::debió}} hacer la llamada el martes.;Der Leiter musste am Dienstag den Anruf tätigen.;Bilde die 3. Person Singular von deber (er/sie/es musste) im Indefinido. Mit Akzent!;Die regelmäßige Endung für die 3. Person Singular lautet -ió (debió).
Verb deber Indefinido (3. Sg. - Verbot);Ella no {{c1::debió}} entrar en el despacho ayer.;Sie hätte gestern nicht in das Büro hineingehen dürfen (sollen).;Bilde die verneinte 3. Person Singular von deber im Indefinido.;"No debió" drückt rückblickend eine falsche Handlung aus.
Verb deber Indefinido (3. Sg. - Verpflichtung);Mi hijo menor {{c1::debió}} ir en bicicleta ayer.;Mein jüngerer Sohn musste gestern mit dem Fahrrad fahren.;Bilde die 3. Person Singular von deber (er/sie/es musste) im Indefinido.;Das Transportmittel wird mit en eingeleitet (en bicicleta).
Verb deber Indefinido (3. Sg. - Unpersönlich);Ayer se {{c1::debió}} pagar el precio total en efectivo.;Gestern musste man den Gesamtpreis in bar bezahlen.;Bilde die unpersönliche Form mit se (man musste) im Indefinido.;"Se debió + Infinitiv" drückt eine unpersönliche Pflicht an diesem Tag aus.
Verb deber Indefinido (3. Sg. - Verpflichtung);El tren {{c1::debió}} ir hacia el norte por la huelga.;Der Zug musste wegen des Streiks in Richtung Norden fahren.;Bilde die 3. Person Singular von deber (er/sie/es musste) im Indefinido.;Hacia bedeutet in Richtung, huelga bedeutet Streik.
Verb deber Indefinido (1. Pl. - Verpflichtung);El sábado nosotros {{c1::debimos}} ir a la playa.;Am Samstag mussten wir an den Strand gehen.;Bilde die 1. Person Plural von deber (wir mussten) im Indefinido.;Die Form debimos hat im Indefinido keinen Akzent.
Verb deber Indefinido (1. Pl. - Verpflichtung);Nosotros {{c1::debimos}} hacer una fiesta la semana pasada.;Wir mussten letzte Woche ein Fest machen (vorbereiten).;Bilde die 1. Person Plural von deber (wir mussten) im Indefinido.;"La semana pasada" grenzt das Ereignis zeitlich klar ab.
Verb deber Indefinido (1. Pl. - Verpflichtung);Nosotras {{c1::debimos}} buscar la solución juntas ayer.;Wir mussten gestern zusammen die Lösung suchen.;Bilde die 1. Person Plural von deber für eine rein weibliche Gruppe.;Juntas passt sich an das weibliche Pronomen nosotras an.
Verb deber Indefinido (1. Pl. - Schulden);Nosotros le {{c1::debimos}} dinero a la empresa el año pasado.;Wir schuldeten (mussten zahlen) der Firma letztes Jahr Geld.;Bilde die 1. Person Plural von deber im Indefinido.;"El año pasado" verlangt das Indefinido.
Verb deber Indefinido (1. Pl. - Verpflichtung);Nosotros {{c1::debimos}} estar de acuerdo el lunes.;Wir mussten uns am Montag einig sein.;Bilde die 1. Person Plural von deber (wir mussten) im Indefinido.;"Estar de acuerdo" bedeutet einverstanden sein.
Verb deber Indefinido (2. Pl. - Frage);¿Vosotros {{c1::debisteis}} hacer el proyecto ayer?;Musstet ihr das Projekt gestern machen?;Bilde die 2. Person Plural von deber (ihr musstet) im Indefinido. Ohne Akzent!;Die regelmäßige Endung für vosotros lautet -isteis.
Verb deber Indefinido (2. Pl. - Verpflichtung);Vosotros {{c1::debisteis}} ir al concierto el martes.;Ihr musstet am Dienstag zum Konzert gehen.;Bilde die 2. Person Plural von deber (ihr musstet) im Indefinido.;Concierto ist ein maskulines Substantiv.
Verb deber Indefinido (2. Pl. - Verpflichtung);Vosotras {{c1::debisteis}} hablar en público ayer.;Ihr musstet gestern in der Öffentlichkeit sprechen.;Bilde die 2. Person Plural von deber für eine rein weibliche Gruppe im Indefinido.;Público trägt einen Akzent auf dem u.
Verb deber Indefinido (2. Pl. - Schulden);¿Vosotros cuántos euros le {{c1::debisteis}} al hotel?;Wie viele Euro musstet ihr dem Hotel bezahlen (schuldetet ihr)?;Bilde die 2. Person Plural von deber (ihr musstet/schuldetet) im Indefinido.;Verschmelzung von a + el = al vor hotel.
Verb deber Indefinido (2. Pl. - Verpflichtung);Vosotros {{c1::debisteis}} hacer un viaje largo este año.;Ihr musstet dieses Jahr eine lange Reise machen.;Bilde die 2. Person Plural von deber (ihr musstet) im Indefinido.;Viaje ist im Spanischen maskulin (un viaje largo).
Verb deber Indefinido (3. Pl. - Verpflichtung);Los empleados {{c1::debieron}} hacer una reunión ayer.;Die Angestellten mussten gestern eine Besprechung machen.;Bilde die 3. Person Plural von deber (sie mussten) im Indefinido.;Die regelmäßige Endung lautet -ieron (debieron).
Verb deber Indefinido (3. Pl. - Verbot);Esos chicos no {{c1::debieron}} entrar al estadio.;Diese Jungs hätten das Stadion nicht betreten dürfen (sollen).;Bilde die verneinte 3. Person Plural von deber im Indefinido.;Drückt rückblickend einen Tadel oder ein Fehlverhalten aus.
Verb deber Indefinido (3. Pl. - Unpersönlich Plural);Ayer se {{c1::debieron}} buscar los documentos.;Gestern mussten die Dokumente gesucht werden.;Bilde die unpersönliche Form im Plural (se debieron) im Indefinido.;Da "los documentos" im Plural steht, wechselt auch se debió zu se debieron.
Verb deber Indefinido (3. Pl. - Verpflichtung);Las nuevas empresas {{c1::debieron}} hacer cambios.;Die neuen Unternehmen mussten Veränderungen vornehmen.;Bilde die 3. Person Plural von deber für ein weibliches Plural-Subjekt im Indefinido.;Cambio bedeutet Veränderung oder Wechsel.
Verb deber Indefinido (3. Pl. - Verpflichtung);Ellas {{c1::debieron}} estar en el hotel a las diez.;Sie mussten um zehn Uhr im Hotel sein.;Bilde die 3. Person Plural von deber für eine weibliche Gruppe im Indefinido.;Hotel ist im Spanischen maskulin (el hotel).
Verb deber Imperfekt (1. Sg. - Verpflichtung);Antes yo {{c1::debía}} estudiar español todos los días.;Früher musste (sollte) ich jeden Tag Spanisch lernen.;Bilde die 1. Person Singular von deber (ich musste) im Imperfekt.;Das Signalwort antes (früher) deutet auf eine andauernde Verpflichtung im Imperfekt hin.
Verb deber Imperfekt (1. Sg. - Schulden);En esa época yo te {{c1::debía}} diez euros.;In jener Epoche schuldete ich dir zehn Euro.;Bilde die 1. Person Singular von deber (ich schuldete) im Imperfekt.;"En esa época" beschreibt einen andauernden Zustand in der Vergangenheit.
Verb deber Imperfekt (1. Sg. - Empfehlung);Yo {{c1::debía}} hablar con el director, pero no estaba.;Ich sollte (eigentlich) mit dem Leiter sprechen, aber er war nicht da.;Bilde die 1. Person Singular von deber (ich sollte) im Imperfekt.;Beschreibt die andauernde Absicht oder Empfehlung im Hintergrund.
Verb deber Imperfekt (1. Sg. - Verpflichtung);Yo {{c1::debía}} terminar todo el trabajo de la oficina.;Ich musste (damals) die gesamte Büroarbeit beenden.;Bilde die 1. Person Singular von deber (ich musste) im Imperfekt.;Jede Form trägt einen geschriebenen Akzent auf dem i (debía).
Verb deber Imperfekt (1. Sg. - Verbot);Yo no {{c1::debía}} hacer ese gran esfuero sola.;Ich durfte (sollte) diese große Anstrengung alleine nicht machen.;Bilde die verneinte 1. Person Singular von deber für ein weibliches Subjekt.;Sola passt sich an das weibliche, implizite Subjekt (yo) an.
Verb deber Imperfekt (2. Sg. - Frage);¿Tú no {{c1::debías}} hacer deporte ayer por la mañana?;Musstest (solltest) du gestern Morgen keinen Sport machen?;Bilde die 2. Person Singular von deber (du musstest) im Imperfekt.;Fragt nach den andauernden Umständen oder Vorgaben an diesem Tag.
Verb deber Imperfekt (2. Sg. - Vermutung);Tú {{c1::debías de}} estar muy cansado con ese ritmo.;Du musstest (damals wohl) mit diesem Rhythmus sehr müde sein.;Bilde die Struktur für eine Vermutung (du musstest wohl ... sein) im Imperfekt.;"Deber + de + Infinitiv" drückt auch in der Vergangenheit eine starke Vermutung aus.
Verb deber Imperfekt (2. Sg. - Verpflichtung);Tú {{c1::debías}} cambiar de coche el año pasado.;Du musstest (solltest) letztes Jahr das Auto wechseln.;Bilde die 2. Person Singular von deber (du musstest) im Imperfekt.;"Cambiar de" bedeutet eine Sache auszutauschen.
Verb deber Imperfekt (2. Sg. - Schulden);Tú le {{c1::debías}} el dinero del viaje a tu hermano.;Du schuldetest deinem Bruder das Geld für die Reise.;Bilde die 2. Person Singular von deber (du schuldetest) im Imperfekt.;Das Pronomen le bezieht sich auf "deinem Bruder".
Verb deber Imperfekt (2. Sg. - Erreichbarkeit);Tú siempre {{c1::debías}} estar disponible los lunes.;Du musstest montags immer verfügbar sein.;Bilde die 2. Person Singular von deber (du musstest) im Imperfekt.;Siempre (immer) ist ein klassischer Auslöser für das Imperfekt.
Verb deber Imperfekt (3. Sg. - Verpflichtung);El director {{c1::debía}} hacer una llamada importante.;Der Leiter musste (gerade) einen wichtigen Anruf tätigen.;Bilde die 3. Person Singular von deber (er/sie/es musste) im Imperfekt.;Dient als andauernde Hintergrundbeschreibung in einer Erzählung.
Verb deber Imperfekt (3. Sg. - Verbot);Ella no {{c1::debía}} entrar en ese despacho privado.;Sie durfte dieses private Büro (damals grundsätzlich) nicht betreten.;Bilde die verneinte 3. Person Singular von deber im Imperfekt.;Despacho bedeutet Büro oder Arbeitszimmer.
Verb deber Imperfekt (3. Sg. - Vermutung);Él {{c1::debía de}} ir en bicicleta porque no tenía coche.;Er musste damals wohl mit dem Fahrrad fahren, weil er kein Auto hatte.;Bilde die Struktur für eine Vermutung (er musste wohl ... tun) im Imperfekt.;Tenía ist das Imperfekt von tener.
Verb deber Imperfekt (3. Sg. - Unpersönlich);Antes se {{c1::debía}} pagar todo en efectivo aquí.;Früher musste man hier alles in bar bezahlen.;Bilde die unpersönliche Form mit se (man musste) im Imperfekt.;"Se debía + Infinitiv" beschreibt eine frühere allgemeine Regel oder Pflicht.
Verb deber Imperfekt (3. Sg. - Richtung);El tren {{c1::debía}} ir hacia el norte por la huelga.;Der Zug musste wegen des Streiks in Richtung Norden fahren.;Bilde die 3. Person Singular von deber (er/sie/es musste) im Imperfekt.;Hacia bedeutet in Richtung, huelga bedeutet Streik.
Verb deber Imperfekt (1. Pl. - Verpflichtung);En verano nosotros {{c1::debíamos}} ir a la playa mucho.;Im Sommer mussten wir viel an den Strand gehen (Vorgabe).;Bilde die 1. Person Plural von deber (wir mussten) im Imperfekt. Denke an den Akzent!;Jede Form im Imperfekt von deber hat einen Akzent auf dem i (debíamos).
Verb deber Imperfekt (1. Pl. - Empfehlung);Nosotros {{c1::debíamos}} hacer una fiesta en el jardín.;Wir sollten (hätten eigentlich sollen) ein Fest im Garten machen.;Bilde die 1. Person Plural von deber (wir sollten) im Imperfekt mit Akzent.;Jardín hat einen Akzent auf dem i (el jardín).
Verb deber Imperfekt (1. Pl. - Verpflichtung);Nosotras {{c1::debíamos}} buscar la solución juntas siempre.;Wir mussten die Lösung immer zusammen suchen.;Bilde die 1. Person Plural von deber für eine rein weibliche Gruppe im Imperfekt mit Akzent.;Juntas passt sich an das weibliche Pronomen nosotras an.
Verb deber Imperfekt (1. Pl. - Schulden);Nosotros no le {{c1::debíamos}} nada a esa empresa.;Wir schuldeten jener Firma damals nichts.;Bilde die verneinte 1. Person Plural von deber im Imperfekt mit Akzent.;"No... nada" ist die doppelte Verneinung für "nichts".
Verb deber Imperfekt (1. Pl. - Verpflichtung);En ese momento nosotros {{c1::debíamos}} estar de acuerdo.;In diesem Moment mussten wir einverstanden sein (die Pflicht bestand).;Bilde die 1. Person Plural von deber (wir mussten) im Imperfekt mit Akzent.;"Estar de acuerdo" bedeutet zustimmen oder einverstanden sein.
Verb deber Imperfekt (2. Pl. - Frage);¿Vosotros no {{c1::debíais}} hacer el proyecto juntos?;Musstet ihr das Projekt nicht zusammen machen? (War das nicht eure Pflicht?);Bilde die 2. Person Plural von deber (ihr musstet) im Imperfekt. Achte auf den Akzent!;Die Endung für vosotros lautet -íais (debíais).
Verb deber Imperfekt (2. Pl. - Vermutung);Vosotros {{c1::debíais de}} ir al concierto, supongo.;Ihr musstet damals wohl zum Konzert gehen, nehme ich an.;Bilde die Struktur für eine Vermutung (ihr musstet wohl ... tun) im Imperfekt mit Akzent.;Música hat einen Akzent auf dem u (la música).
Verb deber Imperfekt (2. Pl. - Verpflichtung);Vosotras {{c1::debíais}} hablar en público sin miedo.;Ihr musstet (damals) in der Öffentlichkeit ohne Angst sprechen.;Bilde die 2. Person Plural von deber für eine rein weibliche Gruppe im Imperfekt mit Akzent.;"Sin miedo" bedeutet ohne Angst.
Verb deber Imperfekt (2. Pl. - Schulden);¿Vosotros cuántos euros le {{c1::debíais}} al hotel?;Wie viele Euro schuldetet ihr (damals) dem Hotel?;Bilde die 2. Person Plural von deber (ihr schuldetet) im Imperfekt mit Akzent.;Verschmelzung von a + el = al vor hotel.
Verb deber Imperfekt (2. Pl. - Verpflichtung);Vosotros {{c1::debíais}} hacer un viaje largo en vacaciones.;Ihr musstet (solltest) in den Ferien eine lange Reise machen.;Bilde die 2. Person Plural von deber (ihr musstet) im Imperfekt mit Akzent.;Vacaciones steht im Spanischen immer im Plural.
Verb deber Imperfekt (3. Pl. - Verpflichtung);Los empleados {{c1::debían}} hacer una reunión larga.;Die Angestellten mussten eine lange Besprechung machen.;Bilde die 3. Person Plural von deber (sie mussten) im Imperfekt.;Dient als andauernde Hintergrundbeschreibung in einer Erzählung.
Verb deber Imperfekt (3. Pl. - Verbot);Esos chicos no {{c1::debían}} entrar al estadio solo.;Diese Jungs durften das Stadion nicht alleine betreten.;Bilde die verneinte 3. Person Plural von deber im Imperfekt.;Estadio ist ein maskulines Substantiv (el estadio).
Verb deber Imperfekt (3. Pl. - Unpersönlich Plural);Antes se {{c1::debían}} buscar los documentos del plan.;Früher mussten die Dokumente des Plans gesucht werden.;Bilde die unpersönliche Form im Plural (se debían) im Imperfekt.;Da "los documentos" im Plural steht, wechselt auch das unpersönliche Verb in den Plural.
Verb deber Imperfekt (3. Pl. - Verpflichtung);Las viejas empresas {{c1::debían}} hacer cambios rápidos.;Die alten Unternehmen mussten schnelle Veränderungen vornehmen.;Bilde die 3. Person Plural von deber für ein weibliches Plural-Subjekt im Imperfekt.;Cambio bedeutet Veränderung oder Wechsel.
Verb deber Imperfekt (3. Pl. - Vermutung);Ellas {{c1::debían de}} estar en el hotel a las diez.;Sie mussten (damals) wohl um zehn Uhr im Hotel sein.;Bilde die Struktur für eine Vermutung für eine weibliche Gruppe im Imperfekt.;Drückt eine dauerhafte oder vermutete Gegebenheit in der Vergangenheit aus.
Verb deber Futuro (1. Sg. - Verpflichtung);Mañana yo {{c1::deberé}} estudiar español temprano.;Morgen werde ich früh Spanisch lernen müssen.;Bilde die 1. Person Singular von deber (ich werde müssen) im Futuro Simple. Denke an den Akzent!;Mañana ist ein klassischer Auslöser für die Zukunft.
Verb deber Futuro (1. Sg. - Schulden);El próximo lunes yo te {{c1::deberé}} diez euros.;Nächsten Montag werde ich dir zehn Euro schulden.;Bilde die 1. Person Singular von deber (ich werde schulden) im Futuro Simple. Denke an den Akzent!;Vor einem direkten Nomen (diez euros) bedeutet deber "schulden".
Verb deber Futuro (1. Sg. - Empfehlung);Pronto yo {{c1::deberé}} hablar con el director.;Bald werde ich mit dem Leiter sprechen müssen.;Bilde die 1. Person Singular von deber (ich werde müssen) im Futuro Simple.;Pronto bedeutet bald oder schnell.
Verb deber Futuro (1. Sg. - Verpflichtung);Con el nuevo plan, yo {{c1::deberé}} terminar todo.;Mit dem neuen Plan werde ich alles beenden müssen.;Bilde die 1. Person Singular von deber (ich werde müssen) im Futuro Simple.;Auf das Modalverb deber wird direkt der Infinitiv angehängt.
Verb deber Futuro (1. Sg. - Absage);Yo no {{c1::deberé}} hacer ese gran esfuerzo sola.;Ich werde diese große Anstrengung alleine nicht machen müssen.;Bilde die verneinte 1. Person Singular von deber für ein weibliches Subjekt.;Sola passt sich an das weibliche, implizite Subjekt (yo) an.
Verb deber Futuro (2. Sg. - Frage);¿Tú {{c1::deberás}} hacer deporte por la mañana hoy?;Wirst du heute Morgen Sport machen müssen?;Bilde die 2. Person Singular von deber (du wirst müssen) im Futuro Simple. Denke an den Akzent!;Die Form deberás hat einen obligatorischen Akzent auf dem a.
Verb deber Futuro (2. Sg. - Vermutung Vergangenheit);Tú {{c1::deberás de}} estar cansado ayer, supongo.;Du wirst gestern wohl müde gewesen sein, nehme ich an.;Bilde die Struktur für eine Vermutung über die Vergangenheit (du wirst wohl ... gewesen sein) im Futuro Simple.;"Deber + de + Infinitiv" im Futuro drückt eine starke Vermutung über die Vergangenheit aus.
Verb deber Futuro (2. Sg. - Verpflichtung);Tú {{c1::deberás}} cambiar de coche el próximo año.;Du wirst nächstes Jahr das Auto wechseln müssen.;Bilde die 2. Person Singular von deber (du wirst müssen) im Futuro Simple.;"Cambiar de" bedeutet eine Sache gegen eine andere auszutauschen.
Verb deber Futuro (2. Sg. - Schulden);Tú le {{c1::deberás}} el dinero del viaje el lunes.;Du wirst ihm am Montag das Geld der Reise schulden.;Bilde die 2. Person Singular von deber (du wirst schulden) im Futuro Simple.;Das Pronomen le bezieht sich auf "ihm".
