main_topic;cloze_test;translation;hint;extra
Verb ir Präsens (1. Pl. - Zukunft);Nosotros {{c1::vamos a}} buscar un hotel nuevo.;Wir werden ein neues Hotel suchen.;Bilde die Struktur für wir werden ... tun (unmittelbare Zukunft).;Vamos a + Infinitiv ist das gängigste Muster für Zukunftspläne.
Verb ir Präsens (1. Pl. - Aufforderung);¡{{c1::Vamos}} a hacer una fiesta el sábado!;Lasst uns am Samstag ein Fest machen!;Bilde die 1. Person Plural von ir als festen Vorschlag/Aufforderung (vamos a).;"Vamos a + Infinitiv" bedeutet auch "Lasst uns etwas tun!".
Verb ir Präsens (1. Pl. - Richtung);Nosotras {{c1::vamos}} al supermercado ahora.;Wir gehen jetzt in den Supermarkt.;Bilde die 1. Person Plural von ir für eine rein weibliche Gruppe.;Supermercado ist maskulin, dehalb verschmelzen a und el zu al.
Verb ir Präsens (1. Pl. - Zukunft);Nosotros no {{c1::vamos a}} hacer errores.;Wir werden keine Fehler machen.;Bilde die Struktur für wir werden ... tun (unmittelbare Zukunft) in der Verneinung.;Das "no" steht ganz vorne vor der Form von ir.
Verb ir Präsens (2. Pl. - Frage);¿Vosotros adónde {{c1::vais}} esta noche?;Wohin geht ihr heute Abend?;Bilde die 2. Person Plural von ir (ihr geht) im Präsens. Kein Akzent!;Adónde (wohin) verschmilzt das Fragewort dónde mit der Präposition a.
Verb ir Präsens (2. Pl. - Zukunft);Vosotros {{c1::vais a}} firmar el contrato, ¿verdad?;Ihr werdet den Vertrag unterschreiben, richtig?;Bilde die Struktur für ihr werdet ... tun (unmittelbare Zukunft).;Contrato bedeutet Vertrag.
Verb ir Präsens (2. Pl. - Transport);Vosotras {{c1::vais}} en tren a Madrid.;Ihr fahrt mit dem Zug nach Madrid.;Bilde die 2. Person Plural von ir für eine rein weibliche Gruppe.;Tren ist ein maskulines Substantiv (el tren).
Verb ir Präsens (2. Pl. - Richtung);Vosotros {{c1::vais}} a un concierto de música.;Ihr geht zu einem Musikkonzert.;Bilde die 2. Person Plural von ir (ihr geht) im Präsens.;Música hat einen Akzent auf dem u (la música).
Verb ir Präsens (2. Pl. - Zukunft);Vosotros {{c1::vais a}} hacer un viaje largo.;Ihr werdet eine lange Reise machen.;Bilde die Struktur für ihr werdet ... tun (unmittelbare Zukunft).;Viaje ist im Spanischen maskulin (un viaje largo).
Verb ir Präsens (3. Pl. - Richtung);Los empleados {{c1::van}} a su nuevo despacho.;Die Angestellten gehen in ihr neues Büro.;Bilde die 3. Person Plural von ir (sie gehen) im Präsens.;Despacho bedeutet Büro oder Arbeitszimmer.
Verb ir Präsens (3. Pl. - Zukunft);Ellos {{c1::van a}} hacer muchas fotos del paisaje.;Sie werden viele Fotos von der Landschaft machen.;Bilde die Struktur für sie werden ... tun (unmittelbare Zukunft).;Paisaje ist ein maskulines Substantiv (el paisaje).
Verb ir Präsens (3. Pl. - Richtung);Esos chicos {{c1::van}} al gimnasio por la tarde.;Diese Jungs gehen nachmittags ins Fitnessstudio.;Bilde die 3. Person Plural von ir (sie gehen) im Präsens.;"Por la tarde" bedeutet nachmittags oder am Nachmittag.
Verb ir Präsens (3. Pl. - Zukunft);Las nuevas empresas {{c1::van a}} hacer cambios.;Die neuen Unternehmen werden Veränderungen vornehmen.;Bilde die Struktur für sie werden ... tun für ein weibliches Plural-Subjekt.;Cambio bedeutet Veränderung oder Wechsel.
Verb ir Präsens (3. Pl. - Transport);Ellas {{c1::van}} en avión de vacaciones.;Sie fliegen (reisen) mit dem Flugzeug in den Urlaub.;Bilde die 3. Person Plural von ir für eine weibliche Gruppe im Präsens.;Avión hat im Singular einen Akzent, "vacaciones" steht immer im Plural.
Verb ir Indefinido (1. Sg. - Richtung);Ayer yo {{c1::fui}} a la oficina por la mañana.;Gestern bin ich morgens ins Büro gegangen.;Bilde die 1. Person Singular von ir (ich ging) im Indefinido. Ohne Akzent!;Das Signalwort ayer (gestern) verlangt das Indefinido.
Verb ir Indefinido (1. Sg. - Transport);El lunes pasado yo {{c1::fui}} en tren a Madrid.;Letzten Montag bin ich mit dem Zug nach Madrid gefahren.;Bilde die 1. Person Singular von ir (ich fuhr) im Indefinido.;Das Transportmittel wird mit der Präposition en eingeleitet.
Verb ir Indefinido (1. Sg. - Richtung);Yo {{c1::fui}} al centro comercial con mi hermano.;Ich bin mit meinem Bruder ins Einkaufszentrum gegangen.;Bilde die 1. Person Singular von ir (ich ging) im Indefinido.;Die Präposition a und der Artikel el verschmelzen zu al.
Verb ir Indefinido (1. Sg. - Zweck);Anoche yo {{c1::fui}} a buscar una solución rápida.;Gestern Abend bin ich gegangen, um eine schnelle Lösung zu suchen.;Bilde die 1. Person Singular von ir (ich ging) im Indefinido.;Anoche bedeutet gestern Abend oder letzte Nacht.
Verb ir Indefinido (1. Sg. - Richtung);Yo {{c1::fui}} a la playa durante mis vacaciones.;Ich bin während meines Urlaubs an den Strand gegangen.;Bilde die 1. Person Singular von ir (ich ging) im Indefinido.;Vacaciones steht im Spanischen immer im Plural.
Verb ir Indefinido (2. Sg. - Frage);¿Tú dónde {{c1::fuiste}} ayer después del trabajo?;Wohin bist du gestern nach der Arbeit gegangen?;Bilde die 2. Person Singular von ir (du gingst) im Indefinido.;Die Formen von ir und ser sind im Indefinido komplett identisch.
Verb ir Indefinido (2. Sg. - Richtung);Tú {{c1::fuiste}} al médico el martes pasado.;Du bist letzten Dienstag zum Arzt gegangen.;Bilde die 2. Person Singular von es-tar (du gingst) im Indefinido.;"El martes pasado" grenzt das Ereignis zeitlich genau ab.
Verb ir Indefinido (2. Sg. - Transport);¿Tú {{c1::fuiste}} en autobús o a pie a la escuela?;Bist du mit dem Bus oder zu Fuß zur Schule gekommen (gegangen)?;Bilde die 2. Person Singular von ir (du gingst/fuhrst) im Indefinido.;"A pie" ist die feste Redewendung für "zu Fuß".
Verb ir Indefinido (2. Sg. - Richtung);Tú {{c1::fuiste}} a la reunión del comité, ¿verdad?;Du bist zum Treffen des Ausschusses gegangen, richtig?;Bilde die 2. Person Singular von ir (du gingst) im Indefinido.;Reunión ist weiblich laut D-IÓ-A-Z-Regel (la reunión).
Verb ir Indefinido (2. Sg. - Richtung);Tú {{c1::fuiste}} al mismo restaurante el domingo.;Du bist am Sonntag in dasselbe Restaurant gegangen.;Bilde die 2. Person Singular von ir (du gingst) im Indefinido.;Mismo bedeutet gleich oder dasselbe.
Verb ir Indefinido (3. Sg. - Richtung);El director {{c1::fue}} a una conferencia importante.;Der Leiter ist zu einer wichtigen Konferenz gegangen.;Bilde die 3. Person Singular von ir (er/sie/es ging) im Indefinido.;Die Endung der 3. Person Singular lautet -ue (fue).
Verb ir Indefinido (3. Sg. - Transport);Ella {{c1::fue}} en avión a París el mes pasado.;Sie ist letzten Monat mit dem Flugzeug nach Paris geflogen (gefahren).;Bilde die 3. Person Singular von ir (er/sie/es fuhr) im Indefinido.;Avión hat im Singular einen Akzent, verliert ihn aber im Plural.
Verb ir Indefinido (3. Sg. - Richtung);El tren {{c1::fue}} hacia el norte del país.;Der Zug fuhr in Richtung Norden des Landes.;Bilde die 3. Person Singular von ir (er/sie/es fuhr) im Indefinido.;Hacia bedeutet in Richtung oder gegen.
Verb ir Indefinido (3. Sg. - Richtung);Mi hijo menor {{c1::fue}} al parque el sábado.;Mein jüngerer Sohn ist am Samstag in den Park gegangen.;Bilde die 3. Person Singular von ir (er/sie/es ging) im Indefinido.;Der konkrete Wochentag verlangt das Indefinido.
Verb ir Indefinido (3. Sg. - Richtung);Ella {{c1::fue}} a la escuela muy temprano ayer.;Sie ist gestern sehr früh zur Schule gegangen.;Bilde die 3. Person Singular von ir (er/sie/es ging) im Indefinido.;Temprano bedeutet früh oder zeitig.
Verb ir Indefinido (1. Pl. - Richtung);El sábado pasado nosotros {{c1::fuimos}} a una fiesta.;Letzten Samstag sind wir auf ein Fest gegangen.;Bilde die 1. Person Plural von ir (wir gingen) im Indefinido.;Die unregelmäßigen Indefinido-Formen tragen niemals einen Akzent.
Verb ir Indefinido (1. Pl. - Richtung);Nosotros {{c1::fuimos}} al nuevo gimnasio del centro.;Wir sind in das neue Fitnessstudio im Zentrum gegangen.;Bilde die 1. Person Plural von ir (wir gingen) im Indefinido.;Gimnasio stammt aus dem Alltagswortschatz.
Verb ir Indefinido (1. Pl. - Transport);Nosotras {{c1::fuimos}} en bicicleta a la playa.;Wir sind mit dem Fahrrad an den Strand gefahren.;Bilde die 1. Person Plural von ir für eine rein weibliche Gruppe.;Bicicleta wird im Alltag oft zu "bici" verkürzt.
Verb ir Indefinido (1. Pl. - Richtung);El año pasado {{c1::fuimos}} de viaje a Europa.;Letztes Jahr sind wir auf eine Reise nach Europa gefahren.;Bilde die 1. Person Plural von ir (wir gingen) im Indefinido.;"Ir de viaje" ist die feste Struktur für "auf eine Reise gehen".
Verb ir Indefinido (1. Pl. - Richtung);Nosotros {{c1::fuimos}} al banco a pagar la cuenta.;Wir sind zur Bank gegangen, um die Rechnung zu bezahlen.;Bilde die 1. Person Plural von ir (wir gingen) im Indefinido.;Banco bedeutet Bank (Geldinstitut) oder Sitzbank.
Verb ir Indefinido (2. Pl. - Richtung);¿Vosotros adónde {{c1::fuisteis}} esta noche?;Wohin seid ihr heute Abend gegangen?;Bilde die 2. Person Plural von ir (ihr gingt) im Indefinido.;Die Endung für vosotros im unregelmäßigen Indefinido lautet -isteis.
Verb ir Indefinido (2. Pl. - Richtung);Vosotros {{c1::fuisteis}} al concierto de música.;Ihr seid zum Musikkonzert gegangen.;Bilde die 2. Person Plural von ir (ihr gingt) im Indefinido.;Música hat einen Akzent auf dem u (la música).
Verb ir Indefinido (2. Pl. - Transport);Vosotras {{c1::fuisteis}} en coche al hotel nuevo.;Ihr seid mit dem Auto zum neuen Hotel gefahren.;Bilde die 2. Person Plural von ir für eine rein weibliche Gruppe.;Hotel ist im Spanischen maskulin (el hotel).
Verb ir Indefinido (2. Pl. - Richtung);Vosotros {{c1::fuisteis}} a su despacho ayer, ¿no?;Ihr seid gestern in sein Büro gegangen, oder?;Bilde die 2. Person Plural von ir (ihr gingt) im Indefinido.;Despacho bedeutet Büro oder Arbeitszimmer.
Verb ir Indefinido (2. Pl. - Richtung);Vosotros {{c1::fuisteis}} a buscar los documentos.;Ihr seid gegangen, um die Dokumente zu suchen.;Bilde die 2. Person Plural von ir (ihr gingt) im Indefinido.;Documento stammt aus dem Grundwortschatz.
Verb ir Indefinido (3. Pl. - Richtung);Los empleados {{c1::fueron}} a la huelga el martes.;Die Angestellten sind am Dienstag in den Streik getreten (gegangen).;Bilde die 3. Person Plural von ir (sie gingen) im Indefinido.;La huelga bedeutet der Streik.
Verb ir Indefinido (3. Pl. - Richtung);Ellos {{c1::fueron}} al estadio a ver el partido.;Sie sind ins Stadion gegangen, um das Spiel zu sehen.;Bilde die 3. Person Plural von ir (sie gingen) im Indefinido.;Estadio und partido (Spiel/Match) sind maskulin.
Verb ir Indefinido (3. Pl. - Richtung);Esos chicos {{c1::fueron}} al centro de la ciudad.;Diese Jungs sind ins Stadtzentrum gegangen.;Bilde die 3. Person Plural von ir (sie gingen) im Indefinido.;Ciudad ist weiblich laut D-IÓ-A-Z-Regel (la ciudad).
Verb ir Indefinido (3. Pl. - Richtung);Las nuevas empresas {{c1::fueron}} al mercado global.;Die neuen Unternehmen sind auf den globalen Markt gegangen.;Bilde die 3. Person Plural von ir für ein weibliches Plural-Subjekt.;Mercado bedeutet Markt.
Verb ir Indefinido (3. Pl. - Transport);Ellas {{c1::fueron}} en taxi al restaurante caro.;Sie sind mit dem Taxi zum teuren Restaurant gefahren.;Bilde die 3. Person Plural von ir für eine weibliche Gruppe im Indefinido.;Caro (teuer) ist das Gegenteil von barato (billig).
Verb ir Imperfekt (1. Sg. - Gewohnheit);De niño yo {{c1::iba}} al parque todas las tardes.;Als Kind ging ich jeden Nachmittag in den Park.;Bilde die unregelmäßige 1. Person Singular von ir (ich ging) im Imperfekt.;Frühere Gewohnheiten ohne klaren zeitlichen Endpunkt verlangen das Imperfekt.
Verb ir Imperfekt (1. Sg. - Absicht Vergangenheit);Yo {{c1::iba a}} estudiar cuando tú me llamaste.;Ich wollte gerade lernen, als du mich angerufen hast.;Bilde die Struktur für eine Absicht in der Vergangenheit (ich wollte gerade... tun).;Die Struktur iba a + Infinitiv drückt aus, dass man im Begriff war, etwas zu tun.
Verb ir Imperfekt (1. Sg. - Richtung);En esa época yo {{c1::iba}} a la oficina en tren.;In jener Epoche fuhr (ging) ich mit dem Zug ins Büro.;Bilde die 1. Person Singular von ir (ich fuhr) im Imperfekt.;"En esa época" beschreibt einen längeren Zustand in der Vergangenheit.
Verb ir Imperfekt (1. Sg. - Richtung);Yo {{c1::iba}} al centro comercial cuando vi el accidente.;Ich ging gerade zum Einkaufszentrum, als ich den Unfall sah.;Bilde die 1. Person Singular von ir (ich ging) im Imperfekt.;Die andauernde Bewegung steht im Imperfekt, die Unterbrechung (vi) im Indefinido.
Verb ir Imperfekt (1. Sg. - Absicht Vergangenheit);Yo {{c1::iba a}} buscar la llave pero la encontré.;Ich wollte gerade den Schlüssel suchen, aber ich fand ihn.;Bilde die Struktur für ich wollte gerade ... tun (Absicht in der Vergangenheit).;Encontré ist das Indefinido von encontrar (finden).
Verb ir Imperfekt (2. Sg. - Gewohnheit);Antes tú {{c1::ibas}} siempre al mismo gimnasio.;Früher gingst du immer in dasselbe Fitnessstudio.;Bilde die 2. Person Singular von ir (du gingst) im Imperfekt.;Das Signalwort antes (früher) deutet auf eine Gewohnheit im Imperfekt hin.
Verb ir Imperfekt (2. Sg. - Absicht Vergangenheit);¿Tú {{c1::ibas a}} hacer una llamada importante?;Wolltest du gerade einen wichtigen Anruf tätigen (machen)?;Bilde die Struktur für du woltest gerade ... tun (Absicht in der Vergangenheit).;Llamada (Anruf) stammt vom Verb llamar.
Verb ir Imperfekt (2. Sg. - Transport);De joven tú {{c1::ibas}} en bicicleta a la escuela.;Als Jugendlicher bist du mit dem Fahrrad zur Schule gefahren.;Bilde die 2. Person Singular von ir (du fuhrst) im Imperfekt.;"De joven" (als Jugendlicher) beschreibt einen früheren Lebensabschnitt.
Verb ir Imperfekt (2. Sg. - Richtung);Tú {{c1::ibas}} hacia el norte del país, ¿verdad?;Du fuhrst (gingst) in Richtung Norden des Landes, richtig?;Bilde die 2. Person Singular von ir (du fuhrst) im Imperfekt.;Hacia bedeutet in Richtung oder gegen.
Verb ir Imperfekt (2. Sg. - Richtung);¿Por qué tú {{c1::ibas}} tan temprano al banco?;Warum bist du damals so früh zur Bank gegangen?;Bilde die 2. Person Singular von ir (du gingst) im Imperfekt.;Temprano bedeutet früh oder zeitig.
Verb ir Imperfekt (3. Sg. - Gewohnheit);El antiguo director {{c1::iba}} a pie al trabajo.;Der frühere Leiter ging zu Fuß zur Arbeit.;Bilde die 3. Person Singular von ir (er/sie/es ging) im Imperfekt.;"A pie" ist die feste Redewendung für "zu Fuß".
Verb ir Imperfekt (3. Sg. - Absicht Vergangenheit);Ella {{c1::iba a}} pagar la cuenta de la luz.;Sie wollte gerade die Stromrechnung bezahlen.;Bilde die Struktur für er/sie wollte gerade ... tun (Absicht in der Vergangenheit).;"La cuenta de la luz" bezeichnet die Stromrechnung.
Verb ir Imperfekt (3. Sg. - Richtung);El tren {{c1::iba}} despacio por el mal tiempo.;Der Zug fuhr wegen des schlechten Wetters langsam.;Bilde die 3. Person Singular von ir (er/sie/es fuhr) im Imperfekt.;Despacio (langsam) beschreibt die andauernde Art der Bewegung.
Verb ir Imperfekt (3. Sg. - Richtung);Mi hijo menor {{c1::iba}} feliz al colegio cada mañana.;Mein jüngerer Sohn ging jeden Morgen glücklich zur Schule.;Bilde die 3. Person Singular von ir (er/sie/es ging) im Imperfekt.;Cada mañana verlangt für die regelmäßige Wiederholung das Imperfekt.
Verb ir Imperfekt (3. Sg. - Absicht Vergangenheit);Él {{c1::iba a}} cambiar de coche el mes pasado.;Er wollte letzten Monat das Auto wechseln (hat es aber nicht getan).;Bilde die Struktur für er/sie wollte gerade ... tun.;Drückt oft eine Absicht aus, die letztlich nicht in die Tat umgesetzt wurde.
Verb ir Imperfekt (1. Pl. - Gewohnheit);Antes nosotros {{c1::íbamos}} a la playa en verano.;Früher gingen (fuhren) wir im Sommer an den Strand.;Bilde die 1. Person Plural von ir im Imperfekt. Achtung auf den Akzent!;Die Form íbamos trägt als einzige Imperfektform von ir einen Akzent auf dem i.
Verb ir Imperfekt (1. Pl. - Absicht Vergangenheit);Nosotros {{c1::íbamos a}} hacer una propuesta hoy.;Wir wollten heute gerade einen Vorschlag machen.;Bilde die Struktur für wir wollten gerade ... tun. Denke an den Akzent!;Propuesta (Vorschlag) ist ein weibliches Substantiv.
Verb ir Imperfekt (1. Pl. - Richtung);Nosotros {{c1::íbamos}} al restaurante cuando empezó a llover.;Wir gingen gerade zum Restaurant, als es zu regnen begann.;Bilde die 1. Person Plural von ir (wir gingen) im Imperfekt mit Akzent.;Empezó a llover (es begann zu regnen) steht als plötzliches Ereignis im Indefinido.
Verb ir Imperfekt (1. Pl. - Transport);Nosotras {{c1::íbamos}} en autobús de vacaciones.;Wir fuhren damals immer mit dem Bus in den Urlaub.;Bilde die 1. Person Plural von ir für eine rein weibliche Gruppe im Imperfekt.;Vacaciones steht im Spanischen immer im Plural.
Verb ir Imperfekt (1. Pl. - Absicht Vergangenheit);Nosotros {{c1::íbamos a}} buscar soluciones juntos.;Wir wollten gerade zusammen nach Lösungen suchen.;Bilde die Struktur für wir wollten gerade ... tun im Imperfekt.;Juntos (zusammen) passt sich im Geschlecht an die Gruppe an.
Verb ir Imperfekt (2. Pl. - Gewohnheit);¿Vosotros qué {{c1::ibais}} a hacer en la oficina antes?;Was wolltet ihr früher im Büro tun? / Was habt ihr früher im Büro gemacht?;Bilde die 2. Person Plural von ir (ihr gingt) im Imperfekt. Kein Akzent!;Die Form ibais der 2. Person Plural trägt keinen geschriebenen Akzent.
Verb ir Imperfekt (2. Pl. - Absicht Vergangenheit);Vosotros {{c1::ibais a}} firmar el contrato del proyecto.;Ihr wolltet gerade den Projektvertrag unterschreiben.;Bilde die Struktur für ihr wolltet gerade ... tun (Absicht in der Vergangenheit).;Contrato bedeutet Vertrag.
Verb ir Imperfekt (2. Pl. - Richtung);Vosotras {{c1::ibais}} al concierto de música, ¿no?;Ihr gingt gerade zum Musikkonzert, oder?;Bilde die 2. Person Plural von ir für eine rein weibliche Gruppe im Imperfekt.;Música hat einen Akzent auf dem u (la música).
Verb ir Imperfekt (2. Pl. - Transport);Vosotros {{c1::ibais}} en tren a su despacho.;Ihr fuhrt damals mit dem Zug zu seinem Büro.;Bilde die 2. Person Plural von ir (ihr fuhrt) im Imperfekt.;Despacho bedeutet Büro oder Arbeitszimmer.
Verb ir Imperfekt (2. Pl. - Absicht Vergangenheit);Vosotros {{c1::ibais a}} hacer un viaje largo, ¿verdad?;Ihr wolltet doch gerade eine lange Reise machen, richtig?;Bilde die Struktur für ihr wolltet gerade ... tun im Imperfekt.;Viaje ist im Spanischen maskulin (un viaje largo).
Verb ir Imperfekt (3. Pl. - Gewohnheit);Los empleados {{c1::iban}} a la huelga cada año.;Die Angestellten traten (gingen) jedes Jahr in den Streik.;Bilde die 3. Person Plural von ir (sie gingen) im Imperfekt.;La huelga bedeutet der Streik, cada año verlangt das Imperfekt.
Verb ir Imperfekt (3. Pl. - Absicht Vergangenheit);Ellos {{c1::iban a}} hacer fotos del paisaje.;Sie wollten gerade Fotos von der Landschaft machen.;Bilde die Struktur für sie wollten gerade ... tun (Absicht in der Vergangenheit).;Paisaje ist ein maskulines Substantiv (el paisaje).
Verb ir Imperfekt (3. Pl. - Richtung);Esos chicos {{c1::iban}} al estadio el sábado pasado.;Diese Jungs waren letzten Samstag auf dem Weg zum Stadion (als etwas passierte).;Bilde die 3. Person Plural von ir (sie gingen) im Imperfekt.;Dient als andauernde Hintergrundbeschreibung im Satzgefüge.
Verb ir Imperfekt (3. Pl. - Richtung);Las nuevas empresas {{c1::iban}} al mercado global.;Die neuen Unternehmen drängten (gingen damals) auf den globalen Markt.;Bilde die 3. Person Plural von ir für ein weibliches Plural-Subjekt im Imperfekt.;Mercado bedeutet Markt.
Verb ir Imperfekt (3. Pl. - Absicht Vergangenheit);Ellas {{c1::iban a}} cenar en el restaurante caro.;Sie wollten gerade im teuren Restaurant zu Abend essen.;Bilde die Struktur für sie wollten gerade ... tun für eine weibliche Gruppe.;Cenar bedeutet zu Abend essen, caro (teuer) ist das Gegenteil von barato (billig).
Verb ir Futuro (1. Sg. - Richtung);El próximo año yo {{c1::iré}} a Madrid por negocios.;Nächstes Jahr werde ich geschäftlich nach Madrid fahren.;Bilde die 1. Person Singular von ir (ich werde gehen/fahren) im Futuro Simple. Denke an den Akzent!;El próximo año ist ein klassischer Auslöser für die Zukunft.
Verb ir Futuro (1. Sg. - Transport);Mañana por la mañana yo {{c1::iré}} en tren a la oficina.;Morgen Morgen werde ich mit dem Zug ins Büro fahren.;Bilde die 1. Person Singular von ir (ich werde fahren) im Futuro Simple.;Das Transportmittel wird mit der Präposition en eingeleitet.
Verb ir Futuro (1. Sg. - Richtung);Pronto yo {{c1::iré}} al centro comercial con mi hermano.;Bald werde ich mit meinem Bruder ins Einkaufszentrum gehen.;Bilde die 1. Person Singular von ir (ich werde gehen) im Futuro Simple.;Die Präposition a und der Artikel el verschmelzen zu al.
Verb ir Futuro (1. Sg. - Zweck);Yo {{c1::iré}} a buscar una solución rápida hoy.;Ich werde heute gehen, um eine schnelle Lösung zu suchen.;Bilde die 1. Person Singular von ir (ich werde gehen) im Futuro Simple.;Buscar (suchen) folgt direkt auf die Präposition a.
Verb ir Futuro (1. Sg. - Richtung);Este verano yo {{c1::iré}} a la playa de vacaciones.;Diesen Sommer werde ich im Urlaub an den Strand fahren.;Bilde die 1. Person Singular von ir (ich werde fahren) im Futuro Simple.;Vacaciones steht im Spanischen immer im Plural.
Verb ir Futuro (2. Sg. - Frage);¿Tú dónde {{c1::irás}} después del trabajo mañana?;Wohin wirst du morgen nach der Arbeit gehen?;Bilde die 2. Person Singular von ir (du wirst gehen) im Futuro Simple. Denke an den Akzent!;Die Form irás hat einen obligatorischen Akzent auf dem a.
Verb ir Futuro (2. Sg. - Richtung);Tú {{c1::irás}} al médico el próximo martes.;Du wirst nächsten Dienstag zum Arzt gehen.;Bilde die 2. Person Singular von ir (du wirst gehen) im Futuro Simple.;Wochentage nutzen im Spanischen den bestimmten Artikel (el martes = am Dienstag).
Verb ir Futuro (2. Sg. - Transport);¿Tú {{c1::irás}} en autobús o a pie a la escuela?;Wirst du mit dem Bus oder zu Fuß zur Schule kommen?;Bilde die 2. Person Singular von ir (du wirst gehen/fahren) im Futuro Simple.;"A pie" ist die feste Redewendung für "zu Fuß".
Verb ir Futuro (2. Sg. - Richtung);Tú {{c1::irás}} a la reunión del comité el lunes.;Du wirst am Montag zum Treffen des Ausschusses gehen.;Bilde die 2. Person Singular von ir (du wirst gehen) im Futuro Simple.;Reunión ist weiblich laut D-IÓ-A-Z-Regel (la reunión).
Verb ir Futuro (2. Sg. - Vermutung Ort);¿Adónde {{c1::irás}} tú ahora con tanta prisa?;Wohin gehst du jetzt wohl mit so großer Eile?;Bilde die 2. Person Singular von ir im Futuro für eine Vermutung im Jetzt.;Das Futuro drückt hier eine Vermutung über eine aktuelle Bewegung aus ("Wohin magst du gerade gehen?").
