main_topic;cloze_test;translation;hint;extra
Verb tener Präsens (2. Pl. - Besitz);¿Vosotros {{c1::tenéis}} los documentos aquí?;Habt ihr die Dokumente hier?;Bilde die 2. Person Plural von tener (ihr habt) im Präsens. Achte auf den Akzent!;Die Form tenéis trägt einen geschriebenen Akzent auf dem e und hat keinen Stammwechsel.
Verb tener Präsens (2. Pl. - Zustand Fieber);Vosotros {{c1::tenéis}} fiebre alta hoy.;Ihr habt heute hohes Fieber.;Bilde die 2. Person Plural von tener (ihr habt) im Präsens.;Fiebre ist ein weibliches Substantiv (la fiebre).
Verb tener Präsens (2. Pl. - Verpflichtung);Vosotros {{c1::tenéis que}} firmar el contrato.;Ihr müsst den Vertrag unterschreiben.;Bilde die Struktur für ihr müsst (Verpflichtung) im Präsens.;Contrato stammt aus dem rechtlich-wirtschaftlichen Grundwortschatz.
Verb tener Präsens (2. Pl. - Zustand Schmerz);¿Vosotros {{c1::tenéis}} dolor de cabeza?;Habt ihr Kopfschmerzen (Schmerz von Kopf)?;Bilde die 2. Person Plural von tener (ihr habt) im Präsens.;"Tener dolor de + Körperteil" drückt Schmerzen aus.
Verb tener Präsens (2. Pl. - Schuld sein);Vosotros {{c1::tenéis}} la culpa de este error.;Ihr habt die Schuld an diesem Fehler.;Bilde die 2. Person Plural von tener (ihr habt) im Präsens.;Culpa bedeutet Schuld, Error bedeutet Fehler.
Verb tener Präsens (3. Pl. - Besitz);Los nuevos empleados {{c1::tienen}} un despacho.;Die neuen Angestellten haben ein Büro.;Bilde die 3. Person Plural von tener (sie haben) im Präsens mit Stammwechsel.;In der 3. Person Plural bricht der Stammwechsel wieder durch (tienen).
Verb tener Präsens (3. Pl. - Alter);Mis padres {{c1::tienen}} sesenta años.;Meine Eltern sind sechzig Jahre alt.;Bilde die 3. Person Plural von tener für eine Altersangabe.;Padres kann sowohl Väter als auch allgemeine Eltern bedeuten.
Verb tener Präsens (3. Pl. - Verpflichtung);Ellos {{c1::tienen que}} pagar la cuenta ya.;Sie müssen die Rechnung jetzt bezahlen.;Bilde die Struktur für sie müssen (Verpflichtung) im Präsens.;Cuenta bedeutet Rechnung, Konto oder Erzählung.
Verb tener Präsens (3. Pl. - Zustand Vorsicht);Esos chicos no {{c1::tienen}} cuidado.;Diese Jungs sind nicht vorsichtig (haben keine Vorsicht).;Bilde die 3. Person Plural von tener (sie haben) im Präsens.;"Tener cuidado" ist die feste Redewendung für vorsichtig sein/aufpassen.
Verb tener Präsens (3. Pl. - Zustand Scham);Ellas {{c1::tienen}} vergüenza de hablar en público.;Sie schämen sich, in der Öffentlichkeit zu sprechen.;Bilde die 3. Person Plural von tener für eine weibliche Gruppe im Präsens.;Das Trema auf dem ü (vergüenza) zeigt an, dass das u nach dem g gesprochen werden muss.
Verb tener Indefinido (1. Sg. - Ereignis);Ayer yo {{c1::tuve}} una gran oportunidad.;Gestern hatte ich eine große Gelegenheit.;Bilde die 1. Person Singular von tener (ich hatte) im Indefinido. Ohne Akzent!;Das Signalwort ayer (gestern) verlangt das Indefinido.
Verb tener Indefinido (1. Sg. - Verpflichtung);El lunes pasado yo {{c1::tuve que}} trabajar.;Letzten Montag musste ich arbeiten.;Bilde die Struktur für ich musste (Verpflichtung) im Indefinido.;"Tuve que + Infinitiv" drückt eine punktuelle, abgeschlossene Pflicht aus.
Verb tener Indefinido (1. Sg. - Bekommen);Yo {{c1::tuve}} un regalo muy bonito ayer.;Gestern habe ich ein sehr schönes Geschenk bekommen.;Bilde die 1. Person Singular von tener im Indefinido.;Tener im Indefinido bedeutet oft punktuell "erhalten" oder "bekommen".
Verb tener Indefinido (1. Sg. - Unfall/Problem);Anoche yo {{c1::tuve}} un pequeño accidente.;Gestern Abend hatte ich einen kleinen Unfall.;Bilde die 1. Person Singular von tener (ich hatte) im Indefinido.;Anoche bedeutet gestern Abend oder letzte Nacht.
Verb tener Indefinido (1. Sg. - Zustand);Durante el viaje yo {{c1::tuve}} mucho miedo.;Während der Reise hatte ich große Angst.;Bilde die 1. Person Singular von tener (ich hatte) im Indefinido.;Der definierte Zeitraum (durante el viaje) erzwingt das Indefinido.
Verb tener Indefinido (2. Sg. - Bekommen);¿Tú {{c1::tuviste}} mi mensaje de texto?;Hast du meine Textnachricht bekommen?;Bilde die 2. Person Singular von tener (du hattest/hast bekommen) im Indefinido.;Mensaje ist im Spanischen maskulin (el mensaje).
Verb tener Indefinido (2. Sg. - Verpflichtung);Tú {{c1::tuviste que}} pagar la cuenta.;Du musstest die Rechnung bezahlen.;Bilde die Struktur für du musstest (Verpflichtung) im Indefinido.;Cuenta bedeutet Rechnung oder Konto.
Verb tener Indefinido (2. Sg. - Treffen);Tú {{c1::tuviste}} una reunión con el jefe.;Du hattest ein Treffen mit dem Chef.;Bilde die 2. Person Singular von tener (du hattest) im Indefinido.;Reunión ist weiblich laut D-IÓ-A-Z-Regel.
Verb tener Indefinido (2. Sg. - Recht haben);El domingo tú {{c1::tuviste}} toda la razón.;Am Sonntag hattest du völlig recht.;Bilde die 2. Person Singular von tener (du hattest) im Indefinido.;Der konkrete Tag (el domingo) verlangt das Indefinido.
Verb tener Indefinido (2. Sg. - Glück);Tú {{c1::tuviste}} mucha suerte en el torneo.;Du hattest großes Glück beim Turnier.;Bilde die 2. Person Singular von tener (du hattest) im Indefinido.;Suerte (Glück) ist ein weibliches Substantiv.
Verb tener Indefinido (3. Sg. - Bekommen);El director {{c1::tuvo}} una idea excelente.;Der Leiter hatte (bekam) eine exzellente Idee.;Bilde die 3. Person Singular von tener (er/sie/es hatte) im Indefinido.;Der Stamm wechselt zu tuv-, die Endung für die 3. Person ist -o (tuvo).
Verb tener Indefinido (3. Sg. - Verpflichtung);Ella {{c1::tuvo que}} cambiar de plan ayer.;Sie musste gestern den Plan ändern.;Bilde die Struktur für er/sie musste (Verpflichtung) im Indefinido.;Cambiar de + Substantiv bedeutet eine Sache auszutauschen.
Verb tener Indefinido (3. Sg. - Alterspunkt);A los veinte años él {{c1::tuvo}} su primer coche.;Mit zwanzig Jahren hatte (bekam) er sein erstes Auto.;Bilde die 3. Person Singular von tener im Indefinido.;Hebt den präzisen Zeitpunkt des Erhalts in der Vergangenheit hervor.
Verb tener Indefinido (3. Sg. - Gesundheit);El niño {{c1::tuvo}} fiebre alta anoche.;Das Kind hatte gestern Abend hohes Fieber.;Bilde die 3. Person Singular von tener (er/sie/es hatte) im Indefinido.;Fiebre (Fieber) ist im Spanischen weiblich (la fiebre).
Verb tener Indefinido (3. Sg. - Erfolg);Su proyecto {{c1::tuvo}} un gran éxito.;Sein Projekt hatte einen großen Erfolg.;Bilde die 3. Person Singular von tener (es hatte) im Indefinido.;Éxito ist maskulin laut LONERS-Regel.
Verb tener Indefinido (1. Pl. - Bekommen);Ayer nosotros {{c1::tuvimos}} una videollamada.;Gestern hatten (bekamen) wir einen Videoanruf.;Bilde die 1. Person Plural von tener (wir hatten) im Indefinido.;Die unregelmäßigen Indefinido-Formen tragen niemals einen Akzent.
Verb tener Indefinido (1. Pl. - Verpflichtung);Nosotros {{c1::tuvimos que}} buscar la llave.;Wir mussten nach dem Schlüssel suchen.;Bilde die Struktur für wir mussten (Verpflichtung) im Indefinido.;Buscar (suchen) wird ohne Präposition für Objekte genutzt.
Verb tener Indefinido (1. Pl. - Problem);La semana pasada {{c1::tuvimos}} problemas.;Letzte Woche hatten wir Probleme.;Bilde die 1. Person Plural von tener (wir hatten) im Indefinido.;"La semana pasada" grenzt das Ereignis zeitlich klar ab.
Verb tener Indefinido (1. Pl. - Zeit);El sábado nosotros {{c1::tuvimos}} tiempo libre.;Am Samstag hatten wir Freizeit.;Bilde die 1. Person Plural von tener (wir hatten) im Indefinido.;Libre bedeutet frei und steht nach dem Substantiv.
Verb tener Indefinido (1. Pl. - Geduld);Nosotras {{c1::tuvimos}} mucha paciencia con ellos.;Wir hatten viel Geduld mit ihnen.;Bilde die 1. Person Plural von tener für eine rein weibliche Gruppe.;Paciencia (Geduld) stammt aus dem Grundwortschatz.
Verb tener Indefinido (2. Pl. - Bekommen);Vosotros {{c1::tuvisteis}} una respuesta ayer.;Ihr habt gestern eine Antwort bekommen.;Bilde die 2. Person Plural von tener (ihr hattet/habt bekommen) im Indefinido.;Die Endung für vosotros im unregelmäßigen Indefinido lautet -isteis.
Verb tener Indefinido (2. Pl. - Verpflichtung);Vosotros {{c1::tuviste que}} firmar el contrato.;Ihr musstest den Vertrag unterschreiben.;Bilde die Struktur für ihr musstet (Verpflichtung) im Indefinido.;Contrato bedeutet Vertrag.
Verb tener Indefinido (2. Pl. - Schuld);Vosotras {{c1::tuvisteis}} la culpa del error.;Ihr hattet die Schuld an dem Fehler.;Bilde die 2. Person Plural von tener für eine rein weibliche Gruppe.;Culpa bedeutet Schuld, error bedeutet Fehler.
Verb tener Indefinido (2. Pl. - Mut);Vosotros {{c1::tuvisteis}} mucho valor en la crisis.;Ihr hattet in der Krise viel Mut.;Bilde die 2. Person Plural von tener (ihr hattet) im Indefinido.;Valor bedeutet Wert oder Mut.
Verb tener Indefinido (2. Pl. - Schmerzen);¿Vosotros {{c1::tuvisteis}} dolor de cabeza?;Hattet ihr Kopfschmerzen?;Bilde die 2. Person Plural von tener (ihr hattet) im Indefinido.;"Tener dolor de" drückt Schmerzen aus.
Verb tener Indefinido (3. Pl. - Bekommen);Ellos {{c1::tuvieron}} una queja del cliente.;Sie haben eine Beschwerde vom Kunden bekommen.;Bilde die 3. Person Plural von tener (sie hatten) im Indefinido.;La queja bedeutet die Beschwerde.
Verb tener Indefinido (3. Pl. - Verpflichtung);Ellas {{c1::tuvieron que}} pagar la multa.;Sie mussten die Geldstrafe bezahlen.;Bilde die Struktur für sie mussten (Verpflichtung) im Indefinido.;La multa bedeutet die Geldstrafe oder das Bußgeld.
Verb tener Indefinido (3. Pl. - Gäste);Mis padres {{c1::tuvieron}} visitas el martes.;Meine Eltern hatten am Dienstag Besuch.;Bilde die 3. Person Plural von tener (sie hatten) im Indefinido.;Visita bedeutet Besuch oder Besichtigung.
Verb tener Indefinido (3. Pl. - Vorsicht);Esos chicos no {{c1::tuvieron}} cuidado.;Diese Jungs waren nicht vorsichtig (hatten keine Vorsicht).;Bilde die 3. Person Plural von tener (sie hatten) im Indefinido.;"Tener cuidado" drückt punktuelles Aufpassen/Vorsicht aus.
Verb tener Indefinido (3. Pl. - Erfolg);Las nuevas tiendas {{c1::tuvieron}} éxito.;Die neuen Geschäfte hatten Erfolg.;Bilde die 3. Person Plural von tener (sie hatten) im Indefinido.;Tienda bedeutet Geschäft oder Laden.
Verb tener Imperfekt (1. Sg. - Alter);Cuando yo {{c1::tenía}} diez años, vivía en Madrid.;Als ich zehn Jahre alt war, wohnte ich in Madrid.;Bilde die 1. Person Singular von tener (ich hatte/war) im Imperfekt für das Alter.;Altersangaben in der Vergangenheit stehen im Spanischen immer im Imperfekt.
Verb tener Imperfekt (1. Sg. - Besitz);Antes yo {{c1::tenía}} un coche muy viejo.;Früher hatte ich ein sehr altes Auto.;Bilde die 1. Person Singular von tener (ich hatte) im Imperfekt.;Das Signalwort antes (früher) deutet auf einen dauerhaften Zustand im Imperfekt hin.
Verb tener Imperfekt (1. Sg. - Verpflichtung);Yo {{c1::tenía que}} estudiar todos los días.;Ich musste jeden Tag lernen.;Bilde die Struktur für eine dauerhafte Verpflichtung (ich musste) im Imperfekt.;"Tenía que + Infinitiv" beschreibt eine regelmäßige Pflicht oder eine Hintergrundnotwendigkeit.
Verb tener Imperfekt (1. Sg. - Zustand Hunger);Yo {{c1::tenía}} mucha hambre cuando llegué.;Ich hatte großen Hunger, als ich ankam.;Bilde die 1. Person Singular von tener (ich hatte) im Imperfekt.;Der Hunger beschreibt den Zustand (Imperfekt), in den die Aktion des Ankommens (Indefinido: llegué) hineinfällt.
Verb tener Imperfekt (1. Sg. - Zustand Angst);De niño yo {{c1::tenía}} miedo de la oscuridad.;Als Kind hatte ich Angst vor der Dunkelheit.;Bilde die 1. Person Singular von tener (ich hatte) im Imperfekt.;"De niño" (als Kind) beschreibt einen längeren Lebensabschnitt und erfordert das Imperfekt.
Verb tener Imperfekt (2. Sg. - Alter);A los quince años tú {{c1::tenías}} el pelo largo.;Mit fünfzehn Jahren hattest du lange Haare.;Bilde die 2. Person Singular von tener (du hattest) im Imperfekt.;Körperliche Merkmale in der Vergangenheit werden beschreibend mit dem Imperfekt ausgedrückt.
Verb tener Imperfekt (2. Sg. - Besitz);Tú {{c1::tenías}} una casa grande cerca del río.;Du hattest ein großes Haus in der Nähe des Flusses.;Bilde die 2. Person Singular von tener (du hattest) im Imperfekt.;Cerca de bedeutet "in der Nähe von". Río hat einen Akzent auf dem i.
Verb tener Imperfekt (2. Sg. - Verpflichtung);Tú {{c1::tenías que}} cambiar de trabajo.;Du musstest den Beruf wechseln (Es war damals nötig).;Bilde die Struktur für du musstest (Verpflichtung) im Imperfekt.;Beschreibt eine andauernde Notwendigkeit in der Vergangenheit, ohne festes Ende.
Verb tener Imperfekt (2. Sg. - Recht haben);Tú siempre {{c1::tenías}} razón en las discusiones.;Du hattest in den Diskussionen immer recht.;Bilde die 2. Person Singular von tener (du hattest) im Imperfekt.;Das Signalwort siempre (immer) zeigt eine regelmäßige Gewohnheit an.
Verb tener Imperfekt (2. Sg. - Zustand Durst);¿Tú {{c1::tenías}} sed después del partido?;Hattest du nach dem Spiel Durst?;Bilde die 2. Person Singular von tener (du hattest) im Imperfekt.;Fragt nach dem körperlichen Zustand während oder nach einem Ereignis.
Verb tener Imperfekt (3. Sg. - Besitz);El antiguo director {{c1::tenía}} mucha experiencia.;Der frühere Leiter hatte viel Erfahrung.;Bilde die 3. Person Singular von tener (er/sie/es hatte) im Imperfekt.;Erfahrung gilt als andauernde Eigenschaft und nutzt das Imperfekt.
Verb tener Imperfekt (3. Sg. - Alter);Ella {{c1::tenía}} veinte años cuando se casó.;Sie war zwanzig Jahre alt, als sie heiratete.;Bilde die 3. Person Singular von tener für das Alter in der Vergangenheit.;Das Heiraten (se casó) ist die punktuelle Aktion im Indefinido, das Alter der Rahmen im Imperfekt.
Verb tener Imperfekt (3. Sg. - Verpflichtung);Él {{c1::tenía que}} pagar el alquiler cada mes.;Er musste jeden Monat die Miete bezahlen.;Bilde die Struktur für er/sie musste (Verpflichtung) im Imperfekt.;Cada mes (jeden Monat) verlangt das Imperfekt für regelmäßige Vorgänge.
Verb tener Imperfekt (3. Sg. - Lust haben);El niño no {{c1::tenía}} ganas de comer.;Das Kind hatte keine Lust zu essen.;Bilde die 3. Person Singular von tener (er/sie/es hatte) im Imperfekt.;"Tener ganas de" beschreibt den mentalen Zustand in der Vergangenheit.
Verb tener Imperfekt (3. Sg. - Erfolg/Glück);Su empresa {{c1::tenía}} un gran éxito.;Seine Firma hatte großen Erfolg.;Bilde die 3. Person Singular von tener (sie hatte) im Imperfekt.;Beschreibt den andauernden, erfolgreichen Zustand des Unternehmens in der Vergangenheit.
Verb tener Imperfekt (1. Pl. - Besitz);En el pasado nosotros {{c1::teníamos}} más tiempo.;In der Vergangenheit hatten wir mehr Zeit.;Bilde die 1. Person Plural von tener (wir hatten) im Imperfekt. Denke an den Akzent!;Jede Form im Imperfekt von tener hat einen Akzent auf dem i (teníamos).
Verb tener Imperfekt (1. Pl. - Zustand Kälte);Nosotros {{c1::teníamos}} frío en esa oficina.;Uns war kalt in jenem Büro (Wir hatten Kälte).;Bilde die 1. Person Plural von es-tar (wir hatten) im Imperfekt mit Akzent.;Beschreibt den permanenten Zustand der Kälte in den alten Räumlichkeiten.
Verb tener Imperfekt (1. Pl. - Verpflichtung);Nosotros {{c1::teníamos que}} buscar el documento.;Wir mussten das Dokument suchen.;Bilde die Struktur für wir mussten (Verpflichtung) im Imperfekt.;Das Suchen war der andauernde Zustand, bevor das Dokument gefunden wurde.
Verb tener Imperfekt (1. Pl. - Zustand Eile);A esa hora nosotros {{c1::teníamos}} prisa.;Zu jener Uhrzeit hatten wir Eile (waren wir in Eile).;Bilde die 1. Person Plural von tener (wir hatten) im Imperfekt.;Prisa ist ein weibliches Substantiv (la prisa).
Verb tener Imperfekt (1. Pl. - Problem);Nosotras no {{c1::teníamos}} problemas con nadie.;Wir hatten mit niemandem Probleme.;Bilde die 1. Person Plural von tener für eine rein weibliche Gruppe.;Nadie bedeutet niemand und bleibt unverändert.
Verb tener Imperfekt (2. Pl. - Besitz);Vosotros {{c1::teníais}} una gran colección.;Ihr hattet eine große Sammlung.;Bilde die 2. Person Plural von tener (ihr hattet) im Imperfekt. Achte auf den Akzent!;Die Endung für vosotros lautet -íais (teníais).
Verb tener Imperfekt (2. Pl. - Verpflichtung);Vosotros {{c1::teníais que}} firmar el contrato.;Ihr musstest den Vertrag unterschreiben.;Bilde die Struktur für ihr musstet (Verpflichtung) im Imperfekt.;Beschreibt die andauernde Pflicht, bevor die Unterschrift tatsächlich geleistet wurde.
Verb tener Imperfekt (2. Pl. - Gesundheit);¿Vosotros {{c1::teníais}} fiebre alta ayer?;Hattet ihr gestern hohes Fieber?;Bilde die 2. Person Plural von tener (ihr hattet) im Imperfekt.;Fragt nach dem andauernden Zustand des Fiebers am gestrigen Tag.
Verb tener Imperfekt (2. Pl. - Schuld);Vosotras no {{c1::teníais}} la culpa del error.;Ihr hattet keine Schuld an dem Fehler.;Bilde die 2. Person Plural von tener für eine rein weibliche Gruppe.;Culpa bedeutet Schuld, error bedeutet Fehler.
Verb tener Imperfekt (2. Pl. - Zustand Vorsicht);Vosotros nunca {{c1::teníais}} cuidado.;Ihr wart nie vorsichtig (Ihr hattet nie Vorsicht).;Bilde die 2. Person Plural von tener (ihr hattet) im Imperfekt.;Nunca (nie) fordert das Imperfekt für gewohnheitsmäßige Zustände.
Verb tener Imperfekt (3. Pl. - Besitz);Los nuevos empleados {{c1::tenían}} muchas dudas.;Die neuen Angestellten hatten viele Zweifel.;Bilde die 3. Person Plural von tener (sie hatten) im Imperfekt.;Duda bedeutet Zweifel oder Frage.
Verb tener Imperfekt (3. Pl. - Alter);Ellos {{c1::tenían}} sesenta años cuando se jubilaron.;Sie waren sechzig Jahre alt, als sie in Rente gingen.;Bilde die 3. Person Plural von tener für das Alter in der Vergangenheit.;Das Pensionieren (se jubilaron) bricht als punktuelles Ereignis (Indefinido) in den Alterszustand ein.
Verb tener Imperfekt (3. Pl. - Verpflichtung);Ellas {{c1::tenían que}} pagar la cuenta de la luz.;Sie mussten die Stromrechnung bezahlen.;Bilde die Struktur für sie mussten (Verpflichtung) im Imperfekt.;"La cuenta de la luz" ist die gängige spanische Bezeichnung für die Stromrechnung.
Verb tener Imperfekt (3. Pl. - Schmerzen);Los niños {{c1::tenían}} dolor de estómago.;Die Kinder hatten Magenschmerzen.;Bilde die 3. Person Plural von tener (sie hatten) im Imperfekt.;Estómago (Magen) hat einen Akzent auf dem o.
Verb tener Imperfekt (3. Pl. - Scham);Las niñas {{c1::tenían}} vergüenza de cantar.;Die Mädchen schämten sich zu singen.;Bilde die 3. Person Plural von tener für ein weibliches Plural-Substantiv.;Vergüenza (Scham) nutzt das Trema auf dem ü.
Verb tener Futuro (1. Sg. - Besitz);El próximo año yo {{c1::tendré}} mi propia casa.;Nächstes Jahr werde ich mein eigenes Haus haben.;Bilde die 1. Person Singular von tener (ich werde haben) im Futuro Simple. Denke an den Stamm tendr-!;El próximo año ist ein klassischer Auslöser für die Zukunft.
Verb tener Futuro (1. Sg. - Alter);En un mes yo {{c1::tendré}} treinta años.;In einem Monat werde ich dreißig Jahre alt sein.;Bilde die 1. Person Singular von tener im Futuro Simple für eine Altersangabe.;Zukünftiges Alter wird im Spanischen konsequent mit tener ausgedrückt.
Verb tener Futuro (1. Sg. - Verpflichtung);Mañana yo {{c1::tendré que}} levantarme temprano.;Morgen werde ich früh aufstehen müssen.;Bilde die Struktur für ich werde müssen (Verpflichtung) im Futuro Simple.;Levantarse ist ein reflexives Verb (aufstehen).
Verb tener Futuro (1. Sg. - Zeit);Pronto yo {{c1::tendré}} más tiempo libre.;Bald werde ich mehr Freizeit haben.;Bilde die 1. Person Singular von tener (ich werde haben) im Futuro Simple.;Pronto bedeutet bald oder schnell.
Verb tener Futuro (1. Sg. - Erfolg);Con este plan, yo {{c1::tendré}} éxito.;Mit diesem Plan werde ich Erfolg haben.;Bilde die 1. Person Singular von tener (ich werde haben) im Futuro Simple.;Éxito ist maskulin laut LONERS-Regel.
Verb tener Futuro (2. Sg. - Besitz);¿Tú {{c1::tendrás}} los resultados mañana?;Wirst du die Ergebnisse morgen haben?;Bilde die 2. Person Singular von tener (du wirst haben) im Futuro Simple mit Akzent.;Die Form tendrás hat einen obligatorischen Akzent auf dem a.
Verb tener Futuro (2. Sg. - Verpflichtung);Tú {{c1::tendrás que}} hablar con el director.;Du wirst mit dem Leiter sprechen müssen.;Bilde die Struktur für du wirst müssen (Verpflichtung) im Futuro Simple.;Hinter tener que folgt immer der Infinitiv.
Verb tener Futuro (2. Sg. - Gelegenheit);Muy pronto tú {{c1::tendrás}} una oportunidad.;Sehr bald wirst du eine Gelegenheit haben.;Bilde die 2. Person Singular von tener (du wirst haben) im Futuro Simple.;Oportunidad ist weiblich laut D-IÓ-A-Z-Regel (la oportunidad).
Verb tener Futuro (2. Sg. - Recht haben);Al final tú {{c1::tendrás}} razón, ya lo verás.;Am Ende wirst du recht haben, du wirst es schon sehen.;Bilde die 2. Person Singular von tener (du wirst haben) im Futuro Simple.;Razón ist ein weibliches Substantiv (la razón).
Verb tener Futuro (2. Sg. - Vermutung Alter);¿Cuántos años {{c1::tendrás}} tú ahora? ¿Veinte?;Wie alt wirst du jetzt wohl sein? Zwanzig?;Bilde die 2. Person Singular von tener im Futuro für eine Vermutung im Jetzt.;Das Futuro Simple drückt hier eine Schätzung über das aktuelle Alter aus ("Wie alt magst du sein?").
Verb tener Futuro (3. Sg. - Besitz);El nuevo proyecto {{c1::tendrá}} un gran presupuesto.;Das neue Projekt wird ein großes Budget (Budgetrahmen) haben.;Bilde die 3. Person Singular von tener (es wird haben) im Futuro Simple. Denke an den Akzent!;Presupuesto stammt aus dem wirtschaftlichen Grundwortschatz.
