main_topic;cloze_test;translation;hint;extra
Verb ser Präsens (3. Sg. - Unpersönlich);{{c1::Es}} importante estudiar todos los días.;Es ist wichtig, jeden Tag zu lernen.;Bilde die unpersönliche 3. Person Singular von ser (es ist) im Präsens.;Unpersönliche Ausdrücke (es wichtig/notwendig/möglich) nutzen immer es.
Verb ser Präsens (1. Pl. - Herkunft);Nosotros {{c1::somos}} de una familia grande.;Wir sind aus einer großen Familie.;Bilde die 1. Person Plural von ser (wir sind) im Präsens.;Das Adjektiv grande wird vor einem Singular-Substantiv zu gran verkürzt, steht hier aber danach.
Verb ser Präsens (1. Pl. - Nationalität);Nosotras {{c1::somos}} mexicanas y viajamos mucho.;Wir sind Mexikanerinnen und reisen viel.;Bilde die 1. Person Plural von ser (wir sind) für eine rein weibliche Gruppe.;Die Endung des Adjektivs richtet sich im Geschlecht nach dem Pronomen nosotras.
Verb ser Präsens (1. Pl. - Beruf);Nosotros {{c1::somos}} ingenieros en esta empresa.;Wir sind Ingenieure in diesem Unternehmen.;Bilde die 1. Person Plural von ser (wir sind) im Präsens für den Beruf.;Auch im Plural fällt der unbestimmte Artikel bei Berufen ohne Adjektiv weg.
Verb ser Präsens (1. Pl. - Eigenschaft);Nosotros {{c1::somos}} responsables de la seguridad.;Wir sind für die Sicherheit verantwortlich.;Bilde die 1. Person Plural von ser (wir sind) im Präsens.;Responsable de ist eine feste Struktur, um eine dauerhafte Zuständigkeit auszudrücken.
Verb ser Präsens (2. Pl. - Herkunft);Vosotros {{c1::sois}} del sur de España.;Ihr seid aus dem Süden Spaniens.;Bilde die 2. Person Plural von ser (ihr seid) im Präsens.;Die Präposition de verschmilzt mit dem Artikel el zu del (de + el = del).
Verb ser Präsens (2. Pl. - Charakter);Vosotros {{c1::sois}} personas muy amables.;Ihr seid sehr freundliche Personen.;Bilde die 2. Person Plural von ser (ihr seid) im Präsens.;Das Adjektiv amable ist für Maskulinum und Femininum identisch.
Verb ser Präsens (2. Pl. - Status);Vosotros {{c1::sois}} los miembros del comité.;Ihr seid die Mitglieder des Ausschusses.;Bilde die 2. Person Plural von ser (ihr seid) im Präsens.;Miembro bleibt grammatikalisch maskulin, auch wenn Frauen gemeint sind.
Verb ser Präsens (2. Pl. - Beziehung);Vosotras {{c1::sois}} hermanas de sangre.;Ihr seid leibliche Schwestern (Schwestern von Blut).;Bilde die 2. Person Plural von ser (ihr seid) für eine rein weibliche Gruppe.;Sangre ist im Spanischen ein weibliches Substantiv (la sangre).
Verb ser Präsens (3. Pl. - Herkunft);Ellos {{c1::son}} de Francia pero hablan español.;Sie sind aus Frankreich, aber sie sprechen Spanisch.;Bilde die 3. Person Plural von ser (sie sind) im Präsens für die Herkunft.;Ländernamen wie Francia stehen meist ohne Artikel nach der Präposition de.
Verb ser Präsens (3. Pl. - Nationalität);Ellas {{c1::son}} argentinas y viven aquí.;Sie sind Argentinierinnen und wohnen hier.;Bilde die 3. Person Plural von ser (sie sind) im Präsens für eine weibliche Gruppe.;Das Verb son bleibt für maskulin und feminin gleich, nur das Adjektiv passt sich an.
Verb ser Präsens (3. Pl. - Uhrzeit allgemein);¿Qué hora es? {{c1::Son}} las tres.;Wie spät ist es? Es ist drei Uhr.;Bilde die 3. Person Plural von ser für die Uhrzeit ab zwei Uhr.;Uhrzeiten ab 2 Uhr verlangen immer den Plural son sowie den weiblichen Artikel las (las horas).
Verb ser Präsens (3. Pl. - Charakter);Esos chicos {{c1::son}} muy capaces.;Diese Jungs sind sehr fähig.;Bilde die 3. Person Plural von ser (sie sind) im Präsens.;Das Adjektiv capaz bildet den Plural unregelmäßig durch den Wechsel von z zu c (capaces).
Verb ser Präsens (3. Pl. - Preis unpersönlich);¿Cuánto {{c1::son}} estos libros de aquí?;Wie viel kosten diese Bücher hier? (Wie viel sind...);Bilde die 3. Person Plural von ser (sie sind) zur umgangssprachlichen Preiserhebung.;Ser kann im Plural verwendet werden, um nach dem Gesamtpreis mehrerer Dinge zu fragen.
Verb ser Präsens (3. Pl. - Eventort);Los conciertos {{c1::son}} en el centro.;Die Konzerte finden im Zentrum statt (sind im Zentrum).;Bilde die 3. Person Plural von ser (sie sind) für den Veranstaltungsort.;Achtung: Findet ein Event statt, nutzt man für den Ort „ser“ und NICHT „estar“.
Verb ser Präsens (1. Sg. - Herkunft);Yo {{c1::soy}} de un pueblo pequeño.;Ich bin aus einem kleinen Dorf.;Bilde die 1. Person Singular von ser (ich bin) im Präsens für die Herkunft.;Das Wort pueblo bedeutet Dorf oder Volk und ist maskulin.
Verb ser Präsens (1. Sg. - Charakter);Yo {{c1::soy}} una persona optimista.;Ich bin eine optimistische Person.;Bilde die 1. Person Singular von ser (ich bin) im Präsens.;Adjektive auf -ista wie optimista sind für Maskulinum und Femininum identisch.
Verb ser Präsens (1. Sg. - Zustand dauerhaft);Yo {{c1::soy}} el hermano mayor.;Ich bin der ältere Bruder.;Bilde die 1. Person Singular von ser (ich bin) im Präsens für Familienrollen.;Mayor bedeutet älter oder größer und bleibt für beide Geschlechter gleich.
Verb ser Präsens (2. Sg. - Charakter);Tú {{c1::eres}} responsable de tu futuro.;Du bist für deine Zukunft verantwortlich.;Bilde die 2. Person Singular von ser (du bist) im Präsens.;Verantwortlichkeiten und feste Pflichten werden im Spanischen mit ser definiert.
Verb ser Präsens (2. Sg. - Beruf);Tú {{c1::eres}} un gran médico.;Du bist ein großartiger Arzt.;Bilde die 2. Person Singular von ser (du bist) im Präsens.;Grande wird vor einem männlichen Singular-Substantiv zu gran verkürzt.
Verb ser Präsens (2. Sg. - Beziehung);Tú no {{c1::eres}} mi enemigo.;Du bist nicht mein Feind.;Bilde die 2. Person Singular von ser (du bist) im Präsens.;Das Wort enemigo (Feind) stammt aus dem Grundwortschatz.
Verb ser Präsens (3. Sg. - Uhrzeit 1 Uhr);Ya {{c1::es}} la una y media.;Es ist schon halb zwei (ein Uhr und die Hälfte).;Bilde die 3. Person Singular von ser für die Uhrzeit "ein Uhr".;Uhrzeiten mit "ein Uhr" nutzen die Einzahl (es), ab zwei Uhr folgt die Mehrzahl (son).
Verb ser Präsens (3. Sg. - Besitz);El coche azul {{c1::es}} de mi padre.;Das blaue Auto gehört meinem Vater.;Bilde die 3. Person Singular von ser (es ist) im Präsens für die Besitzanzeige.;Besitzverhältnisse werden immer mit der Struktur ser + de ausgedrückt.
Verb ser Präsens (3. Sg. - Material);Este anillo {{c1::es}} de oro puro.;Dieser Ring ist aus reinem Gold.;Bilde die 3. Person Singular von ser (es ist) im Präsens für das Material.;Das Material von Objekten wird mit der Konstruktion ser + de angegeben.
Verb ser Präsens (3. Sg. - Unpersönlich);{{c1::Es}} verdad que tenemos problemas.;Es ist wahr, dass wir Probleme haben.;Bilde die unpersönliche 3. Person Singular von ser (es ist) im Präsens.;Unpersönliche Fakten (es verdad, es mentira) nutzen fest das Verb ser.
Verb ser Präsens (3. Sg. - Nationalität);Él {{c1::es}} un ciudadano alemán.;Er ist ein deutscher Staatsbürger.;Bilde die 3. Person Singular von ser (er/sie ist) im Präsens.;Nationalitätenadjektive wie alemán werden im Spanischen kleingeschrieben.
Verb ser Präsens (1. Pl. - Charakter);Nosotros {{c1::somos}} miembros activos.;Wir sind aktive Mitglieder.;Bilde die 1. Person Plural von ser (wir sind) im Präsens.;Miembro bleibt im Plural maskulin, auch wenn die Gruppe gemischt ist.
Verb ser Präsens (1. Pl. - Ursprung);Nosotros {{c1::somos}} los creadores del grupo.;Wir sind die Schöpfer der Gruppe.;Bilde die 1. Person Plural von ser (wir sind) im Präsens.;Del ist die obligatorische Verschmelzung aus der Präposition de und dem Artikel el.
Verb ser Präsens (2. Pl. - Herkunft);Vosotros no {{c1::sois}} de este país.;Ihr seid nicht aus diesem Land.;Bilde die 2. Person Plural von ser (ihr seid) im Präsens für die Herkunft.;Das Demonstrativpronomen este bedeutet "dieser/diese/dieses".
Verb ser Präsens (2. Pl. - Eigenschaft);Vosotras {{c1::sois}} muy valientes.;Ihr seid sehr mutig.;Bilde die 2. Person Plural von ser (ihr seid) für eine rein weibliche Gruppe.;Das Adjektiv valiente endet auf -e und ist für beide Geschlechter gleich.
Verb ser Präsens (3. Pl. - Uhrzeit allgemein);¿Qué hora es? {{c1::Son}} las cinco.;Wie spät ist es? Es ist fünf Uhr.;Bilde die 3. Person Plural von ser für alle Uhrzeiten ab zwei Uhr.;Alle Uhrzeiten außer der ersten Stunde verlangen den Plural son und las.
Verb ser Präsens (3. Pl. - Preis unpersönlich);¿Cuánto {{c1::son}} todas estas cosas?;Wie viel kosten alle diese Dinge zusammen? (Wie viel sind...);Bilde die 3. Person Plural von ser (sie sind) zur Preiserhebung.;Umgangssprachlich erfragt ser im Plural den Gesamtpreis einer Gruppe von Dingen.
Verb ser Präsens (3. Pl. - Eventort);Las clases {{c1::son}} en la escuela.;Die Kurse finden in der Schule statt (sind in der Schule).;Bilde die 3. Person Plural von ser (sie sind) für den Veranstaltungsort.;Bei Veranstaltungen (Kursen, Festen) nutzt man ser für den Ort, nicht estar.
Verb ser Präsens (3. Pl. - Herkunft);Ellos {{c1::son}} del norte de Europa.;Sie sind aus Nordeuropa (aus dem Norden von Europa).;Bilde die 3. Person Plural von ser (sie sind) im Präsens für die Herkunft.;Norte ist ein maskulines Substantiv, daher verschmelzen de und el zu del.
Verb ser Präsens (3. Pl. - Beziehung);Ellas {{c1::son}} mis compañeras de clase.;Sie sind meine Klassenkameradinnen.;Bilde die 3. Person Plural von ser (sie sind) im Präsens für eine weibliche Gruppe.;Das Possessivpronomen mis richtet sich im Numerus nach dem Plural-Substantiv.
Verb ser Indefinido (1. Sg. - Beruf);Yo {{c1::fui}} el presidente del club.;Ich war der Präsident des Clubs.;Bilde die 1. Person Singular von ser (ich war) im Indefinido.;Da das Amt zeitlich abgeschlossen ist, wird das Indefinido genutzt.
Verb ser Indefinido (1. Sg. - Herkunft);Yo {{c1::fui}} de los primeros en llegar.;Ich war einer der Ersten, die ankamen.;Bilde die 1. Person Singular von ser (ich war) im Indefinido.;Das Indefinido hebt das punktuelle Ereignis in der Vergangenheit hervor.
Verb ser Indefinido (1. Sg. - Eigenschaft);Durante un año yo {{c1::fui}} muy feliz.;Ein Jahr lang war ich sehr glücklich.;Bilde die 1. Person Singular von ser (ich war) im Indefinido.;Bei einer klaren zeitlichen Begrenzung (durante un año) steht das Indefinido.
Verb ser Indefinido (1. Sg. - Rolle);Yo {{c1::fui}} el responsable de la seguridad.;Ich war der Verantwortliche für die Sicherheit.;Bilde die 1. Person Singular von ser (ich war) im Indefinido.;Die Formen von ser und ir (gehen) sind im Indefinido absolut identisch.
Verb ser Indefinido (1. Sg. - Zeuge);Yo {{c1::fui}} testigo de ese gran accidente.;Ich war Zeuge dieses großen Unfalls.;Bilde die 1. Person Singular von ser (ich war) im Indefinido.;Testigo (Zeuge/Zeugin) verändert seine Endung im Weiblichen nicht.
Verb ser Indefinido (2. Sg. - Charakter);Tú {{c1::fuiste}} muy valiente ayer.;Du warst gestern sehr mutig.;Bilde die 2. Person Singular von ser (du warst) im Indefinido.;Das Signalwort ayer (gestern) verlangt zwingend das Indefinido.
Verb ser Indefinido (2. Sg. - Rolle);Tú {{c1::fuiste}} la estrella del partido.;Du warst der Star des Spiels.;Bilde die 2. Person Singular von ser (du warst) im Indefinido.;Estrella ist immer weiblich, auch wenn es eine männliche Person beschreibt.
Verb ser Indefinido (2. Sg. - Beziehung);Tú {{c1::fuiste}} mi primer amor.;Du warst meine erste Liebe.;Bilde die 2. Person Singular von ser (du warst) im Indefinido.;Primero verliert das -o (primero -> primer) vor einem maskulinen Substantiv.
Verb ser Indefinido (2. Sg. - Herkunft);Tú {{c1::fuiste}} el único en la lista.;Du warst der Einzige auf der Liste.;Bilde die 2. Person Singular von ser (du warst) im Indefinido.;Único hat einen geschriebenen Akzent auf dem u.
Verb ser Indefinido (2. Sg. - Urteil);Tú no {{c1::fuiste}} el culpable de todo.;Du warst nicht der Schuldige für alles.;Bilde die 2. Person Singular von ser (du warst) im Indefinido.;Culpable (schuldig) endet auf -e und bleibt für beide Geschlechter gleich.
Verb ser Indefinido (3. Sg. - Event);El concierto {{c1::fue}} en el estadio.;Das Konzert fand im Stadion statt (war im Stadion).;Bilde die 3. Person Singular von ser (es war) im Indefinido.;Für den Ort von Veranstaltungen (Konzerte, Partys) nutzt man ser, nicht estar.
Verb ser Indefinido (3. Sg. - Bewertung);La película de ayer {{c1::fue}} excelente.;Der Film von gestern war exzellent.;Bilde die 3. Person Singular von ser (er/sie/es war) im Indefinido.;Ein kurzes, abgeschlossenes Urteil über eine Sache verlangt das Indefinido.
Verb ser Indefinido (3. Sg. - Erlebniseindruck);El viaje {{c1::fue}} una experiencia maravillosa.;Die Reise war eine wunderbare Erfahrung.;Bilde die 3. Person Singular von ser (es war) im Indefinido.;Substantive auf -cia wie experiencia sind fast immer weiblich.
Verb ser Indefinido (3. Sg. - Zeitdauer);Su mandato {{c1::fue}} muy corto.;Seine Amtszeit war sehr kurz.;Bilde die 3. Person Singular von ser (es war) im Indefinido.;Corto (kurz) ist das Gegenteil von largo (lang).
Verb ser Indefinido (3. Sg. - Ursache);Esa decisión {{c1::fue}} un gran error.;Diese Entscheidung war ein großer Fehler.;Bilde die 3. Person Singular von ser (es war) im Indefinido.;Error ist im Spanischen maskulin (el error), anders als im Deutschen.
Verb ser Indefinido (1. Pl. - Team);Nosotros {{c1::fuimos}} los ganadores.;Wir waren die Gewinner.;Bilde die 1. Person Plural von ser (wir waren) im Indefinido.;Ganador bildet den Plural durch das Anhängen von -es.
Verb ser Indefinido (1. Pl. - Status);El año pasado {{c1::fuimos}} finalistas.;Letztes Jahr waren wir Finalisten.;Bilde die 1. Person Plural von ser (wir waren) im Indefinido.;El año pasado ist ein klassischer Auslöser für das Indefinido.
Verb ser Indefinido (1. Pl. - Herkunft);Nosotras {{c1::fuimos}} las primeras en salir.;Wir waren die Ersten, die hinausgingen.;Bilde die 1. Person Plural von ser (wir waren) für eine rein weibliche Gruppe.;Das Adjektiv primeras passt sich an das weibliche Pronomen nosotras an.
Verb ser Indefinido (1. Pl. - Rolle);Nosotros {{c1::fuimos}} sus mejores clientes.;Wir waren ihre besten Kunden.;Bilde die 1. Person Plural von ser (wir waren) im Indefinido.;Mejor bildet den Plural im Spanischen durch das Anhängen von -es (mejores).
Verb ser Indefinido (1. Pl. - Zustand abgeschlossen);En el pasado {{c1::fuimos}} muy unidos.;In der Vergangenheit waren wir sehr eng verbunden.;Bilde die 1. Person Plural von ser (wir waren) im Indefinido.;Unido bedeutet vereinigt oder eng verbunden (z. B. eine Familie).
Verb ser Indefinido (2. Pl. - Urteil);Vosotros {{c1::fuisteis}} muy amables con ellos.;Ihr wart sehr freundlich zu ihnen.;Bilde die 2. Person Plural von ser (ihr wart) im Indefinido.;Amable bildet den Plural ganz regelmäßig auf amables.
Verb ser Indefinido (2. Pl. - Beruf);Vosotros {{c1::fuisteis}} profesores de mi hijo.;Ihr wart Lehrer meines Sohnes.;Bilde die 2. Person Plural von ser (ihr wart) im Indefinido.;Professor wird im Spanischen ohne Doppel-s geschrieben (profesor).
Verb ser Indefinido (2. Pl. - Beteiligung);Vosotras {{c1::fuisteis}} parte del equipo activo.;Ihr wart Teil des aktiven Teams.;Bilde die 2. Person Plural von ser (ihr wart) für eine rein weibliche Gruppe.;Parte ist im Spanischen weiblich (la parte).
Verb ser Indefinido (2. Pl. - Herkunft);¿Vosotros {{c1::fuisteis}} los creadores de esto?;Wart ihr die Schöpfer von diesem hier?;Bilde die 2. Person Plural von ser (ihr wart) im Indefinido.;Creador (Schöpfer/Erfinder) stammt aus dem gehobenen Grundwortschatz.
Verb ser Indefinido (2. Pl. - Charakter);Vosotras {{c1::fuisteis}} muy pacientes.;Ihr wart sehr geduldig.;Bilde die 2. Person Plural von ser (ihr wart) für eine weibliche Gruppe.;Paciente endet auf -e und bleibt für Männer und Frauen gleich.
Verb ser Indefinido (3. Pl. - Event);Los exámenes {{c1::fueron}} la semana pasada.;Die Prüfungen fanden letzte Woche statt.;Bilde die 3. Person Plural von ser (sie waren) im Indefinido.;Examen verliert im Plural seinen geschriebenen Akzent (exámenes -> exámenes hat ihn im Singular nicht: examen).
Verb ser Indefinido (3. Pl. - Personenbeschreibung);Ellos {{c1::fueron}} amigos durante años.;Sie waren jahrelang Freunde.;Bilde die 3. Person Plural von ser (sie waren) im Indefinido.;Durante años setzt eine abgeschlossene Zeitspanne und erfordert Indefinido.
Verb ser Indefinido (3. Pl. - Geschichte);Ellas {{c1::fueron}} mujeres importantes en la historia.;Sie waren wichtige Frauen in der Geschichte.;Bilde die 3. Person Plural von ser (sie waren) im Indefinido für eine weibliche Gruppe.;Importante bleibt für Maskulinum und Femininum identisch.
Verb ser Indefinido (3. Pl. - Resultat);Los resultados {{c1::fueron}} totalmente negativos.;Die Ergebnisse waren völlig negativ.;Bilde die 3. Person Plural von ser (sie waren) im Indefinido.;Adjektive auf -ivo wechseln im Plural zu -ivos.
Verb ser Indefinido (3. Pl. - Ursprung);Esos cambios {{c1::fueron}} el inicio de todo.;Diese Veränderungen waren der Anfang von allem.;Bilde die 3. Person Plural von ser (sie waren) im Indefinido.;Cambio (Veränderung) ist ein maskulines Substantiv.
Verb ser Imperfekt (1. Sg. - Kindheit);Cuando yo {{c1::era}} niño, jugaba mucho aquí.;Als ich ein Kind war, spielte ich hier viel.;Bilde die 1. Person Singular von ser (ich war) im Imperfekt für Beschreibungen in der Kindheit.;Zeiträume ohne klaren Anfang und Ende (wie die Kindheit) verlangen das Imperfekt.
Verb ser Imperfekt (1. Sg. - Charakter);En ese tiempo yo {{c1::era}} muy tímido.;In jener Zeit war ich sehr schüchtern.;Bilde die 1. Person Singular von ser (ich war) im Imperfekt.;Charaktereigenschaften in der Vergangenheit werden beschreibend mit dem Imperfekt ausgedrückt.
Verb ser Imperfekt (1. Sg. - Beruf);Yo {{c1::era}} profesor antes de jubilarme.;Ich war Lehrer, bevor ich pensioniert wurde.;Bilde die 1. Person Singular von ser (ich war) im Imperfekt für einen früheren Zustand.;Das Imperfekt beschreibt den Hintergrundzustand (Lehrer sein), bevor eine neue Aktion eintrat.
Verb ser Imperfekt (1. Sg. - Aussehen);Antes yo {{c1::era}} más alto que mi hermano.;Früher war ich größer als mein Bruder.;Bilde die 1. Person Singular von ser (ich war) im Imperfekt für ein körperliches Merkmal.;Das Signalwort antes (früher) deutet sehr oft auf das Imperfekt hin.
Verb ser Imperfekt (1. Sg. - Status);Yo {{c1::era}} el único que sabía el secreto.;Ich war der Einzige, der das Geheimnis wusste.;Bilde die 1. Person Singular von ser (ich war) im Imperfekt.;Wissen (sabía) steht im Imperfekt, da es einen andauernden Zustand beschreibt.
Verb ser Imperfekt (2. Sg. - Charakter);Tú {{c1::eras}} una persona muy alegre.;Du warst eine sehr fröhliche Person.;Bilde die 2. Person Singular von ser (du warst) im Imperfekt.;Alegre endet auf -e und bleibt für Männer und Frauen gleich.
Verb ser Imperfekt (2. Sg. - Aussehen);De joven tú {{c1::eras}} bastante delgado.;Als Jugendlicher warst du ziemlich schlank.;Bilde die 2. Person Singular von ser (du warst) im Imperfekt.;Die Formulierung de joven (in jungen Jahren) verlangt für Beschreibungen das Imperfekt.
Verb ser Imperfekt (2. Sg. - Gewohnheit);Tú siempre {{c1::eras}} el primero en clase.;Du warst immer der Erste in der Klasse.;Bilde die 2. Person Singular von ser (du warst) im Imperfekt.;Das Signalwort siempre (immer) deutet auf eine Gewohnheit oder einen Dauerzustand hin.
Verb ser Imperfekt (2. Sg. - Rolle);¿Tú {{c1::eras}} el jefe de este departamento?;Warst du der Chef dieser Abteilung?;Bilde die 2. Person Singular von ser (du warst) im Imperfekt.;Das Wort departamento wird im Spanischen mit nur einem "p" geschrieben.
Verb ser Imperfekt (2. Sg. - Beziehung);Antes tú {{c1::eras}} mi mejor compañero.;Früher warst du mein bester Kollege.;Bilde die 2. Person Singular von ser (du warst) im Imperfekt.;Compañero bedeutet Kollege, Kamerad oder Partner.
Verb ser Imperfekt (3. Sg. - Uhrzeit 1 Uhr);{{c1::Era}} la una de la madrugada cuando llegó.;Es war ein Uhr nachts, als er ankam.;Bilde die 3. Person Singular von ser im Imperfekt für die Uhrzeit "ein Uhr".;Uhrzeiten in der Vergangenheit stehen IMMER im Imperfekt (Singular bei 1 Uhr, Plural ab 2 Uhr).
Verb ser Imperfekt (3. Sg. - Uhrzeit unbestimmt);¿Qué hora {{c1::era}} cuando llamaste?;Wie spät war es, als du angerufen hast?;Bilde die 3. Person Singular von ser im Imperfekt für die Frage nach der Uhrzeit.;Die Frage nach der Uhrzeit in der Vergangenheit nutzt standardmäßig das Imperfekt.
Verb ser Imperfekt (3. Sg. - Beschreibung Sache);La casa vieja {{c1::era}} de piedra blanca.;Das alte Haus war aus weißem Stein.;Bilde die 3. Person Singular von ser (es war) im Imperfekt für eine Materialbeschreibung.;Hintergrundbeschreibungen von Gegenständen nutzen in Erzählungen das Imperfekt.
Verb ser Imperfekt (3. Sg. - Wetterbeschreibung);El día {{c1::era}} gris y hacía mucho frío.;Der Tag war grau und es war sehr kalt.;Bilde die 3. Person Singular von ser (er war) im Imperfekt für das Wetter.;Wetterbeschreibungen, die den Rahmen einer Erzählung bilden, stehen im Imperfekt.
Verb ser Imperfekt (3. Sg. - Besitz);Ese libro antiguo {{c1::era}} de mi abuelo.;Dieses alte Buch gehörte meinem Großvater.;Bilde die 3. Person Singular von ser (es war) im Imperfekt für den Besitzzustand.;Besitzverhältnisse in der Vergangenheit nutzen das Imperfekt, wenn kein fester Zeitraum genannt wird.
Verb ser Imperfekt (3. Sg. - Charakter);Mi profesor de historia {{c1::era}} muy paciente.;Mein Geschichtslehrer war sehr geduldig.;Bilde die 3. Person Singular von ser (er/sie war) im Imperfekt.;Historia benötigt im Spanischen ein H, das im Gegensatz zum Deutschen stumm ist.
Verb ser Imperfekt (1. Pl. - Herkunft);Nosotros {{c1::éramos}} de un barrio pobre.;Wir waren aus einem armen Viertel.;Bilde die 1. Person Plural von ser (wir waren) im Imperfekt. Achtung auf den Akzent!;Die Form éramos hat als einzige Imperfektform von ser einen geschriebenen Akzent auf dem e.
Verb ser Imperfekt (1. Pl. - Zustand);En el colegio nosotros {{c1::éramos}} inseparables.;In der Schule waren wir unzertrennlich.;Bilde die 1. Person Plural von ser (wir waren) im Imperfekt mit Akzent.;Colegio bezeichnet im Spanischen oft die gesamte Schulzeit oder Grundschule.
Verb ser Imperfekt (1. Pl. - Status);Nosotras {{c1::éramos}} responsables de la cocina.;Wir waren für die Küche verantwortlich.;Bilde die 1. Person Plural von ser für eine rein weibliche Gruppe.;Das Wort cocina (Küche) stammt aus dem absoluten Grundwortschatz.
Verb ser Imperfekt (1. Pl. - Gewohnheit);Siempre {{c1::éramos}} los últimos en salir.;Wir waren immer die Letzten, die hinausgingen.;Bilde die 1. Person Plural von ser (wir waren) im Imperfekt.;Último hat einen geschriebenen Akzent auf dem u.
Verb ser Imperfekt (1. Pl. - Beziehung);Nosotros {{c1::éramos}} buenos amigos en esa época.;Wir waren in jener Epoche gute Freunde.;Bilde die 1. Person Plural von ser (wir waren) im Imperfekt.;Época bezeichnet einen längeren Zeitraum oder eine Ära und hat einen Akzent.
Verb ser Imperfekt (2. Pl. - Charakter);Vosotros {{c1::erais}} muy rebeldes de niños.;Ihr wart als Kinder sehr rebellisch.;Bilde die 2. Person Plural von ser (ihr wart) im Imperfekt.;Rebelde endet auf -e und bildet den Plural ganz regelmäßig auf rebeldes.
