main_topic;cloze_test;translation;hint;extra
Verb hacer Präsens (2. Pl. - Gefallen);Vosotros no me {{c1::hacéis}} ningún favor con eso.;Ihr tut mir damit keinen Gefallen.;Bilde die 2. Person Plural von hacer (ihr macht) im Präsens mit Akzent.;Ninguno wird vor einem maskulinen Singular-Substantiv zu ningún verkürzt.
Verb hacer Präsens (2. Pl. - Verspätung);Vosotros siempre {{c1::hacéis}} tarde.;Ihr kommt immer spät (ihr macht immer spät).;Bilde die 2. Person Plural von hacer (ihr macht) im Präsens mit Akzent.;"Hacer tarde" ist eine umgangssprachliche Struktur für zu spät kommen.
Verb hacer Präsens (3. Pl. - Aufgabe);Los empleados {{c1::hacen}} una reunión ahora.;Die Angestellten machen jetzt eine Besprechung.;Bilde die 3. Person Plural von hacer (sie machen) im Präsens.;Reunión ist weiblich laut D-IÓ-A-Z-Regel.
Verb hacer Präsens (3. Pl. - Aktivität);Esos chicos {{c1::hacen}} muchas cosas malas.;Diese Jungs machen viele schlechte Dinge.;Bilde die 3. Person Plural von hacer (sie machen) im Präsens.;Cosa (Ding/Sache) gehört zu den häufigsten Wörtern im Spanischen.
Verb hacer Präsens (3. Pl. - Zeitspanne);{{c1::Hace}} muchos años que ellos son amigos.;Seit vielen Jahren sind sie Freunde.;Bilde die unpersönliche Form für Zeitspannen (hace) im Präsens.;Obwohl "muchos años" im Plural steht, bleibt das unpersönliche "hace" starr im Singular.
Verb hacer Präsens (3. Pl. - Fortschritt);Las nuevas empresas {{c1::hacen}} grandes cambios.;Die neuen Unternehmen machen große Veränderungen.;Bilde die 3. Person Plural von hacer für ein weibliches Plural-Substantiv.;Cambio bedeutet Veränderung oder Wechsel.
Verb hacer Präsens (3. Pl. - Fotos);Ellas {{c1::hacen}} fotos hermosas del paisaje.;Sie machen schöne Fotos von der Landschaft.;Bilde die 3. Person Plural von hacer für eine weibliche Gruppe im Präsens.;Paisaje ist im Spanischen maskulin (el paisaje), anders als im Deutschen.
Verb hacer Indefinido (1. Sg. - Aktivität);Ayer yo {{c1::hice}} deporte por la mañana.;Gestern habe ich morgens Sport gemacht.;Bilde die 1. Person Singular von hacer (ich machte) im Indefinido. Ohne Akzent!;Das Signalwort ayer (gestern) verlangt das Indefinido.
Verb hacer Indefinido (1. Sg. - Aufgabe);El lunes pasado yo {{c1::hice}} todo el trabajo.;Letzten Montag habe ich die gesamte Arbeit gemacht.;Bilde die 1. Person Singular von hacer (ich machte) im Indefinido.;"El lunes pasado" grenzt das Ereignis zeitlich genau ab.
Verb hacer Indefinido (1. Sg. - Projekt);Yo {{c1::hice}} una propuesta excelente ayer.;Ich habe gestern einen exzellenten Vorschlag gemacht.;Bilde die 1. Person Singular von hacer (ich machte) im Indefinido.;Propuesta (Vorschlag) ist ein weibliches Substantiv.
Verb hacer Indefinido (1. Sg. - Gefallen);Anoche yo le {{c1::hice}} un favor a mi hermano.;Gestern Abend habe ich meinem Bruder einen Gefallen getan.;Bilde die 1. Person Singular von hacer (ich tat) im Indefinido.;Anoche bedeutet gestern Abend oder letzte Nacht.
Verb hacer Indefinido (1. Sg. - Fehler);Yo {{c1::hice}} un error grave en el examen.;Ich habe in der Prüfung einen schweren Fehler gemacht.;Bilde die 1. Person Singular von hacer (ich machte) im Indefinido.;Error ist im Spanischen maskulin (el error).
Verb hacer Indefinido (2. Sg. - Frage);¿Tú qué {{c1::hiciste}} en tu tiempo libre ayer?;Was hast du gestern in deiner Freizeit gemacht?;Bilde die 2. Person Singular von hacer (du machtest) im Indefinido.;Die Endung für die 2. Person Singular bei starken Verben ist -iste.
Verb hacer Indefinido (2. Sg. - Aufgabe);Tú {{c1::hiciste}} las tareas de la oficina.;Du hast die Aufgaben des Büros gemacht.;Bilde die 2. Person Singular von hacer (du machtest) im Indefinido.;Tarea bedeutet Aufgabe oder Hausaufgabe.
Verb hacer Indefinido (2. Sg. - Essen);Tú {{c1::hiciste}} una comida deliciosa el domingo.;Du hast am Sonntag ein köstliches Essen gemacht.;Bilde die 2. Person Singular von hacer (du machtest) im Indefinido.;Der konkrete Wochentag (el domingo) verlangt das Indefinido.
Verb hacer Indefinido (2. Sg. - Anstrengung);Tú {{c1::hiciste}} un gran esfuerzo en el torneo.;Du hast beim Turnier eine große Anstrengung gemacht.;Bilde die 2. Person Singular von hacer (du machtest) im Indefinido.;Esfuerzo bedeutet Anstrengung oder Bemühung.
Verb hacer Indefinido (2. Sg. - Frage);¿Por qué tú no {{c1::hiciste}} ninguna pregunta?;Warum hast du keine Frage gestellt (gemacht)?;Bilde die 2. Person Singular von hacer (du machtest) im Indefinido.;Ninguna passt sich an das weibliche Substantiv pregunta an.
Verb hacer Indefinido (3. Sg. - Aufgabe);El director {{c1::hizo}} una llamada importante.;Der Leiter hat einen wichtigen Anruf getätigt (gemacht).;Bilde die 3. Person Singular von hacer (er/sie/es machte) im Indefinido. Achtung: Stammwechsel zu z!;In der 3. Person Singular wechselt das c zu einem z (hizo), um die weiche Aussprache zu bewahren.
Verb hacer Indefinido (3. Sg. - Wetter Kälte);El sábado pasado {{c1::hizo}} mucho frío.;Letzten Samstag war es sehr kalt (machte es viel Kälte).;Bilde die unpersönliche 3. Person Singular von hacer im Indefinido.;Wenn das Wetter an einem konkreten, vergangenen Tag gemeint ist, nutzt man das Indefinido.
Verb hacer Indefinido (3. Sg. - Wetter Sonne);Durante el viaje {{c1::hizo}} mucho sol.;Während der Reise schien die Sonne (machte es viel Sonne).;Bilde die unpersönliche 3. Person Singular von hacer im Indefinido.;Der definierte Zeitraum (durante el viaje) erzwingt das Indefinido.
Verb hacer Indefinido (3. Sg. - Reise);Ella {{c1::hizo}} un viaje largo por Europa.;Sie hat eine lange Reise durch Europa gemacht.;Bilde die 3. Person Singular von hacer (er/sie/es machte) im Indefinido mit z.;Viaje ist im Spanischen maskulin (el viaje).
Verb hacer Indefinido (3. Sg. - Schaden);Ese accidente {{c1::hizo}} mucho daño a la familia.;Dieser Unfall hat der Familie großen Schaden zugefügt (gemacht).;Bilde die 3. Person Singular von hacer im Indefinido mit z.;Daño bedeutet Schaden oder Schmerz.
Verb hacer Indefinido (1. Pl. - Aktivität);El sábado nosotros {{c1::hicimos}} una fiesta.;Am Samstag haben wir ein Fest gemacht.;Bilde die 1. Person Plural von hacer (wir machten) im Indefinido.;Die unregelmäßigen Indefinido-Formen tragen niemals einen Akzent.
Verb hacer Indefinido (1. Pl. - Aufgabe);Nosotros {{c1::hicimos}} el proyecto juntos.;Wir haben das Projekt zusammen gemacht.;Bilde die 1. Person Plural von hacer (wir machten) im Indefinido.;Juntos (zusammen) passt sich im Geschlecht an die Gruppe an.
Verb hacer Indefinido (1. Pl. - Sport);Nosotras {{c1::hicimos}} ejercicio en el parque.;Wir haben im Park Sport (Übungen) gemacht.;Bilde die 1. Person Plural von hacer für eine rein weibliche Gruppe im Indefinido.;Gimnasia oder ejercicio steht für Sport/Übung.
Verb hacer Indefinido (1. Pl. - Fehler);Ayer nosotros {{c1::hicimos}} errores graves.;Gestern haben wir schwere Fehler gemacht.;Bilde die 1. Person Plural von hacer (wir machten) im Indefinido.;Error bildet den Plural ganz regelmäßig auf errores.
Verb hacer Indefinido (1. Pl. - Foto);Nosotros {{c1::hicimos}} una foto del paisaje.;Wir haben ein Foto von der Landschaft gemacht.;Bilde die 1. Person Plural von hacer (wir machten) im Indefinido.;Paisaje ist ein maskulines Substantiv (el paisaje).
Verb hacer Indefinido (2. Pl. - Frage);¿Vosotros qué {{c1::hicisteis}} en la oficina?;Was habt ihr im Büro gemacht?;Bilde die 2. Person Plural von hacer (ihr machtet) im Indefinido. Ohne Akzent!;Die Endung für vosotros im unregelmäßigen Indefinido lautet -isteis.
Verb hacer Indefinido (2. Pl. - Aufgabe);Vosotros {{c1::hicisteis}} un buen trabajo.;Ihr habt eine gute Arbeit gemacht.;Bilde die 2. Person Plural von hacer (ihr machtet) im Indefinido.;Trabajo ist ein maskulines Substantiv.
Verb hacer Indefinido (2. Pl. - Essen);Vosotras {{c1::hicisteis}} la cena para todos.;Ihr habt das Abendessen für alle gemacht.;Bilde die 2. Person Plural von hacer für eine rein weibliche Gruppe im Indefinido.;Cena bedeutet Abendessen.
Verb hacer Indefinido (2. Pl. - Gefallen);Vosotros no me {{c1::hicisteis}} ningún favor.;Ihr habt mir keinen Gefallen getan.;Bilde die 2. Person Plural von hacer (ihr machtet) im Indefinido.;Ninguno wird vor maskulinen Singular-Substantiven zu ningún verkürzt.
Verb hacer Indefinido (2. Pl. - Foto);Vosotros {{c1::hicisteis}} fotos muy hermosas.;Ihr habt sehr schöne Fotos gemacht.;Bilde die 2. Person Plural von hacer (ihr machtet) im Indefinido.;Hermoso bedeutet schön oder wunderschön.
Verb hacer Indefinido (3. Pl. - Aufgabe);Los empleados {{c1::hicieron}} una reunión ayer.;Die Angestellten haben gestern eine Besprechung gemacht.;Bilde die 3. Person Plural von hacer (sie machten) im Indefinido.;Die Endung für die 3. Person Plural lautet -ieron (hicieron).
Verb hacer Indefinido (3. Pl. - Aktivität);Esos chicos {{c1::hicieron}} muchas cosas malas.;Diese Jungs haben viele schlechte Dinge gemacht.;Bilde die 3. Person Plural von hacer (sie machten) im Indefinido.;Cosa (Ding/Sache) gehört zum absoluten Grundwortschatz.
Verb hacer Indefinido (3. Pl. - Fortschritt);Las nuevas empresas {{c1::hicieron}} cambios.;Die neuen Unternehmen haben Veränderungen gemacht.;Bilde die 3. Person Plural von hacer für ein weibliches Plural-Substantiv im Indefinido.;Cambio bedeutet Veränderung oder Wechsel.
Verb hacer Indefinido (3. Pl. - Essen);Ellas {{c1::hicieron}} un pastel para la fiesta.;Sie haben einen Kuchen für das Fest gemacht.;Bilde die 3. Person Plural von hacer für eine weibliche Gruppe im Indefinido.;Pastel bedeutet Kuchen oder Torte (el pastel).
Verb hacer Indefinido (3. Pl. - Kompliment);Ellos me {{c1::hicieron}} un cumplido bonito.;Sie haben mir ein schönes Kompliment gemacht.;Bilde die 3. Person Plural von hacer (sie machten) im Indefinido.;Cumplido bedeutet Kompliment.
Verb hacer Imperfekt (1. Sg. - Gewohnheit);De niño yo {{c1::hacía}} mucho deporte.;Als Kind machte ich viel Sport.;Bilde die 1. Person Singular von hacer (ich machte) im Imperfekt für eine Gewohnheit.;Längere Lebensabschnitte ohne festes Ende (wie die Kindheit) verlangen das Imperfekt.
Verb hacer Imperfekt (1. Sg. - Aufgabe);Yo {{c1::hacía}} la tarea cuando tú llamaste.;Ich machte gerade die Hausaufgabe, als du anriefst.;Bilde die 1. Person Singular von hacer (ich machte) im Imperfekt.;Die andauernde Tätigkeit steht im Imperfekt, die Unterbrechung (llamaste) im Indefinido.
Verb hacer Imperfekt (1. Sg. - Gefallen);Antes yo siempre le {{c1::hacía}} favores.;Früher tat ich ihm immer Gefallen.;Bilde die 1. Person Singular von hacer (ich tat) im Imperfekt.;Das Signalwort antes (früher) deutet auf eine Gewohnheit im Imperfekt hin.
Verb hacer Imperfekt (1. Sg. - Essen);Yo {{c1::hacía}} la cena todas las noches.;Ich machte jeden Abend das Abendessen.;Bilde die 1. Person Singular von hacer (ich machte) im Imperfekt.;Regelmäßige Wiederholungen in der Vergangenheit nutzen das Imperfekt.
Verb hacer Imperfekt (1. Sg. - Projekt);En esa época yo {{c1::hacía}} un gran proyecto.;In jener Epoche machte ich ein großes Projekt.;Bilde die 1. Person Singular von hacer (ich machte) im Imperfekt.;"En esa época" beschreibt den damaligen Hintergrundzustand.
Verb hacer Imperfekt (2. Sg. - Gewohnheit);Tú {{c1::hacías}} muchas preguntas de pequeño.;Als Kleiner (als Kind) hast du viele Fragen gestellt (gemacht).;Bilde die 2. Person Singular von hacer (du machtest) im Imperfekt.;"Hacer preguntas" ist das feste Muster für Fragen stellen.
Verb hacer Imperfekt (2. Sg. - Frage);¿Qué {{c1::hacías}} tú en la oficina ayer a las cinco?;Was hast du gestern um fünf Uhr im Büro gemacht? (andauernd);Bilde die 2. Person Singular von hacer (du machtest) im Imperfekt.;Fragt nach einer andauernden Beschäftigung zu einem bestimmten Zeitpunkt.
Verb hacer Imperfekt (2. Sg. - Aufgabe);Tú {{c1::hacías}} un gran esfuerzo en el trabajo.;Du hast eine große Anstrengung bei der Arbeit gemacht.;Bilde die 2. Person Singular von hacer (du machtest) im Imperfekt.;Esfuerzo (Anstrengung) ist ein maskulines Substantiv.
Verb hacer Imperfekt (2. Sg. - Essen);Tú siempre {{c1::hacías}} un pastel delicioso.;Du hast immer einen köstlichen Kuchen gemacht.;Bilde die 2. Person Singular von hacer (du machtest) im Imperfekt.;Siempre (immer) ist ein klassischer Auslöser für das Imperfekt.
Verb hacer Imperfekt (2. Sg. - Fehler);Antes tú {{c1::hacías}} menos errores graves.;Früher hast du weniger schwere Fehler gemacht.;Bilde die 2. Person Singular von hacer (du machtest) im Imperfekt.;Error bildet den Plural ganz regelmäßig auf errores.
Verb hacer Imperfekt (3. Sg. - Aufgabe);El director {{c1::hacía}} una llamada importante.;Der Leiter tätigte (machte) gerade einen wichtigen Anruf.;Bilde die 3. Person Singular von hacer (er/sie/es machte) im Imperfekt.;Beschreibt den andauernden Hintergrundprozess in einer Erzählung.
Verb hacer Imperfekt (3. Sg. - Wetter Kälte);Ese día {{c1::hacía}} mucho frío en la calle.;An jenem Tag war es sehr kalt auf der Straße (machte es viel Kälte).;Bilde die unpersönliche 3. Person Singular von hacer für das Wetter im Imperfekt.;Wetterbeschreibungen, die den Rahmen einer Erzählung bilden, stehen im Imperfekt.
Verb hacer Imperfekt (3. Sg. - Wetter Sonne);Cuando fuimos a la playa, {{c1::hacía}} mucho sol.;Als wir an den Strand gingen, schien die Sonne (machte es viel Sonne).;Bilde die unpersönliche 3. Person Singular von hacer für das Wetter im Imperfekt.;Das punktuelle Hingehen (fuimos) steht im Indefinido, das Wetter als Rahmen im Imperfekt.
Verb hacer Imperfekt (3. Sg. - Zeitspanne);{{c1::Hacía}} dos años que yo vivía en París.;Seit zwei Jahren wohnte ich damals in Paris (Es machte 2 Jahre...).;Bilde die unpersönliche Form für vergangene Zeitspannen (hacía) im Imperfekt.;Die Struktur hacía + Zeitspanne + que beschreibt, wie lange eine Situation damals schon andauerte.
Verb hacer Imperfekt (3. Sg. - Reise);Ella {{c1::hacía}} un viaje largo por Europa.;Sie machte damals eine lange Reise durch Europa.;Bilde die 3. Person Singular von hacer (er/sie/es machte) im Imperfekt.;Viaje ist im Spanischen maskulin (el viaje).
Verb hacer Imperfekt (1. Pl. - Gewohnheit);Antes nosotros {{c1::hacíamos}} deporte juntos.;Früher machten wir zusammen Sport.;Bilde die 1. Person Plural von hacer (wir machten) im Imperfekt. Denke an den Akzent!;Jede Form im Imperfekt von hacer trägt einen Akzent auf dem i (hacíamos).
Verb hacer Imperfekt (1. Pl. - Aufgabe);Nosotros {{c1::hacíamos}} el proyecto en ese momento.;Wir machten in diesem Moment das Projekt.;Bilde die 1. Person Plural von hacer (wir machten) im Imperfekt mit Akzent.;Beschreibt die andauernde Handlung in der Vergangenheit.
Verb hacer Imperfekt (1. Pl. - Zeitspanne);{{c1::Hacía}} un mes que estábamos en el hotel.;Seit einem Monat waren wir damals im Hotel.;Bilde die unpersönliche Form für Zeitspannen (hacía) am Satzanfang.;Auch wenn die Zeitspanne in der Vergangenheit andauerte, bleibt "hacía" in der 3. Person Singular starr.
Verb hacer Imperfekt (1. Pl. - Sport);Nosotras {{c1::hacíamos}} ejercicio cada mañana.;Wir machten jeden Morgen Sport (Übungen).;Bilde die 1. Person Plural von hacer für eine rein weibliche Gruppe im Imperfekt.;Cada mañana verlangt für die regelmäßige Wiederholung das Imperfekt.
Verb hacer Imperfekt (1. Pl. - Fotos);Nosotros {{c1::hacíamos}} fotos hermosas del paisaje.;Wir machten damals schöne Fotos von der Landschaft.;Bilde die 1. Person Plural von hacer (wir machten) im Imperfekt mit Akzent.;Paisaje ist ein maskulines Substantiv (el paisaje).
Verb hacer Imperfekt (2. Pl. - Frage);¿Vosotros qué {{c1::hacíais}} en la oficina antes?;Was habt ihr früher im Büro gemacht?;Bilde die 2. Person Plural von hacer (ihr machtet) im Imperfekt. Achte auf den Akzent!;Die Endung für vosotros im Imperfekt lautet -íais (hacíais).
Verb hacer Imperfekt (2. Pl. - Gewohnheit);Vosotros {{c1::hacíais}} un buen trabajo siempre.;Ihr habt immer eine gute Arbeit gemacht.;Bilde die 2. Person Plural von hacer (ihr machtet) im Imperfekt mit Akzent.;Siempre steuert hier die Gewohnheitsform im Imperfekt.
Verb hacer Imperfekt (2. Pl. - Essen);Vosotras {{c1::hacíais}} la cena para los invitados.;Ihr habt damals das Abendessen für die Gäste gemacht.;Bilde die 2. Person Plural von hacer für eine rein weibliche Gruppe im Imperfekt.;Invitado bedeutet Gast.
Verb hacer Imperfekt (2. Pl. - Verspätung);Vosotros nunca {{c1::hacíais}} tarde en el pasado.;Ihr kamt in der Vergangenheit nie zu spät (ihr machtet nie spät).;Bilde die 2. Person Plural von hacer (ihr machtet) im Imperfekt mit Akzent.;"Nunca" in Kombination mit einer dauerhaften Beschreibung fordert das Imperfekt.
Verb hacer Imperfekt (2. Pl. - Fehler);Vosotros {{c1::hacíais}} errores en los exámenes.;Ihr habt damals Fehler in den Prüfungen gemacht.;Bilde die 2. Person Plural von hacer (ihr machtet) im Imperfekt mit Akzent.;Examen verliert im Plural seinen geschriebenen Akzent (exámenes).
Verb hacer Imperfekt (3. Pl. - Aufgabe);Los empleados {{c1::hacían}} una reunión larga.;Die Angestellten machten gerade eine lange Besprechung.;Bilde die 3. Person Plural von hacer (sie machten) im Imperfekt.;Dient als andauernde Hintergrundbeschreibung in einer Erzählung.
Verb hacer Imperfekt (3. Pl. - Gewohnheit);Esos chicos {{c1::hacían}} muchas cosas malas.;Diese Jungs machten damals viele schlechte Dinge.;Bilde die 3. Person Plural von hacer (sie machten) im Imperfekt.;Beschreibt den früheren Charakter oder die Gewohnheiten der Jungs.
Verb hacer Imperfekt (3. Pl. - Zeitspanne);{{c1::Hacía}} muchos años que ellos eran amigos.;Seit vielen Jahren waren sie damals schon Freunde.;Bilde die unpersönliche Form für vergangene Zeitspannen (hacía) im Imperfekt.;Obwohl "muchos años" im Plural steht, bleibt "hacía" unpersönlich in der 3. Person Singular.
Verb hacer Imperfekt (3. Pl. - Fortschritt);Las nuevas empresas {{c1::hacían}} cambios.;Die neuen Unternehmen machten damals Veränderungen.;Bilde die 3. Person Plural von hacer für ein weibliches Plural-Substantiv im Imperfekt.;Cambio bedeutet Veränderung oder Wechsel.
Verb hacer Imperfekt (3. Pl. - Fotos);Ellas {{c1::hacían}} fotos de la playa todos los días.;Sie machten jeden Tag Fotos vom Strand.;Bilde die 3. Person Plural von hacer für eine weibliche Gruppe im Imperfekt.;"Todos los días" (jeden Tag) ist ein klarer Auslöser für das Imperfekt.
Verb hacer Futuro (1. Sg. - Aktivität);El próximo año yo {{c1::haré}} más deporte.;Nächstes Jahr werde ich mehr Sport machen.;Bilde die 1. Person Singular von hacer (ich werde machen) im Futuro Simple. Denke an den Stamm har-!;El próximo año ist ein klassischer Auslöser für die Zukunft.
Verb hacer Futuro (1. Sg. - Aufgabe);Mañana por la mañana yo {{c1::haré}} el trabajo.;Morgen Morgen werde ich die Arbeit machen.;Bilde die 1. Person Singular von hacer (ich werde machen) im Futuro Simple. Denke an den Akzent!;Mañana bedeutet morgen, trabajo bedeutet Arbeit.
Verb hacer Futuro (1. Sg. - Reise);Pronto yo {{c1::haré}} un viaje largo por Europa.;Bald werde ich eine lange Reise durch Europa machen.;Bilde die 1. Person Singular von hacer (ich werde machen) im Futuro Simple.;Viaje ist im Spanischen maskulin (el viaje).
Verb hacer Futuro (1. Sg. - Gefallen);Yo te {{c1::haré}} un favor si me ayudas hoy.;Ich werde dir einen Gefallen tun, wenn du mir heute hilfst.;Bilde die 1. Person Singular von hacer (ich werde tun) im Futuro Simple.;"Hacer un favor" bedeutet einen Gefallen tun.
Verb hacer Futuro (1. Sg. - Vorschlag);Yo {{c1::haré}} una propuesta excelente al grupo.;Ich werde der Gruppe einen exzellenten Vorschlag machen.;Bilde die 1. Person Singular von hacer (ich werde machen) im Futuro Simple.;Propuesta ist ein weibliches Substantiv (la propuesta).
Verb hacer Futuro (2. Sg. - Frage);¿Tú qué {{c1::harás}} en tu tiempo libre mañana?;Was wirst du morgen in deiner Freizeit machen?;Bilde die 2. Person Singular von hacer (du wirst machen) im Futuro Simple. Denke an den Akzent!;Die Form harás hat einen obligatorischen Akzent auf dem a.
Verb hacer Futuro (2. Sg. - Aufgabe);Tú {{c1::harás}} las tareas de la oficina el lunes.;Du wirst am Montag die Aufgaben des Büros machen.;Bilde die 2. Person Singular von hacer (du wirst machen) im Futuro Simple.;Wochentage nutzen im Spanischen den bestimmten Artikel (el lunes = am Montag).
Verb hacer Futuro (2. Sg. - Essen);Tú {{c1::harás}} una comida deliciosa para los invitados.;Du wirst ein köstliches Essen für die Gäste machen.;Bilde die 2. Person Singular von hacer (du wirst machen) im Futuro Simple.;Invitado bedeutet Gast.
Verb hacer Futuro (2. Sg. - Anstrengung);Tú {{c1::harás}} un gran esfuerzo en el examen.;Du wirst in der Prüfung eine große Anstrengung machen.;Bilde die 2. Person Singular von hacer (du wirst machen) im Futuro Simple.;Esfuerzo bedeutet Anstrengung, Bemühung oder Aufwand.
