main_topic;cloze_test;translation;hint;extra
Verb estar Präsens (1. Pl. - Ort);Nosotros {{c1::estamos}} lejos de casa.;Wir sind weit weg von zu Hause.;Bilde die 1. Person Plural von estar (wir sind) im Präsens. Kein Akzent!;Die Form estamos hat im Präsens keinen geschriebenen Akzent.
Verb estar Präsens (1. Pl. - Zustand);Hoy nosotros {{c1::estamos}} de buen humor.;Heute sind wir guter Laune.;Bilde die 1. Person Plural von estar (wir sind) im Präsens.;"Estar de buen humor" ist die feste Redewendung für "guter Laune sein".
Verb estar Präsens (1. Pl. - Beschäftigung/Feste Wendung);Nosotros {{c1::estamos}} de vacaciones.;Wir sind im Urlaub.;Bilde die 1. Person Plural von estar (wir sind) im Präsens.;"Estar de vacaciones" steht im Spanischen immer im Plural.
Verb estar Präsens (1. Pl. - Verlaufsform);Nosotras {{c1::estamos}} buscando soluciones.;Wir suchen gerade nach Lösungen.;Bilde die 1. Person Plural von estar für eine rein weibliche Gruppe.;Buscando ist das regelmäßige Gerundium von buscar.
Verb estar Präsens (1. Pl. - Übereinstimmung);Nosotros {{c1::estamos}} de acuerdo contigo.;Wir sind mit dir einverstanden.;Bilde die 1. Person Plural von estar (wir sind) im Präsens.;"Estar de acuerdo" bedeutet einverstanden sein oder zustimmen.
Verb estar Präsens (2. Pl. - Ort);Vosotros {{c1::estáis}} en el lugar correcto.;Ihr seid am richtigen Ort.;Bilde die 2. Person Plural von estar (ihr seid) im Präsens. Akzent auf dem a!;Die Form estáis trägt einen geschriebenen Akzent auf dem Diphthong.
Verb estar Präsens (2. Pl. - Zustand);Vosotras {{c1::estáis}} muy preocupadas.;Ihr seid sehr besorgt.;Bilde die 2. Person Plural von estar für eine rein weibliche Gruppe.;Das Adjektiv preocupadas passt sich an das weibliche Pronomen vosotras an.
Verb estar Präsens (2. Pl. - Bereitschaft);¿Vosotros ya {{c1::estáis}} seguros de eso?;Seid ihr euch dessen schon sicher?;Bilde die 2. Person Plural von estar (ihr seid) im Präsens.;Seguro bedeutet sicher oder versichert.
Verb estar Präsens (2. Pl. - Verlaufsform);Vosotros {{c1::estáis}} perdiendo el tiempo.;Ihr verschwendet gerade Zeit (ihr seid am Verlieren).;Bilde die 2. Person Plural von estar für die Verlaufsform.;Perdiendo ist das regelmäßige Gerundium von perder (verlieren).
Verb estar Präsens (2. Pl. - Zustand Kleidung);Vosotros {{c1::estáis}} muy elegantes hoy.;Ihr seid heute sehr elegant.;Bilde die 2. Person Plural von estar (ihr seid) im Präsens.;Elegante endet auf -e und bleibt für Maskulinum und Femininum gleich.
Verb estar Präsens (3. Pl. - Ort);Los documentos {{c1::están}} sobre la mesa.;Die Dokumente liegen (sind) auf dem Tisch.;Bilde die 3. Person Plural von estar (sie sind) im Präsens. Denke an den Akzent!;Sobre bedeutet auf, über oder als Substantiv "der Umschlag".
Verb estar Präsens (3. Pl. - Zustand);Las ventanas {{c1::están}} abiertas.;Die Fenster sind geöffnet (auf).;Bilde die 3. Person Plural von estar (sie sind) im Präsens.;Abierto ist das Adjektiv zu abrir (öffnen).
Verb estar Präsens (3. Pl. - Zustand Person);Ellos {{c1::están}} cansados del viaje.;Sie sind müde von der Reise.;Bilde die 3. Person Plural von estar (sie sind) im Präsens.;Viaje ist im Spanischen maskulin (el viaje).
Verb estar Präsens (3. Pl. - Verlaufsform);Ellas {{c1::están}} hablando con el jefe.;Sie sprechen gerade mit dem Chef.;Bilde die 3. Person Plural von estar für eine weibliche Gruppe in der Verlaufsform.;Hablando ist das regelmäßige Gerundium von hablar.
Verb estar Präsens (3. Pl. - Status);Los platos {{c1::están}} limpios ya.;Die Teller sind schon sauber.;Bilde die 3. Person Plural von estar (sie sind) im Präsens.;Limpio (sauber) ist das Gegenteil von sucio (schmutzig).
Verb estar Indefinido (1. Sg. - Ort);Ayer yo {{c1::estuve}} en el centro comercial.;Gestern war ich im Einkaufszentrum.;Bilde die 1. Person Singular von estar (ich war) im Indefinido. Ohne Akzent!;Das Signalwort ayer (gestern) verlangt das Indefinido.
Verb estar Indefinido (1. Sg. - Zustand);Durante dos días yo {{c1::estuve}} enfermo.;Zwei Tage lang war ich krank.;Bilde die 1. Person Singular von estar (ich war) im Indefinido.;Eine klare zeitliche Begrenzung (durante dos días) erzwingt das Indefinido.
Verb estar Indefinido (1. Sg. - Ort);El lunes pasado yo {{c1::estuve}} en Madrid.;Letzten Montag war ich in Madrid.;Bilde die 1. Person Singular von estar (ich war) im Indefinido.;"El lunes pasado" grenzt das Ereignis zeitlich genau ab.
Verb estar Indefinido (1. Sg. - Verlaufsform);Yo {{c1::estuve}} esperando el autobús una hora.;Ich habe eine Stunde lang auf den Bus gewartet.;Bilde die 1. Person Singular von estar für die Verlaufsform im Indefinido.;Das Indefinido betont hier die abgeschlossene Dauer (eine Stunde lang).
Verb estar Indefinido (1. Sg. - Abwesenheit);Anoche yo no {{c1::estuve}} en la fiesta.;Gestern Abend war ich nicht auf der Party.;Bilde die 1. Person Singular von estar (ich war) im Indefinido.;Anoche bedeutet gestern Abend oder letzte Nacht.
Verb estar Indefinido (2. Sg. - Ort);¿Dónde {{c1::estuviste}} tú todo el día?;Wo warst du den ganzen Tag?;Bilde die 2. Person Singular von estar (du warst) im Indefinido.;Todo el día definiert den Zeitraum als abgeschlossen.
Verb estar Indefinido (2. Sg. - Zustand);Tú {{c1::estuviste}} muy triste el domingo.;Du warst am Sonntag sehr traurig.;Bilde die 2. Person Singular von es-tar (du warst) im Indefinido.;Der konkrete Wochentag (el domingo) verlangt das Indefinido.
Verb estar Indefinido (2. Sg. - Verlaufsform);¿Tú {{c1::estuviste}} hablando con él ayer?;Hast du gestern mit ihm gesprochen? (Verlaufsform);Bilde die 2. Person Singular von estar für die Verlaufsform im Indefinido.;Kombination aus estuviste + Gerundium (hablando).
Verb estar Indefinido (2. Sg. - Bereitschaft);Tú {{c1::estuviste}} listo antes que yo.;Du warst vor mir fertig.;Bilde die 2. Person Singular von estar (du warst) im Indefinido.;Antes que bedeutet "vor" im zeitlichen Sinne oder beim Vergleichen.
Verb estar Indefinido (2. Sg. - Ort);Tú {{c1::estuviste}} en la reunión, ¿verdad?;Du warst beim Treffen, richtig?;Bilde die 2. Person Singular von estar (du warst) im Indefinido.;Reunión ist weiblich laut D-IÓ-A-Z-Regel (la reunión).
Verb estar Indefinido (3. Sg. - Ort);El director {{c1::estuvo}} en París el mes pasado.;Der Direktor war letzten Monat in Paris.;Bilde die 3. Person Singular von estar (er/sie/es war) im Indefinido.;Der Stamm wechselt zu estuv-, die Endung für die 3. Person ist -o.
Verb estar Indefinido (3. Sg. - Zustand);La comida {{c1::estuvo}} excelente ayer.;Das Essen war gestern exzellent.;Bilde die 3. Person Singular von estar (es war) im Indefinido.;Beschreibt den Zustand des Essens zu einem bestimmten Zeitpunkt in der Vergangenheit.
Verb estar Indefinido (3. Sg. - Gesundheit);Ella {{c1::estuvo}} en el hospital una semana.;Sie war eine Woche lang im Krankenhaus.;Bilde die 3. Person Singular von estar (er/sie/es war) im Indefinido.;Hospital ist im Spanischen maskulin (el hospital).
Verb estar Indefinido (3. Sg. - Verlaufsform);El niño {{c1::estuvo}} llorando toda la tarde.;Das Kind hat den ganzen Nachmittag geweint.;Bilde die 3. Person Singular von estar für die Verlaufsform im Indefinido.;Llorando ist das Gerundium von llorar (weinen).
Verb estar Indefinido (3. Sg. - Wetterzustand);El tiempo {{c1::estuvo}} muy malo el sábado.;Das Wetter war am Samstag sehr schlecht.;Bilde die 3. Person Singular von estar (es war) im Indefinido.;Wenn das Wetter an einem konkreten Tag gemeint ist, nutzt man das Indefinido.
Verb estar Indefinido (1. Pl. - Ort);Nosotros {{c1::estuvimos}} en la playa en verano.;Wir waren im Sommer am Strand.;Bilde die 1. Person Plural von estar (wir waren) im Indefinido.;Verano (Sommer) gehört zum Grundwortschatz.
Verb estar Indefinido (1. Pl. - Zustand);Ayer nosotros {{c1::estuvimos}} de buen humor.;Gestern waren wir guter Laune.;Bilde die 1. Person Plural von estar (wir waren) im Indefinido.;"Estar de buen humor" bleibt auch im Indefinido eine feste Struktur.
Verb estar Indefinido (1. Pl. - Verlaufsform);Nosotras {{c1::estuvimos}} buscando la llave.;Wir haben nach dem Schlüssel gesucht (Verlaufsform).;Bilde die 1. Person Plural von estar für eine rein weibliche Gruppe.;Llave (Schlüssel) ist ein weibliches Substantiv (la llave).
Verb estar Indefinido (1. Pl. - Übereinstimmung);Nosotros {{c1::estuvimos}} de acuerdo en todo.;Wir waren in allem einverstanden.;Bilde die 1. Person Plural von es-tar (wir waren) im Indefinido.;Das Indefinido drückt aus, dass die Einigung zu diesem Zeitpunkt stattfand.
Verb estar Indefinido (1. Pl. - Ort);La semana pasada {{c1::estuvimos}} en Barcelona.;Letzte Woche waren wir in Barcelona.;Bilde die 1. Person Plural von estar (wir waren) im Indefinido.;"La semana pasada" ist ein klarer Indefinido-Auslöser.
Verb estar Indefinido (2. Pl. - Ort);Vosotros {{c1::estuvisteis}} en el concierto, ¿no?;Ihr wart beim Konzert, oder?;Bilde die 2. Person Plural von estar (ihr wart) im Indefinido.;Die Endung für vosotros im unregelmäßigen Indefinido lautet -isteis.
Verb estar Indefinido (2. Pl. - Zustand);Vosotras {{c1::estuvisteis}} preocupadas ayer.;Ihr wart gestern besorgt.;Bilde die 2. Person Plural von estar für eine rein weibliche Gruppe im Indefinido.;Das Adjektiv preocupadas passt sich an das Pronomen vosotras an.
Verb estar Indefinido (2. Pl. - Verlaufsform);Vosotros {{c1::estuvisteis}} trabajando duro.;Ihr habt hart gearbeitet (Verlaufsform).;Bilde die 2. Person Plural von estar für die Verlaufsform im Indefinido.;Trabajando ist das Gerundium von trabajar.
Verb estar Indefinido (2. Pl. - Ort);¿Por qué vosotros no {{c1::estuvisteis}} allí?;Warum wart ihr nicht dort?;Bilde die 2. Person Plural von estar (ihr wart) im Indefinido.;¿Por qué? (warum) wird getrennt und mit Akzent geschrieben.
Verb estar Indefinido (2. Pl. - Bereitschaft);Vosotros {{c1::estuvisteis}} seguros del plan.;Ihr wart euch des Plans sicher.;Bilde die 2. Person Plural von estar (ihr wart) im Indefinido.;Plan ist im Spanischen maskulin (el plan).
Verb estar Indefinido (3. Pl. - Ort);Los documentos {{c1::estuvieron}} aquí ayer.;Die Dokumente waren gestern hier.;Bilde die 3. Person Plural von estar (sie waren) im Indefinido.;Die Endung für die 3. Person Plural lautet -ieron (estuvieron).
Verb estar Indefinido (3. Pl. - Zustand);Las ventanas {{c1::estuvieron}} abiertas toda la noche.;Die Fenster waren die ganze Nacht geöffnet.;Bilde die 3. Person Plural von estar (sie waren) im Indefinido.;Abierto ist das Adjektiv zu abrir (öffnen).
Verb estar Indefinido (3. Pl. - Ort);Ellos {{c1::estuvieron}} en el hotel cinco días.;Sie waren fünf Tage lang im Hotel.;Bilde die 3. Plural von estar (sie waren) im Indefinido.;Die exakte Anzahl der Tage (cinco días) begrenzt die Handlung komplett.
Verb estar Indefinido (3. Pl. - Verlaufsform);Ellas {{c1::estuvieron}} estudiando mucho.;Sie haben viel gelernt (Verlaufsform).;Bilde die 3. Person Plural von estar für eine weibliche Gruppe im Indefinido.;Estudiando ist das Gerundium von estudiar.
Verb estar Indefinido (3. Pl. - Zustand);Los platos {{c1::estuvieron}} sucios varias horas.;Die Teller waren mehrere Stunden lang schmutzig.;Bilde die 3. Person Plural von estar (sie waren) im Indefinido.;Sucio (schmutzig) ist das Gegenteil von limpio (sauber).
Verb estar Imperfekt (1. Sg. - Ort);Cuando llamaste, yo {{c1::estaba}} en casa.;Als du angetextet hast (angerufen hast), war ich zu Hause.;Bilde die 1. Person Singular von estar (ich war) im Imperfekt.;Das punktuelle Anrufen (llamaste) unterbricht den andauernden Zustand des Zu-Hause-Seins (estaba).
Verb estar Imperfekt (1. Sg. - Zustand);En esa época yo {{c1::estaba}} muy enfermo.;In jener Epoche war ich sehr krank.;Bilde die 1. Person Singular von estar (ich war) im Imperfekt.;Da kein exakter Zeitraum genannt wird, beschreibt das Imperfekt den damaligen Zustand.
Verb estar Imperfekt (1. Sg. - Verlaufsform);Yo {{c1::estaba}} durmiendo cuando sonó la alarma.;Ich schlief gerade, als der Alarm ertönte.;Bilde die 1. Person Singular von estar für die Verlaufsform im Imperfekt.;Das Gerundium von dormir lautet unregelmäßig durmiendo (mit u).
Verb estar Imperfekt (1. Sg. - Gefühl);Yo {{c1::estaba}} muy preocupado por el examen.;Ich war sehr besorgt wegen der Prüfung.;Bilde die 1. Person Singular von estar (ich war) im Imperfekt für ein Gefühl.;Gefühle und mentale Zustände in einer Erzählung stehen meist im Imperfekt.
Verb estar Imperfekt (1. Sg. - Meinung);Antes yo no {{c1::estaba}} de acuerdo contigo.;Früher war ich nicht deiner Meinung (mit dir einverstanden).;Bilde die 1. Person Singular von estar (ich war) im Imperfekt.;Das Signalwort antes (früher) deutet meist auf das Imperfekt hin.
Verb estar Imperfekt (2. Sg. - Ort);¿Tú dónde {{c1::estabas}} a las cinco?;Wo warst du um fünf Uhr?;Bilde die 2. Person Singular von estar (du warst) im Imperfekt.;Fragt nach dem andauernden Zustand zu einem bestimmten Zeitpunkt in der Vergangenheit.
Verb estar Imperfekt (2. Sg. - Zustand);Tú {{c1::estabas}} muy cansado después del viaje.;Du warst nach der Reise sehr müde.;Bilde die 2. Person Singular von estar (du warst) im Imperfekt.;Viaje ist im Spanischen maskulin (el viaje).
Verb estar Imperfekt (2. Sg. - Verlaufsform);¿Tú qué {{c1::estabas}} haciendo en el jardín?;Was hast du gerade im Garten gemacht? (Verlaufsform);Bilde die 2. Person Singular von estar für die Verlaufsform im Imperfekt.;Haciendo ist das Gerundium von hacer.
Verb estar Imperfekt (2. Sg. - Bereitschaft);Tú no {{c1::estabas}} listo para el cambio.;Du warst nicht bereit für die Veränderung.;Bilde die 2. Person Singular von estar (du warst) im Imperfekt.;Cambio bedeutet Wechsel oder Veränderung.
Verb estar Imperfekt (2. Sg. - Stimmung);Tú {{c1::estabas}} de mal humor ayer por la mañana.;Du warst gestern Morgen schlechter Laune.;Bilde die 2. Person Singular von estar (du warst) im Imperfekt.;"Estar de mal humor" bedeutet schlechter Laune sein.
Verb estar Imperfekt (3. Sg. - Ort);El coche {{c1::estaba}} aparcado en la calle.;Das Auto war in der Straße geparkt.;Bilde die 3. Person Singular von estar (es war) im Imperfekt.;Calle ist ein weibliches Substantiv (la calle).
Verb estar Imperfekt (3. Sg. - Zustand Sache);La puerta {{c1::estaba}} totalmente abierta.;Die Tür war völlig geöffnet.;Bilde die 3. Person Singular von estar (sie war) im Imperfekt.;Abierta ist das Adjektiv zu abrir (öffnen).
Verb estar Imperfekt (3. Sg. - Gesundheit);Ella {{c1::estaba}} muy débil después de la operación.;Sie war nach der Operation sehr schwach.;Bilde die 3. Person Singular von estar (er/sie/es war) im Imperfekt.;Débil (schwach) trägt einen Akzent auf dem e.
Verb estar Imperfekt (3. Sg. - Verlaufsform);El teléfono {{c1::estaba}} sonando continuamente.;Das Telefon klingelte ununterbrochen (war am Klingeln).;Bilde die 3. Person Singular von estar für die Verlaufsform im Imperfekt.;Sonando ist das regelmäßige Gerundium von sonar.
Verb estar Imperfekt (3. Sg. - Zustand);La comida del restaurante {{c1::estaba}} deliciosa.;Das Essen des Restaurants war köstliche.;Bilde die 3. Person Singular von estar (es war) im Imperfekt.;Beschreibt die andauernde Qualität des Essens während des Restaurantbesuchs.
Verb estar Imperfekt (1. Pl. - Ort);Nosotros {{c1::estábamos}} lejos cuando pasó todo.;Wir waren weit weg, als alles passierte.;Bilde die 1. Person Plural von estar im Imperfekt. Achtung auf den Akzent!;Die Form estábamos hat als einzige Imperfektform von estar einen Akzent auf dem ersten a.
Verb estar Imperfekt (1. Pl. - Zustand);En ese momento nosotros {{c1::estábamos}} cansados.;In diesem Moment waren wir müde.;Bilde die 1. Person Plural von estar (wir waren) im Imperfekt mit Akzent.;Cansado passt sich im Plural an (cansados).
Verb estar Imperfekt (1. Pl. - Verlaufsform);Nosotras {{c1::estábamos}} buscando una solución.;Wir suchten gerade nach einer Lösung (Verlaufsform).;Bilde die 1. Person Plural von estar für eine rein weibliche Gruppe im Imperfekt.;Buscando ist das Gerundium von buscar.
Verb estar Imperfekt (1. Pl. - Beschäftigung);Nosotros {{c1::estábamos}} de vacaciones todavía.;Wir waren immer noch im Urlaub.;Bilde die 1. Person Plural von estar (wir waren) im Imperfekt mit Akzent.;Todavía bedeutet noch oder immer noch.
Verb estar Imperfekt (1. Pl. - Übereinstimmung);Nosotros {{c1::estábamos}} de acuerdo con el director.;Wir waren mit dem Direktor einverstanden.;Bilde die 1. Person Plural von estar (wir waren) im Imperfekt mit Akzent.;Director ist ein maskulines Substantiv.
Verb estar Imperfekt (2. Pl. - Ort);Vosotros {{c1::estabais}} en el cine, ¿verdad?;Ihr wart im Kino, richtig?;Bilde die 2. Person Plural von estar (ihr wart) im Imperfekt. Kein Akzent!;Die Form estabais der 2. Person Plural trägt im Imperfekt keinen Akzent.
Verb estar Imperfekt (2. Pl. - Zustand);Vosotras {{c1::estabais}} seguras de la respuesta.;Ihr wart euch der Antwort sicher.;Bilde die 2. Person Plural von estar für eine rein weibliche Gruppe im Imperfekt.;Respuesta bedeutet Antwort.
Verb estar Imperfekt (2. Pl. - Verlaufsform);Vosotros {{c1::estabais}} perdiendo el tiempo allí.;Ihr habt dort gerade Zeit verschwendet (Verlaufsform).;Bilde die 2. Person Plural von estar für die Verlaufsform im Imperfekt.;Perdiendo ist das Gerundium von perder (verlieren).
Verb estar Imperfekt (2. Pl. - Stimmung);Vosotros {{c1::estabais}} muy contentos con la noticia.;Ihr wart sehr zufrieden (froh) mit der Nachricht.;Bilde die 2. Person Plural von estar (ihr wart) im Imperfekt.;Contento bedeutet froh, glücklich oder zufrieden.
Verb estar Imperfekt (2. Pl. - Abwesenheit);Vosotros no {{c1::estabais}} en la lista de espera.;Ihr wart nicht auf der Warteliste.;Bilde die 2. Person Plural von es-tar (ihr wart) im Imperfekt.;Espera stammt von esperar (warten/hoffen).
Verb estar Imperfekt (3. Pl. - Ort);Los niños {{c1::estaban}} jugando en el parque.;Die Kinder spielten gerade im Park.;Bilde die 3. Person Plural von es-tar (sie waren) im Imperfekt.;Parque ist im Spanischen maskulin (el parque).
Verb estar Imperfekt (3. Pl. - Zustand);Las ventanas {{c1::estaban}} cerradas por el frío.;Die Fenster waren wegen der Kälte geschlossen.;Bilde die 3. Person Plural von estar (sie waren) im Imperfekt.;Cerrado ist das Gegenteil von abierto (geöffnet).
Verb estar Imperfekt (3. Pl. - Gefühl);Ellos {{c1::estaban}} tristes por el resultado.;Sie waren traurig wegen des Ergebnisses.;Bilde die 3. Person Plural von estar (sie waren) im Imperfekt.;Resultado bedeutet Ergebnis oder Resultat.
Verb estar Imperfekt (3. Pl. - Verlaufsform);Ellas {{c1::estaban}} hablando en voz baja.;Sie sprachen gerade mit leiser Stimme (Verlaufsform).;Bilde die 3. Person Plural von estar für eine weibliche Gruppe im Imperfekt.;"En voz baja" ist die feste Redewendung für "mit leiser Stimme / leise".
Verb estar Imperfekt (3. Pl. - Status);Los platos {{c1::estaban}} limpios sobre la mesa.;Die Teller lagen (waren) sauber auf dem Tisch.;Bilde die 3. Person Plural von estar (sie waren) im Imperfekt.;Limpio bedeutet sauber.
Verb estar Futuro (1. Sg. - Ort);Mañana a esta hora yo {{c1::estaré}} en el avión.;Morgen um diese Zeit werde ich im Flugzeug sein.;Bilde die 1. Person Singular von estar (ich werde sein) im Futuro Simple. Denke an den Akzent!;Avión ist maskulin und hat im Singular einen Akzent auf dem o (el avión).
Verb estar Futuro (1. Sg. - Bereitschaft);Pronto yo {{c1::estaré}} listo para empezar.;Bald werde ich bereit sein anzufangen.;Bilde die 1. Person Singular von estar (ich werde sein) im Futuro Simple.;"Estar listo" bedeutet fertig oder bereit sein.
Verb estar Futuro (1. Sg. - Verlaufsform);Yo {{c1::estaré}} trabajando en este proyecto.;Ich werde an diesem Projekt arbeiten (Verlaufsform in der Zukunft).;Bilde die 1. Person Singular von estar für die Verlaufsform im Futuro Simple.;Arbeiten in der Zukunft wird hier als andauernder Prozess beschrieben.
Verb estar Futuro (1. Sg. - Erreichbarkeit);El próximo lunes yo {{c1::estaré}} disponible.;Nächsten Montag werde ich verfügbar sein.;Bilde die 1. Person Singular von estar (ich werde sein) im Futuro Simple.;Disponible (verfügbar) bleibt für beide Geschlechter gleich.
Verb estar Futuro (1. Sg. - Ort);Yo {{c1::estaré}} en la puerta principal de la escuela.;Ich werde am Haupteingang (an der Haupttür) der Schule sein.;Bilde die 1. Person Singular von estar (ich werde sein) im Futuro Simple.;Puerta ist ein weibliches Substantiv (la puerta).
Verb estar Futuro (2. Sg. - Ort);¿Dónde {{c1::estarás}} tú el próximo fin de semana?;Wo wirst du nächstes Wochenende sein?;Bilde die 2. Person Singular von estar (du wirst sein) im Futuro Simple mit Akzent auf dem a.;"Fin de semana" (Wochenende) ist im Spanischen maskulin (el fin de semana).
Verb estar Futuro (2. Sg. - Gesundheit);Con esta medicina, tú {{c1::estarás}} sano pronto.;Mit dieser Medizin wirst du bald gesund sein.;Bilde die 2. Person Singular von estar (du wirst sein) im Futuro Simple.;Sano bedeutet gesund (das Gegenteil von enfermo).
Verb estar Futuro (2. Sg. - Verlaufsform);Tú {{c1::estarás}} durmiendo a esa hora.;Du wirst zu jener Zeit gerade schlafen (Verlaufsform).;Bilde die 2. Person Singular von estar für die Verlaufsform im Futuro Simple.;Durmiendo ist das unregelmäßige Gerundium von dormir.
Verb estar Futuro (2. Sg. - Zustand);Tú {{c1::estarás}} muy cansado después de correr.;Du wirst nach dem Laufen sehr müde sein.;Bilde die 2. Person Singular von estar (du wirst sein) im Futuro Simple.;Infinitive wie correr können nach Präpositionen wie despues de als Substantivierung genutzt werden.
Verb estar Futuro (2. Sg. - Vermutung Zustand);¿Tú {{c1::estarás}} enfadado conmigo ahora?;Bist du jetzt etwa wütend auf mich?;Bilde die 2. Person Singular von estar im Futuro für eine Vermutung im Jetzt.;Das Futuro drückt hier eine Vermutung über einen aktuellen Zustand aus ("Du wirst doch wohl nicht wütend sein?").
Verb estar Futuro (3. Sg. - Ort);El nuevo hospital {{c1::estará}} en las afueras.;Das neue Krankenhaus wird im Außenbezirk (am Stadtrand) sein.;Bilde die 3. Person Singular von estar (es wird sein) im Futuro Simple. Denke an den Akzent!;Afueras (Stadtrand/Außenbezirk) wird im Spanischen immer im weiblichen Plural genutzt.
Verb estar Futuro (3. Sg. - Zustand Sache);La cena {{c1::estará}} lista en diez minutos.;Das Abendessen wird in zehn Minuten fertig sein.;Bilde die 3. Person Singular von estar (es wird sein) im Futuro Simple.;Cena ist ein weibliches Substantiv (la cena).
Verb estar Futuro (3. Sg. - Verlaufsform);Ella {{c1::estará}} viajando por Europa todo el año.;Sie wird das ganze Jahr über durch Europa reisen (Verlaufsform).;Bilde die 3. Person Singular von estar für die Verlaufsform im Futuro Simple.;Viajando ist das regelmäßige Gerundium von viajar.
Verb estar Futuro (3. Sg. - Wetterzustand);El cielo {{c1::estará}} despejado mañana.;Der Himmel wird morgen wolkenlos (klar) sein.;Bilde die 3. Person Singular von estar (er wird sein) im Futuro Simple.;Despejado bedeutet klar, wolkenlos oder aufgeräumt.
Verb estar Futuro (3. Sg. - Vermutung Ort);¿Dónde {{c1::estará}} mi llave ahora mismo?;Wo mag mein Schlüssel wohl gerade sein?;Bilde die 3. Person Singular von estar im Futuro für eine Ortsvermutung im Jetzt.;Das Futuro Simple drückt hier eine Ungewissheit in der Gegenwart aus ("Wo wird er wohl sein?").
Verb estar Futuro (1. Pl. - Ort);El viernes nosotros {{c1::estaremos}} en la playa.;Am Freitag werden wir am Strand sein.;Bilde die 1. Person Plural von estar (wir werden sein) im Futuro Simple. Kein Akzent!;Die Form estaremos hat im Futuro Simple als einzige Person keinen geschriebenen Akzent.
